,RAVER2 (55225)
ACH-000004,-0.37115155546800005
ACH-000007,-0.190121521212
ACH-000009,-0.0164414918615
ACH-000011,-0.110949308874
ACH-000012,-0.122587355558
ACH-000013,-0.119020048804
ACH-000014,0.0333244800808
ACH-000015,-0.137994542351
ACH-000017,0.08608346289010001
ACH-000018,0.018161601465400003
ACH-000019,-0.191026328336
ACH-000021,-0.10421874935799999
ACH-000022,-0.149717348253
ACH-000025,-0.365280810339
ACH-000028,-0.187829654086
ACH-000030,-0.171363567784
ACH-000035,-0.322779362864
ACH-000036,-0.161502052953
ACH-000037,-0.0011413019196600002
ACH-000039,-0.39644413778300003
ACH-000040,-0.250290954514
ACH-000041,-0.22531331062399998
ACH-000042,-0.0233531849089
ACH-000045,-0.21393497715799997
ACH-000047,-0.028868579349099997
ACH-000052,-0.0714400256948
ACH-000053,-0.0124529248016
ACH-000054,0.034714198915199994
ACH-000055,-0.09255578928480002
ACH-000060,-0.123365131952
ACH-000067,-0.188396190703
ACH-000070,-0.061842355472999995
ACH-000075,-0.194471107742
ACH-000078,-0.311641596967
ACH-000082,-0.07998513288430001
ACH-000085,0.110582452442
ACH-000086,-0.074186167198
ACH-000087,-0.14822359704399998
ACH-000092,-0.280876871123
ACH-000095,-0.0871241149965
ACH-000097,-0.142388659192
ACH-000098,-0.0874170745689
ACH-000099,-0.302454933358
ACH-000108,0.0446458261375
ACH-000113,-0.0764546210518
ACH-000115,0.0999559555305
ACH-000116,-0.127535552017
ACH-000118,-0.1409825543
ACH-000120,0.0935069220938
ACH-000123,0.0430652894253
ACH-000127,-0.0912741613672
ACH-000128,0.21488416314199998
ACH-000132,-0.39836404914000006
ACH-000133,-0.0661687598294
ACH-000137,-0.28248611061
ACH-000138,0.09618391175
ACH-000142,-0.16676083187100002
ACH-000143,-0.284338874117
ACH-000146,-0.10986250747300001
ACH-000148,-0.0949066224007
ACH-000150,-0.158707329659
ACH-000152,-0.31463604017200003
ACH-000153,-0.20122409572900002
ACH-000159,-0.120475851011
ACH-000160,-0.018449684366599998
ACH-000163,-0.0349707535637
ACH-000167,-0.37841782964299997
ACH-000168,-0.242328797894
ACH-000169,-0.149287332693
ACH-000178,-0.170947482407
ACH-000182,-0.0894847343911
ACH-000183,0.0247258610678
ACH-000188,-0.167631947221
ACH-000189,-0.79886586837
ACH-000190,-0.0551425468953
ACH-000198,-0.140699120269
ACH-000204,-0.11138360294199999
ACH-000206,0.171933956367
ACH-000207,-0.030286725479599996
ACH-000211,-0.139515424674
ACH-000215,0.000249001744635
ACH-000221,0.07416300078860001
ACH-000222,-0.0167101038619
ACH-000223,-0.0945927045634
ACH-000226,-0.0223979532834
ACH-000227,-0.0261879778855
ACH-000228,0.10210611357999999
ACH-000231,-0.28430310170699996
ACH-000232,-0.13804497835
ACH-000233,-0.020684577802900003
ACH-000234,-0.138444383806
ACH-000235,-0.144182259475
ACH-000237,-0.130003442323
ACH-000238,-0.0508053663148
ACH-000243,-0.183450475922
ACH-000244,-0.11354532909399999
ACH-000246,-0.14672474929
ACH-000248,-0.33816109301200004
ACH-000250,-0.10063023654799999
ACH-000251,-0.19476704746800003
ACH-000253,-0.15280906643300002
ACH-000255,-0.189418328398
ACH-000256,0.208137192136
ACH-000257,-0.32644271568000005
ACH-000258,-0.422080647103
ACH-000259,-0.07340435658200001
ACH-000260,-0.18984045385899997
ACH-000261,-0.218883251468
ACH-000262,-0.36201109822300004
ACH-000263,-0.379036848149
ACH-000264,-0.07797316777300001
ACH-000265,-0.09870751727919999
ACH-000266,-0.123070634892
ACH-000272,-0.125728312438
ACH-000273,0.0211867588192
ACH-000274,-0.133665478206
ACH-000277,-0.19932401772999997
ACH-000278,-0.018179118390299998
ACH-000279,-0.0162167103985
ACH-000280,-0.233683159492
ACH-000281,-0.0605959042729
ACH-000288,-0.24286929785100003
ACH-000291,-0.119384192237
ACH-000293,0.0119859985644
ACH-000294,0.101272504011
ACH-000295,-0.0232751136479
ACH-000296,0.10557754155200001
ACH-000302,-0.0024062276564499998
ACH-000304,0.0607077192853
ACH-000307,-0.140959780419
ACH-000308,-0.118679842973
ACH-000310,-0.101235937696
ACH-000311,-0.153734540437
ACH-000312,-0.304267213233
ACH-000315,-0.0676619632115
ACH-000316,-0.0903649347982
ACH-000317,-0.24870657411999997
ACH-000318,-0.404562759719
ACH-000319,-0.132394240812
ACH-000320,-0.11019917416200001
ACH-000322,-0.00236771789695
ACH-000323,-0.0925378130028
ACH-000324,-0.0651845567455
ACH-000329,-0.052869011494199994
ACH-000330,-0.274927677529
ACH-000331,-0.23487566110599997
ACH-000332,-0.125447580275
ACH-000334,-0.0804075789849
ACH-000335,-0.343547009516
ACH-000336,0.12575736896700002
ACH-000337,-0.033659278463499996
ACH-000339,-0.018466358051
ACH-000341,-0.678770558457
ACH-000348,-0.0769795537603
ACH-000350,0.038156987041000005
ACH-000352,0.111138455536
ACH-000356,-0.12449576439099999
ACH-000361,-0.111232493196
ACH-000362,-0.179286556453
ACH-000363,-0.0711174180325
ACH-000364,-0.293361579382
ACH-000365,-0.053202731336199995
ACH-000366,-0.14886361561
ACH-000368,-0.229010067421
ACH-000374,-0.0797220863415
ACH-000375,0.284020992189
ACH-000376,0.01786388786
ACH-000381,-0.0337789962245
ACH-000383,-0.143049639601
ACH-000387,-0.250544036614
ACH-000389,-0.285195115615
ACH-000390,-0.194458166435
ACH-000393,-0.10882084525
ACH-000395,0.10249763797700001
ACH-000397,-0.13945710005200002
ACH-000401,-0.09286565256950001
ACH-000402,0.07099303431739999
ACH-000403,-0.0407329908013
ACH-000404,-0.301894186551
ACH-000406,-0.103903385922
ACH-000407,-0.07130263452610001
ACH-000408,0.05409283208880001
ACH-000410,-0.245856148843
ACH-000411,-0.241833805288
ACH-000414,-0.134254931231
ACH-000415,-0.159139728872
ACH-000416,0.020563500571
ACH-000420,0.0656936821526
ACH-000421,-0.0417506414237
ACH-000424,-0.616995547858
