,FADD (8772)
ACH-000004,-0.439623107571
ACH-000007,-0.165973120899
ACH-000009,-0.39065793141599997
ACH-000011,-0.131458581579
ACH-000012,-0.424492887205
ACH-000013,-0.18983046475499998
ACH-000014,-0.11557091419900001
ACH-000015,-0.227032941334
ACH-000017,-0.25370507547
ACH-000018,-0.34779268379600004
ACH-000019,-0.481184752143
ACH-000021,-0.24480857585000002
ACH-000022,-0.23215385614
ACH-000025,0.0568893034499
ACH-000028,-0.518718664432
ACH-000030,-0.23047854286
ACH-000035,0.0876636949957
ACH-000036,-0.0949207288682
ACH-000037,-0.41762306715
ACH-000039,-0.248788235679
ACH-000040,-0.08052125064460001
ACH-000041,0.021857290922
ACH-000042,-0.833409550933
ACH-000045,-0.20544089075
ACH-000047,-0.34510768176299994
ACH-000052,-0.24819265035799998
ACH-000053,-0.9657847952230001
ACH-000054,-0.18738175259300002
ACH-000055,-0.430891813948
ACH-000060,-0.133764953749
ACH-000067,-0.0157209910335
ACH-000070,-0.21035245777699998
ACH-000075,-0.31014350714899996
ACH-000078,-0.0638695107568
ACH-000082,-0.288863971735
ACH-000085,-0.0366762668566
ACH-000086,-0.40066919693400005
ACH-000087,-0.384880285105
ACH-000092,-0.08587051879450001
ACH-000095,-0.25360846342
ACH-000097,-0.536068964617
ACH-000098,-0.08965861025800001
ACH-000099,-0.317235852463
ACH-000108,-0.47123766002899997
ACH-000113,-0.6813882637700001
ACH-000115,0.16354563542099998
ACH-000116,-0.24139920399599998
ACH-000118,-0.322855900469
ACH-000120,-0.262596681946
ACH-000123,-0.17121911270799997
ACH-000127,-0.201812942143
ACH-000128,-0.117371681679
ACH-000132,-0.349502578591
ACH-000133,-0.253207225561
ACH-000137,-0.129405715375
ACH-000138,-0.521466988406
ACH-000142,-0.152338493781
ACH-000143,0.0028034553735
ACH-000146,-0.15835932046099999
ACH-000148,0.028295324382
ACH-000150,-0.199894990628
ACH-000152,-0.005056344110609999
ACH-000153,0.0131769117766
ACH-000159,-0.055246892146199995
ACH-000160,-1.77371455003
ACH-000163,0.00200851539848
ACH-000167,-0.6156825816979999
ACH-000168,-0.00484458215799
ACH-000169,-0.272268626161
ACH-000178,-0.457666299432
ACH-000182,-0.108217592603
ACH-000183,-0.366261802406
ACH-000188,-0.26418148313
