,GOLGA6C (653641)
ACH-000004,0.010197239952500001
ACH-000007,-0.11975078512800001
ACH-000009,0.174631183667
ACH-000011,0.520801543125
ACH-000012,0.037888045950400004
ACH-000013,0.0804744410371
ACH-000014,0.310266813699
ACH-000015,0.296539878888
ACH-000017,0.20291056844
ACH-000018,0.0724387833996
ACH-000019,0.450928513802
ACH-000021,0.155290389174
ACH-000022,0.123957218923
ACH-000025,-0.014317980663399999
ACH-000028,0.266047933676
ACH-000030,0.0383761811281
ACH-000035,-0.119907719912
ACH-000036,0.227082783143
ACH-000037,0.20979652758499998
ACH-000039,0.17015448544300002
ACH-000040,0.0992627812117
ACH-000041,0.262838607791
ACH-000042,0.20181253450999997
ACH-000045,-0.08646691170230002
ACH-000047,0.225570235412
ACH-000052,0.143494284114
ACH-000053,0.144698839933
ACH-000054,0.207046741365
ACH-000055,0.052050986342000005
ACH-000060,0.213276113783
ACH-000067,0.166873101873
ACH-000070,0.108722633705
ACH-000075,0.190276875999
ACH-000078,-0.170469956656
ACH-000082,0.216344799862
ACH-000085,0.233643962077
ACH-000086,0.196009769043
ACH-000087,0.21343506595199999
ACH-000092,0.125521606106
ACH-000095,0.260394825088
ACH-000097,0.130050115004
ACH-000098,0.08163245664360001
ACH-000099,0.199840439604
ACH-000108,0.101615047492
ACH-000113,0.22335558821600002
ACH-000115,0.372310338196
ACH-000116,0.159087604891
ACH-000118,0.135836449464
ACH-000120,0.17406139207000002
ACH-000123,0.0798306094508
ACH-000127,0.0515920785209
ACH-000128,-0.0673806629557
ACH-000132,0.0111109013289
ACH-000133,0.008351115905069999
ACH-000137,0.218883431963
ACH-000138,0.134862525062
ACH-000142,0.31239388391600004
ACH-000143,0.0576027262155
ACH-000146,0.138503665649
ACH-000148,0.0724638139932
ACH-000150,0.0980385320306
ACH-000152,0.209427603046
ACH-000153,0.171714648666
ACH-000159,0.0459933203377
ACH-000160,-0.041637208249199996
ACH-000163,0.0821722969058
ACH-000167,0.28954828281100004
ACH-000168,0.152408512103
ACH-000169,0.24000938976999997
ACH-000178,0.266038412018
ACH-000182,0.165373547865
ACH-000183,0.150715795659
ACH-000188,0.227777065255
ACH-000189,-0.114285540417
ACH-000190,0.0538333753763
ACH-000198,0.0130447173864
ACH-000204,0.153347529945
ACH-000206,0.342586760214
ACH-000207,0.314794642377
ACH-000211,0.0399572806927
ACH-000215,0.16412971909399998
ACH-000221,-0.0003285770132840001
ACH-000222,-0.18155083448399997
ACH-000223,0.0247159017404
ACH-000226,0.0381576108189
ACH-000227,-0.305593612478
ACH-000228,0.057765550117800005
ACH-000231,0.15581154764799998
ACH-000232,0.149755931272
ACH-000233,0.10443404341
ACH-000234,0.15924126906199998
ACH-000235,0.26435466023299997
ACH-000237,-0.0362235595664
ACH-000238,0.224314580999
ACH-000243,0.08626760800010001
ACH-000244,0.029787116208900004
ACH-000246,0.105098020045
ACH-000248,0.11610732398700001
