,TBCEL (219899)
ACH-000004,0.21171066060899998
ACH-000007,0.0513936288205
ACH-000009,0.0204562219311
ACH-000011,0.0369183871096
ACH-000012,-0.0118963968867
ACH-000013,-0.0150573093607
ACH-000014,-0.05053673388180001
ACH-000015,0.128906392293
ACH-000017,0.135225777784
ACH-000018,-0.110991417824
ACH-000019,-0.148514908053
ACH-000021,0.12959021871200002
ACH-000022,-0.0269411333183
ACH-000025,0.19691001999899999
ACH-000028,0.0103231653191
ACH-000030,-0.0372516617773
ACH-000035,0.0708439596447
ACH-000036,0.0717318148005
ACH-000037,0.14251980749399998
ACH-000039,0.124794405721
ACH-000040,0.030836429137400003
ACH-000041,-0.0825912342336
ACH-000042,0.167579379403
ACH-000045,0.07632796392789999
ACH-000047,-0.110599343234
ACH-000052,-0.0532709410128
ACH-000053,-0.0451960755075
ACH-000054,-0.134590543187
ACH-000055,0.0426606261107
ACH-000060,0.12267937974899999
ACH-000067,0.138780628337
ACH-000070,0.0319983029517
ACH-000075,0.169202585268
ACH-000078,-0.07689185414800001
ACH-000082,0.08149393762910001
ACH-000085,-0.0329997596569
ACH-000086,-0.0172523653767
ACH-000087,-0.09846529853660001
ACH-000092,0.24551580603300002
ACH-000095,0.0305386873238
ACH-000097,-0.0572250753522
ACH-000098,0.0337824446324
ACH-000099,-0.154290010561
ACH-000108,0.0147815519963
ACH-000113,-0.178266078563
ACH-000115,0.05311087557
ACH-000116,-0.028226835257599996
ACH-000118,0.037612263170800006
ACH-000120,-0.022704130567000002
ACH-000123,-0.0575970399383
ACH-000127,-0.027739138921699998
ACH-000128,-0.226140311096
ACH-000132,-0.0250515018018
ACH-000133,0.047747695220400004
ACH-000137,-0.024332524700099997
ACH-000138,-0.17180572016800003
ACH-000142,0.0168145014112
ACH-000143,-0.0630420421791
ACH-000146,0.09747052399049999
ACH-000148,0.064438466136
ACH-000150,0.119296945696
ACH-000152,0.0341056080116
ACH-000153,0.07310329408480001
ACH-000159,-0.038378448185999996
ACH-000160,0.010307457003500001
ACH-000163,0.182930241665
ACH-000167,0.09983378342499999
ACH-000168,0.10246409456399999
ACH-000169,0.00974173797292
ACH-000178,0.022675999491900002
ACH-000182,0.0767163265312
ACH-000183,0.073373343622
ACH-000188,-0.08229730823300001
ACH-000189,-0.302478663549
ACH-000190,-0.305009706525
ACH-000198,0.0411846698871
ACH-000204,-0.0534526090429
ACH-000206,0.24567324436700003
ACH-000207,-0.168230106074
ACH-000211,0.20261928412900002
ACH-000215,0.0464283853615
ACH-000221,0.25121130392499996
ACH-000222,0.014173565375899998
ACH-000223,0.0279355464093
ACH-000226,0.0379552188977
ACH-000227,0.144899881625
ACH-000228,0.11445737346200001
ACH-000231,-0.006439898918739999
ACH-000232,-0.0260076835335
ACH-000233,0.09907817051719998
ACH-000234,0.160940126959
ACH-000235,-0.0619108139329
ACH-000237,0.0122838616279
ACH-000238,-0.0650968381575
ACH-000243,-0.0105885353659
ACH-000244,0.166258663674
ACH-000246,0.104778794695
ACH-000248,0.136265167708
ACH-000250,0.124638120272
ACH-000251,-0.181451605099
ACH-000253,-0.0605590808357
ACH-000255,0.193856479888
ACH-000256,0.271620810742
ACH-000257,-0.150759374242
ACH-000258,0.0919487988645
