,PGLYRP2 (114770)
ACH-000004,-0.0098454240464
ACH-000007,0.15432698577600001
ACH-000009,0.08349285607689999
ACH-000011,0.138663073479
ACH-000012,-0.025724358502700002
ACH-000013,0.015597053347200001
ACH-000014,0.0448764350081
ACH-000015,-0.303012608253
ACH-000017,0.00159212375171
ACH-000018,-0.059830171930599994
ACH-000019,-0.30723915729400003
ACH-000021,-0.055446297431
ACH-000022,0.0345371457445
ACH-000025,0.20464374114
ACH-000028,-0.166611770433
ACH-000030,-0.08886242483130001
ACH-000035,-0.305608756974
ACH-000036,-0.0204777743225
ACH-000037,0.215690382256
ACH-000039,0.0203228022386
ACH-000040,0.21680565533799998
ACH-000041,-0.0823583174831
ACH-000042,-0.18043913973700001
ACH-000045,-0.17396912017900001
ACH-000047,0.038298429697300004
ACH-000052,-0.09678374644360001
ACH-000053,0.055944743048400004
ACH-000054,0.0228052515626
ACH-000055,-0.0875246884354
ACH-000060,0.187579065435
ACH-000067,0.0779727922978
ACH-000070,-0.024079311648
ACH-000075,0.0033209408884099997
ACH-000078,0.0339620655182
ACH-000082,0.00379153901655
ACH-000085,-0.012752491638100001
ACH-000086,0.007194442915930001
ACH-000087,0.00884430881866
ACH-000092,-0.033048727097200005
ACH-000095,0.00924530583409
ACH-000097,0.10584442370899999
ACH-000098,-0.129559791812
ACH-000099,-0.100069003324
ACH-000108,-0.08564516534430001
ACH-000113,0.16648409974099998
ACH-000115,-0.137959715644
ACH-000116,-0.0663936152265
ACH-000118,-0.050133650958699996
ACH-000120,-0.0748389638447
ACH-000123,-0.043242649507400005
ACH-000127,-0.182852576443
ACH-000128,-0.14736406556099998
ACH-000132,0.109634787706
ACH-000133,0.150488008402
ACH-000137,-0.226754244324
ACH-000138,-0.046453185284400005
ACH-000142,0.0271844532922
ACH-000143,-0.144154362728
ACH-000146,-0.0419389847954
ACH-000148,0.147832579075
ACH-000150,0.000258423078431
ACH-000152,0.0089048824485
ACH-000153,0.040383293352699995
ACH-000159,-0.0287491774725
ACH-000160,-0.121253107466
ACH-000163,-0.128133318777
ACH-000167,0.0768295991891
ACH-000168,-0.144085594998
ACH-000169,0.0488876572398
ACH-000178,-0.0049876084856499995
ACH-000182,0.0160362485523
ACH-000183,-0.21352969143
ACH-000188,-0.14985212075999998
ACH-000189,0.08246043554469999
ACH-000190,0.052702579460199996
ACH-000198,0.0012402715250499998
ACH-000204,-0.206561190442
ACH-000206,-0.0026519122134699997
ACH-000207,-0.199080741063
ACH-000211,0.0320017198793
ACH-000215,-0.0474311396764
ACH-000221,0.00441420434589
ACH-000222,-0.169283350827
ACH-000223,-0.0405998825733
ACH-000226,0.106639192937
ACH-000227,0.18331588514400002
ACH-000228,-0.11966154912799999
ACH-000231,0.143926426188
ACH-000232,0.00404909689891
ACH-000233,0.100610869788
ACH-000234,0.0794234766778
ACH-000235,-0.023668046954799998
ACH-000237,0.0331957905331
ACH-000238,0.138011818477
ACH-000243,-0.143134354248
ACH-000244,0.20926956040199998
ACH-000246,0.09397369214449999
ACH-000248,-0.104754627333
ACH-000250,0.05434080863
ACH-000251,-0.0363960201691
ACH-000253,-0.012928956305
ACH-000255,-0.0484208739261
ACH-000256,0.0404500829588
ACH-000257,0.0108430585517
ACH-000258,-0.128805974791
ACH-000259,0.0322007207089
ACH-000260,-0.111481853469
ACH-000261,-0.0746247205443
ACH-000262,0.158941372118
ACH-000263,0.0453329413426
ACH-000264,0.059518439845
ACH-000265,-0.10923429480699999
ACH-000266,-0.054406572272800005
ACH-000272,0.061631414297
ACH-000273,-0.000283730955678
ACH-000274,0.0241300965751
ACH-000277,0.15234054071699998
ACH-000278,0.0186825752937
ACH-000279,0.06287774603759999
ACH-000280,0.0194788184961
ACH-000281,-0.0470057296093
ACH-000288,0.125689554566
ACH-000291,0.025997653772400004
ACH-000293,-0.0111650554212
ACH-000294,-0.0898715794997
ACH-000295,0.151220627356
ACH-000296,-0.252820220132
ACH-000302,-0.21530972834800002
ACH-000304,0.308887995573
ACH-000307,-0.131781359034
ACH-000308,-0.0063296633389399995
ACH-000310,0.120334556229
ACH-000311,0.0896711729525
ACH-000312,-0.12055162676100001
ACH-000315,-0.0111093230771
ACH-000316,-0.030832450442
ACH-000317,0.034123369348200004
ACH-000318,-0.250713673252
ACH-000319,-0.009484171441719999
ACH-000320,-0.11988456744100001
ACH-000322,0.033116176217
ACH-000323,-0.0324726719672
ACH-000324,0.028583320137800003
ACH-000329,0.127282542906
ACH-000330,0.144708919712
ACH-000331,-0.0484807524245
ACH-000332,-0.0670917433255
ACH-000334,0.10595709995300001
ACH-000335,-0.0691983950944
ACH-000336,0.09226644303680001
ACH-000337,-0.058966612751
ACH-000339,-0.07790538741189999
ACH-000341,-0.00979616228435
ACH-000348,-0.0547056737358
ACH-000350,0.208022519087
ACH-000352,0.030197367985
ACH-000356,0.21774697312
ACH-000361,0.10183383732000001
ACH-000362,-0.00275400209938
ACH-000363,-0.0494507188305
ACH-000364,-0.037569985734699995
ACH-000365,0.0636779277807
ACH-000366,-0.06787828122480001
ACH-000368,-0.0117622468676
ACH-000374,0.277482577051
