,RD3 (343035)
ACH-000004,-0.0732733372105
ACH-000007,-0.0336620309812
ACH-000009,0.014872427685
ACH-000011,0.132964676753
ACH-000012,0.043450424511699996
ACH-000013,0.0591561219327
ACH-000014,0.18463285450800002
ACH-000015,0.19636391513
ACH-000017,0.113340503525
ACH-000018,0.015843356466399998
ACH-000019,0.17032348330299998
ACH-000021,0.12392937908099999
ACH-000022,0.039023228915800005
ACH-000025,-0.24349899377700002
ACH-000028,0.0789811872182
ACH-000030,0.0546364387048
ACH-000035,0.09606270453749999
ACH-000036,0.242541163689
ACH-000037,0.326182032126
ACH-000039,0.58405973942
ACH-000040,0.0635553987926
ACH-000041,0.09096178122500001
ACH-000042,0.186890700961
ACH-000045,0.07157733518689999
ACH-000047,0.024284450653400003
ACH-000052,0.223989511404
ACH-000053,0.111264278704
ACH-000054,0.131761986483
ACH-000055,0.273521312179
ACH-000060,0.09430941901739999
ACH-000067,0.10770185792999999
ACH-000070,-0.392188227865
ACH-000075,0.061687282439
ACH-000078,0.188235307528
ACH-000082,0.141752972251
ACH-000085,-0.0292664156182
ACH-000086,-0.24739150505
ACH-000087,0.07016554962439998
ACH-000092,0.022836570756200002
ACH-000095,0.019991545695900004
ACH-000097,0.173539852843
ACH-000098,-0.0214682648942
ACH-000099,0.251825935692
ACH-000108,0.275796084392
ACH-000113,-0.06980481549060001
ACH-000115,-0.0616313314064
ACH-000116,0.143567695164
ACH-000118,0.123246625448
ACH-000120,0.0993322536318
ACH-000123,0.123363064417
ACH-000127,0.0979956504322
ACH-000128,0.0975213155921
ACH-000132,-0.051055218085099996
ACH-000133,0.12435795185000001
ACH-000137,0.029716822085700003
ACH-000138,0.161482079799
ACH-000142,-0.14658054550000002
ACH-000143,0.0464134341292
ACH-000146,0.138681001799
ACH-000148,-0.06739744041910001
ACH-000150,-0.006503465224560001
ACH-000152,0.25085137028
ACH-000153,0.16300176045499998
ACH-000159,0.200030487064
ACH-000160,0.143024706545
ACH-000163,-0.045501545264800006
ACH-000167,0.459354562025
ACH-000168,0.147928842912
ACH-000169,0.254165770345
ACH-000178,0.244465184726
ACH-000182,0.140014830889
ACH-000183,-0.00308899433847
ACH-000188,-0.06476514779709999
ACH-000189,-0.0362837409919
ACH-000190,-0.120788957613
ACH-000198,0.0304447275037
ACH-000204,-0.176805063653
ACH-000206,-0.166688702644
ACH-000207,-0.051948146213
ACH-000211,0.138006274267
ACH-000215,-0.0581132206472
ACH-000221,0.036460240156
ACH-000222,0.44348149013099997
ACH-000223,0.18123025812899998
ACH-000226,-0.200961799172
ACH-000227,-0.0999244846398
ACH-000228,0.0489700380183
ACH-000231,0.0280024031188
ACH-000232,0.097221607599
ACH-000233,0.154848213576
ACH-000234,-0.147906660935
ACH-000235,0.107254099746
ACH-000237,0.0485131285444
ACH-000238,0.139432407638
ACH-000243,0.23228677129
ACH-000244,0.464672687896
ACH-000246,0.119131283958
ACH-000248,0.203511076435
ACH-000250,0.157345349103
ACH-000251,-0.184471958083
ACH-000253,0.0917145097851
ACH-000255,0.13218986011
ACH-000256,0.0717186184931
ACH-000257,-0.0695790897658
ACH-000258,0.1716088679
ACH-000259,0.259050703785
ACH-000260,0.179823942345
ACH-000261,0.179844217478
ACH-000262,-0.16246677656400002
ACH-000263,-0.21032775068100001
ACH-000264,0.144837705693
ACH-000265,0.152670381294
ACH-000266,0.175922034447
ACH-000272,0.0024538875686
ACH-000273,0.12214009978
ACH-000274,0.0752687855203
ACH-000277,0.192986849501
ACH-000278,0.15474040933299998
ACH-000279,0.11779814519099999
ACH-000280,0.214703148726
ACH-000281,0.0975256205401
ACH-000288,0.171125592603
ACH-000291,-0.0192056330321
ACH-000293,0.21722077955299998
ACH-000294,0.118784576024
ACH-000295,0.128887465709
ACH-000296,0.246509465315
ACH-000302,-0.0938873777463
ACH-000304,-0.30308664416700004
ACH-000307,0.0880405793067
ACH-000308,0.11067158565400001
ACH-000310,0.09593032039669999
ACH-000311,0.315583115892
ACH-000312,0.27237136799
ACH-000315,0.0330159816492
ACH-000316,-0.0236936300506
ACH-000317,0.0736944282709
ACH-000318,0.15128868022
ACH-000319,0.0641679282554
ACH-000320,0.278827882819
ACH-000322,-0.00939378076358
ACH-000323,0.137621222019
ACH-000324,0.169953649092
ACH-000329,-0.0009339355652
ACH-000330,0.139575788935
ACH-000331,0.022177487212799996
ACH-000332,0.24328188356
ACH-000334,-0.112742561861
ACH-000335,0.00403586014552
ACH-000336,-0.104357597343
ACH-000337,-0.0480759763625
ACH-000339,0.0935599441789
ACH-000341,0.194511184555
ACH-000348,0.06927907710089999
ACH-000350,0.271197377355
ACH-000352,0.0639392235232
ACH-000356,0.173740970974
ACH-000361,0.262078786708
ACH-000362,0.0591129543212
ACH-000363,0.108915296137
ACH-000364,0.0916490639779
ACH-000365,-0.11334927570699999
ACH-000366,0.19054408764000003
ACH-000368,-0.200068529208
ACH-000374,0.204012577308
ACH-000375,-0.0073053721073500005
ACH-000376,-0.0942409518297
ACH-000381,0.117925643971
ACH-000383,-0.00760669519785
ACH-000387,0.0176354400946
ACH-000389,0.330526627685
ACH-000390,0.0191452962407
ACH-000393,0.175328368195
ACH-000395,0.350493348874
ACH-000397,0.0637506344578
ACH-000401,-0.0430232007853
ACH-000402,-0.123355228003
ACH-000403,0.0867465974734
ACH-000404,0.0029459174032699996
ACH-000406,0.12198224285
ACH-000407,0.178905780737
ACH-000408,0.0007871142217619999
ACH-000410,-0.0152478637937
ACH-000411,0.0636499578455
ACH-000414,0.31845963287900003
ACH-000415,0.181465066015
ACH-000416,-0.0159121181431
ACH-000420,0.2907156963
ACH-000421,0.0371502935123
ACH-000424,0.0462188728091
ACH-000425,0.0661163435972
ACH-000426,0.12323379192299999
ACH-000427,0.0356937528184
ACH-000433,0.36664988889600003
ACH-000436,0.275477677126
ACH-000444,0.10067753822999999
ACH-000445,0.11458372447000001
ACH-000448,-0.10686836762299999
ACH-000450,-0.00718405431325
ACH-000452,0.122965572808
ACH-000454,0.213989842102
ACH-000458,0.0
ACH-000459,-0.007347905284399999
ACH-000460,0.1137466293
ACH-000461,0.0293095140884
ACH-000463,0.318347320793
ACH-000464,0.13433083651
ACH-000466,0.139846791711
ACH-000467,0.0687644309306
ACH-000468,0.10334482800200001
ACH-000469,-0.148123429136
ACH-000470,0.15376392112099999
ACH-000471,-0.0363735862238
ACH-000472,0.008674023805450001
ACH-000473,-0.243941101452
ACH-000475,0.162876829739
ACH-000476,0.281820438904
ACH-000477,0.058012883815099996
ACH-000480,0.109286878831
ACH-000481,0.09463074794230002
ACH-000483,0.12507441376700001
ACH-000484,0.19231665709399998
ACH-000485,-0.015168002869500001
ACH-000486,0.10201586568
ACH-000487,-0.11839000767100001
ACH-000488,0.128968596619
ACH-000490,-0.00707384208966
ACH-000491,0.140110547817
ACH-000495,0.155922687358
ACH-000496,0.191392875528
ACH-000499,-0.0802407430768
ACH-000500,0.256944266312
ACH-000502,0.07684673648439999
ACH-000503,-0.04529348432540001
ACH-000505,0.0774763105206
ACH-000507,0.0822659666854
ACH-000510,0.06308589075040001
ACH-000511,0.13923813104
ACH-000512,-0.0296262590723
ACH-000516,0.160195868563
ACH-000517,0.063396385772
ACH-000518,0.123069418747
ACH-000520,-0.11443997321100001
ACH-000521,0.352876187575
ACH-000522,0.061100883053599994
ACH-000524,0.155709172748
ACH-000527,0.11442219810399999
ACH-000528,0.131914517148
ACH-000537,0.0608722423135
ACH-000541,0.114346593585
ACH-000542,0.0630755112025
ACH-000544,-0.00150644147187
ACH-000545,0.18868899652100002
ACH-000547,-0.365343966232
ACH-000548,0.030750379565
ACH-000549,0.07345638787810001
ACH-000550,0.130659525426
ACH-000552,0.0492765537875
ACH-000556,0.09683191138609999
ACH-000557,-0.26776128016600004
ACH-000570,0.121307879572
ACH-000571,0.0636825475807
ACH-000573,0.23751702684300002
ACH-000576,-0.0007221828647360001
ACH-000580,-0.228814281592
ACH-000584,0.03923852493030001
ACH-000585,0.09332303263139999
ACH-000588,-0.146789870858
ACH-000589,0.10845930623500001
ACH-000591,0.17829445811
ACH-000593,0.0351897795224
ACH-000600,-0.0655010157118
ACH-000601,0.124658945141
ACH-000604,-0.07763971299530001
ACH-000605,0.09401288646739998
ACH-000606,0.177903835749
ACH-000608,0.052441847575400005
ACH-000614,-0.11076466761499999
ACH-000616,0.0639320245126
ACH-000618,-0.00960753944739
ACH-000619,-0.0552550432096
ACH-000620,0.24478887623799997
ACH-000621,0.150986745722
ACH-000622,0.126832996614
ACH-000623,0.28682606759199997
ACH-000624,0.158981806552
ACH-000627,0.0769472912922
ACH-000630,0.0196989768328
ACH-000632,0.0230850569949
ACH-000633,0.184405152949
ACH-000637,0.0628271758409
ACH-000638,0.312865949666
ACH-000646,0.27644080146899996
ACH-000647,0.168969389276
ACH-000648,0.21966703102600002
ACH-000649,0.020669689350999998
ACH-000651,0.143876305518
ACH-000652,-0.0506664138068
ACH-000653,-0.197180076393
ACH-000657,0.107631483596
