,PTGDR (5729)
ACH-000004,-0.156169483438
ACH-000007,0.339178914925
ACH-000009,-0.024513101947099998
ACH-000011,0.130341702871
ACH-000012,0.049818359390599996
ACH-000013,0.0120637658749
ACH-000014,0.180237804507
ACH-000015,0.10397394197599999
ACH-000017,-0.022215731831
ACH-000018,0.038814665064400004
ACH-000019,-0.136628457268
ACH-000021,0.12799045403200002
ACH-000022,0.0454641169718
ACH-000025,0.151813452617
ACH-000028,0.0431191740499
ACH-000030,0.09768451577199999
ACH-000035,0.038955840092599996
ACH-000036,0.11317897752999999
ACH-000037,0.251079523784
ACH-000039,0.0800155313593
ACH-000040,0.0290033954415
ACH-000041,0.115769324317
ACH-000042,0.08968760054989999
ACH-000045,0.19559052254
ACH-000047,0.114681540071
ACH-000052,0.148724879379
ACH-000053,-0.009734712978350001
ACH-000054,0.0434364917648
ACH-000055,0.259122862179
ACH-000060,-0.34302667900600003
ACH-000067,0.163415926717
ACH-000070,-0.00203226739079
ACH-000075,0.350731598737
ACH-000078,0.202684273786
ACH-000082,0.056833678702800004
ACH-000085,-0.331815928399
ACH-000086,0.0200541276525
ACH-000087,-0.263386137643
ACH-000092,0.107823503932
ACH-000095,0.00278714207277
ACH-000097,0.137249024052
ACH-000098,0.0978562274185
ACH-000099,0.10731802526499999
ACH-000108,0.259883564404
ACH-000113,0.044142924014999994
ACH-000115,0.20805369887000003
ACH-000116,0.0591686572597
ACH-000118,0.0404964393837
ACH-000120,-0.137161700898
ACH-000123,0.194691603507
ACH-000127,0.125974716676
ACH-000128,-0.053916975401300006
ACH-000132,0.0648071257545
ACH-000133,-0.027021090382599998
ACH-000137,0.0921686705916
ACH-000138,0.0839932508901
ACH-000142,-0.181055509784
ACH-000143,-0.00524194389156
ACH-000146,0.12218230755899999
ACH-000148,0.0056220342378199995
ACH-000150,-0.0200343756213
ACH-000152,-0.251811151503
ACH-000153,0.187253623903
ACH-000159,0.09398498309289999
ACH-000160,0.0416080208281
ACH-000163,0.196282795224
ACH-000167,0.34007242457099995
ACH-000168,0.0964677167612
ACH-000169,-0.0823831678196
ACH-000178,0.123066700026
ACH-000182,-0.13325775924900002
ACH-000183,-0.162028602609
ACH-000188,0.0607941567595
ACH-000189,-0.0506168428257
ACH-000190,-0.0720552598678
ACH-000198,-0.07084235348439999
ACH-000204,0.184459977071
ACH-000206,0.158035844465
ACH-000207,-0.0469540491086
ACH-000211,0.109217264094
ACH-000215,0.11995551027899999
ACH-000221,0.0943348835623
ACH-000222,0.122452608568
ACH-000223,0.11530148627699999
ACH-000226,0.0185976847842
ACH-000227,0.060161590857800006
ACH-000228,0.119152463949
ACH-000231,0.0166990118772
ACH-000232,0.046383905902899994
ACH-000233,0.0388246317821
ACH-000234,0.0600591232734
ACH-000235,0.07200670207330001
ACH-000237,0.244729720629
ACH-000238,0.062072763717400004
ACH-000243,-0.00190324951647
ACH-000244,0.0170732551484
ACH-000246,-0.019129068809900004
ACH-000248,-0.116357603577
ACH-000250,0.11802850050899999
ACH-000251,0.0683803985843
ACH-000253,-0.0783446739801
ACH-000255,-0.09000254845760002
ACH-000256,0.204040848086
ACH-000257,-0.7356450254019999
ACH-000258,-0.131946482112
ACH-000259,0.0968027415284
ACH-000260,0.0546948460944
ACH-000261,-0.00476086074448
ACH-000262,0.200274391725
ACH-000263,0.34993736493600003
ACH-000264,0.10780369587099999
ACH-000265,0.0897119029939
ACH-000266,-0.028813066991
ACH-000272,0.09776091234310001
ACH-000273,0.0791032068437
ACH-000274,-0.037544313411
ACH-000277,0.15585442228399998
ACH-000278,0.043457857554199994
ACH-000279,0.052252376428899995
ACH-000280,0.014111350741399999
ACH-000281,0.0329505173945
ACH-000288,0.13595739695
ACH-000291,0.20841585564100001
ACH-000293,0.36946105628799997
ACH-000294,0.051337064866
ACH-000295,-0.047307986174
ACH-000296,-0.029126175337900004
ACH-000302,0.09868385496689999
ACH-000304,0.185848150324
ACH-000307,0.035913467827699996
ACH-000308,0.141230471296
ACH-000310,-0.117713503747
ACH-000311,-0.186608077994
ACH-000312,0.0595057394941
ACH-000315,0.008114665143329999
ACH-000316,0.0987309367743
ACH-000317,-0.0194446332956
ACH-000318,-0.051941505956699996
ACH-000319,0.0780352517398
ACH-000320,-0.0696776872492
ACH-000322,0.126650815309
ACH-000323,-0.09529520765689999
ACH-000324,0.150032214245
ACH-000329,0.0552980312244
ACH-000330,-0.0666425726145
ACH-000331,0.18501592545
ACH-000332,0.0704223783307
ACH-000334,0.188607035245
ACH-000335,0.208779336891
ACH-000336,0.327403058788
ACH-000337,0.13814068917000003
ACH-000339,0.0585662121866
ACH-000341,0.00730460775045
ACH-000348,-0.07489038384489999
ACH-000350,0.276993629628
ACH-000352,0.0607001384693
ACH-000356,-0.0456381532216
ACH-000361,0.046780537714599994
ACH-000362,0.121692492237
ACH-000363,0.038848768434900004
ACH-000364,0.0314551925215
ACH-000365,-0.109689860033
ACH-000366,0.0257672359092
ACH-000368,-0.268023466954
ACH-000374,0.240734271518
