,ME1 (4199)
ACH-000004,-0.193709161176
ACH-000007,-0.353483231547
ACH-000009,-0.177562486384
ACH-000011,-0.366552442048
ACH-000012,-0.249748925697
ACH-000013,-0.17193459378400003
ACH-000014,-0.131373174536
ACH-000015,-0.272064201017
ACH-000017,-0.17907941671799998
ACH-000018,-0.216669587286
ACH-000019,-0.252329467721
ACH-000021,-0.490804626702
ACH-000022,-0.21159065731499999
ACH-000025,-0.182371998189
ACH-000028,-0.302408070453
ACH-000030,-0.188112385304
ACH-000035,-0.256827271945
ACH-000036,-0.11130042369899999
ACH-000037,-0.150760369122
ACH-000039,-0.209879899243
ACH-000040,-0.208072262146
ACH-000041,-0.264416291553
ACH-000042,-0.267846706233
ACH-000045,-0.22147558368700002
ACH-000047,-0.421393801154
ACH-000052,-0.120504942429
ACH-000053,-0.237076029615
ACH-000054,-0.254882904603
ACH-000055,-0.0367665743071
ACH-000060,-0.386606176297
ACH-000067,-0.26601906586999996
ACH-000070,-0.271714740251
ACH-000075,-0.276288711563
ACH-000078,-0.322447947795
ACH-000082,-0.28429069401900003
ACH-000085,-0.214905851346
ACH-000086,-0.31255221765
ACH-000087,-0.031146676565900002
ACH-000092,-0.182584450972
ACH-000095,-0.273078134465
ACH-000097,-0.394050035879
ACH-000098,-0.38354853004
ACH-000099,-0.30966384265999997
ACH-000108,-0.35688591513499995
ACH-000113,-0.312017324378
ACH-000115,-0.228564608543
ACH-000116,-0.227511068906
ACH-000118,-0.26992697449499997
ACH-000120,-0.145096386763
ACH-000123,-0.326633165038
ACH-000127,-0.23217557344700002
ACH-000128,-0.295496217847
ACH-000132,-0.281875845
ACH-000133,-0.355128485308
ACH-000137,-0.269703575664
ACH-000138,-0.283358828468
ACH-000142,-0.247337519905
ACH-000143,-0.192527884433
ACH-000146,-0.255835610338
ACH-000148,-0.2145423731
ACH-000150,-0.47254096195699996
ACH-000152,-0.147464235453
ACH-000153,-0.356859516439
ACH-000159,-0.236281988413
ACH-000160,-0.329535606501
ACH-000163,-0.261492219221
ACH-000167,-0.394567633821
ACH-000168,-0.278013958039
ACH-000169,-0.202128841239
ACH-000178,-0.292541562977
ACH-000182,-0.257228410449
ACH-000183,-0.222885079355
ACH-000188,-0.256786112943
ACH-000189,-0.303717124053
ACH-000190,-0.215128629727
ACH-000198,-0.212067557593
ACH-000204,-0.0252027228292
ACH-000206,-0.219507591827
ACH-000207,-0.4901767102699999
ACH-000211,-0.306066685019
ACH-000215,-0.268177893961
ACH-000221,-0.307361300647
ACH-000222,-0.232610268907
ACH-000223,-0.48181515735799996
ACH-000226,-0.311051464933
ACH-000227,-0.437127583029
ACH-000228,-0.365348352504
ACH-000231,-0.251931590762
ACH-000232,-0.267429431664
ACH-000233,-0.308411958818
ACH-000234,-0.432580127752
ACH-000235,-0.251168040561
ACH-000237,-0.206324158922
ACH-000238,-0.10275160168500001
ACH-000243,-0.255451173893
ACH-000244,-0.36201148378
ACH-000246,-0.21408964436
ACH-000248,-0.377901857426
ACH-000250,-0.24319080300299997
ACH-000251,-0.34776574645499997
ACH-000253,-0.21193166452799997
ACH-000255,-0.210192885691
ACH-000256,-0.12942369729699998
ACH-000257,-0.09176051960310001
ACH-000258,-0.357140887628
ACH-000259,-0.187820805976
ACH-000260,-0.241653336329
ACH-000261,-0.263495413588
ACH-000262,-0.3050231798
ACH-000263,-0.239678465044
ACH-000264,-0.36809952635399995
ACH-000265,-0.36955318581299995
ACH-000266,-0.252490101281
ACH-000272,-0.292944476344
ACH-000273,-0.30839548266899997
ACH-000274,-0.269999413409
ACH-000277,-0.323395819269
ACH-000278,-0.334549714582
ACH-000279,-0.321134623234
ACH-000280,-0.249544750495
ACH-000281,-0.09059064803539998
ACH-000288,-0.216732868513
ACH-000291,-0.11441539862700001
ACH-000293,-0.407509938698
ACH-000294,-0.197384116884
ACH-000295,-0.32490991561099997
ACH-000296,-0.35600437846199995
ACH-000302,-0.30584602875
ACH-000304,-0.293113037557
ACH-000307,-0.259108957317
ACH-000308,-0.30584684180300004
ACH-000310,-0.331498204044
ACH-000311,-0.20890304049199998
ACH-000312,-0.301328543947
ACH-000315,-0.128189698441
ACH-000316,-0.211650492967
ACH-000317,-0.24997629340799998
ACH-000318,-0.0310286113033
ACH-000319,-0.454920637515
ACH-000320,-0.25153358066500003
ACH-000322,-0.12294132018100001
ACH-000323,-0.20410777059000001
ACH-000324,-0.22641751966899998
ACH-000329,-0.213733962986
ACH-000330,-0.205368038787
ACH-000331,-0.39329207028200003
ACH-000332,-0.238674649458
ACH-000334,-0.458635083566
ACH-000335,0.07040959572769999
ACH-000336,-0.34316014700099995
ACH-000337,-0.0882213607669
ACH-000339,-0.33977697840099996
ACH-000341,-0.328267759715
ACH-000348,-0.251030690468
ACH-000350,-0.18713453736699998
ACH-000352,-0.18662318596799998
ACH-000356,-0.140755650414
ACH-000361,-0.177795294828
ACH-000362,-0.21130668634
ACH-000363,-0.23960099068100002
ACH-000364,-0.250369544899
ACH-000365,-0.20660801853100003
ACH-000366,-0.332409890668
ACH-000368,-0.164190217827
ACH-000374,-0.163932322238
ACH-000375,-0.10507030884400001
ACH-000376,-0.30762192284699996
ACH-000381,-0.22020327445
ACH-000383,-0.188380777487
ACH-000387,-0.253806511715
ACH-000389,-0.16726306419700002
ACH-000390,-0.241161601723
ACH-000393,-0.32131289531999996
ACH-000395,-0.149945494373
ACH-000397,-0.17868280321600002
ACH-000401,-0.168904599646
ACH-000402,0.13900290267
ACH-000403,-0.19175600693300002
ACH-000404,0.0440268899426
ACH-000406,-0.23962354804299998
ACH-000407,-0.19421536693
ACH-000408,-0.35492714705899997
ACH-000410,-0.21125007139600002
ACH-000411,-0.360102162794
ACH-000414,-0.315368399149
ACH-000415,-0.30506117773499997
ACH-000416,-0.302614942823
ACH-000420,-0.16968756002500002
ACH-000421,-0.192896659024
ACH-000424,-0.210001753082
ACH-000425,-0.203235142897
ACH-000426,0.0737702023358
ACH-000427,-0.235358513355
ACH-000433,-0.320348112645
ACH-000436,-0.31149396234
ACH-000444,-0.19965604479200003
ACH-000445,-0.22155599521299998
ACH-000448,-0.338502734046
ACH-000450,-0.262799716551
ACH-000452,-0.303499578296
ACH-000454,-0.146186861281
ACH-000458,-0.283014166023
ACH-000459,-0.12386106811599999
ACH-000460,-0.23349537687199998
ACH-000461,-0.280286868011
ACH-000463,-0.35346990021499997
ACH-000464,-0.341052224448
ACH-000466,-0.327556900222
ACH-000467,-0.15891440925
ACH-000468,-0.242863072857
ACH-000469,-0.232550317615
ACH-000470,-0.219166659289
ACH-000471,-0.156042315381
ACH-000472,-0.313760315564
ACH-000473,-0.208535060938
ACH-000475,-0.19991475333500003
ACH-000476,-0.17783541750999998
ACH-000477,-0.252424505121
ACH-000480,-0.009578707056589999
ACH-000481,-0.254307339261
ACH-000483,-0.160834476454
ACH-000484,-0.08616857989
ACH-000485,-0.151415891914
ACH-000486,-0.15851096794800001
ACH-000487,-0.35122319798600005
ACH-000488,-0.219142116683
ACH-000490,-0.303627717941
ACH-000491,-0.36686088926
ACH-000495,-0.242777810172
ACH-000496,-0.302831519978
ACH-000499,-0.430471157206
ACH-000500,0.0628031975514
ACH-000502,-0.157229350166
ACH-000503,-0.306148045335
ACH-000505,-0.34371118563299996
ACH-000507,-0.198721848484
ACH-000510,-0.170992986032
ACH-000511,-0.392747384372
ACH-000512,-0.42453625797899996
ACH-000516,-0.23997220414
ACH-000517,-0.251008776628
ACH-000518,-0.204548426503
ACH-000520,-0.291966240219
ACH-000521,-0.204252940724
ACH-000522,-0.311966898931
ACH-000524,-0.135828881963
ACH-000527,-0.179261715346
ACH-000528,-0.20460291415100001
ACH-000537,-0.220572639064
ACH-000541,-0.110713965636
ACH-000542,-0.226934937328
ACH-000544,-0.143457948497
ACH-000545,-0.316882744813
ACH-000547,-0.17967112332899998
ACH-000548,-0.170449360396
ACH-000549,-0.309259075477
ACH-000550,-0.304237922221
ACH-000552,-0.185804902518
ACH-000556,-0.336931326334
ACH-000557,-0.19937603197700002
ACH-000570,-0.253877559973
ACH-000571,-0.243253981437
ACH-000573,-0.0961006576775
ACH-000576,-0.182110910645
ACH-000580,-0.184869939454
ACH-000584,-0.222100986599
ACH-000585,-0.313730314307
ACH-000588,-0.28648618478599996
ACH-000589,-0.19703315020999998
ACH-000591,-0.41332400034999994
ACH-000593,-0.12351923014
ACH-000600,-0.08908970049930001
ACH-000601,-0.20960103441599998
ACH-000604,-0.22701758864100002
ACH-000605,-0.30157205041499996
ACH-000606,-0.197837073664
ACH-000608,-0.275623256512
ACH-000614,-0.304719870042
ACH-000616,-0.0583652230876
ACH-000618,-0.27311709377
ACH-000619,-0.258905439104
ACH-000620,-0.418023434298
ACH-000621,-0.16719912194599998
ACH-000622,-0.12147299159399999
ACH-000623,-0.304164483152
ACH-000624,-0.291383682138
ACH-000627,-0.20759588493099998
ACH-000630,-0.188965165909
ACH-000632,-0.262527497837
ACH-000633,-0.0619845070414
ACH-000637,-0.16793676908100003
ACH-000638,-0.262748996674
ACH-000646,-0.502795954503
ACH-000647,-0.239580657829
ACH-000648,-0.22145333057100003
ACH-000649,-0.2216567869
ACH-000651,-0.24657526380199998
ACH-000652,-0.151363374112
ACH-000653,-0.292021070783
ACH-000657,-0.404355674226
ACH-000658,-0.262117115605
ACH-000661,-0.251194270643
ACH-000662,-0.048781960564099995
ACH-000663,-0.21168247927900002
ACH-000665,-0.342207346539
ACH-000671,-0.124030418838
ACH-000673,-0.205756736896
ACH-000676,-0.230813839378
ACH-000677,-0.0502486165267
ACH-000681,-0.292666747095
ACH-000682,-0.37539968425399994
ACH-000683,-0.23410118929200002
ACH-000684,-0.26282977887
ACH-000688,-0.288544749294
ACH-000693,-0.20914852636
ACH-000694,-0.305163023061
ACH-000695,-0.36279612706000003
ACH-000696,-0.258980351377
ACH-000697,-0.333902469519
ACH-000699,-0.240438058668
ACH-000701,-0.38045236333300003
ACH-000706,-0.13393869503699998
ACH-000711,-0.30498897304699996
ACH-000713,-0.27064739358199996
ACH-000714,-0.210139600809
ACH-000718,-0.206312936035
ACH-000720,-0.18102434589299998
ACH-000721,-0.247826785485
ACH-000724,-0.356839250721
ACH-000725,-0.380526923423
ACH-000732,-0.212341415502
ACH-000734,-0.336722459669
ACH-000735,-0.188714800801
ACH-000736,-0.21705600401
ACH-000738,-0.278322540796
ACH-000746,-0.24761384705800002
ACH-000747,-0.275817911493
