,ME1 (4199)
ACH-000748,-0.19810853913899998
ACH-000753,-0.171993990795
ACH-000756,-0.20163887570500003
ACH-000757,-0.126045501828
ACH-000758,-0.185982784165
ACH-000760,-0.131910344374
ACH-000763,-0.19785696390500002
ACH-000764,-0.46609804843
ACH-000765,-0.33434304969
ACH-000766,-0.21289599037700002
ACH-000767,-0.221442751495
ACH-000768,-0.32648242885699996
ACH-000769,-0.131899709981
ACH-000770,-0.243489579775
ACH-000771,-0.19662358867199997
ACH-000773,-0.166244069942
ACH-000776,-0.342317803174
ACH-000777,-0.172063371109
ACH-000778,-0.262493268147
ACH-000781,-0.278372387985
ACH-000782,-0.258092179063
ACH-000783,-0.306147538702
ACH-000784,-0.186163326913
ACH-000785,-0.333721377993
ACH-000787,-0.25248565349
ACH-000788,-0.236752450374
ACH-000791,-0.410044172274
ACH-000792,-0.178007621386
ACH-000794,-0.156897699739
ACH-000796,-0.221673820576
ACH-000799,-0.22964109975000002
ACH-000800,-0.07342956480480001
ACH-000802,-0.306482858741
ACH-000804,-0.26422253327899997
ACH-000805,-0.259287990582
ACH-000809,-0.383166642418
ACH-000810,-0.301061598103
ACH-000811,-0.22882216575300002
ACH-000817,-0.311407715905
ACH-000819,-0.299868877536
ACH-000820,0.08853721205830001
ACH-000821,-0.25167749378000004
ACH-000822,-0.215249863709
ACH-000823,-0.298052952509
ACH-000824,-0.155388836953
ACH-000827,-0.24830771797600001
ACH-000829,-0.3354611893
ACH-000831,-0.251902469319
ACH-000832,-0.27724557410399997
ACH-000833,-0.161931022319
ACH-000834,-0.403636873645
ACH-000835,-0.342565180335
ACH-000836,-0.276331414815
ACH-000837,-0.239628818113
ACH-000838,0.0418989839066
ACH-000839,-0.206505653666
ACH-000840,-0.193265922898
ACH-000841,-0.321720687124
ACH-000843,-0.217359016104
ACH-000846,-0.23754226287799998
ACH-000847,-0.16099162712
ACH-000848,-0.20181528987
ACH-000849,-0.18622840936
ACH-000851,-0.244379481724
ACH-000855,-0.188386494192
ACH-000856,-0.147750532663
ACH-000858,-0.452533838736
ACH-000859,-0.388304920942
ACH-000861,-0.380378858256
ACH-000862,-0.320442103205
ACH-000865,-0.169632640328
ACH-000866,-0.228440841067
ACH-000867,-0.156223821031
ACH-000869,-0.365654262329
ACH-000872,-0.33951695520900005
ACH-000873,-0.299071397991
ACH-000876,-0.15964636560999998
ACH-000878,-0.123317777924
ACH-000880,-0.296841902002
ACH-000881,-0.276157418142
ACH-000882,-0.322207044573
ACH-000884,-0.276062155996
ACH-000885,-0.2373064098
ACH-000887,-0.286837776309
ACH-000888,-0.304385317036
ACH-000889,-0.36151773757700006
ACH-000890,-0.18274261759500002
ACH-000896,-0.306898558191
ACH-000898,-0.329554616904
ACH-000900,-0.292710638642
ACH-000901,-0.272918776636
ACH-000905,-0.18224633645
ACH-000906,-0.190252615914
ACH-000907,-0.254797821222
ACH-000910,-0.261280766451
ACH-000911,-0.207630543102
ACH-000912,-0.222806239676
ACH-000913,-0.44977827704499995
ACH-000915,-0.046589974748
ACH-000916,-0.334016582173
ACH-000917,-0.25970263123799997
ACH-000921,-0.271388748131
ACH-000924,-0.22155451886
ACH-000926,-0.255236040315
ACH-000928,-0.103845128135
ACH-000929,-0.155814207095
ACH-000932,-0.22306939798300002
ACH-000935,-0.285319551325
ACH-000936,-0.299433092669
ACH-000937,-0.260806130499
ACH-000938,-0.26181807826
ACH-000939,-0.21929457536699998
ACH-000941,-0.219426153931
ACH-000943,-0.346821222642
ACH-000946,-0.381000355546
ACH-000947,-0.293496964935
ACH-000948,-0.255746234614
ACH-000950,-0.46559104373599997
ACH-000953,-0.49588838992600004
ACH-000957,-0.27039764038
ACH-000958,-0.124502994518
ACH-000960,-0.39405502813
ACH-000963,-0.246741440766
ACH-000968,-0.297117902215
ACH-000969,-0.315783948113
ACH-000973,-0.38603594448600004
ACH-000974,-0.381811026708
ACH-000975,-0.22141877727200002
ACH-000976,-0.372621982401
ACH-000978,-0.311411305634
ACH-000980,-0.205961871682
ACH-000984,-0.311266865727
ACH-000986,-0.18690614858899998
ACH-000988,-0.17469358614500002
ACH-000993,-0.21515216637499998
ACH-000994,-0.240485181738
ACH-000996,-0.194437368257
ACH-001001,-0.27960621539299996
ACH-001020,-0.14076369434699998
ACH-001028,-0.20121642341200002
ACH-001031,-0.21384367886
ACH-001038,-0.22739337041700003
ACH-001048,-0.298934010619
ACH-001050,-0.202215027031
ACH-001053,-0.46130313196500006
ACH-001054,-0.132041544706
ACH-001061,-0.255697375897
ACH-001067,-0.146349265967
ACH-001075,-0.459991407516
ACH-001096,-0.367295067381
ACH-001128,-0.344835906707
ACH-001134,-0.194510360476
ACH-001151,-0.264580919054
ACH-001163,-0.25139432917800003
ACH-001164,-0.347463369608
ACH-001173,-0.18357140851599998
ACH-001183,-0.191411037611
ACH-001184,-0.26228990801999996
ACH-001190,-0.202216678121
ACH-001192,-0.416176722443
ACH-001193,-0.029929204416
ACH-001196,-0.319251319874
ACH-001197,-0.406068276893
ACH-001205,-0.385238092377
ACH-001211,-0.216607696895
ACH-001212,-0.09155713463819999
ACH-001228,-0.161661895792
ACH-001232,-0.130639742656
ACH-001239,-0.266639814318
ACH-001274,-0.147617727981
ACH-001275,-0.272406499914
ACH-001277,-0.280553648621
ACH-001278,-0.164048368103
ACH-001280,-0.342790058207
ACH-001283,-0.264666220332
ACH-001289,-0.129010580367
ACH-001295,-0.278473180525
ACH-001300,-0.40021790725199996
ACH-001301,-0.334190873895
ACH-001302,-0.443750028626
ACH-001303,-0.0884432528585
ACH-001306,-0.43589000863099997
ACH-001318,-0.229673715685
ACH-001322,-0.360114462059
ACH-001328,-0.242214875145
ACH-001332,0.145404968744
ACH-001333,-0.398008613276
ACH-001336,-0.37154918487599997
ACH-001340,-0.213001670743
ACH-001346,-0.32064937111499997
ACH-001353,-0.260824973061
ACH-001354,-0.045967190162
ACH-001367,-0.402375015859
ACH-001368,-0.14885615757600001
ACH-001374,-0.45636754922899997
ACH-001375,-0.281524328004
ACH-001377,-0.210137649016
ACH-001380,-0.282498160303
ACH-001391,-0.13374199982100002
ACH-001407,-0.43833466645900004
ACH-001408,-0.168525259388
ACH-001413,-0.19934612055999998
ACH-001430,-0.252448056188
ACH-001431,-0.392670908951
ACH-001450,-0.177048510962
ACH-001496,-0.180099550959
ACH-001500,-0.10987702728700001
ACH-001521,-0.0115176815078
ACH-001523,-0.06815351149780001
ACH-001532,-0.316802726649
ACH-001536,-0.208444822722
ACH-001550,-0.330539531894
ACH-001552,0.0259537368664
ACH-001554,-0.185871146628
ACH-001645,-0.260578264899
ACH-001654,-0.172025049675
ACH-001715,-0.223313506681
ACH-001735,-0.239623585198
ACH-001736,-0.103438943008
ACH-001737,-0.149905509081
ACH-001740,-0.35594085108199996
ACH-001745,-0.197477307564
ACH-001750,-0.179146314995
ACH-001765,-0.19974425834000004
ACH-001956,-0.14755878844599998
ACH-001957,-0.234646434579
