,ALS2CR12 (130540)
ACH-000004,-0.07740836003
ACH-000007,0.273557127593
ACH-000009,-0.07918759550739998
ACH-000011,0.255817588367
ACH-000012,-0.0568825117546
ACH-000013,0.0376366464407
ACH-000014,-0.130925517836
ACH-000015,-0.10074505216299999
ACH-000017,-0.054108610298300004
ACH-000018,-0.0890023453463
ACH-000019,0.424755400439
ACH-000021,-0.0682164244431
ACH-000022,-0.195812815924
ACH-000025,0.065224949493
ACH-000028,0.0777898823923
ACH-000030,-0.0015877759428299999
ACH-000035,0.0522088356299
ACH-000036,-0.028127114425
ACH-000037,-0.14438733426
ACH-000039,0.264055728649
ACH-000040,-0.17620247672400002
ACH-000041,0.08377998352860001
ACH-000042,-0.0628934766815
ACH-000045,0.18610910705400002
ACH-000047,0.166290243988
ACH-000052,0.0396408950888
ACH-000053,-0.130973757381
ACH-000054,-0.0667571344985
ACH-000055,0.0635341917328
ACH-000060,0.160172044777
ACH-000067,-0.140894931866
ACH-000070,0.07711780265189999
ACH-000075,-0.22900635105099998
ACH-000078,0.07894529433910001
ACH-000082,-0.265197755407
ACH-000085,0.0174085026474
ACH-000086,-0.0381121497706
ACH-000087,-0.042777152523999995
ACH-000092,-0.0724466034637
ACH-000095,0.0249508008355
ACH-000097,0.067910557633
ACH-000098,-0.00859271703135
ACH-000099,0.107236046345
ACH-000108,-0.0848595510868
ACH-000113,0.14554968999
ACH-000115,0.00401562029647
ACH-000116,-0.061508157485600005
ACH-000118,-0.135934870365
ACH-000120,0.051261127366000005
ACH-000123,0.07794584213330001
ACH-000127,-0.012343826440099999
ACH-000128,-0.12203482294199999
ACH-000132,0.0809884276827
ACH-000133,-0.22282586831999998
ACH-000137,0.020032732008
ACH-000138,0.00185652123635
ACH-000142,0.00366986531422
ACH-000143,-0.0277487268085
ACH-000146,-0.0573669251963
ACH-000148,0.053730880798199994
ACH-000150,-0.12450104216499999
ACH-000152,-0.009910879700940001
ACH-000153,0.0144715510586
ACH-000159,-0.09778710248189999
ACH-000160,0.178315406578
ACH-000163,0.030973035398
ACH-000167,-0.138636492436
ACH-000168,0.0553410390517
ACH-000169,-0.06767441054050001
ACH-000178,-0.029069306519999998
ACH-000182,-0.0508936758923
ACH-000183,0.153155892553
ACH-000188,0.0174736122087
ACH-000189,-0.0017865941573000001
ACH-000190,-0.21443534285399998
ACH-000198,0.013436770398600001
ACH-000204,-0.07080530668889999
ACH-000206,-0.11043427704500001
ACH-000207,0.34575357858000005
ACH-000211,-0.036154704158
ACH-000215,-0.0089307835145
ACH-000221,-0.000948118491738
ACH-000222,-0.182056703752
ACH-000223,-0.10656053341499999
ACH-000226,0.00721553401786
ACH-000227,-0.042439968536300006
ACH-000228,0.0692594439579
ACH-000231,-0.0360025593035
ACH-000232,0.0407961194675
ACH-000233,-0.0884011230027
ACH-000234,-0.10293580766799999
ACH-000235,-0.007851126814100001
ACH-000237,-0.0049016167180100005
ACH-000238,-0.0766278203787
ACH-000243,-0.115053774868
ACH-000244,-0.461520821154
ACH-000246,0.17801080410700001
ACH-000248,0.060740470102900006
ACH-000250,-0.0296029551225
ACH-000251,0.0548219175312
ACH-000253,0.0493002340231
ACH-000255,0.0637169928947
ACH-000256,0.22898580441100003
ACH-000257,-0.33245312172200003
ACH-000258,-0.10933237715999998
ACH-000259,0.019449792027
ACH-000260,-0.0613422068628
ACH-000261,0.029434112102
ACH-000262,0.436205124635
ACH-000263,0.143572210011
ACH-000264,0.149183147083
ACH-000265,0.0515908601435
ACH-000266,-0.0731487926201
ACH-000272,-0.007341402254390001
ACH-000273,0.134651539248
ACH-000274,-0.188378841439
ACH-000277,0.046946553452
ACH-000278,0.080406385825
ACH-000279,-0.174015116747
ACH-000280,-0.137773741446
ACH-000281,0.0679941882574
ACH-000288,-0.0506698246136
ACH-000291,0.05119999944619999
ACH-000293,0.010706253324
ACH-000294,0.174068937061
ACH-000295,-0.0482025073983
ACH-000296,0.0455081366433
ACH-000302,-0.08480241226960002
ACH-000304,-0.23738796098700002
ACH-000307,-0.15914373865599998
ACH-000308,-0.0263175548306
ACH-000310,-0.022189319997799998
ACH-000311,0.06294513913649999
ACH-000312,-0.09502206767850001
ACH-000315,0.0726023544258
ACH-000316,0.009340498802860002
ACH-000317,-0.18717121070700002
ACH-000318,0.0168083117927
ACH-000319,-0.0797945755204
ACH-000320,-0.34047753223899996
ACH-000322,-0.0160505063937
ACH-000323,-0.0720466464355
ACH-000324,-0.19127357473200002
ACH-000329,0.0052041920486099996
ACH-000330,0.09444916285489999
ACH-000331,0.0711897569763
ACH-000332,-0.151092116857
ACH-000334,0.135937533289
ACH-000335,-0.206798922147
ACH-000336,-0.054339882895999995
ACH-000337,-0.016821240972899998
ACH-000339,-0.09359111529160001
ACH-000341,0.000156743181509
ACH-000348,-0.163485642368
ACH-000350,-0.006106015888979999
ACH-000352,-0.143655868411
ACH-000356,-0.0283150791904
ACH-000361,-0.158623884195
ACH-000362,-0.029409322998099997
ACH-000363,-0.165400873335
ACH-000364,-0.0026756926961600002
ACH-000365,0.00622829402601
ACH-000366,-0.12341959826
ACH-000368,0.089697839634
ACH-000374,-0.0135500148906
ACH-000375,-0.0420808465771
ACH-000376,-0.12959076502800002
ACH-000381,-0.00410917551468
ACH-000383,-0.11368809882200001
ACH-000387,-0.0938674012379
ACH-000389,-0.189821782999
ACH-000390,-0.024676373355
ACH-000393,-0.228867116127
ACH-000395,-0.254814998875
ACH-000397,-0.009380362514719999
ACH-000401,0.132911341083
ACH-000402,0.324609431144
ACH-000403,0.06724220323390001
ACH-000404,0.132179054552
ACH-000406,-0.0338111075987
ACH-000407,-0.06872778833700001
ACH-000408,-0.15330410678200002
ACH-000410,-0.121818554716
ACH-000411,0.0153039713178
ACH-000414,-0.0817072022139
ACH-000415,0.02644273728
ACH-000416,-0.10406652908299999
ACH-000420,-0.0721778908952
ACH-000421,-0.010227742391100001
ACH-000424,-0.304790841105
