,GOLIM4 (27333)
ACH-000004,-0.148870387445
ACH-000007,0.152911734253
ACH-000009,-0.101824012624
ACH-000011,-0.0137004855531
ACH-000012,-0.22172051616
ACH-000013,0.09032474468240001
ACH-000014,-0.113828514161
ACH-000015,-0.0283607514523
ACH-000017,0.11282157449899999
ACH-000018,-0.031541508009099994
ACH-000019,-0.24362936636399998
ACH-000021,-0.0203195551703
ACH-000022,0.0338344155219
ACH-000025,-0.19626671284000002
ACH-000028,-0.162429438648
ACH-000030,-0.17187461024999998
ACH-000035,-0.254164545219
ACH-000036,0.0733124623322
ACH-000037,0.00294854161012
ACH-000039,-0.323518712049
ACH-000040,0.0211774199418
ACH-000041,0.04398896409530001
ACH-000042,-0.219349876776
ACH-000045,-0.10231177616499999
ACH-000047,-0.0237651166748
ACH-000052,-0.031232421820999997
ACH-000053,-0.15280950957800002
ACH-000054,-0.336044491172
ACH-000055,-0.26671533807799996
ACH-000060,0.09205665213400001
ACH-000067,-0.194025358935
ACH-000070,-0.15383745442
ACH-000075,-0.181977454011
ACH-000078,-0.135247663611
ACH-000082,0.0076687676668500005
ACH-000085,-0.330815181638
ACH-000086,-0.0320663653455
ACH-000087,-0.0722322188204
ACH-000092,-0.241321435848
ACH-000095,-0.159159019347
ACH-000097,0.09486017044330002
ACH-000098,-0.10286336576199999
ACH-000099,-0.0977817580964
ACH-000108,-0.156732619813
ACH-000113,-0.0589563980003
ACH-000115,-0.033149501703599996
ACH-000116,-0.163294152347
ACH-000118,-0.141034053461
ACH-000120,-0.25844164248199997
ACH-000123,-0.103948588353
ACH-000127,-0.0666676845355
ACH-000128,-0.14407999804000002
ACH-000132,-0.101256634425
ACH-000133,-0.066245272937
ACH-000137,-0.259964161409
ACH-000138,-0.219536609896
ACH-000142,-0.045440673082099994
ACH-000143,-0.305096051044
ACH-000146,-0.11988649830800001
ACH-000148,-0.148444276216
ACH-000150,0.07145248201889999
ACH-000152,-0.34954169726499995
ACH-000153,-0.293849169435
ACH-000159,-0.09862167374780001
ACH-000160,-0.122341792002
ACH-000163,-0.28230202276099997
ACH-000167,-0.035273593925800005
ACH-000168,-0.020362556597
ACH-000169,-0.0683811702693
ACH-000178,-0.0333081720113
ACH-000182,-0.0427527076463
ACH-000183,-0.0173923995828
ACH-000188,-0.0456012338944
ACH-000189,-0.07082596196839999
ACH-000190,-0.0485849697812
ACH-000198,-0.0547090535829
ACH-000204,-0.05126486560309999
ACH-000206,0.0309192535113
ACH-000207,-0.23662795945300003
ACH-000211,-0.123205999446
ACH-000215,-0.220515482158
ACH-000221,0.0719446629159
ACH-000222,-0.258139178796
ACH-000223,-0.05516676067990001
ACH-000226,-0.16290283464000002
ACH-000227,-0.06907430757619999
ACH-000228,-0.009564362201610001
ACH-000231,-0.047438133207300004
ACH-000232,-0.269838098721
ACH-000233,0.140010241593
