,HNRNPA1L2 (144983)
ACH-000221,-0.47923495888000006
ACH-000222,-0.40944488317100003
ACH-000223,-0.487396612778
ACH-000226,-0.511784601066
ACH-000227,-0.588489680218
ACH-000228,-0.337499703812
ACH-000231,-0.42509475386600004
ACH-000232,-0.39697668429399996
ACH-000233,-0.45602914063199995
ACH-000234,-0.365228158347
ACH-000235,-0.33698013660400006
ACH-000237,-0.335389310604
ACH-000238,-0.531078554272
ACH-000243,-0.354215895023
ACH-000244,-0.505874994773
ACH-000246,-0.289521504737
ACH-000248,-0.248408201881
ACH-000250,-0.491770216363
ACH-000251,-0.115836843499
ACH-000253,-0.297335995244
ACH-000255,-0.246968857866
ACH-000256,-0.554152950916
ACH-000257,-0.63937952473
ACH-000258,-0.594718295208
ACH-000259,-0.53659561637
ACH-000260,-0.516145238623
ACH-000261,-0.365979774665
ACH-000262,-0.6604984147730001
ACH-000263,-0.404375313106
ACH-000264,-0.206996343151
ACH-000265,-0.348806643543
ACH-000266,-0.38417836420699997
ACH-000272,-0.428741973903
ACH-000273,-0.298866498298
ACH-000274,-0.47550285578400003
ACH-000277,-0.300389780017
ACH-000278,-0.355075574696
ACH-000279,-0.441867612701
ACH-000280,-0.51950588526
ACH-000281,-0.254903862184
ACH-000288,-0.433266066465
ACH-000291,-0.6389477459080001
ACH-000293,-0.202912653064
ACH-000294,-0.335619158711
ACH-000295,-0.5082572465240001
ACH-000296,-0.622296071738
ACH-000302,-0.272448215176
ACH-000304,-0.654279744628
ACH-000307,-0.39151032174
ACH-000308,-0.515599455603
ACH-000310,-0.655241020931
ACH-000311,-0.25024372364799996
ACH-000312,-0.517348092049
ACH-000315,-0.41063758549199997
ACH-000316,-0.406717000118
ACH-000317,-0.341886945399
ACH-000318,-0.514441916621
ACH-000319,-0.22378785344799998
ACH-000320,-0.659755273049
ACH-000322,-0.650204601712
ACH-000323,-0.237853605567
ACH-000324,-0.465463474908
ACH-000329,-0.556901466698
ACH-000330,-0.34820921214199996
ACH-000331,-0.596379322761
ACH-000332,-0.45463007972900005
ACH-000334,-0.627023939159
ACH-000335,-0.413807999913
ACH-000336,-0.14307341014
ACH-000337,-0.20773245118500003
ACH-000339,-0.356517599776
ACH-000341,0.0125388132454
ACH-000348,-0.453719071974
ACH-000350,-0.409505692932
ACH-000352,-0.356528821768
ACH-000356,-0.5675138424880001
ACH-000361,-0.6407714187879999
ACH-000362,-0.49176768149899996
ACH-000363,-0.434476766478
ACH-000364,-0.126340452509
ACH-000365,-0.28323364370799997
ACH-000366,-0.195134680644
ACH-000368,-0.5483825747559999
ACH-000374,-0.5719819378459999
ACH-000375,-0.36854587808600003
ACH-000376,-0.313771678419
ACH-000381,-0.7734958704870001
ACH-000383,-0.313928379055
ACH-000387,-0.27825717398099997
ACH-000389,-0.557800784125
ACH-000390,-0.636910514847
ACH-000393,-0.49616250114200006
ACH-000395,-0.45300389782899997
ACH-000397,-0.5005045106189999
ACH-000401,-0.0279342755537
ACH-000402,-0.981600357349
ACH-000403,-0.358919646601
ACH-000404,-0.0291119429343
ACH-000406,-0.38401359075
ACH-000407,-0.192996138717
ACH-000408,-0.525512667666
ACH-000410,-0.385092575794
ACH-000411,-0.43749432581000003
ACH-000414,-0.5530272940209999
ACH-000415,-0.43063001095299996
ACH-000416,-0.33837453427599995
ACH-000420,-0.36758361997
ACH-000421,-0.390543984026
ACH-000424,-0.346375892177
ACH-000425,-0.527563436964
ACH-000426,-0.369270177773
ACH-000427,-0.641049405888
ACH-000433,-0.36643541732199997
ACH-000436,-0.588638535794
ACH-000444,-0.248357400609
ACH-000445,-0.666207096284
ACH-000448,-0.472718778304
ACH-000450,-0.175030454109
ACH-000452,-0.374404697057
ACH-000454,-0.162348467045
ACH-000458,-0.513642317951
ACH-000459,-0.24175201559700002
ACH-000460,-0.402449281185
ACH-000461,-0.361583732105
ACH-000463,-0.302019936188
ACH-000464,-0.565918570386
ACH-000466,-0.41416155244900005
ACH-000467,-0.267310205242
ACH-000468,-0.41819504446500005
ACH-000469,-0.250074232437
ACH-000470,-0.39368664943400006
ACH-000471,-0.287861897628
ACH-000472,-0.274030852751
ACH-000473,-0.310869008662
ACH-000475,-0.41405313561499996
ACH-000476,-0.314083347804
ACH-000477,-0.548507353071
ACH-000480,-0.365860509895
ACH-000481,-0.48081785692100004
ACH-000483,-0.414303277227
ACH-000484,-0.241001449436
ACH-000485,-0.687529566919
ACH-000486,-0.24787808541700002
ACH-000487,-0.535980511829
ACH-000488,-0.39125477910800005
ACH-000490,0.00705662702679
ACH-000491,-0.408302944254
ACH-000495,-0.37963154344000005
ACH-000496,-0.666306798951
ACH-000499,-0.445136355298
ACH-000500,-0.32049227498000005
ACH-000502,-0.345942760862
ACH-000503,-0.308899748336
ACH-000505,-0.488731291614
ACH-000507,-0.47810654298999994
ACH-000510,-0.472274934826
ACH-000511,-0.373138320787
ACH-000512,-0.655135581096
ACH-000516,-0.443708657049
ACH-000517,-0.41370465761
ACH-000518,-0.317066354127
ACH-000520,-0.612826801734
ACH-000521,-0.689599641514
ACH-000522,-0.463224725513
ACH-000524,-0.43310597396399997
ACH-000527,-0.322424980949
ACH-000528,-0.397326219228
ACH-000537,-0.143449885466
ACH-000541,-0.28924272688200003
ACH-000542,-0.231624502918
ACH-000544,-0.526974695566
ACH-000545,-0.360800272887
ACH-000547,0.18782180457800002
ACH-000548,-0.342650037231
ACH-000549,-0.44147644691200005
ACH-000550,-0.09309249025699999
ACH-000552,-0.365940322816
ACH-000556,-0.45060840556000004
ACH-000557,-0.37938710088600003
ACH-000570,-0.29748527926199997
ACH-000571,-0.33836263156400004
ACH-000573,-0.283132824392
ACH-000576,-0.38023682701399997
ACH-000580,-0.633937404441
ACH-000584,-0.22860163220199997
ACH-000585,-0.260890341439
ACH-000588,-0.06060801426180001
ACH-000589,-0.5354954421379999
ACH-000591,-0.22258336480799998
ACH-000593,-0.33084535236699997
ACH-000600,-0.44223016305699997
ACH-000601,-0.343700614822
ACH-000604,-0.0214352981432
ACH-000605,-0.386718202941
ACH-000606,-0.556539882686
ACH-000608,-0.6298138216570001
ACH-000614,-0.274720388284
ACH-000616,-0.37423087973499997
ACH-000618,-0.41689154977799997
ACH-000619,-0.468146255492
ACH-000620,-0.284248885491
ACH-000621,-0.502933928582
ACH-000622,-0.41849406072800005
ACH-000623,-0.380611548653
ACH-000624,-0.506925167769
ACH-000627,-0.360557664795
ACH-000630,-0.41103028961300003
ACH-000632,-0.48878655521700004
ACH-000633,-0.508502026817
ACH-000637,-0.273250021106
ACH-000638,-0.359019615162
ACH-000646,-0.4983208176100001
ACH-000647,-0.39700896361
ACH-000648,-0.463947289749
ACH-000649,-0.47716751112899997
ACH-000651,-0.29504342603
ACH-000652,-0.260187411743
ACH-000653,-0.436716239831
ACH-000657,-0.515161651765
ACH-000658,-0.28683750971
ACH-000661,-0.304082091567
ACH-000662,-0.616389393085
ACH-000663,-0.206499966277
ACH-000665,-0.509558218544
ACH-000671,-0.46652485509900005
ACH-000673,-0.5089405738189999
ACH-000676,-0.36278070086499997
ACH-000677,-0.320930406233
ACH-000681,-0.321272734881
ACH-000682,-0.321886014678
ACH-000683,-0.226286389372
ACH-000684,-0.480489289252
ACH-000688,-0.572583790136
ACH-000693,-0.240050251695
ACH-000694,-0.204214406135
ACH-000695,-0.627203436742
ACH-000696,-0.512076328151
ACH-000697,-0.558018347131
ACH-000699,-0.34719365987899997
ACH-000701,-0.12180875349199999
ACH-000706,-0.305302124242
ACH-000711,-0.388894465511
ACH-000713,-0.40355510976
ACH-000714,-0.621644827314
ACH-000718,-0.45620272322899996
ACH-000720,-0.348991860735
ACH-000721,-0.440743483597
ACH-000724,-0.206480518064
ACH-000725,-0.270212094395
ACH-000732,-0.421500236887
ACH-000734,-0.362018315436
ACH-000735,-0.438741487811
ACH-000736,-0.447173917617
ACH-000738,-0.290450655461
ACH-000746,-0.364748560225
ACH-000747,-0.562343391672
ACH-000748,-0.22158993835700003
ACH-000753,-0.33354539474100003
ACH-000756,-0.296175514311
ACH-000757,-0.698951747631
ACH-000758,-0.327838073783
ACH-000760,-0.419381868168
ACH-000763,-0.56808317179
ACH-000764,-0.789785797075
ACH-000765,-0.20556549654
ACH-000766,-0.456636141993
ACH-000767,-0.543499706691
ACH-000768,-0.308122528352
ACH-000769,-0.319594265994
ACH-000770,-0.427435022479
ACH-000771,-0.270867533983
ACH-000773,-0.440194069525
ACH-000776,-0.47314119511299996
ACH-000777,-0.273881606803
ACH-000778,-0.39808226955700005
ACH-000781,-0.40421103016099996
ACH-000782,-0.404806267888
ACH-000783,-0.45883404399800004
ACH-000784,-0.41223714124
ACH-000785,-0.445971290955
ACH-000787,-0.5684485227189999
ACH-000788,-0.30544368160700003
ACH-000791,-0.358865718685
ACH-000792,-0.280662365661
ACH-000794,-0.39483546675399994
ACH-000796,-0.371712232372
ACH-000799,-0.5264578241269999
ACH-000800,-0.513501688085
ACH-000802,-0.305307214237
ACH-000804,-0.569458331531
ACH-000805,-0.51837456718
ACH-000809,-0.511887202788
ACH-000810,-0.673349180637
ACH-000811,-0.22345405470600002
ACH-000817,-0.542882874476
ACH-000819,-0.0201085917834
ACH-000820,-0.458821840509
ACH-000821,-0.5147915644259999
ACH-000822,-0.41960217524599996
ACH-000823,-0.312795892486
ACH-000824,-0.47477868937
ACH-000827,-0.35585101352
ACH-000829,-0.44607354548699996
ACH-000831,-0.567197751693
ACH-000832,-0.660991192506
ACH-000833,-0.15520125121300002
ACH-000834,-0.256886678946
ACH-000835,-0.23449482628899998
ACH-000836,-0.46515486789899996
ACH-000837,-0.188568993006
ACH-000838,-0.19711844479600002
ACH-000839,-0.0149942707038
ACH-000840,-0.49437476118900003
ACH-000841,-0.317374620379
ACH-000843,-0.392366965621
ACH-000846,-0.465737077733
ACH-000847,-0.270453442841
ACH-000848,-0.318166154511
ACH-000849,-0.692086570129
ACH-000851,-0.255131607117
ACH-000855,-0.397235157091
ACH-000856,-0.46096513587899995
ACH-000858,-0.39487195647600004
ACH-000859,-0.31254868976100003
ACH-000861,-0.259737193973
ACH-000862,-0.411343869628
ACH-000865,-0.33671875259499995
ACH-000866,-0.368719269745
ACH-000867,-0.678123150105
ACH-000869,-0.19522393855599998
ACH-000872,-0.382265947835
ACH-000873,-0.563213951072
ACH-000876,-0.385444270726
ACH-000878,-0.32078664231
ACH-000880,-0.555614135611
ACH-000881,-0.34909224933399996
ACH-000882,-0.363880407279
ACH-000884,-0.364281585076
ACH-000885,-0.410276006566
ACH-000887,-0.43631730993600004
ACH-000888,-0.400663563691
ACH-000889,-0.46709731809699995
ACH-000890,-0.295378207942
ACH-000896,-0.46704201631000003
ACH-000898,-0.44845410770099997
ACH-000900,-0.37823872225500005
ACH-000901,-0.502056144296
ACH-000905,-0.544561571834
ACH-000906,-0.484973473905
ACH-000907,-0.16706007978700002
ACH-000910,-0.411174877152
ACH-000911,-0.35872436791100004
ACH-000912,-0.347512370125
ACH-000913,-0.365646342381
ACH-000915,-0.24330130847
ACH-000916,-0.236294231345
ACH-000917,-0.3847549886
ACH-000921,-0.345026622543
ACH-000924,-0.350237485622
ACH-000926,-0.350109213738
ACH-000928,-0.293786086592
ACH-000929,-0.5357974600450001
ACH-000932,-0.41124456170900003
ACH-000935,-0.505291477924
ACH-000936,-0.481901707895
ACH-000937,-0.388738772882
ACH-000938,-0.407738348553
ACH-000939,-0.436676134478
ACH-000941,-0.229100931966
ACH-000943,-0.452430912265
ACH-000946,-0.424893484642
ACH-000947,-0.338561369539
ACH-000948,-0.6151110029119999
ACH-000950,-0.338037024736
ACH-000953,-0.473129782082
ACH-000957,-0.36232022447499995
ACH-000958,-0.217923983567
ACH-000960,-0.5684875585600001
ACH-000963,-0.65709480208
ACH-000968,-0.09460588170369999
ACH-000969,-0.264506258407
ACH-000973,-0.447510824308
ACH-000974,-0.328266108684
ACH-000975,-0.285995425793
ACH-000976,-0.492498788744
ACH-000978,0.334426638419
ACH-000980,-0.321177845229
ACH-000984,-0.241595205725
ACH-000986,-0.608198118587
ACH-000988,-0.673602329894
ACH-000993,-0.45405265344400003
ACH-000994,-0.46532597901699996
ACH-000996,-0.248197907689
ACH-001001,-0.21424088955499998
ACH-001020,-0.279567929964
ACH-001028,-0.35357108772600004
ACH-001031,-0.385864674677
ACH-001038,-0.23184712857200002
ACH-001048,-0.185498915337
ACH-001050,-0.43579634827
ACH-001053,-0.294859937304
ACH-001054,-0.22361018923700002
ACH-001061,-0.456305676404
ACH-001067,-0.43022263692400003
ACH-001075,-0.565286141844
ACH-001096,0.0266921974584
ACH-001128,-0.158009449812
ACH-001134,-0.551397609839
ACH-001151,-0.284766535408
ACH-001163,-0.360316335536
ACH-001164,-0.176490543587
ACH-001173,-0.429053882583
ACH-001183,-0.339705484828
ACH-001184,-0.38854610767399994
ACH-001190,-0.559957589991
ACH-001192,-0.597371995375
ACH-001193,-0.330710654446
ACH-001196,-0.5983042735230001
ACH-001197,-0.598333903417
ACH-001205,-0.314291664923
ACH-001211,-0.558075360619
ACH-001212,-0.369061861062
ACH-001228,-0.58362453749
ACH-001232,-0.532914558819
ACH-001239,-0.334974401459
ACH-001274,-0.676122154369
ACH-001275,0.145240917055
ACH-001277,-0.0585662042177
ACH-001278,-0.309386692618
ACH-001280,-0.259612848164
ACH-001283,-0.262975756097
ACH-001289,-0.35404283458400004
ACH-001295,-0.35321688384000005
ACH-001300,-0.400271894143
ACH-001301,-0.563560583458
ACH-001302,-0.55326092209
ACH-001303,-0.591880737056
ACH-001306,-0.495127441841
ACH-001318,-0.342812712195
ACH-001322,-0.597359359178
ACH-001328,-0.22583581103300002
ACH-001332,-0.209604872291
ACH-001333,-0.647609899812
ACH-001336,-0.5119311420970001
ACH-001340,-0.49205195159299997
ACH-001346,-0.543958650616
ACH-001353,-0.474605801453
ACH-001354,-0.699109577722
ACH-001367,-0.7053378980949999
ACH-001368,-0.5306983743779999
ACH-001374,-1.0171425604200002
ACH-001375,-0.312506139256
ACH-001377,-0.258705462013
ACH-001380,-0.35604894061399994
ACH-001391,-0.12195285796599999
ACH-001407,-0.40030357686800006
ACH-001408,-0.33543124328400004
ACH-001413,-0.54741815287
ACH-001430,-0.36050783709299994
ACH-001431,-0.7037576371690001
ACH-001450,-0.295623658796
ACH-001496,-0.22124345038100002
ACH-001500,-0.36163294210600005
ACH-001521,-0.34832392001199997
ACH-001523,-0.530524507987
ACH-001532,-0.419126703685
ACH-001536,-0.6633992643150001
ACH-001550,-0.221166163635
ACH-001552,-0.409643772252
ACH-001554,-0.47696361453599995
ACH-001645,-0.192565590495
ACH-001654,-0.366662314812
ACH-001715,-0.103007391074
ACH-001735,-0.22984482466999998
ACH-001736,-0.507080137024
ACH-001737,-0.521062190997
ACH-001740,-0.439143878467
ACH-001745,-0.34719253964900004
ACH-001750,-0.666194860154
ACH-001765,-0.4672917115
ACH-001956,-0.399916884208
ACH-001957,-0.510054519274
