,YAF2 (10138)
ACH-000004,-0.34315039327299995
ACH-000007,-0.24123974189
ACH-000009,-0.276168149808
ACH-000011,-0.46586582795500003
ACH-000012,-0.248019548937
ACH-000013,-0.24772935456999998
ACH-000014,-0.590608401211
ACH-000015,-0.336209618275
ACH-000017,-0.390352638362
ACH-000018,-0.262004830062
ACH-000019,-0.241214828021
ACH-000021,-0.293017482417
ACH-000022,-0.199498484301
ACH-000025,-0.448815112668
ACH-000028,-0.40459088678800004
ACH-000030,-0.334820909568
ACH-000035,-0.262291695296
ACH-000036,-0.35223081964
ACH-000037,-0.513485225479
ACH-000039,-0.27566786846200003
ACH-000040,-0.444224448627
ACH-000041,-0.5749390135010001
ACH-000042,-0.139676061563
ACH-000045,-0.17470623730300003
ACH-000047,-0.290989031316
ACH-000052,-0.5411131871
ACH-000053,-0.18669202256900003
ACH-000054,-0.47676697629799997
ACH-000055,-0.125875196436
ACH-000060,-0.190724422561
ACH-000067,-0.433829611279
ACH-000070,-0.229487068001
ACH-000075,-0.330353572852
ACH-000078,-0.5508310138570001
ACH-000082,-0.35069143458
ACH-000085,-0.35239351816500003
ACH-000086,-0.435692496531
ACH-000087,-0.641173945583
ACH-000092,-0.19628713667800002
ACH-000095,-0.31182224305100004
ACH-000097,-0.233434793572
ACH-000098,-0.17847225134599998
ACH-000099,-0.499478843003
ACH-000108,-0.0422920044471
ACH-000113,-0.293757929569
ACH-000115,-0.21319903419199998
ACH-000116,-0.36566306490199996
ACH-000118,-0.312243914551
ACH-000120,-0.23730851324000002
ACH-000123,-0.333374281465
ACH-000127,-0.41930189735699996
ACH-000128,-0.41408283354099995
ACH-000132,-0.33992531615500005
ACH-000133,-0.46416926321199997
ACH-000137,-0.298350809022
ACH-000138,-0.250849095125
ACH-000142,-0.209528482285
ACH-000143,-0.23065159009199998
ACH-000146,-0.411311829415
ACH-000148,-0.24684366620200002
ACH-000150,-0.470039082715
ACH-000152,-0.397953249768
ACH-000153,-0.41575963849799996
ACH-000159,-0.319855100814
ACH-000160,-0.16895000639899999
ACH-000163,-0.453769579339
ACH-000167,0.022793263349599996
ACH-000168,-0.37252219615500004
ACH-000169,-0.251283280176
ACH-000178,-0.24890837772399999
ACH-000182,-0.338193879637
ACH-000183,-0.0783108101988
ACH-000188,-0.280522160017
ACH-000189,-0.5629496260279999
ACH-000190,-0.0285059054372
ACH-000198,-0.483532976163
ACH-000204,-0.572515451399
ACH-000206,-0.494792299061
ACH-000207,-0.274806686405
ACH-000211,-0.298957997615
ACH-000215,-0.333866234064
ACH-000221,-0.268406903177
ACH-000222,-0.18200687405299998
ACH-000223,-0.537873105609
ACH-000226,-0.464524575921
ACH-000227,-0.482246818342
ACH-000228,-0.209196343966
ACH-000231,-0.37512560493299996
ACH-000232,-0.529375616318
ACH-000233,-0.22664335196
ACH-000234,-0.506020231238
ACH-000235,-0.314418115655
ACH-000237,-0.421972258298
ACH-000238,-0.399285618741
ACH-000243,-0.17177634256700003
ACH-000244,-0.11896491519
ACH-000246,-0.409395076409
ACH-000248,-0.271378100295
ACH-000250,-0.386699826756
ACH-000251,-0.647737900424
ACH-000253,-0.33953663879100004
ACH-000255,-0.328837979683
ACH-000256,-0.464112781465
ACH-000257,-0.233690423719
ACH-000258,-0.511190337468
ACH-000259,-0.33629556014600004
ACH-000260,-0.235684829364
ACH-000261,-0.429957013779
ACH-000262,-0.38979173715800003
ACH-000263,-0.321356192526
ACH-000264,-0.33578631052599994
ACH-000265,-0.26434522574499997
ACH-000266,-0.36688654037199997
ACH-000272,-0.38085071678099996
ACH-000273,-0.46686833824900004
ACH-000274,-0.490590185438
ACH-000277,-0.69327521233
ACH-000278,-0.5776259177
ACH-000279,-0.47000194244099996
ACH-000280,-0.08895931615210001
ACH-000281,-0.17386360652
ACH-000288,-0.28081686456
ACH-000291,-0.272851277895
ACH-000293,-0.19919201288199997
ACH-000294,0.048421887066500004
ACH-000295,-0.132749803113
ACH-000296,-0.38700669130099996
ACH-000302,-0.300476640427
ACH-000304,-0.703426892242
ACH-000307,-0.236873391057
ACH-000308,-0.346523222174
ACH-000310,-0.485958626963
ACH-000311,-0.43591152152400003
ACH-000312,-0.287211807288
ACH-000315,-0.153692177629
ACH-000316,-0.10754240873700001
ACH-000317,-0.4235577316
ACH-000318,-0.290002652608
ACH-000319,-0.297555404186
ACH-000320,-0.358513201754
ACH-000322,-0.44524102257700005
ACH-000323,-0.310563106472
ACH-000324,-0.273114738318
ACH-000329,-0.241471802902
ACH-000330,-0.15730196888
ACH-000331,-0.45334411222599996
ACH-000332,-0.312727761785
ACH-000334,-0.769009910043
ACH-000335,-0.35052802175399994
ACH-000336,-0.506549121948
ACH-000337,-0.200689661956
ACH-000339,-0.388441852291
ACH-000341,-0.27727789476799997
ACH-000348,-0.373394622778
ACH-000350,-0.292186052599
ACH-000352,-0.262370444933
ACH-000356,-0.142645304296
