,COPB1 (1315)
ACH-000004,-1.9831896796200001
ACH-000007,-2.0241692027
ACH-000009,-1.97504969917
ACH-000011,-1.74238576074
ACH-000012,-1.78394879592
ACH-000013,-1.56722438438
ACH-000014,-1.5305540067299999
ACH-000015,-1.7771812147
ACH-000017,-1.8371588648700001
ACH-000018,-1.76911699157
ACH-000019,-2.28816712779
ACH-000021,-1.8927073560099998
ACH-000022,-1.98174679628
ACH-000025,-1.98704535382
ACH-000028,-1.71541466599
ACH-000030,-1.86945747175
ACH-000035,-1.7466593564700001
ACH-000036,-1.77191553383
ACH-000037,-2.25944330322
ACH-000039,-1.96516870629
ACH-000040,-1.89268719087
ACH-000041,-1.92107206478
ACH-000042,-1.30447313894
ACH-000045,-1.97485941998
ACH-000047,-1.8177935562799998
ACH-000052,-1.47667589951
ACH-000053,-1.82463264447
ACH-000054,-1.9206124403
ACH-000055,-1.8650445149900001
ACH-000060,-1.6815843280200002
ACH-000067,-1.4346236088799997
ACH-000070,-1.83133376357
ACH-000075,-1.73724373194
ACH-000078,-2.08980176409
ACH-000082,-1.9840603495099998
ACH-000085,-1.8017889970900003
ACH-000086,-1.69596058652
ACH-000087,-2.0025101963
ACH-000092,-1.3568397645299999
ACH-000095,-1.94516772175
ACH-000097,-1.92617378912
ACH-000098,-1.59957315237
ACH-000099,-2.22075264232
ACH-000108,-1.8943893341299998
ACH-000113,-1.9845095681099998
ACH-000115,-2.1664393470900003
ACH-000116,-2.0045471843400002
ACH-000118,-1.56878131873
ACH-000120,-1.8082914254
ACH-000123,-1.8179181948700003
ACH-000127,-1.8871767092299998
ACH-000128,-1.8722508087599998
ACH-000132,-1.61038759335
ACH-000133,-1.7452269207900002
ACH-000137,-1.6663475354799997
ACH-000138,-1.9737544910799998
ACH-000142,-1.64778219443
ACH-000143,-1.65462052427
ACH-000146,-2.03364690988
ACH-000148,-1.9435991069499998
ACH-000150,-1.52522209774
ACH-000152,-1.4451670568900001
ACH-000153,-1.8978384425
ACH-000159,-1.84236652935
ACH-000160,-1.7931461553099999
ACH-000163,-1.80325024288
ACH-000167,-2.41860256318
ACH-000168,-1.40410672736
ACH-000169,-1.6279523105000002
ACH-000178,-1.7602814010900003
ACH-000182,-1.85989511199
ACH-000183,-2.04029999507
ACH-000188,-1.8019178832900002
ACH-000189,-1.66672578294
ACH-000190,-1.82917499905
ACH-000198,-1.82693771092
ACH-000204,-1.4891251747
ACH-000206,-1.68260723772
ACH-000207,-2.35667455678
ACH-000211,-1.68592166176
ACH-000215,-2.03517530733
ACH-000221,-1.6812553856799999
ACH-000222,-1.77528728159
ACH-000223,-1.89369046533
ACH-000226,-1.9614954867099998
ACH-000227,-2.3048343294900002
ACH-000228,-1.7853448220900001
ACH-000231,-1.57121857339
ACH-000232,-1.91152526479
ACH-000233,-2.2635977436099997
ACH-000234,-2.06945301188
ACH-000235,-1.7151319091
ACH-000237,-1.9393518029599996
ACH-000238,-1.7699409713900003
ACH-000243,-1.82613286515
ACH-000244,-1.6883737449599998
ACH-000246,-1.7418161748700003
ACH-000248,-1.7611960023599997
ACH-000250,-1.72305045903
ACH-000251,-1.58071262838
ACH-000253,-1.8515678471900001
ACH-000255,-1.8340441226400004
ACH-000256,-2.84007864853
ACH-000257,-1.69044918363
ACH-000258,-1.49781792098
ACH-000259,-2.1007331061500003
ACH-000260,-1.7602864646400003
ACH-000261,-1.5833350723
ACH-000262,-1.52618890917
ACH-000263,-1.90519449407
ACH-000264,-1.6044632445700002
ACH-000265,-1.8172111623099998
ACH-000266,-1.68704689728
ACH-000272,-1.5588823105899998
ACH-000273,-1.76273307779
ACH-000274,-1.8962166874700002
ACH-000277,-1.81619251635
ACH-000278,-2.07556151822
ACH-000279,-2.0059838556200003
ACH-000280,-1.56726015968
ACH-000281,-1.30624562236
ACH-000288,-1.65168557937
ACH-000291,-1.9540463798700003
ACH-000293,-1.8219042076099998
ACH-000294,-1.61634347028
ACH-000295,-1.6746001409600002
ACH-000296,-1.71545155877
ACH-000302,-1.9044799563900003
ACH-000304,-2.0302053095900003
ACH-000307,-1.5394845357499998
ACH-000308,-1.9971007069599997
ACH-000310,-2.25695425812
ACH-000311,-2.04022396547
ACH-000312,-1.73398702088
ACH-000315,-1.58708777864
ACH-000316,-1.64942156535
ACH-000317,-1.8523185844999999
ACH-000318,-2.00021045612
ACH-000319,-1.5831709435299999
ACH-000320,-1.72882212347
ACH-000322,-1.8422695357599999
ACH-000323,-1.8393214310599997
ACH-000324,-1.9983232899599999
ACH-000329,-2.0774849664099997
ACH-000330,-1.79726229553
ACH-000331,-1.6436907941699999
ACH-000332,-1.6233644180899998
ACH-000334,-1.43046350772
ACH-000335,-1.5985850983
ACH-000336,-1.9859669351400002
ACH-000337,-1.71237003718
ACH-000339,-1.77427949752
ACH-000341,-1.8248638741900003
ACH-000348,-2.07865977045
ACH-000350,-2.05094617956
ACH-000352,-1.93585122795
ACH-000356,-1.7611062638
ACH-000361,-1.66298063229
ACH-000362,-1.97121139207
ACH-000363,-2.17115944834
ACH-000364,-1.8545794886400002
ACH-000365,-1.6770569537399997
ACH-000366,-2.05577812662
ACH-000368,-1.54592682504
ACH-000374,-1.57083964868
ACH-000375,-1.80375828526
ACH-000376,-1.60105109481
ACH-000381,-1.4383418017700003
ACH-000383,-1.86783751271
ACH-000387,-1.93429386538
ACH-000389,-1.53559249834
ACH-000390,-1.7329945669099998
ACH-000393,-1.7134703629199999
ACH-000395,-1.8046275757799999
ACH-000397,-1.7380873445700002
ACH-000401,-1.64282154801
ACH-000402,-1.4440493496200002
ACH-000403,-1.8200374291900003
ACH-000404,-1.89102024595
ACH-000406,-1.7414649129700002
ACH-000407,-1.5633872285
ACH-000408,-1.68824492255
ACH-000410,-1.8624303508000002
ACH-000411,-1.7748019066599998
ACH-000414,-2.19399674474
ACH-000415,-1.51178690652
ACH-000416,-1.7340099547499999
ACH-000420,-1.76102713762
ACH-000421,-1.76470882906
ACH-000424,-1.8276268131
ACH-000425,-1.6500049437200002
ACH-000426,-1.5439936445
ACH-000427,-1.8139219007499998
ACH-000433,-2.02218335125
ACH-000436,-1.9363172346400002
ACH-000444,-1.7010764843900001
ACH-000445,-2.0086000782499998
ACH-000448,-1.7113328925100002
ACH-000450,-2.0605312520599997
ACH-000452,-1.5348530904700002
ACH-000454,-1.9573553991400001
ACH-000458,-1.66728865514
ACH-000459,-2.2381658757
ACH-000460,-1.64729255719
ACH-000461,-2.13306822514
ACH-000463,-1.6782325158200002
ACH-000464,-1.7744534764
ACH-000466,-1.57883228882
ACH-000467,-1.5413499831400002
ACH-000468,-2.0780173104400004
ACH-000469,-2.0227797435099997
ACH-000470,-1.66709773601
ACH-000471,-1.7573011864900001
ACH-000472,-1.7222184651900003
ACH-000473,-1.7684490173299998
ACH-000475,-1.77329695053
ACH-000476,-1.7746094154799998
ACH-000477,-2.21198528491
ACH-000480,-1.62980655195
ACH-000481,-1.85541662771
ACH-000483,-2.3402431194999997
ACH-000484,-1.7771652731999998
ACH-000485,-1.7677194952000002
ACH-000486,-1.7869604320299999
ACH-000487,-1.8736037502200003
ACH-000488,-1.58606780026
ACH-000490,-1.7517480380700001
ACH-000491,-1.8588868683200002
ACH-000495,-1.5615903082700002
ACH-000496,-2.12104896063
ACH-000499,-1.64015672728
ACH-000500,-1.43401319411
ACH-000502,-1.69961405472
ACH-000503,-1.7090907638100001
ACH-000505,-1.56160333199
ACH-000507,-1.80920753634
ACH-000510,-1.8873306311700002
ACH-000511,-1.6502583766299999
ACH-000512,-1.7716215563099997
ACH-000516,-1.42740823491
ACH-000517,-1.62571167497
ACH-000518,-1.7111406235
ACH-000520,-1.8025279115200001
ACH-000521,-1.8558122247599997
ACH-000522,-1.6772683342399999
ACH-000524,-2.7553749259599996
ACH-000527,-1.87079102765
ACH-000528,-1.9730033706799999
ACH-000537,-1.83960070398
ACH-000541,-2.15975434221
ACH-000542,-1.6248988533000002
ACH-000544,-1.4591626745299997
ACH-000545,-1.7318726684999999
ACH-000547,-1.5746444355899998
ACH-000548,-1.7454804747200001
ACH-000549,-1.87178666403
ACH-000550,-1.85982533155
ACH-000552,-1.7465978780700002
ACH-000556,-1.7538939004299998
ACH-000557,-1.9222958897599998
ACH-000570,-2.05539850412
ACH-000571,-1.49239621898
ACH-000573,-2.09979505478
ACH-000576,-1.67105086229
ACH-000580,-1.58235672287
ACH-000584,-1.9721588814900002
ACH-000585,-1.8312106476099999
ACH-000588,-1.7489055188299998
ACH-000589,-1.9268880357900002
ACH-000591,-1.5103704488799998
ACH-000593,-1.67817513255
ACH-000600,-2.13256777496
ACH-000601,-1.9718825872499999
ACH-000604,-1.73579250966
ACH-000605,-2.00805991385
ACH-000606,-1.4673639460499999
ACH-000608,-2.08904459251
ACH-000614,-1.9395588720599997
ACH-000616,-1.58368009462
ACH-000618,-2.11338390033
ACH-000619,-1.5379853545200002
ACH-000620,-2.04162020743
ACH-000621,-2.07129238758
ACH-000622,-2.09847320406
ACH-000623,-1.97486288694
ACH-000624,-1.8192020641
ACH-000627,-1.71656889893
ACH-000630,-1.7932138010099998
ACH-000632,-1.8011482273
ACH-000633,-2.3093671529499997
ACH-000637,-1.9393372152000001
ACH-000638,-1.59631833729
ACH-000646,-2.9539167432899998
ACH-000647,-1.8918993049400001
ACH-000648,-1.56252752519
ACH-000649,-1.9256192894599997
ACH-000651,-1.68217381614
ACH-000652,-1.85077532618
ACH-000653,-1.9267259016999998
ACH-000657,-1.8611196154900003
ACH-000658,-1.9593431496200002
ACH-000661,-2.1862762676400003
ACH-000662,-1.7575273481799998
ACH-000663,-1.79803523127
ACH-000665,-1.58796107939
ACH-000671,-2.2704208343200003
ACH-000673,-1.5674893382100001
ACH-000676,-1.59298365254
