,RPL39L (116832)
ACH-000004,0.188959329297
ACH-000007,0.07243392457469999
ACH-000009,-0.00119853140529
ACH-000011,-0.123400093539
ACH-000012,0.032213403673799997
ACH-000013,0.138963895518
ACH-000014,-0.0392313980543
ACH-000015,0.145640025867
ACH-000017,0.16769174913100002
ACH-000018,0.011563609418200001
ACH-000019,-0.044004394199099996
ACH-000021,0.11581045455399999
ACH-000022,0.103671916197
ACH-000025,0.0538429850414
ACH-000028,0.188262826063
ACH-000030,0.132730866213
ACH-000035,0.209886112448
ACH-000036,-0.07162470932960001
ACH-000037,0.09306143190310001
ACH-000039,0.133867204494
ACH-000040,-0.0542536461654
ACH-000041,0.0362054386358
ACH-000042,0.058536783295800005
ACH-000045,0.09861178081210001
ACH-000047,0.023452881537799997
ACH-000052,0.27382257098900004
ACH-000053,0.112270492337
ACH-000054,-0.136666386064
ACH-000055,0.0840826808966
ACH-000060,-0.15997120640100002
ACH-000067,-0.17592488088199998
ACH-000070,0.007140469455680001
ACH-000075,0.171470674788
ACH-000078,0.24382572713700001
ACH-000082,0.0977528866608
ACH-000085,0.038919258496300006
ACH-000086,-0.117734309965
ACH-000087,0.09555171829339999
ACH-000092,-0.22055166463599998
ACH-000095,-0.0460617444445
ACH-000097,0.09569172298530002
ACH-000098,0.0687069471899
ACH-000099,0.215095562927
ACH-000108,0.137649030192
ACH-000113,-0.00423167825395
ACH-000115,-0.0624934595379
ACH-000116,-0.0612044084456
ACH-000118,-0.05858950540440001
ACH-000120,0.206043583869
ACH-000123,0.07975645993210001
ACH-000127,-0.00818350485599
ACH-000128,0.0987796854425
ACH-000132,0.051837672074999994
ACH-000133,0.0717774870393
ACH-000137,0.034569086765
ACH-000138,0.061103591777099994
ACH-000142,-0.0678527370073
ACH-000143,0.00747573425443
ACH-000146,0.24166346998000005
ACH-000148,0.10735358966700001
ACH-000150,0.322248911415
ACH-000152,0.035722657337
ACH-000153,0.131987145413
ACH-000159,-0.0662340638194
ACH-000160,0.044225270774
ACH-000163,0.060448747850699994
ACH-000167,0.121783377629
ACH-000168,0.0624759984083
ACH-000169,-0.058390498258999994
ACH-000178,0.06917156381789999
ACH-000182,-0.169309543242
ACH-000183,0.25757539008499997
ACH-000188,-0.21553739694600002
ACH-000189,0.392268836845
ACH-000190,-0.137083145998
ACH-000198,-0.018206262041200003
ACH-000204,0.044349932089300007
ACH-000206,0.0841027087546
ACH-000207,0.000295893336368
ACH-000211,-0.0254689712402
ACH-000215,0.0344813642991
ACH-000221,0.163216912724
ACH-000222,0.022443924899
ACH-000223,0.0244960547266
ACH-000226,-0.09870702570699999
ACH-000227,-0.0517127324754
ACH-000228,0.201776251851
ACH-000231,0.111864588684
ACH-000232,-0.292810502952
ACH-000233,0.07771600117239999
ACH-000234,-0.0823999259566
ACH-000235,0.0881696838424
ACH-000237,0.0925923665067
ACH-000238,0.0527525898001
ACH-000243,0.122325513072
ACH-000244,-0.0302693773512
ACH-000246,-0.0316404145529
ACH-000248,0.0669495999256
ACH-000250,-0.0060438763951599994
ACH-000251,0.07309624032810001
ACH-000253,0.0409520711489
ACH-000255,0.0705408682577
ACH-000256,0.100168605516
ACH-000257,-0.012904489790100001
ACH-000258,-0.314697422303
ACH-000259,0.00048679587556500005
ACH-000260,0.00252140513395
ACH-000261,0.0149795642835
ACH-000262,0.106053590481
ACH-000263,-0.017674789992700002
ACH-000264,0.142017855703
ACH-000265,-0.010375656774
ACH-000266,0.046428749603900005
ACH-000272,-0.09331990579160002
ACH-000273,0.0532403381601
ACH-000274,-0.123480058419
ACH-000277,0.269058739841
ACH-000278,0.141554647116
ACH-000279,0.100496755216
ACH-000280,0.0560592798602
ACH-000281,0.07407354562210001
ACH-000288,0.0620914014341
ACH-000291,-0.04262762894169999
ACH-000293,0.14164911701400001
ACH-000294,0.058779395015400006
ACH-000295,-0.0548790432467
ACH-000296,0.311253060082
ACH-000302,0.12953685866599998
ACH-000304,0.148249145192
ACH-000307,0.00904174712843
ACH-000308,0.0295286121192
ACH-000310,0.0349934615034
ACH-000311,0.06349593529280001
ACH-000312,0.142293062324
ACH-000315,0.0006338364359889999
ACH-000316,0.0388703593604
ACH-000317,-0.0842886709475
ACH-000318,-0.10566592196499999
ACH-000319,0.183082088548
ACH-000320,0.0790355575478
ACH-000322,0.0359462097666
ACH-000323,-0.00890921824131
ACH-000324,0.0490053153064
ACH-000329,0.0152248833693
ACH-000330,0.0375627481101
ACH-000331,-0.219808889386
ACH-000332,-0.014230648978600002
ACH-000334,0.21280843389
ACH-000335,0.0126589947707
ACH-000336,-0.379547795478
ACH-000337,0.226994436259
ACH-000339,-0.012296950598600002
ACH-000341,0.178761594976
ACH-000348,-0.078888068076
ACH-000350,0.08052130430210001
ACH-000352,-0.160533151099
ACH-000356,0.000402416420496
ACH-000361,0.207093297506
ACH-000362,0.0374660528708
ACH-000363,0.0281105740636
ACH-000364,-0.014216441415200001
ACH-000365,0.040356237516199996
ACH-000366,0.0148185443025
ACH-000368,0.050258540102199996
ACH-000374,0.281482925616
ACH-000375,-0.0160247437997
ACH-000376,-0.10053543417199999
ACH-000381,0.135868232532
ACH-000383,-0.053317850166
ACH-000387,0.05318433927709999
ACH-000389,-0.007100122570399999
ACH-000390,0.139512927288
ACH-000393,-0.0433037702353
ACH-000395,0.0667221234644
ACH-000397,0.00131297353753
ACH-000401,-0.0280257231819
ACH-000402,0.142663440971
ACH-000403,0.0219687471773
ACH-000404,0.200037557313
ACH-000406,0.174768921697
ACH-000407,-0.108202556634
ACH-000408,0.0505830960282
ACH-000410,0.0532348727075
ACH-000411,-0.0334946384514
ACH-000414,-0.0141653520994
ACH-000415,-0.009419638387049999
ACH-000416,-0.150875460566
ACH-000420,0.0497054630575
ACH-000421,0.101407895614
ACH-000424,0.137927658806
ACH-000425,0.0304091475342
ACH-000426,0.0273109657797
ACH-000427,-0.0577280045416
ACH-000433,-0.162539982751
ACH-000436,-0.0891670292283
ACH-000444,-0.0148262978312
ACH-000445,0.0476271330026
ACH-000448,-0.142903341816
ACH-000450,0.0605116919008
ACH-000452,0.11863307927200001
ACH-000454,0.0529014538985
ACH-000458,0.204827353448
ACH-000459,0.166040035525
ACH-000460,0.0506031843915
ACH-000461,-0.09692560474410002
ACH-000463,0.0393730492446
ACH-000464,-0.027221278892
ACH-000466,0.0410589822722
ACH-000467,0.211821488649
ACH-000468,0.113012785003
ACH-000469,0.0892942815804
ACH-000470,0.0234752995322
ACH-000471,-0.039543621829199994
ACH-000472,0.010835495734600001
ACH-000473,0.0454837440561
ACH-000475,0.0161096652086
ACH-000476,-0.147230013823
ACH-000477,-0.0771937070365
ACH-000480,0.08569866177650001
ACH-000481,-0.0175538257038
ACH-000483,0.0388052723641
ACH-000484,0.183471762674
ACH-000485,0.058958552723000004
ACH-000486,0.12058209004699999
ACH-000487,0.159030504295
ACH-000488,0.0284891107176
ACH-000490,-0.0654358011234
ACH-000491,0.13708155547700002
ACH-000495,0.00846667198084
ACH-000496,0.09309115589410001
ACH-000499,0.37018389197400003
ACH-000500,-0.528779732004
ACH-000502,0.12182056733100001
ACH-000503,-0.12323100894200001
ACH-000505,-0.0424228661242
ACH-000507,0.127137658273
ACH-000510,0.118383674697
ACH-000511,0.055942483646099994
ACH-000512,0.16493255419800001
