,LYAR (55646)
ACH-000004,0.0194924863229
ACH-000007,0.33735654847900004
ACH-000009,0.26774565693
ACH-000011,-0.0124512794081
ACH-000012,0.309862061746
ACH-000013,0.23181252397
ACH-000014,0.11167816050799999
ACH-000015,0.0730324423486
ACH-000017,0.361588304468
ACH-000018,0.372653492985
ACH-000019,0.293265239126
ACH-000021,0.23636962016600002
ACH-000022,0.260119114407
ACH-000025,0.218836695867
ACH-000028,0.22895341238400002
ACH-000030,0.24265817088599997
ACH-000035,0.185894566839
ACH-000036,0.309907316069
ACH-000037,0.34009126616999996
ACH-000039,0.130336808916
ACH-000040,0.162418412595
ACH-000041,0.18351184756799999
ACH-000042,0.13457035418899999
ACH-000045,0.434448563054
ACH-000047,0.363736846823
ACH-000052,0.20547936861699997
ACH-000053,0.227071244225
ACH-000054,0.221279165716
ACH-000055,0.0822239156129
ACH-000060,0.34109295496799996
ACH-000067,0.0647634255672
ACH-000070,0.422875038293
ACH-000075,0.302952326577
ACH-000078,0.0689496636536
ACH-000082,0.383653084085
ACH-000085,0.397797776826
ACH-000086,0.272375509665
ACH-000087,0.204221477735
ACH-000092,0.30872789724599997
ACH-000095,0.20347095456599998
ACH-000097,0.30012502952
ACH-000098,0.406822234937
ACH-000099,0.16965159754700002
ACH-000108,0.171085761237
ACH-000113,0.199873605372
ACH-000115,0.296862387312
ACH-000116,0.239039212315
ACH-000118,0.280226699707
ACH-000120,-0.00731525257575
ACH-000123,0.290283622353
ACH-000127,0.27436668369
ACH-000128,0.249695921019
ACH-000132,0.18793316729100001
ACH-000133,0.291883347717
ACH-000137,0.106644323092
ACH-000138,0.193737312911
ACH-000142,0.198916900267
ACH-000143,0.281881792799
ACH-000146,0.169921839342
ACH-000148,0.216441385857
ACH-000150,0.382479426448
ACH-000152,0.181742727957
ACH-000153,0.023069728574
ACH-000159,0.26427004383999997
ACH-000160,0.277177354737
ACH-000163,0.240542427271
ACH-000167,0.08564225851530001
ACH-000168,0.370358286696
ACH-000169,0.327132381206
ACH-000178,0.200942558976
ACH-000182,0.19695056519999998
ACH-000183,0.26235664004799997
ACH-000188,0.21571684716400003
ACH-000189,0.291430549361
ACH-000190,0.37297760467299995
