,CIART (148523)
ACH-000406,-0.22498479613800001
ACH-000407,-0.0335683094617
ACH-000408,-0.337522078896
ACH-000410,-0.212887581454
ACH-000411,-0.18101874424000003
ACH-000414,-0.24428914879500002
ACH-000415,-0.11783676415899999
ACH-000416,-0.267303487946
ACH-000420,-0.0571379884124
ACH-000421,-0.361588101255
ACH-000424,-0.08530307067839998
ACH-000425,-0.251577575135
ACH-000426,-0.132041943715
ACH-000427,-0.16184237876
ACH-000433,-0.314375756315
ACH-000436,-0.530016256518
ACH-000444,-0.188366612795
ACH-000445,-0.16436870649399998
ACH-000448,-0.354625594894
ACH-000450,0.057131585262199996
ACH-000452,-0.232934244772
ACH-000454,-0.367153678604
ACH-000458,-0.131276785269
ACH-000459,0.396246098729
ACH-000460,-0.23237295451200002
ACH-000461,-0.07447905015930001
ACH-000463,-0.295564870227
ACH-000464,-0.22971651883000002
ACH-000466,-0.056447120823
ACH-000467,-0.167193274069
ACH-000468,-0.0441409207129
ACH-000469,-0.269716430194
ACH-000470,-0.0739462033916
ACH-000471,-0.09243294399350001
ACH-000472,-0.14630854672399998
ACH-000473,-0.342426409679
ACH-000475,-0.163313433312
ACH-000476,-0.19364648528499998
ACH-000477,0.10213317036399999
ACH-000480,-0.13092933452
ACH-000481,-0.259876722893
ACH-000483,-0.00449450140875
ACH-000484,-0.258304509531
ACH-000485,-0.026544780438099998
ACH-000486,-0.0762247732469
ACH-000487,-0.23913687386799998
ACH-000488,-0.177212424753
ACH-000490,-0.142433887262
ACH-000491,-0.0327354365596
ACH-000495,-0.310273364571
ACH-000496,-0.0443954582812
ACH-000499,-0.42847963831200003
ACH-000500,-0.284369301661
ACH-000502,-0.16833950279800003
ACH-000503,-0.108805785764
ACH-000505,-0.271958868613
ACH-000507,-0.284362665257
ACH-000510,-0.356887880018
ACH-000511,-0.135977869375
ACH-000512,-0.37064751429
ACH-000516,-0.057058680271300004
ACH-000517,-0.248809029939
ACH-000518,-0.17399640947500003
ACH-000520,-0.24677874036800002
ACH-000521,-0.397687651109
ACH-000522,-0.215533916142
ACH-000524,-0.2700904563
ACH-000527,-0.14813688304300002
ACH-000528,-0.233659730398
ACH-000537,-0.09488415588310001
ACH-000541,-0.12252787305299999
ACH-000542,-0.232325171834
ACH-000544,-0.162859150155
ACH-000545,-0.037090009961900004
ACH-000547,-0.214048880062
ACH-000548,-0.321627833121
ACH-000549,-0.296055427125
ACH-000550,-0.147184883238
ACH-000552,-0.21964195834800002
ACH-000556,-0.09624610842
ACH-000557,-0.278871163752
ACH-000570,0.130155132303
ACH-000571,-0.426149048797
ACH-000573,-0.165093735318
ACH-000576,-0.220452397935
ACH-000580,-0.22166788625
ACH-000584,-0.026302690948099998
ACH-000585,-0.259881338247
ACH-000588,-0.609072453567
ACH-000589,-0.30539330523499997
ACH-000591,0.160442165814
ACH-000593,-0.22181707719500002
ACH-000600,-0.140312985363
ACH-000601,-0.178053258594
ACH-000604,-0.19150342478100002
ACH-000605,-0.179471826695
ACH-000606,-0.19826356369399997
ACH-000608,-0.326003926167
ACH-000614,-0.10107318391
ACH-000616,-0.10358394336200001
ACH-000618,-0.275194600468
ACH-000619,-0.09701564753360001
ACH-000620,-0.290100544139
ACH-000621,-0.182298461287
ACH-000622,-0.118218028107
ACH-000623,-0.06592388943519999
ACH-000624,-0.175556208033
ACH-000627,-0.14011748349300002
ACH-000630,-0.0722560407165
ACH-000632,-0.0514400995529
ACH-000633,-0.0376041360904
ACH-000637,0.023742670020200002
ACH-000638,-0.20396652094099998
ACH-000646,-0.0643071189195
ACH-000647,-0.257549326007
ACH-000648,-0.13523745581399998
ACH-000649,-0.105774906316
ACH-000651,-0.24160921725499998
ACH-000652,-0.24634792209000003
ACH-000653,-0.21053907210099998
ACH-000657,-0.0964677450424
ACH-000658,-0.482567215073
ACH-000661,-0.0793441237091
ACH-000662,-0.104766510058
ACH-000663,-0.170060417243
ACH-000665,-0.270596993454
ACH-000671,-0.165470665426
ACH-000673,-0.0713530402558
ACH-000676,-0.125124775245
ACH-000677,-0.10416961464199999
ACH-000681,-0.203070305535
ACH-000682,-0.293599069318
ACH-000683,-0.574779221885
ACH-000684,-0.388819652851
ACH-000688,0.038907215160900004
ACH-000693,-0.22584694603100003
ACH-000694,-0.10563609302999999
ACH-000695,0.0816821330767
ACH-000696,-0.124924444461
ACH-000697,-0.147281324257
ACH-000699,-0.0292626767399
ACH-000701,0.185343796859
ACH-000706,-0.12187540337500001
ACH-000711,-0.10256482125800001
ACH-000713,-0.40240412416
ACH-000714,-0.44101757569899996
ACH-000718,-0.21592978438000002
ACH-000720,-0.050875715979
ACH-000721,-0.267347157099
ACH-000724,-0.367721236671
ACH-000725,-0.231385048076
ACH-000732,0.07262822616060001
ACH-000734,-0.370708145671
ACH-000735,-0.281301485497
ACH-000736,0.14773819246300002
ACH-000738,-0.0561141050884
ACH-000746,-0.296822983564
ACH-000747,-0.499831448146
ACH-000748,-0.051289066733599994
ACH-000753,-0.386755183426
ACH-000756,-0.28285477448
ACH-000757,-0.638577692725
ACH-000758,-0.13420984955499998
ACH-000760,-0.573010801776
ACH-000763,-0.23767573772300002
ACH-000764,-0.31999217789900003
ACH-000765,-0.33787790945100005
ACH-000766,-0.12020730308000001
ACH-000767,-0.0912306228345
ACH-000768,-0.164034656181
ACH-000769,-0.37663362636500003
ACH-000770,-0.184156364883
ACH-000771,-0.148754327058
ACH-000773,-0.174672132207
ACH-000776,-0.316044088277
ACH-000777,-0.433956926419
ACH-000778,-0.0814461267888
ACH-000781,-0.209269165432
ACH-000782,-0.0054454009097100005
ACH-000783,-0.209431655871
ACH-000784,-0.111785633782
ACH-000785,-0.650269422239
ACH-000787,-0.406471653643
ACH-000788,-0.21550876521600001
ACH-000791,-0.148742955384
ACH-000792,-0.06613082239529999
ACH-000794,-0.134661887452
ACH-000796,-0.18856547062100001
ACH-000799,0.011152975736
ACH-000800,-0.18049957061299998
ACH-000802,-0.308042593029
ACH-000804,-0.41054743945100003
ACH-000805,-0.313433607361
ACH-000809,-0.25132347485999995
ACH-000810,-0.312393356058
ACH-000811,-0.166932477612
ACH-000817,-0.48396952551000005
ACH-000819,-0.261367304215
ACH-000820,-0.32525579263500004
ACH-000821,-0.49413989189499996
ACH-000822,-0.262984642221
ACH-000823,-0.222501236439
ACH-000824,-0.30573326001
ACH-000827,-0.170687212359
ACH-000829,-0.05820887950130001
ACH-000831,-0.108715502364
ACH-000832,-0.45804227290399996
ACH-000833,0.00822339151914
ACH-000834,-0.107704517029
ACH-000835,-0.0723763474936
ACH-000836,-0.222579751559
ACH-000837,-0.0926263154077
ACH-000838,-0.434735486868
ACH-000839,-0.0909019913325
ACH-000840,-0.24882327835
ACH-000841,-0.21040417650600002
ACH-000843,-0.19001957912700002
ACH-000846,-0.140812300017
ACH-000847,-0.209605842546
ACH-000848,-0.231230406525
ACH-000849,-0.0392117059749
ACH-000851,-0.19326268433600002
ACH-000855,-0.26253051909200004
ACH-000856,-0.146329394154
ACH-000858,-0.0634657056504
ACH-000859,-0.43230320486900004
ACH-000861,-0.370366779345
ACH-000862,-0.30611602504700003
ACH-000865,-0.258952175244
ACH-000866,-0.20644402364599998
ACH-000867,-0.146196441128
ACH-000869,-0.8173456100959999
ACH-000872,-0.125586070721
ACH-000873,-0.154130119896
ACH-000876,-0.141095664483
ACH-000878,0.030489367756599998
ACH-000880,-0.0834535275203
ACH-000881,-0.0706677861825
ACH-000882,-0.0156938203192
ACH-000884,0.00673482342388
ACH-000885,-0.0143215817747
ACH-000887,-0.216305732028
ACH-000888,-0.146934751698
ACH-000889,-0.45791942281000003
ACH-000890,-0.132733600353
ACH-000896,-0.452266307882
ACH-000898,-0.148563696847
ACH-000900,-0.42602535159500005
ACH-000901,-0.14552569657199999
ACH-000905,-0.304629348706
ACH-000906,-0.0891612685842
ACH-000907,-0.0592501255727
ACH-000910,-0.20338942619800002
ACH-000911,-0.0116091975333
ACH-000912,-0.278461062154
ACH-000913,-0.497457813024
ACH-000915,-0.07413260847030001
ACH-000916,-0.0556849095623
ACH-000917,-0.261451229603
ACH-000921,-0.0832305221059
ACH-000924,-0.327900891353
ACH-000926,-0.217034865063
ACH-000928,0.07862675468260001
ACH-000929,-0.322459112123
ACH-000932,-0.235937886356
ACH-000935,-0.14747305813300002
ACH-000936,-0.328365464268
ACH-000937,-0.0813390327385
ACH-000938,-0.161662043373
ACH-000939,-0.199627094828
ACH-000941,-0.40340124851
ACH-000943,-0.156392052902
ACH-000946,-0.177672881417
ACH-000947,-0.283278571151
ACH-000948,-0.329524660216
ACH-000950,-0.00648397257235
ACH-000953,-0.24020935654300002
ACH-000957,-0.211719263717
ACH-000958,0.0816203433263
ACH-000960,-0.0148210155914
ACH-000963,-0.113603485932
ACH-000968,-0.351827645239
ACH-000969,-0.46242939016999995
ACH-000973,-0.09873092463839998
ACH-000974,-0.12337461488500001
ACH-000975,-0.145670084129
ACH-000976,-0.118241881181
ACH-000978,-0.169591250363
ACH-000980,-0.122096635593
ACH-000984,-0.287986101116
ACH-000986,-0.42152759406400003
ACH-000988,-0.0347555177384
ACH-000993,-0.19825594564399998
ACH-000994,-0.0734567845742
ACH-000996,0.0508914662125
ACH-001001,-0.163519068376
ACH-001020,0.046823043858000006
ACH-001028,-0.139529420176
ACH-001031,0.032386838271300004
ACH-001038,-0.0411313706476
ACH-001048,-0.0570896048494
ACH-001050,-0.019235859767200002
ACH-001053,-0.333630481331
ACH-001054,-0.25762270882
ACH-001061,-0.18765409566100003
ACH-001067,0.145589516905
ACH-001075,0.08933585099639998
ACH-001096,-0.10821918419099999
ACH-001128,-0.127286140458
ACH-001134,-0.11084018348500001
ACH-001151,-0.28853777916400003
ACH-001163,-0.294404437668
ACH-001164,-0.00806317052696
ACH-001173,-0.0389023897615
ACH-001183,-0.27217795997099997
ACH-001184,-0.0596889503264
ACH-001190,-0.251181850983
ACH-001192,-0.559008591946
ACH-001193,0.029415965931199998
ACH-001196,-0.217281771116
ACH-001197,-0.39786828638099997
ACH-001205,-0.29297066952899997
ACH-001211,-0.20228747008499998
ACH-001212,-0.070463997483
ACH-001228,-0.0619611138769
ACH-001232,-0.284006370647
ACH-001239,-0.00463439666589
ACH-001274,-0.121964213653
ACH-001275,-0.162576074715
ACH-001277,-0.00475859369447
ACH-001278,-0.23289252172400002
ACH-001280,-0.5415631254909999
ACH-001283,-0.186041553398
ACH-001289,0.053446283810900004
ACH-001295,-0.0500289192845
ACH-001300,-0.14129600564099998
ACH-001301,-0.250784965922
ACH-001302,0.04567653290680001
ACH-001303,-0.339240031447
ACH-001306,-0.186083173698
ACH-001318,-0.531020714952
ACH-001322,-0.117529519746
ACH-001328,-0.213324484523
ACH-001332,-0.384810804971
ACH-001333,-0.09280930166139999
ACH-001336,-0.279886053877
ACH-001340,-0.08929687504969999
ACH-001346,-0.2008969753
ACH-001353,-0.107287457212
ACH-001354,-0.1672863383
ACH-001367,-0.09795534342329999
ACH-001368,-0.041214536803
ACH-001374,-0.312364474969
ACH-001375,-0.0334747231167
ACH-001377,-0.140173852773
ACH-001380,-0.153769880404
ACH-001391,-0.194392100619
ACH-001407,-0.193617802193
ACH-001408,-0.175200046428
ACH-001413,-0.0354485499574
ACH-001430,-0.559221717471
ACH-001431,-0.0191542985683
ACH-001450,-0.0659045483242
ACH-001496,-0.137900592004
ACH-001500,-0.167743270881
ACH-001521,0.0195137233851
ACH-001523,-0.0469774459332
ACH-001532,0.006255429797000001
ACH-001536,0.0650470549883
ACH-001550,-0.09070224107460001
ACH-001552,-0.36945417342500003
ACH-001554,-0.103297770043
ACH-001645,-0.129213504045
ACH-001654,-0.13839230785700002
ACH-001715,-0.23511280129099998
ACH-001735,-0.13950206044500002
ACH-001736,-0.10737146575999999
ACH-001737,0.37496133287
ACH-001740,-0.339096539583
ACH-001745,-0.11448634413799999
ACH-001750,-0.012146671757200002
ACH-001765,-0.10602850784800001
ACH-001956,-0.0562494344364
ACH-001957,-0.122632166545
