,PGAP2 (27315)
ACH-000004,0.0312925547138
ACH-000007,-0.0713136757214
ACH-000009,-0.112485715824
ACH-000011,-0.23317390960599998
ACH-000012,0.047398103794
ACH-000013,-0.167395003047
ACH-000014,-0.170227137485
ACH-000015,-0.0497344067361
ACH-000017,-0.08275726167729999
ACH-000018,-0.292555075585
ACH-000019,-0.124501025484
ACH-000021,-0.159883248905
ACH-000022,-0.23228655040899998
ACH-000025,-0.12212624046199999
ACH-000028,-0.247298781136
ACH-000030,-0.08317596245560001
ACH-000035,-0.266062557362
ACH-000036,-0.149956532961
ACH-000037,-0.21029929169199998
ACH-000039,-0.236195516261
ACH-000040,-0.23453657947599998
ACH-000041,-0.17601277931099998
ACH-000042,-0.137465198025
ACH-000045,-0.35431568074600006
ACH-000047,-0.358097500879
ACH-000052,-0.21189092590199998
ACH-000053,-0.07764117510919999
ACH-000054,-0.221740653893
ACH-000055,-0.242266247186
ACH-000060,-0.024118220359999998
ACH-000067,0.0787212466692
ACH-000070,-0.0401153990861
ACH-000075,-0.305917522869
ACH-000078,-0.16957594186799999
ACH-000082,-0.24004035260499998
ACH-000085,-0.210101834866
ACH-000086,-0.452047555182
ACH-000087,0.0952233084551
ACH-000092,-0.21427696299600002
ACH-000095,-0.134364628327
ACH-000097,-0.0924868477301
ACH-000098,-0.579550924324
ACH-000099,-0.34073833666000003
ACH-000108,-0.286850684171
ACH-000113,-0.165123164038
ACH-000115,-0.249682682438
ACH-000116,-0.0603703076976
ACH-000118,-0.22022819571999996
ACH-000120,-0.493211838445
ACH-000123,-0.0763634782856
ACH-000127,-0.12409660293500001
ACH-000128,-0.18188275621599997
ACH-000132,-0.13262035167300001
ACH-000133,-0.20735301618500002
ACH-000137,-0.174842767614
ACH-000138,-0.190060307544
ACH-000142,0.0142674553597
ACH-000143,-0.212545750028
ACH-000146,-0.148048894852
ACH-000148,-0.140081003766
ACH-000150,-0.461509102487
ACH-000152,-0.11241979728
ACH-000153,0.26456603724800004
ACH-000159,-0.0503148710116
ACH-000160,0.0385240637682
ACH-000163,-0.22047614696999998
ACH-000167,-0.344108538655
ACH-000168,-0.102887479483
ACH-000169,-0.0631873733765
ACH-000178,-0.256818694828
ACH-000182,-0.112487282165
ACH-000183,0.109387800787
ACH-000188,-0.213876533283
ACH-000189,-0.357158024448
ACH-000190,-0.177819313043
ACH-000198,0.0336752298193
ACH-000204,-0.180763135324
ACH-000206,-0.219867191264
ACH-000207,-0.0774863544229
ACH-000211,-0.283688206129
ACH-000215,-0.034715273365
ACH-000221,0.08137791294300001
ACH-000222,-0.277091631566
ACH-000223,-0.20903777834399997
ACH-000226,-0.129466634044
ACH-000227,0.0975522210395
ACH-000228,0.0332194186175
ACH-000231,-0.30272919913
ACH-000232,-0.30870703215
ACH-000233,-0.164006642348
ACH-000234,-0.338951833997
ACH-000235,-0.167515894486
ACH-000237,-0.212127070736
ACH-000238,0.0770467574739
ACH-000243,-0.114574529263
ACH-000244,-0.262721608243
ACH-000246,-0.133777975345
ACH-000248,-0.05687156781430001
ACH-000250,-0.21851757386100001
ACH-000251,-0.322901707745
ACH-000253,-0.146010132267
ACH-000255,0.025239481616799998
ACH-000256,-0.337813919855
ACH-000257,-0.218640843855
ACH-000258,-0.22212660218000002
ACH-000259,-0.211655278217
ACH-000260,-0.140686124985
ACH-000261,-0.242739190698
ACH-000262,-0.029689789318
ACH-000263,-0.0368358665224
ACH-000264,-0.15255963640599998
ACH-000265,-0.115620256357
ACH-000266,-0.21170994102000001
ACH-000272,-0.576398517791
ACH-000273,-0.543795163231
ACH-000274,-0.5171252286460001
ACH-000277,-0.198320913345
ACH-000278,-0.147022410883
ACH-000279,-0.0221098055508
ACH-000280,-0.389595736972
ACH-000281,-0.552716675074
ACH-000288,-0.23272553556699999
ACH-000291,-0.151664872144
ACH-000293,0.159975619209
ACH-000294,-0.16151755533
ACH-000295,-0.07853012853010001
ACH-000296,0.148300996198
ACH-000302,-0.146466715438
ACH-000304,0.127728399894
ACH-000307,-0.311635826411
ACH-000308,-0.19734056917599999
ACH-000310,-0.289926653259
ACH-000311,-0.342959775384
ACH-000312,-0.325311186002
ACH-000315,-0.279388653791
ACH-000316,-0.42285681441100004
ACH-000317,-0.202781152746
ACH-000318,-0.0837920182657
ACH-000319,-0.476547553771
ACH-000320,-0.234088884427
ACH-000322,-0.0838841405105
ACH-000323,-0.032364758346099996
ACH-000324,-0.182059681249
ACH-000329,-0.09992920043410002
ACH-000330,-0.185612172826
ACH-000331,-0.0840228754027
ACH-000332,-0.215329389076
ACH-000334,0.440507594622
ACH-000335,-0.0623317368482
ACH-000336,-0.695717598742
ACH-000337,0.220087957963
ACH-000339,-0.129318629681
ACH-000341,-0.120163769334
ACH-000348,-0.169036015687
ACH-000350,-0.231806306828
ACH-000352,0.04524157449019999
ACH-000356,-0.414521694199
ACH-000361,-0.361215212742
ACH-000362,-0.135646903746
ACH-000363,-0.158559751275
ACH-000364,-0.42117062434
ACH-000365,-0.132765644027
ACH-000366,-0.10854326365
ACH-000368,-0.23049637325599998
ACH-000374,-0.304184511503
ACH-000375,-0.441968768343
ACH-000376,-0.148867305895
ACH-000381,-0.305994587928
ACH-000383,-0.16106800832
ACH-000387,-0.18637612477600002
ACH-000389,-0.014944057215
ACH-000390,-0.11178170903
ACH-000393,-0.32197500103599996
ACH-000395,-0.263319202392
ACH-000397,-0.0502673090967
ACH-000401,0.0549682572811
ACH-000402,-0.142310382592
ACH-000403,-0.265529712578
ACH-000404,0.156878545143
ACH-000406,-0.11805789614600001
ACH-000407,0.022850427924700004
ACH-000408,-0.171990026261
ACH-000410,-0.39825299376199996
ACH-000411,-0.151425769509
ACH-000414,-0.294735329465
ACH-000415,-0.152259190409
ACH-000416,-0.19301447032299998
ACH-000420,-0.20665789735100001
ACH-000421,-0.140891094041
ACH-000424,-0.026823753388799998
ACH-000425,-0.0834010457084
ACH-000426,-0.286826946413
ACH-000427,-0.202736590708
ACH-000433,-0.471873702886
ACH-000436,0.000763647914245
ACH-000444,-0.260377100132
ACH-000445,-0.265356284208
ACH-000448,-0.158053529866
ACH-000450,0.0070636190098400005
ACH-000452,-0.0654439431325
ACH-000454,-0.20354820394
ACH-000458,-0.06892983079819999
ACH-000459,-0.159704980931
ACH-000460,-0.06033023038219999
ACH-000461,-0.0488029140585
ACH-000463,-0.236026272424
ACH-000464,-0.116764001151
ACH-000466,-0.18621377277800003
ACH-000467,-0.11614537324000002
ACH-000468,-0.33980775022
ACH-000469,-0.309589250878
ACH-000470,-0.293565938459
ACH-000471,-0.383208176742
ACH-000472,-0.011109354011799999
ACH-000473,-0.38566882487
ACH-000475,-0.27101406789500004
ACH-000476,-0.131178047127
ACH-000477,-0.14760458709899998
ACH-000480,-0.00900944703488
ACH-000481,0.139106610812
ACH-000483,-0.0183224651373
ACH-000484,-0.0576929058995
ACH-000485,-0.190897512851
ACH-000486,-0.12470223125
ACH-000487,-0.0474774186362
ACH-000488,-0.015479285483600001
ACH-000490,-0.281311397768
ACH-000491,-0.115884947085
ACH-000495,-0.291637629503
ACH-000496,-0.187378308853
ACH-000499,-0.446169429693
ACH-000500,-0.6731502242499999
ACH-000502,-0.18781336524199999
ACH-000503,-0.05467528252309999
ACH-000505,-0.10316190981000001
ACH-000507,-0.0879838228785
ACH-000510,-0.232175496663
ACH-000511,-0.152121645202
ACH-000512,-0.268013579587
ACH-000516,-0.115100119217
ACH-000517,-0.24914373343899998
ACH-000518,-0.333276844197
ACH-000520,-0.325701343691
ACH-000521,-0.2338967809
ACH-000522,-0.28271632101
ACH-000524,-0.177325810381
ACH-000527,-0.112686818287
ACH-000528,-0.08367688457530001
ACH-000537,-0.45352762883500003
ACH-000541,-0.6448451427849999
ACH-000542,-0.07573477211799999
ACH-000544,0.405382691791
ACH-000545,-0.204690409895
ACH-000547,-0.348538184874
ACH-000548,-0.11681221650000001
ACH-000549,-0.22139022608800002
ACH-000550,-0.043993029857
ACH-000552,-0.356828307767
ACH-000556,0.0586560707862
ACH-000557,-0.0277742807503
ACH-000570,-1.00330760675
ACH-000571,-0.36777747791500004
ACH-000573,-0.288617878437
ACH-000576,-0.13202583464
ACH-000580,0.10612439408600001
ACH-000584,-0.0421492407212
ACH-000585,-0.25513318815499997
ACH-000588,-0.28808703974100003
ACH-000589,-0.0765049822107
ACH-000591,-0.401839521563
ACH-000593,-0.491697400527
ACH-000600,-0.483505142271
ACH-000601,-0.353989716099
ACH-000604,-0.151559841625
ACH-000605,-0.154469463034
ACH-000606,-0.110187955848
ACH-000608,-0.254053769114
ACH-000614,-0.119770611451
ACH-000616,0.028186649723799997
ACH-000618,-0.028478921431800003
ACH-000619,-0.132994175974
ACH-000620,-0.275168941047
ACH-000621,-0.0243126824764
ACH-000622,-0.367008839679
ACH-000623,-0.398570307164
ACH-000624,-0.0771136535855
ACH-000627,-0.297366661708
ACH-000630,-0.24704413716499998
ACH-000632,-0.293447549623
ACH-000633,-0.239546502509
ACH-000637,0.0404417120731
ACH-000638,0.106633762095
ACH-000646,-0.273939640808
ACH-000647,-0.401998977764
ACH-000648,-0.16268007181299998
ACH-000649,-0.274643451476
ACH-000651,-0.17311132655
ACH-000652,-0.198143518918
ACH-000653,0.112989576863
ACH-000657,-0.18266427155
ACH-000658,-0.321177714878
ACH-000661,-0.2020558864
ACH-000662,-0.17703490254999998
ACH-000663,-0.146637375572
ACH-000665,-0.16043215564000002
ACH-000671,-0.592712604509
ACH-000673,-0.205876526069
ACH-000676,-0.0912573292636
ACH-000677,-0.083415625299
ACH-000681,-0.39322066063699995
ACH-000682,-0.064443095227
ACH-000683,-0.194005517485
ACH-000684,-0.35585495594000005
ACH-000688,-0.317748049582
ACH-000693,-0.191327434924
ACH-000694,0.0696121025859
ACH-000695,-0.261352682382
ACH-000696,-0.061350840996900004
ACH-000697,-0.22379043962499998
ACH-000699,-0.20476063243099998
ACH-000701,-0.150957751507
ACH-000706,-0.297706018635
ACH-000711,-0.11579890679600001
ACH-000713,-0.129944837616
ACH-000714,0.0515171495725
ACH-000718,-0.29919814860599997
ACH-000720,-0.12222457593800001
ACH-000721,-0.0012669674898399999
ACH-000724,-0.369051123477
ACH-000725,0.0844865960152
ACH-000732,0.015810950439
ACH-000734,-0.39308412258599995
ACH-000735,-0.144030679368
ACH-000736,-0.066442817258
ACH-000738,-0.169028643182
ACH-000746,-0.0561633889554
ACH-000747,-0.295673684316
ACH-000748,-0.0736752465472
ACH-000753,-0.08701543782929999
ACH-000756,-0.166221870557
ACH-000757,-0.169281612971
ACH-000758,0.0888122748528
ACH-000760,-0.0663916538898
ACH-000763,-0.13896449883
ACH-000764,0.0816999267634
ACH-000765,-0.132126118047
ACH-000766,-0.27146888218000004
ACH-000767,-0.176109204696
ACH-000768,-0.0122724996383
ACH-000769,-0.00845494920174
ACH-000770,-0.11574548588300002
ACH-000771,-0.359178687221
ACH-000773,0.021177638279499998
ACH-000776,-0.00830537604921
ACH-000777,-0.28153644284
ACH-000778,0.014806282575700002
ACH-000781,-0.28133838195099997
ACH-000782,-0.144237479504
ACH-000783,-0.159559681886
ACH-000784,-0.0851921116015
ACH-000785,-0.0280116188472
ACH-000787,-0.254052677579
ACH-000788,-0.0667171088932
ACH-000791,-0.08916798546089999
ACH-000792,-0.452675192587
ACH-000794,-0.227456629566
ACH-000796,-0.130251634097
ACH-000799,-0.160750136103
ACH-000800,-0.101616213169
ACH-000802,-0.10044555521
ACH-000804,0.12827709786
ACH-000805,-0.0012591929454100002
ACH-000809,-0.0963145811108
ACH-000810,-0.030571277686200004
ACH-000811,-0.0755838625709
ACH-000817,0.0556429152042
ACH-000819,-0.361574359577
ACH-000820,0.148448767129
ACH-000821,-0.307287468715
ACH-000822,-0.0223902832877
ACH-000823,-1.01399438285
ACH-000824,-0.19160496774500002
ACH-000827,-0.16685201557499998
ACH-000829,-0.07793116639849999
ACH-000831,-0.011634539329799997
ACH-000832,0.0139937662854
ACH-000833,-0.09947032085480001
ACH-000834,-0.37806102953500004
ACH-000835,-0.0021890342860399997
ACH-000836,-0.29994916615
ACH-000837,-0.146713949035
ACH-000838,-0.0681584748279
ACH-000839,-0.15523077004
ACH-000840,0.0247184527995
ACH-000841,-0.0236495096887
ACH-000843,-0.202104402632
ACH-000846,0.0223842890148
ACH-000847,-0.142486849522
ACH-000848,-0.0742461726744
ACH-000849,-0.189757831068
ACH-000851,-0.0890190353734
ACH-000855,-0.202141781579
ACH-000856,-0.20144229027600002
ACH-000858,0.181626726686
ACH-000859,0.0718565858807
ACH-000861,-0.149618506572
ACH-000862,-0.207611702098
ACH-000865,-0.124724337807
ACH-000866,-0.216200804758
ACH-000867,-0.205285209427
ACH-000869,-0.0403589755086
ACH-000872,-0.122304642925
ACH-000873,-0.0685147351912
ACH-000876,-0.127580592127
ACH-000878,-0.17618151617
ACH-000880,-0.53309822857
ACH-000881,-0.168145649894
ACH-000882,-0.0356905413784
ACH-000884,-0.0918651489158
ACH-000885,-0.50879485696
ACH-000887,-0.122339355588
ACH-000888,-0.220342603381
ACH-000889,0.059838114064999996
ACH-000890,0.013250166164
ACH-000896,-0.225456368878
ACH-000898,-0.10241264502900001
ACH-000900,-0.215419466937
ACH-000901,0.000550470838028
ACH-000905,-0.10185763217700002
ACH-000906,0.00757622259695
ACH-000907,-0.31855056548300004
ACH-000910,-0.134369427757
ACH-000911,-0.17903004261
ACH-000912,0.07090680338
ACH-000913,-0.237506957026
ACH-000915,-0.31743402687100003
ACH-000916,0.18101818201900002
ACH-000917,0.023853416606400002
ACH-000921,-0.0753980608363
ACH-000924,-0.28069458158599997
ACH-000926,-0.188103095842
ACH-000928,0.0284097138239
ACH-000929,-0.292673361576
ACH-000932,-0.139500834143
ACH-000935,-0.0975998365242
ACH-000936,0.0975135155184
ACH-000937,0.0167393472846
ACH-000938,-0.0303979691198
ACH-000939,-0.35621347569
ACH-000941,-0.155929406764
ACH-000943,-0.0573454382446
ACH-000946,0.10327144166300001
ACH-000947,-0.0559950440722
ACH-000948,-0.0323729814273
ACH-000950,-0.5423653264899999
ACH-000953,-0.13373050690899999
ACH-000957,-0.217852248647
ACH-000958,-0.480879170638
ACH-000960,-0.09986893292989998
ACH-000963,0.0172034694358
ACH-000968,-0.128766562973
ACH-000969,-0.0197054589965
ACH-000973,0.012950017901700002
ACH-000974,-0.0725892547781
