,DIRAS3 (9077)
ACH-000004,-0.134518144849
ACH-000007,-0.10443086303400001
ACH-000009,-0.15632770218699998
ACH-000011,-0.19038232636100003
ACH-000012,-0.355498570267
ACH-000013,-0.28080510863
ACH-000014,-0.22221915087699998
ACH-000015,-0.244787504297
ACH-000017,-0.299569775319
ACH-000018,-0.18185660521699998
ACH-000019,-0.167403770222
ACH-000021,-0.416932118142
ACH-000022,-0.23561535566300001
ACH-000025,-0.283982163913
ACH-000028,-0.284242203396
ACH-000030,-0.295002891771
ACH-000035,-0.394272990788
ACH-000036,-0.18992404925099998
ACH-000037,-0.305591763284
ACH-000039,-0.14032636296599998
ACH-000040,-0.238235661133
ACH-000041,-0.48465543239799996
ACH-000042,-0.127622099011
ACH-000045,-0.07830406810769999
ACH-000047,-0.160023086238
ACH-000052,-0.309758276387
ACH-000053,-0.271071171855
ACH-000054,-0.123899280103
ACH-000055,-0.15369050899800002
ACH-000060,-0.39278169796499995
ACH-000067,-0.053738486440399996
ACH-000070,-0.108431235913
ACH-000075,-0.17077732832000003
ACH-000078,-0.365576584132
ACH-000082,-0.250449416344
ACH-000085,-0.37621058318899997
ACH-000086,-0.273430904992
ACH-000087,-0.228532414947
ACH-000092,-0.36674419939900005
ACH-000095,-0.162879508598
ACH-000097,-0.17633493934500002
ACH-000098,-0.28261487994199996
ACH-000099,-0.190512207108
ACH-000108,-0.111825585548
ACH-000113,-0.24206774544
ACH-000115,-0.251640419619
ACH-000116,-0.23533456286899998
ACH-000118,-0.219521013202
ACH-000120,-0.142041271673
ACH-000123,-0.20776824405799998
ACH-000127,-0.364002565991
ACH-000128,-0.25636431141800003
ACH-000132,-0.332203543148
ACH-000133,-0.28651194931400004
ACH-000137,-0.319166620992
ACH-000138,-0.0520626470855
ACH-000142,-0.229148074206
ACH-000143,-0.27404067263799997
ACH-000146,-0.117332408249
ACH-000148,-0.142403919454
ACH-000150,-0.365972778533
ACH-000152,-0.285980832112
ACH-000153,-0.212165990449
ACH-000159,-0.09895283802439998
ACH-000160,-0.13301459128100002
ACH-000163,-0.39283637003
ACH-000167,0.16788895038600002
ACH-000168,-0.168234508123
ACH-000169,-0.23143723318599999
ACH-000178,-0.317136686125
ACH-000182,-0.0368948198652
ACH-000183,-0.129675331778
ACH-000188,-0.365778563552
ACH-000189,-0.165755373516
ACH-000190,-0.264412736998
ACH-000198,-0.35773739439400004
ACH-000204,-0.053710219055199994
ACH-000206,-0.745262814233
ACH-000207,-0.0812885564558
ACH-000211,-0.0609881755099
ACH-000215,-0.359239208526
ACH-000221,-0.429210323752
ACH-000222,-0.09341807736539999
ACH-000223,-0.15295459133300002
ACH-000226,-0.221103931879
ACH-000227,-0.114898413082
ACH-000228,-0.441592060705
ACH-000231,-0.209013397899
ACH-000232,-0.166339684066
ACH-000233,-0.244561339242
ACH-000234,-0.107109175603
ACH-000235,-0.17775452815099999
ACH-000237,-0.32930574892299996
ACH-000238,-0.17285688816
ACH-000243,-0.171968509336
ACH-000244,-0.189653192343
ACH-000246,-0.18119658175099998
ACH-000248,-0.19139010406100002
ACH-000250,-0.224193996007
ACH-000251,-0.60232191923
ACH-000253,-0.206912657469
ACH-000255,-0.44609902761299997
ACH-000256,-0.26108078550700003
ACH-000257,-0.17939493355
ACH-000258,0.0666853700293
ACH-000259,-0.159052906053
ACH-000260,-0.291825606878
ACH-000261,-0.21883617459600002
ACH-000262,-0.145324587564
ACH-000263,0.0262147286043
ACH-000264,-0.16801519195099998
ACH-000265,-0.17582790075399998
ACH-000266,-0.0686301923674
ACH-000272,-0.34995059842799997
ACH-000273,-0.25307184112
ACH-000274,-0.253892592771
ACH-000277,-0.190086447357
