,PLEKHN1 (84069)
ACH-000004,-0.26606552317800003
ACH-000007,-0.07665331643069999
ACH-000009,-0.392207960501
ACH-000011,-0.588013373759
ACH-000012,-0.433907618227
ACH-000013,-0.19623443206099997
ACH-000014,-0.550980749765
ACH-000015,-0.401429310858
ACH-000017,-0.738024570389
ACH-000018,-0.122278566846
ACH-000019,-0.0574357665769
ACH-000021,-0.466589727327
ACH-000022,-0.388991025672
ACH-000025,-0.255768466749
ACH-000028,-0.280506366285
ACH-000030,-0.37737053454999997
ACH-000035,-0.530461098752
ACH-000036,-0.43095691279799997
ACH-000037,-0.796352662757
ACH-000039,-0.665976622916
ACH-000040,-0.50340967831
ACH-000041,-0.426803436766
ACH-000042,-0.483589317236
ACH-000045,-0.603618985666
ACH-000047,-0.41757362240999996
ACH-000052,-0.29305898513399997
ACH-000053,-0.331692393373
ACH-000054,-0.563420981677
ACH-000055,-0.19281713410700002
ACH-000060,-0.209327162499
ACH-000067,-0.438030657825
ACH-000070,-0.863106660151
ACH-000075,-0.510575182694
ACH-000078,-0.547250046772
ACH-000082,-0.77761672264
ACH-000085,-0.234737406979
ACH-000086,-0.515093558366
ACH-000087,-0.649475680913
ACH-000092,-0.52349180956
ACH-000095,-0.428712831058
ACH-000097,-0.34870862479599996
ACH-000098,-0.449529355647
ACH-000099,-0.587826805274
ACH-000108,-0.546370801898
ACH-000113,-0.290810836747
ACH-000115,-0.457814801027
ACH-000116,-0.17205161880199998
ACH-000118,-0.302977439448
ACH-000120,-0.364462055817
ACH-000123,-0.495331257163
ACH-000127,-0.403046510184
ACH-000128,-0.415235531359
ACH-000132,-0.427767225389
ACH-000133,-0.614511216699
ACH-000137,-0.643677384045
ACH-000138,-0.465220505115
ACH-000142,-0.6600785854469999
ACH-000143,-0.586132813479
ACH-000146,-0.5382774523080001
ACH-000148,-0.5198100926770001
ACH-000150,-0.6763392551
ACH-000152,-0.323934191667
ACH-000153,-0.597207010773
ACH-000159,-0.547274350417
ACH-000160,-0.44148336217600004
ACH-000163,-0.532271979385
ACH-000167,-0.635763162737
ACH-000168,-0.35368337176799997
ACH-000169,-0.559147772577
ACH-000178,-0.61165161058
ACH-000182,-0.576165135666
ACH-000183,-0.458038651289
ACH-000188,-0.456039176382
ACH-000189,-0.326686487281
ACH-000190,-0.5920789290730001
ACH-000198,-0.434119927131
ACH-000204,-0.305351816549
ACH-000206,-0.689361545228
ACH-000207,-0.48754042787699997
ACH-000211,-0.597225881244
ACH-000215,-0.550470387013
ACH-000221,-0.08391103788389999
ACH-000222,0.075800662741
ACH-000223,-0.375318841334
ACH-000226,-0.364130944018
ACH-000227,-0.767527408958
ACH-000228,-0.295317719417
ACH-000231,-0.4507742733899999
ACH-000232,-0.43983764003799997
ACH-000233,-0.44868642551700005
ACH-000234,-0.7689560374779999
ACH-000235,-0.41964584251599996
ACH-000237,-0.5962222877960001
ACH-000238,-0.5159021223210001
ACH-000243,-0.310974985257
ACH-000244,-0.52831768525
ACH-000246,-0.49141729431000003
ACH-000248,-0.464515594248
ACH-000250,-0.500655205998
ACH-000251,-0.39605524484899995
ACH-000253,-0.70925817389
ACH-000255,-0.450092760067
ACH-000256,-0.17953767509500002
ACH-000257,-0.405485051709
ACH-000258,-0.443373688917
ACH-000259,-0.465285313259
ACH-000260,-0.47237427770400003
ACH-000261,-0.56753852205
ACH-000262,-0.311449646105
ACH-000263,-0.594117606664
ACH-000264,-0.603817045119
ACH-000265,-0.36017279324
ACH-000266,-0.38943880395400005
ACH-000272,-0.5897366815339999
ACH-000273,-0.5061940328360001
ACH-000274,-0.587069008261
ACH-000277,-0.6736721293350001
ACH-000278,-0.654415535849
ACH-000279,-0.636776096963
ACH-000280,-0.5521211056600001
ACH-000281,-0.459919192822
ACH-000288,-0.636999850548
ACH-000291,-0.36421826803199997
ACH-000293,-0.703775672067
ACH-000294,-0.36600543706600003
ACH-000295,-0.668799625819
ACH-000296,-0.36708562195600003
ACH-000302,-0.510851409988
ACH-000304,-0.100389428665
ACH-000307,-0.27818977232299996
ACH-000308,-0.47650453305699997
ACH-000310,-0.701036800515
ACH-000311,-0.369129931281
ACH-000312,-0.444525188795
ACH-000315,-0.432169640149
ACH-000316,-0.5169122443649999
ACH-000317,-0.47543315169
ACH-000318,-0.321470372925
ACH-000319,-0.526797676374
ACH-000320,-0.513676895663
ACH-000322,-0.518801751645
ACH-000323,-0.164487569174
ACH-000324,-0.336256246919
ACH-000329,-0.9542191680840001
ACH-000330,-0.209513148287
ACH-000331,-0.356222816489
ACH-000332,-0.43458415670100004
ACH-000334,-0.671092403913
ACH-000335,-0.200335445339
ACH-000336,-0.16806110665899998
ACH-000337,-0.7118960938940001
ACH-000339,-0.5098115240609999
ACH-000341,-0.275286616867
ACH-000348,-0.400290058073
ACH-000350,-0.594487246932
ACH-000352,-0.546745088933
ACH-000356,-0.440906122083
ACH-000361,-0.528909607069
ACH-000362,-0.420258045819
ACH-000363,-0.6436647001160001
ACH-000364,-0.5426744765770001
ACH-000365,-0.45341152506800003
ACH-000366,-0.550407296612
ACH-000368,-0.619221701991
ACH-000374,-0.456766158197
ACH-000375,-0.37324170918899996
ACH-000376,-0.484418454124
ACH-000381,-0.150267137788
ACH-000383,-0.49454681698700004
ACH-000387,-0.589921810854
ACH-000389,-0.406349304942
ACH-000390,-0.38402994569700005
ACH-000393,-0.35100192304300004
ACH-000395,-0.591661658434
ACH-000397,-0.33854745118699997
ACH-000401,-0.158566745475
ACH-000402,-0.6781714953810001
ACH-000403,-0.48833716163199997
ACH-000404,-0.364728004729
ACH-000406,-0.441941576641
ACH-000407,-0.422663834054
ACH-000408,-0.458982932232
ACH-000410,-0.548993258114
ACH-000411,-0.521592103649
ACH-000414,-0.417270942392
ACH-000415,-0.336346927101
ACH-000416,-0.530202330425
ACH-000420,-0.540911733212
ACH-000421,-0.37791773456600003
ACH-000424,-0.526392141831
ACH-000425,-0.541266101679
ACH-000426,-0.33321910231699997
ACH-000427,-0.43892860541199996
ACH-000433,-0.367894919503
ACH-000436,-0.37933091631
ACH-000444,-0.260289284654
ACH-000445,-0.546567308184
ACH-000448,-0.34259686899400005
ACH-000450,-0.5468509115169999
ACH-000452,-0.461607051749
ACH-000454,-0.432650077571
ACH-000458,-0.606307896942
ACH-000459,-0.21353316675200001
ACH-000460,-0.322855344797
ACH-000461,-0.672001494931
ACH-000463,-0.492854046749
ACH-000464,-0.540484996213
ACH-000466,-0.475079530029
ACH-000467,-0.6545130765389999
ACH-000468,-0.5932580768069999
ACH-000469,-0.627106519743
ACH-000470,-0.550112216982
ACH-000471,-0.581448020263
ACH-000472,-0.580380674299
ACH-000473,-0.260244910391
ACH-000475,-0.481127091972
ACH-000476,-0.356716983183
ACH-000477,-0.528657162664
ACH-000480,-0.460397770495
ACH-000481,-0.49181478913000004
ACH-000483,-0.145244265948
ACH-000484,0.0951436431958
ACH-000485,-0.579070196196
ACH-000486,-0.615142006184
ACH-000487,-0.345970831576
ACH-000488,-0.421985685924
ACH-000490,-0.28942764267
ACH-000491,-0.44276110363000004
ACH-000495,-0.529459711473
ACH-000496,-0.556608741397
ACH-000499,-0.28424679594700003
ACH-000500,-1.0428183814899998
ACH-000502,-0.346412946946
ACH-000503,-0.283743031556
ACH-000505,-0.274216950823
ACH-000507,-0.601178686541
ACH-000510,-0.469079976529
ACH-000511,-0.40198904591300005
ACH-000512,-0.823957713346
ACH-000516,-0.422280220597
ACH-000517,-0.595839693706
ACH-000518,-0.504233308278
ACH-000520,-0.391431036711
ACH-000521,-0.552135615215
ACH-000522,-0.531558413147
ACH-000524,-0.616446537828
ACH-000527,-0.347218299346
ACH-000528,-0.41958032890600006
ACH-000537,-0.541563367372
ACH-000541,-0.729929765107
ACH-000542,-0.341140743236
ACH-000544,-0.519052258251
ACH-000545,-0.421000499207
ACH-000547,-0.633851034436
ACH-000548,-0.480334399494
ACH-000549,-0.5033398771600001
ACH-000550,-0.48864285659900003
ACH-000552,-0.44381869833400006
ACH-000556,-0.5134307298340001
ACH-000557,-0.7478737890230001
ACH-000570,-0.38579510699600006
ACH-000571,-0.41863478084399997
ACH-000573,-0.43257703877
ACH-000576,-0.415077547574
ACH-000580,-0.360483792991
ACH-000584,-0.465932043169
ACH-000585,-0.35238334707099994
ACH-000588,-0.45178088244099995
ACH-000589,-0.367067063292
ACH-000591,-0.615292861711
ACH-000593,-0.617423050452
ACH-000600,-0.48416244920199997
ACH-000601,-0.45104419958499997
ACH-000604,-0.40649300943300004
ACH-000605,-0.541208489745
ACH-000606,-0.329460288652
ACH-000608,-0.617890060405
ACH-000614,-0.533740975394
ACH-000616,-0.307274803576
ACH-000618,-0.552808134621
ACH-000619,-0.207201955647
ACH-000620,-0.644321560819
ACH-000621,-0.434306361375
ACH-000622,-0.373066610827
ACH-000623,-0.640987451107
ACH-000624,-0.425814066491
ACH-000627,-0.551988860869
ACH-000630,-0.533163389074
ACH-000632,-0.518716623349
