,HEATR1 (55127)
ACH-000004,-1.31358681869
ACH-000007,-1.1360364899700002
ACH-000009,-1.4492745467100001
ACH-000011,-1.50921961289
ACH-000012,-1.3643467150100002
ACH-000013,-1.4304846241799998
ACH-000014,-1.06696218734
ACH-000015,-1.25638840063
ACH-000017,-1.51561690955
ACH-000018,-1.54482579368
ACH-000019,-1.2732866094
ACH-000021,-1.36174296731
ACH-000022,-1.42418119472
ACH-000025,-1.67544042046
ACH-000028,-1.4197073580200001
ACH-000030,-1.4580807518799999
ACH-000035,-1.415555474
ACH-000036,-1.5363536745500002
ACH-000037,-1.66264314792
ACH-000039,-1.4182658986
ACH-000040,-1.38048290183
ACH-000041,-0.973088481601
ACH-000042,-1.08657960672
ACH-000045,-1.62107967073
ACH-000047,-1.28795936295
ACH-000052,-1.3402045275
ACH-000053,-1.40761087232
ACH-000054,-1.5118866301700002
ACH-000055,-1.5049884465099999
ACH-000060,-0.857690677345
ACH-000067,-1.3731441644799998
ACH-000070,-1.5584456710899999
ACH-000075,-1.61957388599
ACH-000078,-1.63976338266
ACH-000082,-1.74460460942
ACH-000085,-1.2660373464799999
ACH-000086,-1.10761279636
ACH-000087,-1.2019929833
ACH-000092,-1.36163662271
ACH-000095,-1.44152822901
ACH-000097,-1.43124974279
ACH-000098,-1.4975134801499999
ACH-000099,-1.64640704417
ACH-000108,-1.39116322537
ACH-000113,-1.1396375439700002
ACH-000115,-1.4766482221000001
ACH-000116,-1.3158864680700002
ACH-000118,-1.22999875144
ACH-000120,-1.4973180226700002
ACH-000123,-1.59185129813
ACH-000127,-1.4152924658000001
ACH-000128,-1.2333216598999999
ACH-000132,-1.2174451752600002
ACH-000133,-1.42606786938
ACH-000137,-1.21031404957
ACH-000138,-1.61847558729
ACH-000142,-1.4969393507299997
ACH-000143,-1.30847365255
ACH-000146,-1.1872037288600001
ACH-000148,-1.32446556161
ACH-000150,-1.32438445609
ACH-000152,-1.4463211334700001
ACH-000153,-1.95506604533
ACH-000159,-1.28361787663
ACH-000160,-1.55328110758
ACH-000163,-1.49831514091
ACH-000167,-1.49634822873
ACH-000168,-1.3055396998200002
ACH-000169,-1.3945196395299997
ACH-000178,-1.44738025283
ACH-000182,-1.20622997098
ACH-000183,-1.4041895117899998
ACH-000188,-1.52498801433
ACH-000189,-1.81179563145
