,POM121 (9883)
ACH-000004,0.226268523058
ACH-000007,-0.189281501944
ACH-000009,-0.10188350396500001
ACH-000011,-0.39374496754
ACH-000012,-0.092306869254
ACH-000013,-0.248764640169
ACH-000014,-0.36030829761699995
ACH-000015,-0.0792801612097
ACH-000017,-0.00841997136726
ACH-000018,-0.255986341475
ACH-000019,-0.260281884475
ACH-000021,-0.154823663959
ACH-000022,-0.09163313867560001
ACH-000025,0.115791805924
ACH-000028,-0.142569402097
ACH-000030,-0.19611196635400002
ACH-000035,-0.353921250173
ACH-000036,-0.36041595637100005
ACH-000037,-0.304983455901
ACH-000039,-0.21153867094999998
ACH-000040,-0.033957838531299994
ACH-000041,-0.07273356671730001
ACH-000042,-0.153305275316
ACH-000045,-0.302873632938
ACH-000047,-0.349718866261
ACH-000052,-0.471745500471
ACH-000053,-0.119559282133
ACH-000054,-0.24565446858000003
ACH-000055,0.010461536834200001
ACH-000060,-0.44454851038599996
ACH-000067,-0.21474816402
ACH-000070,-0.130149562853
ACH-000075,-0.250857687813
ACH-000078,-0.0071420792202
ACH-000082,-0.28348554977699997
ACH-000085,-0.262105047282
ACH-000086,-0.216419454933
ACH-000087,-0.0536255688549
ACH-000092,-0.018354493982299998
ACH-000095,-0.232780635881
ACH-000097,-0.388187643778
ACH-000098,-0.028033853266599996
ACH-000099,-0.0668511690452
ACH-000108,-0.46294217852200004
ACH-000113,-0.34978030234499996
ACH-000115,-0.43668894336400005
ACH-000116,-0.146419796022
ACH-000118,-0.370425436034
ACH-000120,-0.101819029858
ACH-000123,-0.047881430828
ACH-000127,-0.33865436966300005
ACH-000128,-0.174476376785
ACH-000132,0.0022715579765100005
ACH-000133,-0.120803357814
ACH-000137,-0.0703533475037
ACH-000138,-0.040122876023
ACH-000142,0.040221470039499996
ACH-000143,-0.235084966449
ACH-000146,-0.337899156087
ACH-000148,-0.049704517640899996
ACH-000150,-0.198551823752
ACH-000152,-0.158540873946
ACH-000153,-0.27897222200399996
ACH-000159,-0.125948365295
ACH-000160,-0.166050151641
ACH-000163,-0.15135366053
ACH-000167,-0.13308505690300002
ACH-000168,-0.293850466948
ACH-000169,-0.291381756813
ACH-000178,-0.14842305192500002
ACH-000182,-0.550159627346
ACH-000183,0.00537908913037
ACH-000188,-0.430564481297
ACH-000189,-0.301866272894
ACH-000190,-0.030991983218799996
ACH-000198,-0.366130272197
ACH-000204,0.0392063467741
ACH-000206,-0.09543893965700001
ACH-000207,-0.15129442877399998
ACH-000211,-0.26932330228
ACH-000215,-0.0979374378
ACH-000221,-0.138426874837
ACH-000222,0.005656702432779999
ACH-000223,-0.12882611933399998
ACH-000226,-0.212099408669
ACH-000227,-0.36697073267700003
ACH-000228,-0.200653140527
ACH-000231,-0.193330327029
ACH-000232,-0.262597156896
ACH-000233,-0.21925111241599998
ACH-000234,-0.496558585545
ACH-000235,-0.301346513663
ACH-000237,-0.12770065803
ACH-000238,0.0554137332439
ACH-000243,-0.19154032683
ACH-000244,-0.42419258126500003
ACH-000246,-0.170117227556
ACH-000248,-0.08349585418739999
ACH-000250,-0.22441268066300002
ACH-000251,0.0163653514582
ACH-000253,-0.178992521415
ACH-000255,-0.18674605299000002
ACH-000256,0.011201706087499999
ACH-000257,0.265666251262
ACH-000258,-0.103324671526
ACH-000259,-0.143093452639
ACH-000260,-0.14902185516
ACH-000261,-0.319946031034
ACH-000262,-0.0611334779971
ACH-000263,-0.36395325521099997
ACH-000264,-0.264327167533
ACH-000265,0.0442798778313
ACH-000266,-0.0924634062524
ACH-000272,0.021399846879599997
ACH-000273,-0.108053566622
ACH-000274,-0.163128276677
ACH-000277,-0.0574823636589
ACH-000278,-0.25754211633499996
ACH-000279,-0.12827367703099998
ACH-000280,-0.168974710073
ACH-000281,0.17133221213199998
ACH-000288,-0.174215636017
ACH-000291,-0.203039185422
ACH-000293,-0.500926686853
ACH-000294,0.0256077692217
ACH-000295,-0.0023355751994099997
ACH-000296,-0.08332311827889999
ACH-000302,-0.145401933741
ACH-000304,-0.334340529328
ACH-000307,-0.170389779021
ACH-000308,-0.22925667519200002
ACH-000310,-0.236598092408
ACH-000311,-0.24083936037099998
ACH-000312,-0.197418584855
ACH-000315,-0.0405579336916
ACH-000316,-0.239598544347
ACH-000317,-0.341265011204
ACH-000318,-0.323661826457
ACH-000319,-0.10836332949100001
ACH-000320,-0.363760216656
ACH-000322,-0.307903046972
ACH-000323,-0.157245237933
ACH-000324,-0.153207977297
ACH-000329,-0.162595619944
ACH-000330,-0.412392323723
ACH-000331,-0.322759952844
ACH-000332,-0.196737459996
ACH-000334,-0.555606756224
ACH-000335,-0.0616203267167
ACH-000336,-0.0742068352288
ACH-000337,-0.191957006492
ACH-000339,-0.247818054585
ACH-000341,-0.30026759443900003
ACH-000348,-0.301706527893
ACH-000350,0.0356928039286
ACH-000352,-0.19215168035500002
ACH-000356,-0.232495636135
ACH-000361,-0.303236300324
ACH-000362,-0.21625007605500002
ACH-000363,-0.0569244198616
ACH-000364,-0.0764086801589
ACH-000365,-0.169250820791
ACH-000366,-0.09102432823989999
ACH-000368,-0.0719352562512
ACH-000374,-0.54697480593
ACH-000375,-0.147024480109
ACH-000376,-0.223361339197
ACH-000381,0.0241097372457
ACH-000383,-0.181610937079
ACH-000387,-0.08593135438039999
ACH-000389,-0.30025084926
ACH-000390,-0.17322880958
ACH-000393,-0.322923037906
ACH-000395,-0.18857854634
ACH-000397,-0.24534008555999998
ACH-000401,0.00221748308362
ACH-000402,0.300362968473
ACH-000403,-0.38602308943999997
ACH-000404,-0.0512310019658
ACH-000406,-0.200751092207
ACH-000407,0.0895861366822
ACH-000408,-0.0866339086324
ACH-000410,0.056282829095800006
ACH-000411,-0.29343331568500003
ACH-000414,-0.39375492863000006
ACH-000415,-0.506490293239
ACH-000416,-0.22810281177299999
ACH-000420,-0.13267705112400002
ACH-000421,-0.35619696013400004
ACH-000424,-0.229073147638
ACH-000425,-0.197789409023
ACH-000426,0.0470428862271
ACH-000427,-0.483390854771
ACH-000433,-0.740272619848
ACH-000436,-0.362375187594
ACH-000444,-0.242196025975
ACH-000445,-0.0229710815808
ACH-000448,-0.633944289468
ACH-000450,-0.151290803299
ACH-000452,-0.39352450976
ACH-000454,0.00415910834717
ACH-000458,-0.252075883517
ACH-000459,-0.0992665679756
ACH-000460,0.118241715067
ACH-000461,-0.119078713441
ACH-000463,-0.36677554268299994
ACH-000464,-0.10987276334799999
ACH-000466,-0.14489378751700002
ACH-000467,-0.216129816778
ACH-000468,-0.144700386467
ACH-000469,-0.228042113257
ACH-000470,-0.154670710987
ACH-000471,0.0249226080344
ACH-000472,-0.276372360147
ACH-000473,0.028476669249299997
ACH-000475,-0.11847792456299999
ACH-000476,-0.12093816586400001
ACH-000477,-0.17385409054200002
ACH-000480,-0.119744000013
ACH-000481,-0.0313369473691
ACH-000483,-0.229394700946
ACH-000484,0.0062202234874799995
ACH-000485,-0.328409867664
ACH-000486,-0.24685341688
ACH-000487,-0.0258729865911
ACH-000488,-0.175199783146
ACH-000490,-0.255311554674
ACH-000491,-0.135436708721
ACH-000495,-0.5839334717069999
ACH-000496,0.00541045957055
ACH-000499,0.032196081179
ACH-000500,-0.616448989037
ACH-000502,-0.452258196553
ACH-000503,0.189094145356
ACH-000505,-0.19985022529899998
ACH-000507,-0.21896347446999997
ACH-000510,-0.101890843034
ACH-000511,-0.113970698491
ACH-000512,0.09770757874510001
ACH-000516,-0.275886968093
ACH-000517,-0.21101056204100002
ACH-000518,-0.21014060425900002
ACH-000520,-0.14451755220100002
ACH-000521,-0.005088726285670001
ACH-000522,-0.19153065055799998
ACH-000524,-0.055088473729099995
ACH-000527,-0.316184370581
ACH-000528,-0.196447798744
ACH-000537,-0.148352035641
ACH-000541,0.103888154234
ACH-000542,-0.32369555091200003
ACH-000544,-0.295102750983
ACH-000545,-0.183902196399
ACH-000547,-0.041613397960800005
ACH-000548,-0.04858357757759999
ACH-000549,-0.26934757818599997
ACH-000550,-0.328808936617
ACH-000552,-0.139119147193
ACH-000556,-0.344905074126
ACH-000557,-0.289760595956
ACH-000570,0.0455460230614
ACH-000571,-0.158305793223
ACH-000573,-0.21370572472
ACH-000576,-0.17849496345600002
ACH-000580,-0.0931946720978
ACH-000584,-0.100897025247
ACH-000585,-0.21135739744100002
ACH-000588,-0.262536046237
ACH-000589,-0.477710787658
ACH-000591,-0.16558654170999998
ACH-000593,-0.11721193299100001
ACH-000600,-0.136293730122
ACH-000601,-0.217146902284
ACH-000604,-0.0978048906387
ACH-000605,0.019165445930900003
ACH-000606,-0.398863405438
ACH-000608,-0.103755259617
ACH-000614,-0.24470113580699998
ACH-000616,-0.0649243039913
ACH-000618,0.0216178245987
ACH-000619,-0.204424642478
ACH-000620,0.19460933107500003
ACH-000621,-0.44000252652800004
ACH-000622,-0.255568477849
ACH-000623,0.122063192196
ACH-000624,-0.2181802088
ACH-000627,-0.10141638649800001
ACH-000630,-0.20025864254999998
ACH-000632,-0.196543367123
ACH-000633,-0.0725229026418
ACH-000637,-0.393154610303
ACH-000638,-0.233599128833
ACH-000646,0.278925462606
ACH-000647,-0.0579446349693
ACH-000648,-0.402479597778
ACH-000649,-0.209823621001
ACH-000651,0.027160535504400004
ACH-000652,-0.312564735231
ACH-000653,-0.15079483639799998
ACH-000657,-0.342163967826
ACH-000658,-0.163538059534
ACH-000661,-0.167843605919
ACH-000662,-0.0321757335121
ACH-000663,-0.0602298375892
ACH-000665,-0.24228380828899998
ACH-000671,-0.181740868962
ACH-000673,-0.5901038926100001
ACH-000676,-0.132917187721
ACH-000677,-0.263823506103
ACH-000681,-0.314703216424
