,PDXP (57026)
ACH-000004,-0.18386162768
ACH-000007,-0.0424039128663
ACH-000009,0.05026995970269999
ACH-000011,-0.130608071848
ACH-000012,-0.021727452858599998
ACH-000013,0.04408287127569999
ACH-000014,-0.131160886464
ACH-000015,0.00831607386549
ACH-000017,0.049338483827400005
ACH-000018,0.163729339586
ACH-000019,0.107089284701
ACH-000021,0.18383193536800002
ACH-000022,0.0982117477616
ACH-000025,-0.0094477595054
ACH-000028,0.167250287326
ACH-000030,-0.0328021024088
ACH-000035,0.0212089292744
ACH-000036,0.186274793976
ACH-000037,-0.108188191128
ACH-000039,-0.0951745731656
ACH-000040,0.20752510577999997
ACH-000041,0.055392700809500005
ACH-000042,0.11655434572699999
ACH-000045,-0.21761666832499998
ACH-000047,0.187869782852
ACH-000052,0.31585658331099997
ACH-000053,0.0141019247682
ACH-000054,0.0801931397695
ACH-000055,0.177220073488
ACH-000060,-0.100801469197
ACH-000067,0.116719384447
ACH-000070,0.0583308590783
ACH-000075,0.0248515471
ACH-000078,0.0868736545181
ACH-000082,0.142938421684
ACH-000085,0.122378136602
ACH-000086,0.0127407753342
ACH-000087,-0.157486777053
ACH-000092,0.0395073129288
ACH-000095,-0.136767700934
ACH-000097,-0.00128151392991
ACH-000098,0.11889797054199999
ACH-000099,0.010824948937600002
ACH-000108,0.311846105534
ACH-000113,0.07275910343519999
ACH-000115,0.0873320762404
ACH-000116,0.191207764889
ACH-000118,0.0871987240319
ACH-000120,0.155536362471
ACH-000123,0.172255618326
ACH-000127,0.19713923045200002
ACH-000128,0.10296308818399999
ACH-000132,-0.0180970164884
ACH-000133,0.026817105477800002
ACH-000137,-0.00879828287774
ACH-000138,0.375474722042
ACH-000142,-0.0864929477046
ACH-000143,-0.10845872425999999
ACH-000146,0.139343693474
ACH-000148,0.05341371749530001
ACH-000150,0.047487484187599995
ACH-000152,0.0315669384964
ACH-000153,0.562503514688
ACH-000159,0.08273390395930001
ACH-000160,0.08099375371510001
ACH-000163,0.0194838848298
ACH-000167,0.670122877045
ACH-000168,0.120908697469
ACH-000169,0.0915554083413
ACH-000178,0.082030750236
ACH-000182,0.0215895503707
ACH-000183,0.225765045933
ACH-000188,0.157012405617
ACH-000189,0.115703750056
ACH-000190,0.264452008551
ACH-000198,0.04763682367600001
ACH-000204,-0.015513157786299999
ACH-000206,-0.00826094517747
ACH-000207,0.241024711644
ACH-000211,0.121460212207
ACH-000215,0.049509146221
ACH-000221,-0.0409804573947
ACH-000222,0.19338723919300002
ACH-000223,0.00485205383151
ACH-000226,-0.06620711327909999
ACH-000227,0.0260898688001
ACH-000228,0.017565514112
ACH-000231,0.043526879379900005
ACH-000232,0.08833544754969999
ACH-000233,-0.09908871596889998
ACH-000234,0.298685379907
ACH-000235,0.125249161875
ACH-000237,0.0729062546626
ACH-000238,0.154725998627
ACH-000243,0.0482809157883
ACH-000244,0.042041379689499996
ACH-000246,0.11447058499099999
ACH-000248,0.130164143172
ACH-000250,0.014638776454
ACH-000251,0.013521103765
ACH-000253,-0.08129179505589999
ACH-000255,-0.0201501197555
ACH-000256,-0.123399164635
ACH-000257,0.0829468189662
ACH-000258,0.140935976222
ACH-000259,0.136576892397
ACH-000260,0.058770210932300004
ACH-000261,-0.054614591844699995
ACH-000262,0.18161702873500002
ACH-000263,-0.0216036427977
ACH-000264,0.06360553807620001
ACH-000265,0.28024515085
ACH-000266,0.18671909057799999
ACH-000272,0.0953306585378
ACH-000273,0.150291523242
ACH-000274,-0.08948865824260001
ACH-000277,0.182442958009
ACH-000278,-0.16640113195999998
ACH-000279,0.010342424196700001
ACH-000280,0.0377608225819
ACH-000281,0.383099773538
ACH-000288,0.0652801393636
ACH-000291,-0.10572657214600001
ACH-000293,0.284163748141
ACH-000294,-0.00107576435284
ACH-000295,0.0467589409179
ACH-000296,0.0808009507223
ACH-000302,-0.0443707586134
ACH-000304,-0.139805980879
ACH-000307,0.0678670510797
ACH-000308,0.024531457906400003
ACH-000310,0.07318144550080001
ACH-000311,0.39277857000699995
ACH-000312,0.0140349795127
ACH-000315,-0.166438578447
ACH-000316,0.334652994621
ACH-000317,0.21744600906599998
ACH-000318,0.0293428770008
ACH-000319,-0.0443942943146
ACH-000320,0.300993114891
ACH-000322,-0.0816769701055
ACH-000323,0.165898514948
ACH-000324,0.053048033508000005
ACH-000329,0.03961707537069999
ACH-000330,-0.06937613577150001
ACH-000331,0.117441985334
ACH-000332,0.160402315644
ACH-000334,0.14331782047299998
ACH-000335,0.123673274892
ACH-000336,0.257914834333
ACH-000337,0.054882619196300005
ACH-000339,-0.0688591884781
ACH-000341,-0.0657769491554
ACH-000348,0.00391122580383
ACH-000350,-0.0370145604203
ACH-000352,0.22300327257
ACH-000356,-0.121442910955
ACH-000361,0.147473410136
ACH-000362,0.11678423734000001
ACH-000363,-0.0175011459093
ACH-000364,0.143278179146
ACH-000365,0.139220419366
ACH-000366,0.15367827186
ACH-000368,0.0925908840772
ACH-000374,0.137139468526
ACH-000375,0.315617075626
ACH-000376,0.033304543259700004
ACH-000381,0.144667881627
ACH-000383,0.0199362625975
ACH-000387,0.00028856289800099997
ACH-000389,-0.00637663805326
ACH-000390,0.193720914359
ACH-000393,0.0912536399026
ACH-000395,0.132600657252
ACH-000397,0.0762467263683
ACH-000401,0.277896921899
ACH-000402,0.09679792402689999
ACH-000403,0.08669043632660002
ACH-000404,-0.060869818816599995
ACH-000406,0.07448031042
ACH-000407,-0.115810657118
ACH-000408,0.0781767456514
ACH-000410,0.0926550438855
ACH-000411,0.09049455975639999
ACH-000414,0.230855175054
ACH-000415,0.0345516178529
ACH-000416,0.049313957852
ACH-000420,-0.188509954573
ACH-000421,0.11896072296499999
ACH-000424,0.022589458060499997
ACH-000425,-0.08820959952839999
ACH-000426,0.0398276338681
ACH-000427,-0.236037149975
ACH-000433,0.130312329274
ACH-000436,0.104364669889
ACH-000444,0.142612503919
ACH-000445,0.290807578536
ACH-000448,-0.0007690040487150001
ACH-000450,0.350230735368
ACH-000452,0.106497503476
ACH-000454,-0.0306677666983
ACH-000458,0.09965170481069999
ACH-000459,0.0806018576772
ACH-000460,0.00492086734136
ACH-000461,0.08981901000050001
ACH-000463,0.123364288359
ACH-000464,-0.0268111662243
ACH-000466,0.00728801666034
ACH-000467,0.18166558144699999
ACH-000468,-0.136326898539
ACH-000469,0.047699345455099997
ACH-000470,0.24080919911200002
ACH-000471,-0.14264209473099998
ACH-000472,0.08959002043919999
ACH-000473,0.129775739038
