,LMBR1L (55716)
ACH-000495,0.08628624914439999
ACH-000496,-0.09921431000099999
ACH-000499,-0.268044572431
ACH-000500,0.30047054776500004
ACH-000502,-0.20116969697999998
ACH-000503,-0.198525935801
ACH-000505,-0.191687295844
ACH-000507,-0.29501806032
ACH-000510,-0.17603833710499997
ACH-000511,-0.050491887654400006
ACH-000512,0.146740286984
ACH-000516,-0.167407356947
ACH-000517,-0.130953557968
ACH-000518,0.0146654442271
ACH-000520,-0.32017834291999997
ACH-000521,-0.1024199708
ACH-000522,-0.0831541469933
ACH-000524,-0.126389827112
ACH-000527,-0.22433473294
ACH-000528,-0.143879984819
ACH-000537,-0.150034719366
ACH-000541,-0.185073353703
ACH-000542,-0.261923106647
ACH-000544,-0.111527847247
ACH-000545,-0.269616182556
ACH-000547,0.12189711380799999
ACH-000548,-0.18801808359000002
ACH-000549,-0.202790618442
ACH-000550,-0.33654316059699996
ACH-000552,0.0158257763198
ACH-000556,-0.244123009914
ACH-000557,0.019636208143200003
ACH-000570,-0.273098348363
ACH-000571,-0.130861877503
ACH-000573,-0.142044048456
ACH-000576,-0.142122676392
ACH-000580,-0.07191833518910001
ACH-000584,-0.128877636942
ACH-000585,-0.17292296612
ACH-000588,-0.228282857084
ACH-000589,-0.198689595593
ACH-000591,-0.213776460194
ACH-000593,-0.145473027374
ACH-000600,-0.08074297436080001
ACH-000601,-0.235747073364
ACH-000604,0.163167359572
ACH-000605,-0.18186533472
ACH-000606,-0.036161085864
ACH-000608,-0.362219912834
ACH-000614,-0.322636047401
ACH-000616,-0.30569401859
ACH-000618,-0.223475495601
ACH-000619,-0.256319288903
ACH-000620,-0.154816011186
ACH-000621,-0.252762916076
ACH-000622,-0.0963232778475
ACH-000623,-0.147220834115
ACH-000624,-0.187080158858
ACH-000627,-0.250403972963
ACH-000630,-0.152886259516
ACH-000632,-0.148889249456
ACH-000633,-0.176088715045
ACH-000637,-0.288870316019
ACH-000638,-0.238047994857
ACH-000646,0.208209119088
ACH-000647,-0.226127834605
ACH-000648,-0.14971487297299998
ACH-000649,-0.139542310756
ACH-000651,-0.26208807047800003
ACH-000652,0.0235374652895
ACH-000653,-0.041322862601900004
ACH-000657,-0.136257373382
ACH-000658,-0.018897340446400002
ACH-000661,-0.0602049053113
ACH-000662,0.16984034309
ACH-000663,-0.122978205932
ACH-000665,-0.329833016661
ACH-000671,0.0836433975311
ACH-000673,-0.245484290471
ACH-000676,-0.258957274066
ACH-000677,-0.34641543547
ACH-000681,-0.0805275461421
ACH-000682,-0.384809836777
ACH-000683,-0.11605848578900001
ACH-000684,-0.160354992929
ACH-000688,-0.040032482186199994
ACH-000693,-0.117597307668
ACH-000694,-0.228244288074
ACH-000695,-0.21700645221200002
ACH-000696,-0.207998538307
ACH-000697,-0.162593261643
ACH-000699,-0.109839889737
ACH-000701,-0.273999272889
ACH-000706,-0.16262778939300002
ACH-000711,-0.210453199758
ACH-000713,-0.123187631075
ACH-000714,-0.0847327460849
ACH-000718,-0.061765833426800004
ACH-000720,-0.29550979327
ACH-000721,-0.124759874394
ACH-000724,0.12248680618699999
ACH-000725,-0.28471844686700004
ACH-000732,-0.16820417254099998
ACH-000734,-0.321633888004
ACH-000735,-0.220639599172
ACH-000736,-0.205445521094
ACH-000738,-0.308705507818
ACH-000746,-0.22254326517700002
ACH-000747,-0.30659979619100003
ACH-000748,-0.0986691712928
ACH-000753,-0.222620105973
ACH-000756,-0.022036962703499998
ACH-000757,-0.0905103119132
ACH-000758,-0.134582685405
ACH-000760,-0.190230257161
ACH-000763,-0.0754266945346
ACH-000764,-0.297490886967
ACH-000765,-0.21482259641600002
ACH-000766,-0.18166684038
ACH-000767,-0.22127888012400002
ACH-000768,-0.15010700390999998
ACH-000769,-0.110519566976
ACH-000770,-0.115432465402
ACH-000771,-0.202944475007
ACH-000773,-0.159847339693
ACH-000776,-0.254316236558
ACH-000777,-0.123163705368
ACH-000778,-0.0634793041114
ACH-000781,-0.038654385539599996
ACH-000782,-0.0909242850306
ACH-000783,-0.32031872447099996
ACH-000784,-0.2321470317
ACH-000785,-0.276883539776
ACH-000787,-0.171161039791
ACH-000788,-0.122888157657
ACH-000791,-0.111621520317
ACH-000792,-0.244169783537
ACH-000794,-0.231945633672
ACH-000796,-0.23516326065499998
ACH-000799,-0.45636349016000005
ACH-000800,-0.275618861218
ACH-000802,-0.13335946500499998
ACH-000804,-0.120203111096
ACH-000805,-0.234098336578
ACH-000809,-0.205193895153
ACH-000810,-0.0434084597047
ACH-000811,-0.154784042255
ACH-000817,-0.198032251005
ACH-000819,-0.029216980937799997
ACH-000820,0.0572894101171
ACH-000821,-0.0820265927095
ACH-000822,-0.20208013221999999
ACH-000823,-0.16105402349
ACH-000824,-0.167821751743
ACH-000827,-0.135365929715
ACH-000829,-0.0236232660214
ACH-000831,-0.20761645777899998
ACH-000832,-0.029632380858900003
ACH-000833,-0.25524643658199997
ACH-000834,-0.308856894516
ACH-000835,-0.104059350685
ACH-000836,-0.156840289042
ACH-000837,-0.22499306694200003
ACH-000838,-0.114584114165
ACH-000839,-0.10271548607999999
ACH-000840,-0.137852809821
ACH-000841,-0.0504299827025
ACH-000843,0.0913978714193
ACH-000846,-0.171636957924
ACH-000847,-0.317345098143
ACH-000848,-0.201193278744
ACH-000849,-0.08254332854110001
ACH-000851,-0.370168258579
ACH-000855,-0.240494290399
ACH-000856,-0.195033650048
ACH-000858,-0.11142541898700001
ACH-000859,-0.132961823011
ACH-000861,-0.171111246239
ACH-000862,-0.157585873378
ACH-000865,-0.24706205471200002
ACH-000866,-0.183357468603
ACH-000867,-0.22154600790600001
ACH-000869,0.032741458224100004
ACH-000872,-0.17823094921100002
ACH-000873,-0.15025404891799998
ACH-000876,-0.14542277000499998
ACH-000878,-0.296655721384
ACH-000880,-0.0389880172882
ACH-000881,-0.11183064363600001
ACH-000882,-0.13476895910599998
ACH-000884,-0.10013425139
ACH-000885,-0.0430034465436
ACH-000887,-0.33537187968800003
ACH-000888,-0.201947871441
ACH-000889,-0.24524233030099998
ACH-000890,-0.00897603546896
ACH-000896,-0.12067222770500001
ACH-000898,-0.298603124005
ACH-000900,-0.527341605438
ACH-000901,-0.231623594982
ACH-000905,-0.0299884687297
ACH-000906,-0.230529305607
ACH-000907,0.0311575242949
ACH-000910,-0.268505786402
ACH-000911,-0.375010559113
ACH-000912,-0.241083339038
ACH-000913,-0.0968069867714
ACH-000915,-0.270893024287
ACH-000916,0.214214584775
ACH-000917,-0.287553230705
ACH-000921,-0.229788925423
ACH-000924,0.000222355838083
ACH-000926,-0.0694285914309
ACH-000928,-0.20272751706099998
ACH-000929,-0.569062506875
ACH-000932,-0.33857056418399994
ACH-000935,-0.117829725569
ACH-000936,-0.113267031252
ACH-000937,-0.131595747879
ACH-000938,-0.030694504885
ACH-000939,-0.200991376464
ACH-000941,-0.071152935792
ACH-000943,-0.110199369654
ACH-000946,-0.326450783772
ACH-000947,-0.198535662968
ACH-000948,-0.23522094558
ACH-000950,-0.19466947034
ACH-000953,0.00545989072698
ACH-000957,-0.33359193790999997
ACH-000958,0.00853951523116
ACH-000960,-0.0869101958987
ACH-000963,-0.35602250733199997
ACH-000968,-0.163777890236
ACH-000969,-0.200189786016
ACH-000973,-0.0715025425397
ACH-000974,-0.28950355829700003
ACH-000975,-0.0849705207849
ACH-000976,-0.10318853596899999
ACH-000978,-0.54926953671
ACH-000980,-0.189129341048
ACH-000984,-0.287106878879
ACH-000986,-0.010031397637
ACH-000988,-0.223231687284
ACH-000993,-0.15293283546599998
ACH-000994,-0.19077299627799998
ACH-000996,-0.145892639335
ACH-001001,-0.244196915563
ACH-001020,-0.259467076956
ACH-001028,-0.20410875528099998
ACH-001031,-0.250652620295
ACH-001038,-0.160942834526
ACH-001048,-0.202082185975
ACH-001050,-0.211742206869
ACH-001053,-0.0885981008807
ACH-001054,-0.030573696732200003
ACH-001061,-0.159778648131
ACH-001067,-0.160176775814
ACH-001075,-0.197300848809
ACH-001096,-0.21644700704
ACH-001128,-0.37716277100999995
ACH-001134,-0.319472446458
ACH-001151,-0.23535301649700002
ACH-001163,-0.214911252719
ACH-001164,0.19169859875
ACH-001173,-0.20049384921799998
ACH-001183,-0.0632781975456
ACH-001184,0.032770777222700005
ACH-001190,-0.282380916007
ACH-001192,0.026784520866799996
ACH-001193,-0.21894889838799997
ACH-001196,-0.12067701700200001
ACH-001197,-0.33057771451900003
ACH-001205,-0.045421010345400005
ACH-001211,-0.10061543246200001
ACH-001212,-0.188334418981
ACH-001228,-0.25058709831500003
ACH-001232,-0.10647401127499999
ACH-001239,-0.138269985265
ACH-001274,-0.059925082795
ACH-001275,-0.053319957789699994
ACH-001277,-0.07044562915310001
ACH-001278,-0.177730677877
ACH-001280,-0.19513271298300003
ACH-001283,-0.188104907563
ACH-001289,0.051917765135500005
ACH-001295,-0.0173902367989
ACH-001300,0.031187410831299996
ACH-001301,-0.250729669975
ACH-001302,-0.213914879999
ACH-001303,0.0684827947063
ACH-001306,-0.0280766513937
ACH-001318,-0.19487373524300003
ACH-001322,-0.28903737387
ACH-001328,-0.16284791636499998
ACH-001332,-0.6574857547699999
ACH-001333,-0.254444042001
ACH-001336,-0.148818302281
ACH-001340,-0.159125225356
ACH-001346,-0.300618667939
ACH-001353,-0.11339556648299999
ACH-001354,0.0826681407071
ACH-001367,-0.156508489498
ACH-001368,-0.173992767282
ACH-001374,-0.243617788346
ACH-001375,-0.260514058978
ACH-001377,-0.32396672678000005
ACH-001380,-0.173785036686
ACH-001391,-0.22257904971099998
ACH-001407,-0.161674268298
ACH-001408,-0.019271346978799998
ACH-001413,-0.548871238702
ACH-001430,-0.230768321522
ACH-001431,0.10957886366599999
ACH-001450,-0.00355987929021
ACH-001496,-0.17593071803399998
ACH-001500,-0.190087257404
ACH-001521,0.040074787514999995
ACH-001523,-0.226144549587
ACH-001532,-0.17781253111200002
ACH-001536,0.0217968350877
ACH-001550,-0.238372194973
ACH-001552,0.0278616534252
ACH-001554,-0.18638433238
ACH-001645,-0.0922403605136
ACH-001654,-0.199801849556
ACH-001715,-0.145016090939
ACH-001735,-0.0844765026588
ACH-001736,-0.1242499732
ACH-001737,-0.283375191
ACH-001740,-0.34079014854
ACH-001745,-0.125467298164
ACH-001750,-0.199427413631
ACH-001765,-0.165666840811
ACH-001956,-0.113893005808
ACH-001957,-0.20177155876400002
