,CMIP (80790)
ACH-000004,-1.1307021590200002
ACH-000007,-0.31599312306099997
ACH-000009,-0.123552141164
ACH-000011,-0.316254516249
ACH-000012,-0.376453528898
ACH-000013,-0.11945926750600001
ACH-000014,-0.09167337002550001
ACH-000015,-0.044891552210800004
ACH-000017,-0.31247103120700004
ACH-000018,-0.786070146661
ACH-000019,-0.513369953187
ACH-000021,-0.517696527814
ACH-000022,-0.344001643817
ACH-000025,-0.6324365987039999
ACH-000028,-0.614040886192
ACH-000030,-0.281848263715
ACH-000035,-0.605500553371
ACH-000036,-0.519077414389
ACH-000037,-0.181433488379
ACH-000039,-0.280409028041
ACH-000040,-0.208698760343
ACH-000041,-0.11644141405
ACH-000042,-0.445662703495
ACH-000045,-0.854513544373
ACH-000047,-0.257576471239
ACH-000052,-0.35590676459
ACH-000053,-0.463851739665
ACH-000054,-0.57522226155
ACH-000055,-0.404612911561
ACH-000060,-0.8536473454800001
ACH-000067,-0.47383084829899996
ACH-000070,-0.6317880185620001
ACH-000075,-0.465141157296
ACH-000078,-0.028494271998700003
ACH-000082,-0.465767156721
ACH-000085,-0.761146131077
ACH-000086,-0.170398458625
ACH-000087,-0.0871709438191
ACH-000092,-0.239532820181
ACH-000095,-0.16883113214499998
ACH-000097,-0.25544613821999995
ACH-000098,-0.620271617615
ACH-000099,-0.163272441961
ACH-000108,-0.0007398833231669999
ACH-000113,-0.5253001156830001
ACH-000115,-0.014103394726799999
ACH-000116,-0.180349235895
ACH-000118,-0.46108371438199997
ACH-000120,-0.16794269102499998
ACH-000123,-0.288799575716
ACH-000127,-0.412711572535
ACH-000128,-0.640376157441
ACH-000132,-0.606105266785
ACH-000133,-0.554129870292
ACH-000137,-0.775580695477
ACH-000138,-0.43021012734499997
ACH-000142,-0.43589394240699997
ACH-000143,-0.41886498124399996
ACH-000146,-0.3358190179
ACH-000148,0.0501064443193
ACH-000150,-0.37680457779700005
ACH-000152,-0.265422348295
ACH-000153,-0.493655421559
ACH-000159,-0.333576716233
ACH-000160,-0.460838020585
ACH-000163,-0.728655437795
ACH-000167,-0.07276884892360001
ACH-000168,-0.7185491802670001
ACH-000169,-0.110722211824
ACH-000178,-0.665260043169
ACH-000182,-0.326353224393
ACH-000183,-0.383764028089
ACH-000188,-0.625076004304
ACH-000189,-0.5042089947380001
ACH-000190,-0.28910466348
ACH-000198,-1.2732254550700002
ACH-000204,-0.910971679014
ACH-000206,-0.5933284592360001
ACH-000207,-0.34728741744499997
ACH-000211,-0.7121026991580001
ACH-000215,-0.19992849379
ACH-000221,-0.117670738981
ACH-000222,-0.239588609223
ACH-000223,-0.8347186081110001
ACH-000226,-0.038107181213599996
ACH-000227,-0.34112311842299997
ACH-000228,-1.42517683913
ACH-000231,-0.258765098568
ACH-000232,-0.40013240995800003
ACH-000233,-0.6898723055760001
ACH-000234,-0.620430376912
ACH-000235,-0.6655986463620001
ACH-000237,-0.203309164096
ACH-000238,-0.7855126755349999
ACH-000243,-0.846537457973
ACH-000244,-0.260957092731
ACH-000246,-0.195896407914
ACH-000248,-0.0284326362415
ACH-000250,-0.23898704292
ACH-000251,0.109994138597
ACH-000253,-0.641359553947
ACH-000255,-0.646050060496
ACH-000256,-0.332658544004
ACH-000257,-0.422638948929
ACH-000258,-0.38085422573
ACH-000259,-0.09656081036070001
ACH-000260,-0.333246751957
ACH-000261,-0.474546787306
ACH-000262,-0.588435673311
ACH-000263,-0.5611572016449999
ACH-000264,-0.286805664962
ACH-000265,-0.21264519585900002
ACH-000266,-0.730374531115
ACH-000272,-0.0159285086096
ACH-000273,-0.34911148424599997
ACH-000274,-0.229260883782
ACH-000277,-0.415981147548
ACH-000278,-0.342672990533
ACH-000279,-0.22044002986699998
ACH-000280,-0.334380529792
ACH-000281,-1.13785602161
ACH-000288,-0.125465012437
ACH-000291,-0.294802836006
ACH-000293,-0.169760575627
ACH-000294,-0.785247040003
ACH-000295,-0.630588305047
ACH-000296,-0.215296324954
ACH-000302,-0.0330392678101
ACH-000304,-0.197899381974
ACH-000307,-0.646933452785
ACH-000308,-0.335958697417
ACH-000310,-0.202506290486
ACH-000311,-0.331236002426
ACH-000312,-0.0422156311676
ACH-000315,-0.265611089193
ACH-000316,-0.5966156589
ACH-000317,-1.15420295887
ACH-000318,-0.42336301724299996
ACH-000319,-0.21216580450999997
ACH-000320,-0.31334487226999996
ACH-000322,0.297290087897
ACH-000323,-0.612196303806
ACH-000324,-0.328283524569
ACH-000329,-0.38037939294600004
ACH-000330,-0.611776498895
ACH-000331,-0.971988570091
ACH-000332,-0.392934545015
ACH-000334,-1.52960253895
ACH-000335,-0.126358148253
ACH-000336,-0.740585238726
ACH-000337,-0.625335085047
ACH-000339,-0.5515638855
ACH-000341,-0.12323487570599999
ACH-000348,-0.544446392536
ACH-000350,-0.332571880942
ACH-000352,-0.420046891127
ACH-000356,-0.295912105671
ACH-000361,-0.23599010623799999
ACH-000362,-0.49489219739600004
ACH-000363,-0.287397917504
ACH-000364,-0.348312330603
ACH-000365,-0.9187101833920001
ACH-000366,-0.35531864117399997
ACH-000368,-0.25115829790800004
ACH-000374,-0.490440770432
ACH-000375,0.0181212366113
ACH-000376,-0.1576487894
ACH-000381,-0.311711842811
ACH-000383,-0.37752700283
ACH-000387,-1.4917914369
ACH-000389,0.19065702943
ACH-000390,-0.332495420331
ACH-000393,-0.409933056416
ACH-000395,-0.7489650420199999
ACH-000397,-0.327145158028
ACH-000401,-0.129950716976
ACH-000402,-1.09231569121
ACH-000403,-0.33613339937799996
ACH-000404,-0.21401385916700003
ACH-000406,-0.370534319235
ACH-000407,-0.327462973455
ACH-000408,-0.8851016552700001
ACH-000410,-0.470480981008
ACH-000411,-0.271617281866
ACH-000414,-0.293298053806
ACH-000415,-0.05847024022340001
ACH-000416,-0.49750104039399995
ACH-000420,-0.7280196511920001
ACH-000421,-0.293133633082
ACH-000424,-0.7767222567550001
ACH-000425,-0.350805544453
ACH-000426,-0.42004997813
ACH-000427,-0.437330671795
ACH-000433,-0.41899512899999997
ACH-000436,-0.615996204608
ACH-000444,-0.7605243623319999
ACH-000445,-0.564867158584
ACH-000448,-0.41419056185500003
ACH-000450,-0.19653405228300003
ACH-000452,-0.521133669146
ACH-000454,-0.034887758905599996
ACH-000458,-0.415349848741
ACH-000459,-0.0933946781136
ACH-000460,-0.31402504884599997
ACH-000461,-0.512197515164
ACH-000463,-0.420159275581
ACH-000464,-0.0818158817305
ACH-000466,-0.647223429426
ACH-000467,-0.593621926626
ACH-000468,-0.684043472656
ACH-000469,-0.718667662844
ACH-000470,-0.49191804615
ACH-000471,-0.0509123015857
ACH-000472,-0.587560058221
ACH-000473,-0.247820065682
ACH-000475,-0.100595679013
ACH-000476,-0.43129949436399995
ACH-000477,-0.233055219052
ACH-000480,-0.262958236957
ACH-000481,-0.228571567249
ACH-000483,0.129829150681
ACH-000484,-0.321040039728
ACH-000485,-0.413013828676
ACH-000486,-0.553369155021
ACH-000487,-1.22428492735
ACH-000488,-0.48037250483000005
ACH-000490,-0.47878930635600003
ACH-000491,-0.20638588500900001
ACH-000495,-0.345949485201
ACH-000496,-0.864068647651
ACH-000499,-0.768881842903
ACH-000500,-0.490357127682
ACH-000502,-0.230783194115
ACH-000503,-0.00687983517826
ACH-000505,-1.7218839964400003
ACH-000507,-0.0732147754037
ACH-000510,-0.281782488478
ACH-000511,-0.575156710008
ACH-000512,-0.377102816202
ACH-000516,-0.29552962424699997
ACH-000517,-0.5668214895
ACH-000518,-0.221985413217
ACH-000520,-0.4972265872
ACH-000521,-0.0220906317711
ACH-000522,-1.05925065032
ACH-000524,-0.239921878767
ACH-000527,-0.236502195823
ACH-000528,-0.158740091951
ACH-000537,-0.18231930617
ACH-000541,-0.34146481087999997
ACH-000542,-0.8532274408059999
ACH-000544,-0.7936268820379999
ACH-000545,-0.879815807529
ACH-000547,-0.31938962918200003
ACH-000548,-0.09105520917099999
ACH-000549,-0.8563419020540001
ACH-000550,-0.40993307132299994
ACH-000552,-0.140026724714
ACH-000556,-0.249027610685
ACH-000557,-0.6215709284350001
ACH-000570,-0.45397515296499996
ACH-000571,-0.570788176778
ACH-000573,-0.350825340127
ACH-000576,-0.35588804929300005
ACH-000580,-0.5253406884749999
ACH-000584,-0.512509498511
ACH-000585,-0.359018570529
ACH-000588,-1.0177384636700002
ACH-000589,-0.132257599594
ACH-000591,-0.155759192584
ACH-000593,-1.10637994935
ACH-000600,0.007536318608949999
ACH-000601,-0.329049123124
ACH-000604,-1.37881936845
ACH-000605,-0.06543881705469999
ACH-000606,-0.005920755301140001
ACH-000608,-0.381715986903
ACH-000614,-0.307782886466
ACH-000616,-0.56992904368
ACH-000618,-0.172788758394
ACH-000619,-0.438232653728
ACH-000620,-0.249756217742
ACH-000621,-0.11912404990599999
ACH-000622,-0.196608713827
ACH-000623,-0.49872698917499997
ACH-000624,-0.5324730286129999
ACH-000627,-0.927637004341
ACH-000630,-0.49694117740099997
ACH-000632,0.11508505104599999
ACH-000633,-0.172232883569
ACH-000637,-0.42445924666999996
ACH-000638,-0.46656219605599997
ACH-000646,-0.7407156775229999
ACH-000647,-0.478143823166
ACH-000648,-0.175474086675
ACH-000649,-0.663611962726
ACH-000651,-0.837292133529
ACH-000652,-0.469704551509
ACH-000653,-1.01235117949
ACH-000657,-0.33456372971500004
ACH-000658,-0.6774131029880001
ACH-000661,-0.42072739634499995
ACH-000662,-0.750633479512
ACH-000663,-1.1059436809799998
ACH-000665,-0.139716875254
ACH-000671,-0.06798396335830001
ACH-000673,-0.6685181806889999
ACH-000676,-0.0301954655958
ACH-000677,-0.190089616411
ACH-000681,-0.275717866948
ACH-000682,-0.29529786633099997
ACH-000683,-0.26460689122299996
ACH-000684,-0.391205490621
ACH-000688,-0.681729441043
ACH-000693,-0.323835941839
ACH-000694,-0.463540325369
ACH-000695,-0.54497788751
ACH-000696,-0.595898402662
ACH-000697,-0.320880851932
ACH-000699,-0.298962543745
ACH-000701,-0.515777838728
ACH-000706,-0.15600553133700001
ACH-000711,-0.469607080254
ACH-000713,-0.328068922158
ACH-000714,-0.776731012892
ACH-000718,-0.390980765519
ACH-000720,-0.558251401865
ACH-000721,-0.7341293512450001
ACH-000724,0.0599785356673
ACH-000725,-0.224063340271
ACH-000732,-0.548531602902
ACH-000734,-0.235255301118
ACH-000735,-0.34203544196400004
ACH-000736,-0.190158035777
ACH-000738,-0.428231960854
ACH-000746,-0.651784861115
ACH-000747,-0.123767127443
ACH-000748,-0.273303212562
ACH-000753,-0.245529410419
ACH-000756,-0.309308305438
ACH-000757,-0.260809295615
ACH-000758,-0.80077481309
ACH-000760,-0.681000444861
ACH-000763,-0.65878141165
ACH-000764,-0.859839570247
ACH-000765,-0.0641337697732
ACH-000766,-0.40077068753399997
ACH-000767,-0.630989899334
ACH-000768,-0.23337013958900002
ACH-000769,-0.00866171308299
ACH-000770,-0.313887370914
ACH-000771,-0.46398365551299997
ACH-000773,-0.0652995115244
ACH-000776,-0.752630914535
ACH-000777,-0.521929472194
ACH-000778,-1.3267842312
ACH-000781,-0.146523578283
ACH-000782,-0.505113603037
ACH-000783,-0.735320806668
ACH-000784,-0.471913966983
ACH-000785,-0.478907711773
ACH-000787,-1.18873322505
ACH-000788,-0.101899803353
ACH-000791,-0.20787849416499998
ACH-000792,-0.686248182175
ACH-000794,-0.219923017901
ACH-000796,-0.6722079657790001
ACH-000799,0.24284672176999997
ACH-000800,-0.294084331916
ACH-000802,-0.8189811210279999
ACH-000804,-0.19419558230099998
ACH-000805,-0.436508269361
ACH-000809,-0.429402426517
ACH-000810,-0.116097324367
ACH-000811,-0.19926267978700002
ACH-000817,-0.7067737626520001
ACH-000819,-0.239525504941
ACH-000820,-0.531587076066
ACH-000821,-0.49681615471900004
ACH-000822,-0.456661147373
ACH-000823,-0.28733901406999995
ACH-000824,-0.36306159933700005
ACH-000827,-0.305570537513
ACH-000829,-0.446239638811
ACH-000831,-0.33436602228100004
ACH-000832,-0.439551958223
ACH-000833,-0.388960254379
ACH-000834,-0.7739633852940001
ACH-000835,-0.723086788884
ACH-000836,-0.941591183992
ACH-000837,-0.800464381593
ACH-000838,-0.592159582368
ACH-000839,-0.282070113387
ACH-000840,-0.56475705512
ACH-000841,-0.450477573723
ACH-000843,-0.7014781411769999
ACH-000846,-0.24762272072799998
ACH-000847,-0.237663458065
ACH-000848,-0.265241512279
ACH-000849,-0.151124086514
ACH-000851,-0.773761588409
ACH-000855,-0.728159455717
ACH-000856,-0.192459160377
ACH-000858,-0.222562894328
ACH-000859,-0.730215968972
ACH-000861,-0.9575862748139999
ACH-000862,-0.7200129173250001
ACH-000865,-0.7690315004100001
ACH-000866,-0.19867691837999998
ACH-000867,-0.24671751086100002
ACH-000869,-0.344074645675
ACH-000872,0.0035757764622900002
ACH-000873,-0.351768409072
ACH-000876,-0.17867559400400002
ACH-000878,-0.42958746187799995
ACH-000880,-0.00833314422334
ACH-000881,-0.472576547966
ACH-000882,-0.10000250576099999
ACH-000884,0.036853302808400004
ACH-000885,0.129389154286
ACH-000887,-0.439432304485
ACH-000888,-0.277239969355
ACH-000889,-0.417372720212
ACH-000890,-0.5492730558810001
ACH-000896,-0.248212654134
ACH-000898,-0.446938719428
ACH-000900,-0.40462099631399995
ACH-000901,-0.36243256289399994
ACH-000905,-0.998967787849
ACH-000906,-0.83320007588
ACH-000907,-0.06264159698289999
ACH-000910,-0.306380358912
ACH-000911,-0.8793525576710001
ACH-000912,-0.28767601823100003
ACH-000913,-0.22021358336199998
ACH-000915,-0.387985223529
ACH-000916,-0.6005929786800001
ACH-000917,-0.125084030085
ACH-000921,-0.718755840881
ACH-000924,-0.209653081197
ACH-000926,-0.806950996417
ACH-000928,-0.268853992842
ACH-000929,-0.694925634615
ACH-000932,-0.186513035926
ACH-000935,-0.837485559622
ACH-000936,-0.540323782532
ACH-000937,-0.716378759183
ACH-000938,-0.913303935469
ACH-000939,0.025539406155400003
ACH-000941,-0.07729823594639999
ACH-000943,-0.21392724654399997
ACH-000946,-0.572565833755
ACH-000947,-0.171918796926
ACH-000948,-0.33597095680699995
ACH-000950,-0.270517399272
ACH-000953,-0.78058660831
ACH-000957,-0.311168417194
ACH-000958,-0.23417260114100003
ACH-000960,-0.784024785132
ACH-000963,-0.643042313058
ACH-000968,-0.263186390461
ACH-000969,-0.396037015559
ACH-000973,-0.103718009755
ACH-000974,-0.35842375846100005
ACH-000975,-0.5720655486680001
ACH-000976,-0.663740041463
ACH-000978,-0.558619915022
ACH-000980,-0.299229397386
ACH-000984,-0.309743724844
ACH-000986,-0.582475650663
ACH-000988,-0.0934746489456
ACH-000993,-0.09466010572030001
