,CMIP (80790)
ACH-000994,-0.43357605117799997
ACH-000996,-0.311921095469
ACH-001001,-0.35011517538500003
ACH-001020,-0.24085552665999999
ACH-001028,-0.21646767487799998
ACH-001031,-0.16927317635000003
ACH-001038,-0.424869339097
ACH-001048,-0.09208625877599999
ACH-001050,-0.7334408425740001
ACH-001053,-0.15830625830999998
ACH-001054,-0.279276858123
ACH-001061,-0.43506548751199997
ACH-001067,-0.28963344552700004
ACH-001075,-0.348851136434
ACH-001096,-0.07577052354830001
ACH-001128,-0.267715893396
ACH-001134,-0.520930337437
ACH-001151,-0.709878537266
ACH-001163,-0.8455215189890001
ACH-001164,-0.571967352149
ACH-001173,-0.26731987153700004
ACH-001183,-0.45555597602799996
ACH-001184,-0.20947781957400002
ACH-001190,-0.540846541494
ACH-001192,-0.513832436277
ACH-001193,-0.577123751867
ACH-001196,-0.0579760067139
ACH-001197,-0.426269692963
ACH-001205,-0.511382637167
ACH-001211,-0.138186042544
ACH-001212,-0.038587478297599995
ACH-001228,-0.459778953842
ACH-001232,-0.442033723069
ACH-001239,0.0663607097227
ACH-001274,-0.7064277708679999
ACH-001275,-0.43200239341200003
ACH-001277,-0.298892026758
ACH-001278,-0.594677875055
ACH-001280,-0.45512154784100006
ACH-001283,-0.0651535447234
ACH-001289,-0.33904362881899996
ACH-001295,-0.45567971007200003
ACH-001300,-0.212441882534
ACH-001301,-0.23155343649799998
ACH-001302,-0.402807243256
ACH-001303,-0.159007778973
ACH-001306,-0.148826458809
ACH-001318,-0.306521806363
ACH-001322,-0.28794800775199997
ACH-001328,-0.156580872811
ACH-001332,-0.32750708005999996
ACH-001333,-0.33554598107100003
ACH-001336,-0.967495537642
ACH-001340,0.0314072311752
ACH-001346,-0.399525433304
ACH-001353,-0.820069976464
ACH-001354,-0.391160458752
ACH-001367,-0.12845539947
ACH-001368,-0.194852746444
ACH-001374,-0.522567970824
ACH-001375,-0.440395125283
ACH-001377,-0.40991500793700003
ACH-001380,-0.44601472586199997
ACH-001391,-0.458948791778
ACH-001407,-0.513362157691
ACH-001408,-0.272649587713
ACH-001413,-0.250752968634
ACH-001430,-0.24502322986299999
ACH-001431,-0.0547422247322
ACH-001450,-1.4061207677399998
ACH-001496,-0.10254571964800001
ACH-001500,-0.3027841772
ACH-001521,-0.3309330691
ACH-001523,-0.505478289673
ACH-001532,-0.655954649628
ACH-001536,-0.5284327290959999
ACH-001550,-0.5002555449480001
ACH-001552,-0.580326840049
ACH-001554,-0.437910500479
ACH-001645,-0.347049125871
ACH-001654,-1.0356031774799999
ACH-001715,-0.937364527241
ACH-001735,-0.29774518200100003
ACH-001736,-1.1629726380399998
ACH-001737,-0.299087219747
ACH-001740,-0.8820437823649999
ACH-001745,-0.731997783789
ACH-001750,-0.0152083565496
ACH-001765,-0.119221849825
ACH-001956,-0.49754040970799995
ACH-001957,-0.12321366113
