,POLR2F (5435)
ACH-000004,-1.21567030563
ACH-000007,-0.9845995420020001
ACH-000009,-1.26250887298
ACH-000011,-0.999105485894
ACH-000012,-0.930130644618
ACH-000013,-1.2210006176000001
ACH-000014,-1.09105365166
ACH-000015,-1.1499558877
ACH-000017,-1.07238000119
ACH-000018,-0.783364687599
ACH-000019,-1.02939308031
ACH-000021,-1.02037517903
ACH-000022,-0.9108736935770001
ACH-000025,-0.957477407525
ACH-000028,-1.41663690396
ACH-000030,-1.03608212883
ACH-000035,-1.1191727177600002
ACH-000036,-1.00909063569
ACH-000037,-0.6216825019919999
ACH-000039,-0.909949127324
ACH-000040,-0.939177610854
ACH-000041,-0.870944176719
ACH-000042,-0.973250683179
ACH-000045,-1.40855396697
ACH-000047,-0.9810529905329999
ACH-000052,-1.1202362190000001
ACH-000053,-1.16654283674
ACH-000054,-1.0486238574700002
ACH-000055,-0.756872611245
ACH-000060,-0.952630439956
ACH-000067,-1.16828831245
ACH-000070,-0.9524319517759999
ACH-000075,-0.952438839284
ACH-000078,-1.0593279384999998
ACH-000082,-1.19077012359
ACH-000085,-0.963287410916
ACH-000086,-0.899244908011
ACH-000087,-0.819332130091
ACH-000092,-1.16397885119
ACH-000095,-1.24090007775
ACH-000097,-1.2214762791299998
ACH-000098,-1.06639378577
ACH-000099,-1.11353393035
ACH-000108,-0.931590244338
ACH-000113,-1.26605006558
ACH-000115,-1.2713304078
ACH-000116,-0.865760538176
ACH-000118,-1.12740734802
ACH-000120,-1.09339399794
ACH-000123,-1.0957703075
ACH-000127,-0.940241228483
ACH-000128,-0.838193546416
ACH-000132,-1.17202229471
ACH-000133,-1.1695163288
ACH-000137,-1.13512761439
ACH-000138,-0.966456905017
ACH-000142,-0.98564957266
ACH-000143,-1.31018419782
ACH-000146,-1.22328342119
ACH-000148,-0.7526789079649999
ACH-000150,-1.05866878114
ACH-000152,-1.18474151759
ACH-000153,-0.8500950853560001
ACH-000159,-0.9114134829899999
ACH-000160,-0.6706765508079999
ACH-000163,-1.0968428392799998
ACH-000167,-0.889600050882
