,VWA5B2 (90113)
ACH-000004,-0.08809548315189998
ACH-000007,-0.141083812996
ACH-000009,-0.08500274212810001
ACH-000011,0.155013386359
ACH-000012,-0.0781230955723
ACH-000013,-0.09775626787080001
ACH-000014,-0.250330734977
ACH-000015,-0.201697365363
ACH-000017,0.022407320630900004
ACH-000018,-0.125969632218
ACH-000019,-0.261921651502
ACH-000021,-0.016835951805100002
ACH-000022,0.0510629251776
ACH-000025,-0.19535808717300002
ACH-000028,-0.0515094605487
ACH-000030,0.0488116231003
ACH-000035,-0.076888649606
ACH-000036,-0.129007296527
ACH-000037,0.058862307325900004
ACH-000039,-0.295710447844
ACH-000040,-0.00367296555197
ACH-000041,-0.23723054727899998
ACH-000042,-0.0147257907521
ACH-000045,-0.17179592736
ACH-000047,0.0588773498288
ACH-000052,0.219724938617
ACH-000053,-0.0416658261027
ACH-000054,-0.10931848121400001
ACH-000055,0.0703953149706
ACH-000060,-0.204272674687
ACH-000067,-0.213997009415
ACH-000070,0.172483851677
ACH-000075,0.190075442587
ACH-000078,-0.0594423842324
ACH-000082,0.0642457069153
ACH-000085,-0.0968773487414
ACH-000086,0.0024961311370700003
ACH-000087,0.106526489583
ACH-000092,-0.24892360658799997
ACH-000095,-0.0903505069176
ACH-000097,-0.0800463300959
ACH-000098,-0.021734891175599996
ACH-000099,-0.038256652224900004
ACH-000108,0.06315735697949999
ACH-000113,-0.166667285853
ACH-000115,-0.13866110957
ACH-000116,-0.0561914341921
ACH-000118,-0.0188258201603
ACH-000120,0.11365473717800001
ACH-000123,0.0527594233976
ACH-000127,-0.04981669094959999
ACH-000128,-0.260245508091
ACH-000132,-0.0868645897645
ACH-000133,-0.019681265657999998
ACH-000137,0.055445455995
ACH-000138,-0.10066981216
ACH-000142,-0.0311432265462
ACH-000143,-0.122278418381
ACH-000146,0.00918592200883
ACH-000148,0.07336228077939999
ACH-000150,-0.08069482603110001
ACH-000152,0.0902651111743
ACH-000153,0.155041130478
ACH-000159,-0.057540961422499995
ACH-000160,-0.014504104991
ACH-000163,-0.141258893386
ACH-000167,-0.08612117574799999
ACH-000168,-0.052898571108999995
ACH-000169,0.0143179980773
ACH-000178,0.0172816010407
ACH-000182,-0.07732317007119999
ACH-000183,-0.191882579566
ACH-000188,-0.0360247060694
ACH-000189,-0.120568088234
ACH-000190,-0.10601878113
ACH-000198,-0.0663501937764
ACH-000204,-0.170535021523
ACH-000206,-0.192061658763
ACH-000207,-0.0219952531238
ACH-000211,-0.0174292450722
ACH-000215,-0.155053071736
ACH-000221,-0.181475948911
ACH-000222,-0.0907551932295
ACH-000223,-0.046601063246599995
ACH-000226,-0.045904414899399996
ACH-000227,0.03467325628430001
ACH-000228,0.158991180558
ACH-000231,-0.014049175887899999
ACH-000232,-0.149741728878
ACH-000233,-0.00607918283162
ACH-000234,-0.265882535578
ACH-000235,-0.10864237695699999
ACH-000237,-0.0555112056379
ACH-000238,-0.146119542522
ACH-000243,-0.0432839038784
ACH-000244,0.0333087071018
ACH-000246,-0.104308452746
ACH-000248,-0.04778392126619999
ACH-000250,-0.0895358083091
