,C5AR1 (728)
ACH-000004,-0.145808630988
ACH-000007,0.160951197125
ACH-000009,-0.180276709801
ACH-000011,0.11645605557600001
ACH-000012,-0.0342831075179
ACH-000013,-0.20648358939199998
ACH-000014,-0.0387851262813
ACH-000015,-0.146528386424
ACH-000017,-0.1434760138
ACH-000018,-0.0109074687711
ACH-000019,0.0206758890674
ACH-000021,-0.037481554797300004
ACH-000022,-0.006569014231810001
ACH-000025,0.212121272106
ACH-000028,-0.0581096921134
ACH-000030,-0.251826310615
ACH-000035,-0.139972845012
ACH-000036,0.17708709761799998
ACH-000037,0.23150605483199999
ACH-000039,-0.0511460620732
ACH-000040,0.123335428419
ACH-000041,0.195232807368
ACH-000042,0.028007226367900005
ACH-000045,-0.0632683065575
ACH-000047,-0.109128639015
ACH-000052,0.0235970395883
ACH-000053,-0.445765347954
ACH-000054,-0.106133531526
ACH-000055,-0.0176658102802
ACH-000060,0.218945786404
ACH-000067,0.09147256850980001
ACH-000070,0.0211483462563
ACH-000075,-0.055091441911500005
ACH-000078,-0.0669311878356
ACH-000082,0.052973127005500005
ACH-000085,0.0775797544216
ACH-000086,-0.077267466024
ACH-000087,-0.21384919555999998
ACH-000092,0.018178581691700002
ACH-000095,-0.106139891219
ACH-000097,-0.090884385895
ACH-000098,-0.17802219905000002
ACH-000099,-0.137848493509
ACH-000108,-0.0580579581172
ACH-000113,0.006821892334470001
ACH-000115,-0.19746965153999999
ACH-000116,0.000422870665362
ACH-000118,-0.0690265297266
ACH-000120,-0.063119736463
ACH-000123,-0.0381948706959
ACH-000127,-0.07601728677910001
ACH-000128,0.08125168514610001
ACH-000132,0.0731436594874
ACH-000133,-0.119058703117
ACH-000137,0.056695486138599996
ACH-000138,-0.271708254798
ACH-000142,-0.225632354993
ACH-000143,-0.00502309538761
ACH-000146,-0.10612469633300001
ACH-000148,0.0610202798228
ACH-000150,0.0328668354208
ACH-000152,-0.14790912455900002
ACH-000153,-0.0438747487289
ACH-000159,-0.150909770919
ACH-000160,-0.0302845259218
ACH-000163,-0.0151746397482
ACH-000167,0.19175961425500002
ACH-000168,-0.183899094142
ACH-000169,0.107146362674
ACH-000178,-0.114814590341
ACH-000182,-0.050575635307900005
ACH-000183,0.17441562876
ACH-000188,-0.062201442691199996
ACH-000189,-0.254002444877
ACH-000190,-0.0414636932391
ACH-000198,-0.16604486384
ACH-000204,0.18989616657400002
ACH-000206,0.0153224408702
ACH-000207,-0.25194928002300004
ACH-000211,0.00166355900799
ACH-000215,0.0615190004875
ACH-000221,-0.13265611041
ACH-000222,0.0840301518842
ACH-000223,-0.013043876987100002
ACH-000226,0.14065249192399998
ACH-000227,-0.10762521117999999
ACH-000228,-0.131011735304
ACH-000231,0.08663536598430001
ACH-000232,0.10413126598200001
ACH-000233,-0.0316730534848
ACH-000234,0.08349862274280001
ACH-000235,-0.0687788128807
ACH-000237,-0.120901320528
ACH-000238,-0.0135040853831
ACH-000243,-0.024324496022700003
ACH-000244,0.19843463867699998
ACH-000246,-0.0858014990182
ACH-000248,0.16820312167399998
ACH-000250,-0.0585354080279
ACH-000251,-0.1951862053
ACH-000253,-0.0750530873619
ACH-000255,-0.11799364803300001
ACH-000256,0.194953106152
ACH-000257,-0.233456015504
ACH-000258,-0.0115481036136
ACH-000259,-0.0646133314274
ACH-000260,-0.108991978085
ACH-000261,-0.0357483096446
ACH-000262,-0.274994575989
ACH-000263,-0.0629351720538
ACH-000264,0.12284035424100001
ACH-000265,-0.104577271346
ACH-000266,-0.0530803855279
ACH-000272,0.19325057261300002
ACH-000273,-0.0066281236226199995
ACH-000274,0.018162453194599998
ACH-000277,0.0861696580819
ACH-000278,0.0064118825612899995
ACH-000279,0.0137945599893
ACH-000280,-0.041551451881400005
ACH-000281,0.10690293318600001
ACH-000288,0.0821978830849
ACH-000291,-0.137705326226
ACH-000293,-0.0328072620574
ACH-000294,-0.27194317418999997
ACH-000295,-0.019235468024200002
ACH-000296,0.321088930968
ACH-000302,-0.38151893428499994
ACH-000304,0.217020159317
ACH-000307,0.053958317146199995
ACH-000308,-0.209361325423
ACH-000310,-0.24470470366099997
ACH-000311,0.005737714243710001
ACH-000312,-0.0447723763518
ACH-000315,-0.40700709446500005
ACH-000316,0.22700747085
ACH-000317,-0.020813502098599997
ACH-000318,-0.142204396156
ACH-000319,-0.103319860501
ACH-000320,-0.173326451386
ACH-000322,-0.046343816372300006
ACH-000323,-0.143420834961
ACH-000324,-0.122610701785
ACH-000329,0.048257454238
ACH-000330,0.0663531817215
ACH-000331,0.22044204991500002
ACH-000332,-0.010876140166
ACH-000334,0.16901923594
ACH-000335,0.152401933555
ACH-000336,-0.08798694780449999
ACH-000337,0.0445903321027
ACH-000339,-0.0652055014692
ACH-000341,0.0398030406021
ACH-000348,-0.0869247280255
ACH-000350,0.00576831631832
ACH-000352,-0.0267594281607
ACH-000356,0.169783821992
ACH-000361,-0.240939851378
ACH-000362,0.04557525024680001
ACH-000363,0.0038272448723
ACH-000364,-0.148639625528
ACH-000365,-0.152467042109
ACH-000366,-0.145085930958
ACH-000368,0.16056675817
ACH-000374,-0.015113936908200001
ACH-000375,0.0122207403709
ACH-000376,0.0140708044652
ACH-000381,0.0883583712782
ACH-000383,-0.113018765204
ACH-000387,0.00517258247374
ACH-000389,-0.0339440997507
ACH-000390,0.03367160996
ACH-000393,-0.124138367645
ACH-000395,-0.18293994622600002
ACH-000397,-0.126974290106
ACH-000401,0.179672753779
ACH-000402,-0.20476017098299998
ACH-000403,0.13544498162799998
ACH-000404,-0.10855568317500001
ACH-000406,-0.0868084375757
ACH-000407,-0.0544483419794
ACH-000408,-0.012587344686700001
ACH-000410,-0.07310112222960001
ACH-000411,-0.0331989622749
ACH-000414,0.040984025985800004
ACH-000415,0.0763158555061
ACH-000416,-0.0599715078423
ACH-000420,-0.053428360296
