,GAPDH (2597)
ACH-000004,-1.0966023275399999
ACH-000007,-1.1747023346799998
ACH-000009,-1.01757428154
ACH-000011,-1.11525283591
ACH-000012,-1.25710081888
ACH-000013,-0.769108287182
ACH-000014,-1.46550089106
ACH-000015,-1.31035516694
ACH-000017,-1.22537570127
ACH-000018,-1.33475743086
ACH-000019,-0.928589616242
ACH-000021,-1.25974586283
ACH-000022,-1.2781509482
ACH-000025,-1.32842242843
ACH-000028,-1.18975742291
ACH-000030,-1.0873641061
ACH-000035,-1.31189425946
ACH-000036,-1.2285439145100001
ACH-000037,-0.91393427564
ACH-000039,-1.2396571388600002
ACH-000040,-1.62332520989
ACH-000041,-1.23446517025
ACH-000042,-1.27395791291
ACH-000045,-0.980858301232
ACH-000047,-0.910246908847
ACH-000052,-1.28770964249
ACH-000053,-0.952605976112
ACH-000054,-1.4297730751700002
ACH-000055,-1.48053904454
ACH-000060,-1.29468652498
ACH-000067,-1.10348440686
ACH-000070,-1.37664639607
ACH-000075,-1.37345960336
ACH-000078,-1.16360028755
ACH-000082,-0.8179195126000001
ACH-000085,-1.03325611796
ACH-000086,-1.1712612059799998
ACH-000087,-1.24403398453
ACH-000092,-1.0494197309
ACH-000095,-1.43950072025
ACH-000097,-0.885893498784
ACH-000098,-1.4131452667299997
ACH-000099,-1.25999576794
ACH-000108,-1.2272728453100001
ACH-000113,-1.3099972923999998
ACH-000115,-1.06428780792
ACH-000116,-1.08493991838
ACH-000118,-0.8976117913689999
ACH-000120,-1.0984706576999999
ACH-000123,-1.22932629318
ACH-000127,-1.24423052929
ACH-000128,-1.4820158662799998
ACH-000132,-1.19703479642
ACH-000133,-1.32526210104
ACH-000137,-1.49056338544
ACH-000138,-1.28098540051
ACH-000142,-1.23281059962
ACH-000143,-1.2495902882899999
ACH-000146,-1.50906462441
ACH-000148,-1.5824387800600002
ACH-000150,-1.48732290824
ACH-000152,-1.19924250126
ACH-000153,-1.1617015634399999
ACH-000159,-0.964350249102
ACH-000160,-1.16073843908
ACH-000163,-1.48312160727
ACH-000167,-1.29037632423
ACH-000168,-0.976078508863
ACH-000169,-1.2382755319299998
ACH-000178,-1.15677005106
ACH-000182,-0.988190700213
ACH-000183,-1.29860659204
ACH-000188,-1.0730800079
ACH-000189,-1.5004535821
ACH-000190,-1.27213914336
ACH-000198,-1.1221535338
ACH-000204,-1.20565573903
ACH-000206,-1.35297400629
ACH-000207,-1.27540141523
ACH-000211,-1.36318057937
ACH-000215,-1.59248771098
ACH-000221,-1.07950016239
ACH-000222,-1.00018831577
ACH-000223,-0.872531741302
ACH-000226,-1.32867875073
ACH-000227,-1.55223272262
ACH-000228,-1.0905464353899998
ACH-000231,-1.3461107985799998
ACH-000232,-1.30766163834
ACH-000233,-1.4363940247
ACH-000234,-1.14601521317
ACH-000235,-1.24149146419
ACH-000237,-1.24802346787
ACH-000238,-0.9329892970720001
ACH-000243,-0.985550173849
ACH-000244,-1.4906204574700002
ACH-000246,-1.10320628951
ACH-000248,-1.25779131206
ACH-000250,-1.24413277917
ACH-000251,-1.06713559287
ACH-000253,-1.4219529184600002
ACH-000255,-1.1502403266399999
ACH-000256,-1.51014683754
ACH-000257,-1.4109371507
ACH-000258,-1.60040949236
ACH-000259,-1.22458239835
ACH-000260,-1.22468528454
ACH-000261,-1.46852741541
ACH-000262,-1.16762562067
ACH-000263,-1.2467603636
ACH-000264,-1.11660339259
ACH-000265,-0.860739662017
ACH-000266,-1.05704106091
ACH-000272,-1.1584519615200002
ACH-000273,-1.39293635966
ACH-000274,-1.54661260186
ACH-000277,-0.7776145668800001
ACH-000278,-1.1058455074200002
ACH-000279,-1.3884084871399998
ACH-000280,-1.27249060632
ACH-000281,-0.976588831836
ACH-000288,-1.32053262963
ACH-000291,-0.959470980204
ACH-000293,-1.08052615204
ACH-000294,-1.4303435456
ACH-000295,-1.41051177232
ACH-000296,-1.4333143435299998
ACH-000302,-1.01159869236
ACH-000304,-1.09832373785
ACH-000307,-1.0576697322600002
ACH-000308,-1.05492496129
ACH-000310,-1.30816638286
ACH-000311,-1.2262923888500001
ACH-000312,-1.06830794586
ACH-000315,-1.30439875366
ACH-000316,-1.47642402338
ACH-000317,-1.46429289179
ACH-000318,-0.8855183050900001
ACH-000319,-1.31588764924
ACH-000320,-1.1437924481
ACH-000322,-1.75204510123
ACH-000323,-1.55281953419
ACH-000324,-1.0647285740799999
ACH-000329,-1.55365775482
ACH-000330,-0.9647741756370001
ACH-000331,-1.06379394506
ACH-000332,-1.08023283079
ACH-000334,-1.17905473899
ACH-000335,-1.36151023954
ACH-000336,-1.47720362373
ACH-000337,-1.0
ACH-000339,-1.44154141641
ACH-000341,-1.18141030133
ACH-000348,-1.52157609604
ACH-000350,-1.29964458691
ACH-000352,-0.872285075294
ACH-000356,-1.1625639260299998
ACH-000361,-1.20464622354
ACH-000362,-1.0135362345
ACH-000363,-0.913072405798
ACH-000364,-0.948650893216
ACH-000365,-1.16691539013
ACH-000366,-1.15806647891
ACH-000368,-1.6013130736
ACH-000374,-1.3367286236700002
ACH-000375,-1.27137959739
ACH-000376,-1.35650415545
ACH-000381,-0.968336780627
ACH-000383,-1.31360587714
ACH-000387,-1.2687955366299999
ACH-000389,-1.14792962397
ACH-000390,-1.16533140565
ACH-000393,-1.2628349271400001
ACH-000395,-1.4858823454299999
ACH-000397,-0.978985421639
ACH-000401,-1.55396668753
ACH-000402,-1.3971631504
ACH-000403,-1.20637416803
ACH-000404,-1.44163979933
ACH-000406,-1.47540311911
ACH-000407,-1.15133949307
ACH-000408,-1.03042128777
ACH-000410,-1.18878205779
ACH-000411,-1.03615872493
ACH-000414,-0.977344102977
ACH-000415,-1.22603102431
ACH-000416,-1.28163845518
ACH-000420,-1.25470498982
ACH-000421,-1.0495897585299998
ACH-000424,-1.3166785127200002
ACH-000425,-1.23916109579
ACH-000426,-1.23033311323
ACH-000427,-1.07011601739
ACH-000433,-1.06661343108
ACH-000436,-1.11587908707
ACH-000444,-1.14003626027
ACH-000445,-1.33009504177
ACH-000448,-1.25236958109
ACH-000450,-1.24694095348
ACH-000452,-1.11170058662
ACH-000454,-0.9513014267100001
ACH-000458,-1.0522399158600002
ACH-000459,-0.9763009355110001
ACH-000460,-1.1424932644299999
ACH-000461,-0.770016402096
ACH-000463,-1.13722430229
ACH-000464,-1.58999358337
ACH-000466,-1.12395349861
ACH-000467,-1.14934455348
ACH-000468,-1.20544314256
ACH-000469,-1.32978563992
ACH-000470,-1.33540671805
ACH-000471,-1.27158835763
ACH-000472,-1.27139304786
ACH-000473,-1.0449775394299998
ACH-000475,-1.3526333594100002
ACH-000476,-1.0197250070100001
ACH-000477,-1.2043192180600002
ACH-000480,-0.844231396208
ACH-000481,-1.2168867131399999
ACH-000483,-1.1316266778200001
ACH-000484,-1.4043149816799998
ACH-000485,-1.38699712435
ACH-000486,-1.11015617174
ACH-000487,-1.2640983975799998
ACH-000488,-1.1393400066600001
ACH-000490,-1.00575227681
ACH-000491,-1.6140100420399999
ACH-000495,-1.25619503699
ACH-000496,-1.2356184755700002
ACH-000499,-1.1611340994600001
ACH-000500,-1.62251719152
ACH-000502,-1.15677439113
ACH-000503,-1.0788005651
ACH-000505,-1.2415683734
ACH-000507,-1.0544446108399999
ACH-000510,-1.13102201186
ACH-000511,-1.1458864790999999
ACH-000512,-1.0851814098700001
ACH-000516,-1.296517874
ACH-000517,-1.25338818375
ACH-000518,-1.1907728501100001
ACH-000520,-1.4701428591499999
ACH-000521,-1.28596601672
ACH-000522,-1.4401280620200003
ACH-000524,-0.7858347485330001
ACH-000527,-0.958552789461
ACH-000528,-0.675669333327
ACH-000537,-1.13537073126
ACH-000541,-1.21962019185
ACH-000542,-1.2307678426000002
ACH-000544,-1.17058807043
ACH-000545,-1.15178147563
ACH-000547,-0.9057058823659999
ACH-000548,-1.11958316303
ACH-000549,-0.9528715823989999
ACH-000550,-1.39831947076
ACH-000552,-1.1194745188
ACH-000556,-1.18639618345
ACH-000557,-1.10256174625
ACH-000570,-1.37405360475
ACH-000571,-1.85222356469
ACH-000573,-1.19817461567
ACH-000576,-1.21332318312
ACH-000580,-1.4725693287700001
ACH-000584,-1.2077329066700002
ACH-000585,-1.06988211112
ACH-000588,-1.35323521489
ACH-000589,-1.24991873926
ACH-000591,-1.70603753104
ACH-000593,-1.19598903234
ACH-000600,-1.0489704241
ACH-000601,-1.1435542797799998
ACH-000604,-1.24902319064
ACH-000605,-1.33179845575
ACH-000606,-1.11591431605
ACH-000608,-1.32032312744
ACH-000614,-1.09276292093
ACH-000616,-1.08998809083
ACH-000618,-1.0211778006899999
ACH-000619,-1.09302652206
ACH-000620,-1.2530113744
ACH-000621,-1.52972774479
ACH-000622,-1.04342391866
ACH-000623,-1.3593888303400001
ACH-000624,-1.30391296846
ACH-000627,-1.24674093135
ACH-000630,-1.16871500545
ACH-000632,-1.3684588917200002
ACH-000633,-1.12755170065
ACH-000637,-1.23281395351
ACH-000638,-1.17623853612
ACH-000646,-0.963080016993
ACH-000647,-1.1569421122399999
ACH-000648,-1.5348372560899999
ACH-000649,-1.3774693188999998
ACH-000651,-1.10992028007
ACH-000652,-1.2385570857200001
ACH-000653,-1.32718189888
ACH-000657,-1.2556530265
ACH-000658,-0.912296974104
ACH-000661,-1.13804517345
ACH-000662,-1.77258573338
ACH-000663,-0.97950763169
ACH-000665,-1.35389643739
ACH-000671,-1.1337210226899999
ACH-000673,-1.42601872456
ACH-000676,-1.388916993
ACH-000677,-0.8231381961740001
ACH-000681,-1.1784524858299998
ACH-000682,-1.07444000739
ACH-000683,-1.55384993132
ACH-000684,-1.41058327803
ACH-000688,-1.29355748156
ACH-000693,-1.37980035361
ACH-000694,-0.999441392878
ACH-000695,-1.17357897043
ACH-000696,-1.13342696639
ACH-000697,-1.3572264676499999
ACH-000699,-0.8587321280410001
ACH-000701,-1.08164156669
ACH-000706,-0.8684193971269999
ACH-000711,-1.3340393566
ACH-000713,-1.40601207044
ACH-000714,-1.40279522312
ACH-000718,-1.3215211200599999
ACH-000720,-1.18054057133
ACH-000721,-1.3084522654000001
ACH-000724,-0.750880372486
ACH-000725,-1.3168921799200002
ACH-000732,-0.867768946924
ACH-000734,-1.32867284619
ACH-000735,-1.34054386992
ACH-000736,-1.07147540728
ACH-000738,-1.15718034116
ACH-000746,-1.5002426028
ACH-000747,-1.10087570174
ACH-000748,-1.38804820724
ACH-000753,-1.2326991348899998
ACH-000756,-1.4021494737600002
ACH-000757,-1.0533355641700002
ACH-000758,-1.06429496062
ACH-000760,-1.33057324892
ACH-000763,-0.891067306664
ACH-000764,-1.18572936571
ACH-000765,-1.3493039354799998
ACH-000766,-1.20379082527
ACH-000767,-1.19627781325
ACH-000768,-1.19486552594
ACH-000769,-1.11187734674
ACH-000770,-1.02297575673
ACH-000771,-1.03069043206
ACH-000773,-1.16887880257
ACH-000776,-1.31027431344
ACH-000777,-1.1984627266799999
ACH-000778,-1.1399175489700002
ACH-000781,-1.03358792064
ACH-000782,-0.983479617523
ACH-000783,-1.22009531265
ACH-000784,-1.30401841497
ACH-000785,-1.22166143397
ACH-000787,-0.995344060562
ACH-000788,-1.3706247074200002
ACH-000791,-1.1827246619299998
ACH-000792,-1.19604566239
ACH-000794,-1.17328135615
ACH-000796,-1.17799834409
ACH-000799,-1.4346887271899997
ACH-000800,-1.13319745233
ACH-000802,-1.14171790049
ACH-000804,-1.22492785729
ACH-000805,-1.41316195704
ACH-000809,-1.0437763169299998
ACH-000810,-1.3629643082
ACH-000811,-1.3286322128899999
ACH-000817,-1.00862866466
ACH-000819,-1.2378795179200002
ACH-000820,-1.34589444722
ACH-000821,-1.0591879197299998
ACH-000822,-1.1787265119099999
ACH-000823,-1.1168201482
ACH-000824,-1.32069710879
ACH-000827,-1.40402864736
ACH-000829,-1.3157778824200002
ACH-000831,-1.15726199104
ACH-000832,-1.12077761572
ACH-000833,-1.09814938591
ACH-000834,-1.1693287773799999
ACH-000835,-1.0699751666500001
ACH-000836,-1.45627723788
ACH-000837,-0.906436798854
ACH-000838,-1.22095742566
ACH-000839,-1.06698877525
ACH-000840,-1.2182878139
ACH-000841,-1.30803265393
ACH-000843,-1.47553767782
