,DFFA (1676)
ACH-000004,-0.138071889638
ACH-000007,0.00289569543054
ACH-000009,-0.00514339082144
ACH-000011,0.06412241711109999
ACH-000012,0.10339206398800001
ACH-000013,0.0996207415447
ACH-000014,-0.19937956785900002
ACH-000015,0.0444166360256
ACH-000017,-0.0490928710366
ACH-000018,0.00368412867196
ACH-000019,0.138079188411
ACH-000021,-0.046732178252999995
ACH-000022,-0.048128203214800006
ACH-000025,-0.144961091191
ACH-000028,0.03531367443669999
ACH-000030,-0.0736916379529
ACH-000035,-0.254462831816
ACH-000036,0.050865638273900005
ACH-000037,0.0013631479217200001
ACH-000039,0.184059701697
ACH-000040,-0.304069870312
ACH-000041,-0.149768768396
ACH-000042,-0.137191082687
ACH-000045,0.15077652753100002
ACH-000047,0.0902155466166
ACH-000052,-0.16078395193199999
ACH-000053,-0.0497361711817
ACH-000054,-0.059641218107900004
ACH-000055,-0.0006258579257849999
ACH-000060,-0.304808095327
ACH-000067,-0.205240004105
ACH-000070,-0.147797530288
ACH-000075,0.0694028497041
ACH-000078,0.11190564599099999
ACH-000082,-0.0950980866811
ACH-000085,0.10161195949999999
ACH-000086,-0.08387013187760001
ACH-000087,-0.00809850677562
ACH-000092,-0.05588764099230001
ACH-000095,-0.11081812756699999
ACH-000097,-0.103181044527
ACH-000098,-0.107985538945
ACH-000099,0.09147417607200001
ACH-000108,-0.14895260434000002
ACH-000113,-0.0156905124
ACH-000115,-0.0366311638572
ACH-000116,-0.0717831130171
ACH-000118,0.0252673855033
ACH-000120,0.0283224949113
ACH-000123,0.081100342572
ACH-000127,0.028446214606499997
ACH-000128,-0.18156924079999998
ACH-000132,0.0413092941547
ACH-000133,-0.0774798451827
ACH-000137,0.0660954647226
ACH-000138,-0.066263263737
ACH-000142,0.14924474976500002
ACH-000143,0.190061406781
ACH-000146,-0.0803063584101
ACH-000148,-0.0014260016476500001
ACH-000150,-0.27490055357099996
ACH-000152,-0.10215420505
ACH-000153,-0.31068665362799996
ACH-000159,-0.0778674687292
ACH-000160,0.127593237681
ACH-000163,0.0321460324163
ACH-000167,0.145798692889
ACH-000168,-0.17506012800700002
ACH-000169,0.029925202685799998
ACH-000178,-0.22483749045600002
ACH-000182,0.0769898001721
ACH-000183,-0.17296707615200002
ACH-000188,-0.259214981916
ACH-000189,0.198847116651
ACH-000190,-0.16941697457899998
