,OR2AK2 (391191)
ACH-000004,0.262282678477
ACH-000007,0.0721767351791
ACH-000009,-0.0331567650031
ACH-000011,0.093856107334
ACH-000012,0.0836019389156
ACH-000013,0.202673727422
ACH-000014,0.0395335810483
ACH-000015,0.134834996701
ACH-000017,0.20639465850699998
ACH-000018,0.255104340755
ACH-000019,0.39101041581600005
ACH-000021,-0.011545413087
ACH-000022,0.0353854502967
ACH-000025,0.0719705094893
ACH-000028,0.170577353911
ACH-000030,0.111339157751
ACH-000035,0.23620934344099997
ACH-000036,0.16839627683
ACH-000037,0.107751750581
ACH-000039,0.20492668193100003
ACH-000040,-0.06806618912000001
ACH-000041,0.22046411650699999
ACH-000042,0.0702962435211
ACH-000045,0.136098971275
ACH-000047,0.258028165917
ACH-000052,0.18748742495999998
ACH-000053,0.0575562729282
ACH-000054,0.0622051201615
ACH-000055,0.227836449335
ACH-000060,0.247039377394
ACH-000067,0.123673282671
ACH-000070,0.14987674423800001
ACH-000075,0.206371025009
ACH-000078,0.0817321908688
ACH-000082,0.0963829486902
ACH-000085,0.16197748321699998
ACH-000086,0.193748285503
ACH-000087,0.231188733008
ACH-000092,0.16155526283399999
ACH-000095,0.157756041839
ACH-000097,0.19772332118299998
ACH-000098,0.0953467740959
ACH-000099,0.061559171507299996
ACH-000108,-0.005998782073850001
ACH-000113,0.17375901659499998
ACH-000115,0.151298408435
ACH-000116,0.025572221820400004
ACH-000118,0.030362227487499997
ACH-000120,0.074727725094
ACH-000123,0.0103865702718
ACH-000127,0.10659944445
ACH-000128,0.183886484411
ACH-000132,0.152652114369
ACH-000133,0.149471641583
ACH-000137,0.344968346405
ACH-000138,-0.00800558600677
ACH-000142,0.38031720564000004
ACH-000143,0.247328360071
ACH-000146,0.027614969289099997
ACH-000148,0.009802594855370002
ACH-000150,0.04175496684069999
ACH-000152,0.200573177723
ACH-000153,0.289508967016
ACH-000159,0.122477474836
ACH-000160,0.0643821352493
ACH-000163,0.161202462211
ACH-000167,-0.167385455944
ACH-000168,-0.0432297165983
ACH-000169,0.119750669834
ACH-000178,0.046916748519000004
ACH-000182,0.216877516574
ACH-000183,0.26601215329
ACH-000188,0.0927344333405
ACH-000189,0.351978637539
ACH-000190,0.0840592259151
ACH-000198,0.18479008975699998
ACH-000204,0.07745346162010001
ACH-000206,0.18996727937600003
ACH-000207,0.147623105654
ACH-000211,0.06376032514619999
ACH-000215,0.171445077214
ACH-000221,0.109824925201
ACH-000222,-0.118112151515
ACH-000223,0.120495291071
ACH-000226,0.149680072516
ACH-000227,0.230869646195
ACH-000228,0.218343213135
ACH-000231,0.161080713336
ACH-000232,-0.0953618117267
ACH-000233,-0.027140023572999997
ACH-000234,0.07212935557649999
ACH-000235,0.06606392499
ACH-000237,0.136152893817
ACH-000238,0.10220361460699999
ACH-000243,0.022035862031400004
ACH-000244,0.146683240273
ACH-000246,-0.0172365851552
ACH-000248,0.115141828858
ACH-000250,0.188252029612
ACH-000251,0.027581288085
ACH-000253,0.20322487051399998
ACH-000255,0.270142395306
ACH-000256,0.06476336702930001
ACH-000257,0.341724533066
ACH-000258,-0.252909400865
ACH-000259,0.09711901889789999
ACH-000260,0.0120990022575
ACH-000261,0.0403251192666
ACH-000262,0.22143034840999998
ACH-000263,0.20310684769600001
ACH-000264,0.24478405537300002
ACH-000265,0.143441641408
ACH-000266,-0.0457202662264
ACH-000272,0.12777578064099998
ACH-000273,0.060806697029999995
ACH-000274,0.127646847505
ACH-000277,0.0026272422151300003
ACH-000278,0.192845330219
ACH-000279,0.008941900335139998
ACH-000280,0.251472923697
ACH-000281,-0.129708785958
ACH-000288,0.044646034684
ACH-000291,0.111325490271
ACH-000293,0.250633311736
ACH-000294,0.0952303945916
ACH-000295,0.18629957736699998
ACH-000296,0.0581010197269
ACH-000302,0.180218477901
ACH-000304,0.20674775372600002
ACH-000307,0.147037067269
ACH-000308,0.0656107735404
ACH-000310,-0.23211222904399997
ACH-000311,0.00442463574518
ACH-000312,-0.09757501475080001
ACH-000315,0.130863280031
ACH-000316,0.19492198548
ACH-000317,-0.040807025052099995
ACH-000318,0.263070210156
ACH-000319,0.13463109117799998
ACH-000320,-0.167448853585
ACH-000322,0.0784267349065
ACH-000323,0.187602775576
ACH-000324,0.163851786358
ACH-000329,0.0874030665979
ACH-000330,0.19290280866
ACH-000331,0.16359248454199998
ACH-000332,0.0575433419952
ACH-000334,0.284557447846
ACH-000335,0.393367382168
ACH-000336,0.0700171716051
ACH-000337,0.27776643330899997
ACH-000339,0.0391749375276
ACH-000341,0.257510997417
ACH-000348,0.127902096513
ACH-000350,-0.021405427249799998
ACH-000352,0.20044133805599998
ACH-000356,0.337372655485
ACH-000361,0.0397314115431
ACH-000362,0.05397973011440001
ACH-000363,0.16890190951200001
ACH-000364,0.139980019441
ACH-000365,0.0318322115662
ACH-000366,0.0602387800452
ACH-000368,0.209488226729
ACH-000374,0.0905676159963
ACH-000375,0.161646820524
ACH-000376,0.147701993438
ACH-000381,0.0812858808146
ACH-000383,0.111305248688
ACH-000387,0.0614533353644
ACH-000389,0.07467622253930001
ACH-000390,0.21999189075300002
ACH-000393,0.08274677099830001
ACH-000395,-0.097832868377
ACH-000397,0.15270358032
ACH-000401,0.0560806824658
ACH-000402,-0.0708483808745
ACH-000403,0.00246243774522
ACH-000404,0.290971695521
ACH-000406,0.0533885088087
ACH-000407,0.251156692651
ACH-000408,-0.009470386063040001
ACH-000410,0.296611260973
ACH-000411,0.129992590215
ACH-000414,0.0608634505489
ACH-000415,0.19608136049199998
ACH-000416,0.15146590965
ACH-000420,0.11631527103299999
ACH-000421,0.219359414927
ACH-000424,0.297739875863
ACH-000425,0.148502630615
ACH-000426,0.314077513084
ACH-000427,0.39730587624200003
ACH-000433,0.15343237807399998
ACH-000436,0.08202371009039999
ACH-000444,0.183532617634
ACH-000445,0.28739785817200003
ACH-000448,0.0480194143601
ACH-000450,0.28719851377300004
ACH-000452,0.149110124859
ACH-000454,0.060805728302600004
ACH-000458,0.25637290540999996
ACH-000459,-0.048769783124
ACH-000460,-0.00102184154492
ACH-000461,0.175056058847
ACH-000463,-0.012635496999999999
ACH-000464,0.30083823236699997
ACH-000466,0.266776847327
ACH-000467,0.143290883165
ACH-000468,0.0711697384518
ACH-000469,0.21753579415399998
ACH-000470,0.0599925690705
ACH-000471,0.223065927096
ACH-000472,0.13043848309
ACH-000473,0.23382443122
ACH-000475,0.125693304288
ACH-000476,0.32839684485599996
ACH-000477,0.18677455498300002
ACH-000480,0.12484547528100001
ACH-000481,0.116833828753
ACH-000483,0.20446471471900002
