,RFPL4AL1 (729974)
ACH-000004,0.513985669063
ACH-000007,0.288986590803
ACH-000009,0.41918370589299997
ACH-000011,0.27515310013
ACH-000012,0.33054049100099997
ACH-000013,0.339281237272
ACH-000014,0.437234041986
ACH-000015,0.18573919753100002
ACH-000017,0.375907999893
ACH-000018,0.160833651987
ACH-000019,0.31987781494399997
ACH-000021,0.339165430929
ACH-000022,0.36228443243600006
ACH-000025,0.21047664835000002
ACH-000028,0.2305699071
ACH-000030,0.255644717668
ACH-000035,0.406714861729
ACH-000036,0.268437972375
ACH-000037,0.44368192868600004
ACH-000039,0.305559162215
ACH-000040,0.314978004846
ACH-000041,0.265582410489
ACH-000042,0.48389940733099995
ACH-000045,0.259672868056
ACH-000047,0.272006937555
ACH-000052,0.33100662409000003
ACH-000053,0.36372714806
ACH-000054,0.252340218301
ACH-000055,0.380226212863
ACH-000060,0.314307083611
ACH-000067,0.264683368116
ACH-000070,0.22308805989799999
ACH-000075,0.32329332926
ACH-000078,0.40388886079400005
ACH-000082,0.315173879848
ACH-000085,0.227304194762
ACH-000086,0.302879354573
ACH-000087,0.25105606951299997
ACH-000092,0.247495299349
ACH-000095,0.442812839041
ACH-000097,0.267397722906
ACH-000098,0.25767849218600003
ACH-000099,0.423979298151
ACH-000108,0.344057322628
ACH-000113,0.492459359438
ACH-000115,0.5606318774710001
ACH-000116,0.352133524005
ACH-000118,0.31783298491399997
ACH-000120,0.584457633367
ACH-000123,0.32023983505
ACH-000127,0.27571381264899997
ACH-000128,0.208005428847
ACH-000132,0.387736676932
ACH-000133,0.181142799218
ACH-000137,0.333409805431
ACH-000138,0.416023490524
ACH-000142,0.365904349546
ACH-000143,0.43194414726
ACH-000146,0.34126517170500004
ACH-000148,0.29463755165600003
ACH-000150,0.150129832193
ACH-000152,0.293175890686
ACH-000153,0.213391017322
ACH-000159,0.225847843059
ACH-000160,0.207199093505
ACH-000163,0.344963430156
ACH-000167,-0.030527809246
ACH-000168,0.185536145949
ACH-000169,0.208678073303
ACH-000178,0.23318370345800002
ACH-000182,0.205511321637
ACH-000183,0.237022982073
ACH-000188,0.341156607664
ACH-000189,0.576807715707
ACH-000190,0.39076119731200004
ACH-000198,0.23236533190699998
ACH-000204,0.189656955775
ACH-000206,0.41338396615999995
ACH-000207,0.363592460485
ACH-000211,0.328055646243
ACH-000215,0.408260132835
ACH-000221,0.373469926885
ACH-000222,0.380696738572
ACH-000223,0.276437164563
ACH-000226,0.3679369147
ACH-000227,0.304704878899
ACH-000228,0.43662099338
ACH-000231,0.377769764593
ACH-000232,0.266166339171
ACH-000233,0.215873429738
ACH-000234,0.319518610962
ACH-000235,0.229878352331
ACH-000237,0.30781698749
ACH-000238,0.314080711359
ACH-000243,0.372625432068
ACH-000244,0.21127377215
ACH-000246,0.198069781309
ACH-000248,0.37333812204000005
ACH-000250,0.233446997613
ACH-000251,0.291420283
ACH-000253,0.12426934205800001
ACH-000255,0.12166873130400001
ACH-000256,0.196539374935
ACH-000257,0.5305417218680001
ACH-000258,0.0410621650715
ACH-000259,0.352990519273
ACH-000260,0.40453615444700003
ACH-000261,0.173659787393
ACH-000262,0.252804824324
ACH-000263,0.439339973327
ACH-000264,0.29382062615800003
ACH-000265,0.24982921443000003
ACH-000266,0.33852833183
ACH-000272,0.24234706688000002
ACH-000273,0.382011463723
ACH-000274,0.253754221678
ACH-000277,0.19772477624600002
ACH-000278,0.335333989015
ACH-000279,0.323744748395
ACH-000280,0.330506043581
ACH-000281,0.410306880316
ACH-000288,0.404097019622
ACH-000291,0.373661757594
ACH-000293,0.383769368632
ACH-000294,0.401824524332
ACH-000295,0.231011249182
ACH-000296,0.325449555014
ACH-000302,-0.00568775388929
ACH-000304,0.391083575365
ACH-000307,0.399049267416
ACH-000308,0.289411995817
ACH-000310,0.344265821704
ACH-000311,0.362262288299
ACH-000312,0.41032761972599996
ACH-000315,0.39149330081600003
ACH-000316,0.35328888909199996
ACH-000317,0.272389599254
ACH-000318,0.32633675096299997
ACH-000319,0.26920321195700003
ACH-000320,0.47212736709200004
ACH-000322,0.34777185147100004
ACH-000323,0.280015997395
ACH-000324,0.423525623666
ACH-000329,0.18065897037099998
ACH-000330,0.248783781965
ACH-000331,0.391323358385
ACH-000332,0.162693150535
ACH-000334,0.249665471069
ACH-000335,0.38642489147
ACH-000336,0.33830933409100006
ACH-000337,0.308440527625
ACH-000339,0.140626081147
ACH-000341,0.17374471170699998
ACH-000348,0.249568300627
ACH-000350,0.397475399279
ACH-000352,0.150529803758
ACH-000356,0.315381765226
ACH-000361,0.32182044615899996
ACH-000362,0.180680843111
ACH-000363,0.23865129779599997
ACH-000364,0.22004364251800002
ACH-000365,0.35420459936099996
ACH-000366,0.13728926327500002
ACH-000368,0.305640505468
ACH-000374,0.32570302342199997
ACH-000375,0.39732100392499997
ACH-000376,0.281822802033
ACH-000381,0.415998326766
ACH-000383,0.396718004517
ACH-000387,0.335329441061
ACH-000389,0.289438456712
ACH-000390,0.261967713346
ACH-000393,0.211515208895
ACH-000395,0.0967057227142
ACH-000397,0.16151284700500002
ACH-000401,0.31627327996300003
ACH-000402,0.43371209193899996
ACH-000403,0.20950594988899998
ACH-000404,0.244816565097
ACH-000406,0.358932564651
ACH-000407,0.274494038916
ACH-000408,0.34885082801399997
ACH-000410,0.189103858626
ACH-000411,0.13903707560200002
ACH-000414,0.47263101657300005
ACH-000415,0.289947399804
ACH-000416,0.308335948236
ACH-000420,0.250038407999
ACH-000421,0.280089576486
ACH-000424,0.0464708660984
ACH-000425,0.107866422314
ACH-000426,0.34692722560999995
ACH-000427,0.17876401781
ACH-000433,0.516223145585
ACH-000436,0.384215014033
ACH-000444,0.17652092053500001
ACH-000445,0.320241841764
ACH-000448,0.16694502088500002
ACH-000450,0.188481978706
ACH-000452,0.44989927051399997
ACH-000454,0.217433783106
ACH-000458,0.35344778153800005
ACH-000459,0.245529174188
ACH-000460,0.31333901714699997
ACH-000461,0.293300570083
ACH-000463,0.34384523486699997
ACH-000464,0.46902618684299996
ACH-000466,0.226265233983
ACH-000467,0.298163427363
ACH-000468,0.41540171427100003
ACH-000469,0.329202720671
ACH-000470,0.406843633884
ACH-000471,0.35582834538
ACH-000472,0.242063302293
ACH-000473,0.5151171498730001
ACH-000475,0.271057463311
ACH-000476,0.397676944612
ACH-000477,0.295171552787
ACH-000480,0.38983004547600003
ACH-000481,0.369013337482
ACH-000483,0.247208960423
ACH-000484,0.403669535741
ACH-000485,0.353379456132
ACH-000486,0.21542406031199998
ACH-000487,0.40007591066799997
ACH-000488,0.311789054294
ACH-000490,0.301645997698
ACH-000491,0.480686326663
ACH-000495,0.220320001462
ACH-000496,0.39189892622100003
ACH-000499,0.591651783482
ACH-000500,0.504181708258
ACH-000502,0.351212754028
ACH-000503,0.48848652264799997
ACH-000505,0.239358221558
ACH-000507,0.217329893211
ACH-000510,0.239556930143
ACH-000511,0.42458361011
ACH-000512,0.173577237811
ACH-000516,0.21287669616500002
ACH-000517,0.410838378333
ACH-000518,0.244079470957
ACH-000520,0.240050564423
ACH-000521,0.37710398189000005
ACH-000522,0.377161575902
ACH-000524,0.25829462591499996
ACH-000527,0.167388801502
ACH-000528,0.244138225789
ACH-000537,0.390609353641
ACH-000541,0.219537471435
ACH-000542,0.126832227536
ACH-000544,0.49866506495499996
ACH-000545,0.224783286122
ACH-000547,0.5301041430210001
ACH-000548,0.352936274702
ACH-000549,0.32048914121
ACH-000550,0.376681059767
ACH-000552,0.26491744805100004
ACH-000556,0.363940248179
ACH-000557,0.42412586069799996
ACH-000570,0.303093315989
ACH-000571,0.28242951991
ACH-000573,0.36231436608400003
ACH-000576,0.351680223575
ACH-000580,0.339637970127
ACH-000584,0.47972047323
ACH-000585,0.19213518075999997
