,VARS2 (57176)
ACH-000621,-0.567889890673
ACH-000622,-0.6686933362340001
ACH-000623,-0.352270622034
ACH-000624,-0.359146235276
ACH-000627,-0.73700785228
ACH-000630,-1.01964672849
ACH-000632,-0.557586304199
ACH-000633,-1.41229959942
ACH-000637,-0.950755763199
ACH-000638,-0.7037944797419999
ACH-000646,-0.939064345845
ACH-000647,-0.837972726234
ACH-000648,-0.9237499537430001
ACH-000649,-0.821406231361
ACH-000651,-1.1473341025100001
ACH-000652,-0.8000780743189999
ACH-000653,-0.976670818911
ACH-000657,-0.787497301494
ACH-000658,-0.735442570989
ACH-000661,-0.6602012913199999
ACH-000662,-1.08986371284
ACH-000663,-0.708076110337
ACH-000665,-0.45542668584299995
ACH-000671,-1.03372524431
ACH-000673,-0.24929097206999998
ACH-000676,-1.04198080116
ACH-000677,-1.2074014342000001
ACH-000681,-0.699705842967
ACH-000682,-0.952930995487
ACH-000683,-0.691974516366
ACH-000684,-0.585816262261
ACH-000688,-0.7084561862980001
ACH-000693,-0.843547855774
ACH-000694,-0.865850842151
ACH-000695,-0.5313240425060001
ACH-000696,-0.8150837715479999
ACH-000697,-0.692660959729
ACH-000699,-0.609001462433
ACH-000701,-0.482293938756
ACH-000706,-0.864803578803
ACH-000711,-0.818835061434
ACH-000713,-0.885084439991
ACH-000714,-0.306136251837
ACH-000718,-0.722926356222
ACH-000720,-0.904772563592
ACH-000721,-1.2172672474700001
ACH-000724,-1.20947207713
ACH-000725,-0.528290374652
ACH-000732,-0.879155240744
ACH-000734,-1.17883304337
ACH-000735,-0.7913473677480001
ACH-000736,-0.47923005874799995
ACH-000738,-0.93448033561
ACH-000746,-1.07239399945
ACH-000747,-0.909010075108
ACH-000748,-0.307986462164
ACH-000753,-0.757105345672
ACH-000756,-0.766678714957
ACH-000757,-0.836079398828
ACH-000758,-0.745090964784
ACH-000760,-0.936083929966
ACH-000763,-0.658751055675
ACH-000764,-0.794414685228
ACH-000765,-0.779589223562
ACH-000766,-0.605031701361
ACH-000767,-0.730029111893
ACH-000768,-0.64703102217
ACH-000769,-0.5717670454630001
ACH-000770,-0.7212412760789999
ACH-000771,-0.666758105227
ACH-000773,-0.504710664579
ACH-000776,-0.7431656120919999
ACH-000777,-0.831091450254
ACH-000778,-0.604271869283
ACH-000781,-0.665282189485
ACH-000782,-0.855712526841
ACH-000783,-0.6288150335399999
ACH-000784,-0.9562375888779999
ACH-000785,-0.675594714727
ACH-000787,-0.7516126235100001
ACH-000788,-0.388432204318
ACH-000791,-0.6304021269100001
ACH-000792,-0.513726630906
ACH-000794,-0.82751449927
ACH-000796,-0.846269200009
ACH-000799,-0.501503483651
ACH-000800,-0.5999375665600001
ACH-000802,-0.8798704318289999
ACH-000804,-0.661503626083
ACH-000805,-0.5388761154439999
ACH-000809,-0.874025062145
ACH-000810,-0.45121540214199995
ACH-000811,-0.482678662667
ACH-000817,-0.7926896258499999
ACH-000819,-0.616874300783
ACH-000820,-1.13792420249
ACH-000821,-0.565538216886
ACH-000822,-0.559506156228
ACH-000823,-0.611770198918
ACH-000824,-0.490223698055
ACH-000827,-0.437561277685
ACH-000829,-0.6781805259100001
ACH-000831,-0.898825736824
ACH-000832,-0.844273443555
ACH-000833,-1.03561799223
ACH-000834,-0.950576856546
ACH-000835,-0.730859098404
ACH-000836,-1.24234420192
ACH-000837,-0.559378087118
ACH-000838,-0.541324194124
ACH-000839,-0.974409360186
ACH-000840,-0.677001619197
ACH-000841,-0.769110686576
ACH-000843,-0.5301827461699999
ACH-000846,-0.959246948943
ACH-000847,-0.7623990326219999
ACH-000848,-1.23563430246
ACH-000849,-0.788042307981
ACH-000851,-0.991572261172
ACH-000855,-0.8641688689820001
ACH-000856,-0.798960486421
ACH-000858,-1.03814853979
ACH-000859,-0.938562259339
ACH-000861,-0.6865761131199999
ACH-000862,-0.8291435226710001
ACH-000865,-0.852972527687
ACH-000866,-0.691619667879
ACH-000867,-0.37632804317
ACH-000869,-0.751508225369
ACH-000872,-0.531656554821
ACH-000873,-0.9112490110379999
ACH-000876,-0.8492334420100001
ACH-000878,-0.793567153191
ACH-000880,-0.531118119644
ACH-000881,-0.597463725081
ACH-000882,-0.710879528694
ACH-000884,-0.793659023274
ACH-000885,-0.780832543444
ACH-000887,-0.659775727715
ACH-000888,-0.8264942620990001
ACH-000889,-0.825236755966
ACH-000890,-0.5177569739819999
ACH-000896,-0.918551918055
ACH-000898,-0.836781342517
ACH-000900,-0.8587220430410001
ACH-000901,-0.614855416744
ACH-000905,-0.861400976048
ACH-000906,-0.787506135667
ACH-000907,-0.6860881979800001
ACH-000910,-1.00562299249
ACH-000911,-0.763580294426
ACH-000912,-0.791456106018
ACH-000913,-0.8683376270700001
ACH-000915,-0.920680255619
ACH-000916,-1.07819898179
ACH-000917,-0.7281793552600001
ACH-000921,-0.8376728770540001
ACH-000924,-0.926679224929
ACH-000926,-0.965128303039
ACH-000928,-0.446031065545
ACH-000929,-0.7673736495379999
ACH-000932,-1.0889537944299998
ACH-000935,-0.932189254357
ACH-000936,-0.949197058572
ACH-000937,-1.02893726951
ACH-000938,-0.881785338219
ACH-000939,-0.808916243559
ACH-000941,-0.800148920485
ACH-000943,-0.8635605229790001
ACH-000946,-0.903350587545
ACH-000947,-0.933463647604
ACH-000948,-0.8444154287540001
ACH-000950,-0.957654401956
ACH-000953,-0.458501565104
ACH-000957,-1.06310352424
ACH-000958,-0.5936778082899999
ACH-000960,-0.5472878813050001
ACH-000963,-1.11223045491
ACH-000968,-0.947564555599
ACH-000969,-1.31207788005
ACH-000973,-1.2532702210100002
ACH-000974,-0.758152355581
ACH-000975,-0.851516576284
ACH-000976,-0.8323307950309999
ACH-000978,-0.600310846905
ACH-000980,-0.816473185178
ACH-000984,-0.836125291584
ACH-000986,-0.9099335142649999
ACH-000988,-0.446259085914
ACH-000993,-0.614711152493
ACH-000994,-0.7684591141439999
ACH-000996,-0.566419501342
ACH-001001,-1.22169208622
ACH-001020,-0.743101455081
ACH-001028,-0.8230820896340001
ACH-001031,-0.612243401918
ACH-001038,-0.7762529854379999
ACH-001048,-0.648167045401
ACH-001050,-0.264244854223
ACH-001053,-0.6472008150240001
ACH-001054,-0.737502756134
ACH-001061,-0.837737282535
ACH-001067,-0.7143891644
ACH-001075,-0.786714560617
ACH-001096,-0.47086319214199995
ACH-001128,-0.8882479255689999
ACH-001134,-0.6806509106540001
ACH-001151,-0.484926262051
ACH-001163,-1.02818854653
ACH-001164,-0.663573922483
ACH-001173,-1.06648866933
ACH-001183,-0.969906971146
ACH-001184,-0.46723483181599995
ACH-001190,-0.566534694364
ACH-001192,-0.545702900661
ACH-001193,-0.8705691136489999
ACH-001196,-0.445550122971
ACH-001197,-0.667720227003
ACH-001205,-0.461952172172
ACH-001211,-0.555782037996
ACH-001212,-0.519428758057
ACH-001228,-0.679099674054
ACH-001232,-0.848059897666
ACH-001239,-0.866623108057
ACH-001274,-0.648628027495
ACH-001275,-0.801738809057
ACH-001277,-0.568789741725
ACH-001278,-0.780357757262
ACH-001280,-0.35374324332199997
ACH-001283,-0.6727498391879999
ACH-001289,-0.535891413528
ACH-001295,-0.09992660546070001
ACH-001300,-0.5254847081490001
ACH-001301,-0.363501922171
ACH-001302,-0.683498964554
ACH-001303,-0.752047006269
ACH-001306,-0.570739795927
ACH-001318,-0.9929473436220001
ACH-001322,-0.723143335814
ACH-001328,-0.891776451646
ACH-001332,-0.6761935145460001
ACH-001333,-0.869069652403
ACH-001336,-0.962142002029
ACH-001340,-0.46762718593099994
ACH-001346,-0.925945826198
ACH-001353,-0.437614826112
ACH-001354,-0.733190882375
ACH-001367,-1.1710177055
ACH-001368,-0.824681748819
ACH-001374,-0.960995718099
ACH-001375,-0.41871485109800005
ACH-001377,-0.419997389189
ACH-001380,-0.8113180294939999
ACH-001391,-0.47788745051299997
ACH-001407,-0.8593825682590001
ACH-001408,-0.800039747051
ACH-001413,-0.5007648138549999
ACH-001430,-0.6889421216509999
ACH-001431,-0.288940759937
ACH-001450,-1.01335812901
ACH-001496,-0.721796165024
ACH-001500,-0.8765570658349999
ACH-001521,-0.720006740258
ACH-001523,-0.953287457541
ACH-001532,-0.7031102250810001
ACH-001536,-0.356103453935
ACH-001550,-0.816157636489
ACH-001552,-0.666308074764
ACH-001554,-0.7648453794210001
ACH-001645,-0.47199109286200003
ACH-001654,-0.6721528847310001
ACH-001715,-0.575600955086
ACH-001735,-0.7726154925319999
ACH-001736,-0.862758192859
ACH-001737,-0.429974054918
ACH-001740,-0.401438514759
ACH-001745,-0.245585809952
ACH-001750,-0.631820728308
ACH-001765,-0.837030820425
ACH-001956,-0.17018445757599998
ACH-001957,-0.389232754394
