,LTV1 (84946)
ACH-000004,-0.7620669357369999
ACH-000007,-0.7589635373870001
ACH-000009,-0.693080625195
ACH-000011,-1.1369703761499999
ACH-000012,-0.7562936580859999
ACH-000013,-0.766711752014
ACH-000014,-0.9369459184110001
ACH-000015,-0.666126273623
ACH-000017,-0.8051067081100001
ACH-000018,-0.784573526196
ACH-000019,-0.8454104990000001
ACH-000021,-0.980482654843
ACH-000022,-0.8314437517059999
ACH-000025,-0.634222247694
ACH-000028,-0.831686065038
ACH-000030,-0.76493001872
ACH-000035,-0.560583234709
ACH-000036,-1.0312971320200002
ACH-000037,-1.04479915881
ACH-000039,-0.712224777998
ACH-000040,-0.9441489416259999
ACH-000041,-0.7271705542520001
ACH-000042,-0.759216811054
ACH-000045,-0.957236503467
ACH-000047,-0.962420124187
ACH-000052,-0.566120771325
ACH-000053,-1.00405437983
ACH-000054,-1.14390786424
ACH-000055,-0.769287182256
ACH-000060,-0.901339961075
ACH-000067,-0.611921613117
ACH-000070,-1.0575430914700001
ACH-000075,-1.09006693573
ACH-000078,-0.954426786672
ACH-000082,-1.35671637683
ACH-000085,-0.9636805252159999
ACH-000086,-0.65871256013
ACH-000087,-0.945121537208
ACH-000092,-0.8872442188330001
ACH-000095,-0.942934199181
ACH-000097,-1.0030309228799998
ACH-000098,-0.8765960839620001
ACH-000099,-0.703140909621
ACH-000108,-0.9949003823639999
ACH-000113,-0.8390956924169999
ACH-000115,-0.870126572519
ACH-000116,-0.763999043822
ACH-000118,-0.841474265038
ACH-000120,-0.8814294068299999
ACH-000123,-0.806902619673
ACH-000127,-1.04470374082
ACH-000128,-0.7433855920550001
ACH-000132,-1.0715886583499998
ACH-000133,-0.666405956522
ACH-000137,-0.922266095766
ACH-000138,-0.910879992791
ACH-000142,-0.824394163445
ACH-000143,-0.972226830993
ACH-000146,-0.8495244176629999
ACH-000148,-0.9362492219769999
ACH-000150,-0.730616626855
ACH-000152,-0.65089006393
ACH-000153,-0.934098362109
ACH-000159,-0.76969540126
ACH-000160,-1.06394046975
ACH-000163,-0.780986260424
ACH-000167,-1.29162298141
ACH-000168,-0.823442648811
ACH-000169,-0.8028013970710001
ACH-000178,-0.777742182319
ACH-000182,-0.750074295537
ACH-000183,-0.9572379131000001
ACH-000188,-0.948175967155
ACH-000189,-0.551006410877
ACH-000190,-0.9672600929430001
ACH-000198,-0.960374224484
ACH-000204,-0.876076958818
ACH-000206,-0.710373994753
ACH-000207,-0.861804150109
ACH-000211,-0.744224435604
ACH-000215,-0.996109437041
ACH-000221,-0.72662999772
ACH-000222,-0.934665430888
ACH-000223,-0.9745169272409999
ACH-000226,-1.0387248978
ACH-000227,-1.03797844295
ACH-000228,-0.731790315624
ACH-000231,-1.05719584835
ACH-000232,-0.8838038965889999
ACH-000233,-0.941283353204
ACH-000234,-0.9023471293369999
ACH-000235,-1.02738980923
ACH-000237,-0.8090751422
ACH-000238,-0.9086506521269999
ACH-000243,-0.866729334505
ACH-000244,-1.20039778935
ACH-000246,-0.8982462242929999
ACH-000248,-0.784502792069
ACH-000250,-0.9120736564859999
ACH-000251,-0.843441605459
ACH-000253,-1.06168032601
ACH-000255,-0.865436227649
ACH-000256,-0.980229301568
ACH-000257,-0.778082905747
ACH-000258,-1.28779352798
ACH-000259,-0.772779808055
ACH-000260,-0.996863656575
ACH-000261,-0.977417868485
ACH-000262,-0.800562321409
ACH-000263,-0.8140080622
ACH-000264,-1.07372435314
ACH-000265,-0.663768492667
ACH-000266,-0.8359319514620001
ACH-000272,-0.86725692214
ACH-000273,-1.04052917915
ACH-000274,-1.0690503264700002
ACH-000277,-1.0442095379
ACH-000278,-0.923118879227
ACH-000279,-0.988195708551
ACH-000280,-0.863620021698
ACH-000281,-1.07714553411
ACH-000288,-0.9348056308310001
ACH-000291,-0.8996774384559999
ACH-000293,-0.9943082266840001
ACH-000294,-0.680257845952
ACH-000295,-0.9837947955700002
ACH-000296,-0.843218251316
ACH-000302,-0.647930267619
ACH-000304,-0.500824401136
ACH-000307,-1.0049167939499999
ACH-000308,-0.979822363196
ACH-000310,-1.11939496074
ACH-000311,-0.911943338788
ACH-000312,-0.8842546606370001
ACH-000315,-0.931732857103
ACH-000316,-0.711530721972
ACH-000317,-1.1975117663
ACH-000318,-0.887566028884
ACH-000319,-0.682146045807
ACH-000320,-0.9821783986470001
ACH-000322,-0.6823086609960001
ACH-000323,-0.950024320845
ACH-000324,-0.727183188574
ACH-000329,-1.0738243812700001
ACH-000330,-0.7801312619490001
ACH-000331,-1.00205804763
ACH-000332,-0.9406665994460001
ACH-000334,-1.46393182204
ACH-000335,-0.927690173145
ACH-000336,-0.934329083456
ACH-000337,-0.756775525142
ACH-000339,-0.936071702546
ACH-000341,-0.998012882157
ACH-000348,-0.698971068239
ACH-000350,-1.14711102987
ACH-000352,-0.834107078875
ACH-000356,-0.632766646006
ACH-000361,-1.0031415887000001
ACH-000362,-0.7189915658600001
ACH-000363,-1.27055588138
ACH-000364,-0.8833626429070001
ACH-000365,-0.845545943926
ACH-000366,-0.817068545238
ACH-000368,-0.786998929587
ACH-000374,-0.584805224632
ACH-000375,-0.9051819385700001
ACH-000376,-0.914022719542
ACH-000381,-0.6430698949170001
ACH-000383,-0.793065645766
ACH-000387,-0.831302854531
ACH-000389,-1.17682765514
ACH-000390,-1.05736662574
ACH-000393,-1.0723535605299999
ACH-000395,-0.668135128159
ACH-000397,-0.8969653742829999
ACH-000401,-0.9829751471420001
ACH-000402,-0.7867298785619999
ACH-000403,-0.856907154043
ACH-000404,-0.69506634928
ACH-000406,-0.82515927482
ACH-000407,-0.9633406273999999
ACH-000408,-0.730669553695
ACH-000410,-0.974095714594
ACH-000411,-0.773202934367
ACH-000414,-0.989534925062
ACH-000415,-0.866341868213
ACH-000416,-0.859252334872
ACH-000420,-0.780372177544
ACH-000421,-0.750092445178
ACH-000424,-1.0700090626799998
ACH-000425,-0.919407439477
ACH-000426,-0.8325671260699999
