,DET1 (55070)
ACH-000362,-0.41613084027900005
ACH-000363,-0.0580746141665
ACH-000364,-0.0947818418531
ACH-000365,-0.176499550216
ACH-000366,-0.156041691251
ACH-000368,-0.341491776146
ACH-000374,-0.24043591430999997
ACH-000375,-0.691358927413
ACH-000376,-0.6082569064810001
ACH-000381,-0.8171392417710001
ACH-000383,-0.5045613648189999
ACH-000387,-0.268048140773
ACH-000389,-0.571026479346
ACH-000390,-0.7564941255940001
ACH-000393,-0.298878410895
ACH-000395,-0.46825568976000004
ACH-000397,0.00632307701073
ACH-000401,-1.1590349668200002
ACH-000402,-0.42284246270099995
ACH-000403,-0.16682826806700002
ACH-000404,-1.04775609186
ACH-000406,-0.328480661712
ACH-000407,-0.7944124301440001
ACH-000408,-0.25313564871800004
ACH-000410,-0.351791495438
ACH-000411,-0.506088228111
ACH-000414,-0.552501628809
ACH-000415,-0.0276528247236
ACH-000416,-0.404561087458
ACH-000420,-0.7816216388420001
ACH-000421,-0.328174513833
ACH-000424,-0.280913900451
ACH-000425,-0.629668303925
ACH-000426,-1.02905949933
ACH-000427,-0.833106445528
ACH-000433,-0.6864196216439999
ACH-000436,-1.01547498225
ACH-000444,-0.702303040096
ACH-000445,-0.5046596770539999
ACH-000448,-0.36505111763099996
ACH-000450,-0.5998613229950001
ACH-000452,-0.48499475776199996
ACH-000454,-0.396856509583
ACH-000458,-0.42629608028800003
ACH-000459,-0.31830825968299997
ACH-000460,0.0327777499671
ACH-000461,-0.609502102325
ACH-000463,-0.352987089091
ACH-000464,-0.61666818074
ACH-000466,0.00648462693984
ACH-000467,-0.598642082595
ACH-000468,-0.6032141542289999
ACH-000469,-0.650022914239
ACH-000470,-0.5953903002250001
ACH-000471,-0.109265517732
ACH-000472,-0.216610415748
ACH-000473,-0.5152534308250001
ACH-000475,-0.557021129065
ACH-000476,-0.461498272245
ACH-000477,-0.365197626231
ACH-000480,-0.483911700267
ACH-000481,-0.35526538288500004
ACH-000483,-0.432118331377
ACH-000484,-0.565042367181
ACH-000485,-0.911524744983
ACH-000486,-0.19010239360800002
ACH-000487,-0.389228398728
ACH-000488,-0.347038626326
ACH-000490,-0.0163967579824
ACH-000491,-0.917618348608
ACH-000495,-0.562691349502
ACH-000496,-0.355698548661
ACH-000499,-0.10281327382300001
ACH-000500,-0.146126546991
ACH-000502,-0.7551562710549999
ACH-000503,-0.445828234251
ACH-000505,-0.621020501852
ACH-000507,-0.7366405633759999
ACH-000510,-0.26689329334199996
ACH-000511,-0.7635113050419999
ACH-000512,-0.785765636696
ACH-000516,-0.262068669341
ACH-000517,-0.135010331327
ACH-000518,-0.528364819899
ACH-000520,-0.512348219298
ACH-000521,-0.499570747417
ACH-000522,-0.607439502841
ACH-000524,-0.519471231281
ACH-000527,-0.611765468851
ACH-000528,-0.385569182642
ACH-000537,-0.16720636961100002
ACH-000541,-0.774183838273
ACH-000542,-0.642593407794
ACH-000544,-0.865406404831
ACH-000545,-0.5556131912960001
ACH-000547,-0.319064939069
ACH-000548,-0.0779157715608
ACH-000549,-0.37901932126000004
ACH-000550,-0.8284527520530001
ACH-000552,-0.809221821258
ACH-000556,0.153549211384
ACH-000557,-0.333854483035
ACH-000570,-1.0103012235100002
ACH-000571,-0.141980889635
ACH-000573,-0.23012413717799998
ACH-000576,-0.887666555858
ACH-000580,-0.435486668204
ACH-000584,-0.160549901401
ACH-000585,0.0590684724654
ACH-000588,-0.53847520617
ACH-000589,-0.525608426279
ACH-000591,-0.37611095093900004
ACH-000593,-0.701311137549
ACH-000600,-0.595220317513
ACH-000601,-0.558812289438
ACH-000604,-0.775194828597
ACH-000605,-0.457032967791
ACH-000606,-0.260341607975
ACH-000608,-0.642355985909
ACH-000614,-0.877469733089
ACH-000616,-0.33979212718
ACH-000618,-0.157028966272
ACH-000619,-0.5366297933340001
ACH-000620,-0.5456497153190001
ACH-000621,-0.326977284951
ACH-000622,-0.430530163064
ACH-000623,-0.49875742065300005
ACH-000624,-0.167899586722
ACH-000627,-0.475149703595
ACH-000630,-0.826754268034
ACH-000632,-0.652780878481
ACH-000633,-0.42738859551799996
ACH-000637,-0.184261879667
ACH-000638,-0.175947480246
ACH-000646,-0.045137362976599996
ACH-000647,-0.33102073358399997
ACH-000648,-0.506969694951
ACH-000649,-0.740374932438
ACH-000651,-0.660184874086
ACH-000652,-0.812751266312
ACH-000653,-0.423863859135
ACH-000657,-0.07982726927889999
ACH-000658,-0.691959189417
ACH-000661,-0.459060709148
ACH-000662,-0.9303987279629999
ACH-000663,-0.311796822797
ACH-000665,-0.283179160616
ACH-000671,0.0797558450609
ACH-000673,-0.647367433497
ACH-000676,-0.462269983829
ACH-000677,-0.321243179622
ACH-000681,-0.718487015717
ACH-000682,-0.235302010676
ACH-000683,-0.49447735347599997
ACH-000684,-0.8865865347799998
ACH-000688,0.318418477027
ACH-000693,0.0258596611977
ACH-000694,-0.43519496502800004
ACH-000695,-0.260620235212
ACH-000696,-0.237263060816
ACH-000697,-0.6444336785729999
ACH-000699,-0.308132871064
ACH-000701,-0.42123899754
ACH-000706,-0.55037347403
ACH-000711,-0.9420678642120001
ACH-000713,-0.155341732844
ACH-000714,-0.360091326225
ACH-000718,-0.498253396888
ACH-000720,-0.62149484671
ACH-000721,-0.621212370765
ACH-000724,-0.261344855419
ACH-000725,-0.277183715816
ACH-000732,-0.414839518513
ACH-000734,-1.13259452251
ACH-000735,-0.5080482404209999
ACH-000736,-0.475338039884
ACH-000738,-0.21497187439100002
ACH-000746,-0.8898971780380001
ACH-000747,-0.187805772659
ACH-000748,-0.372503378913
ACH-000753,-0.339350720096
ACH-000756,-1.14504938137
ACH-000757,-0.430941154871
ACH-000758,0.04674642894640001
ACH-000760,-0.322909724311
ACH-000763,-0.398502794431
ACH-000764,-0.176479506466
ACH-000765,-0.411883847834
ACH-000766,-0.31380462582199997
ACH-000767,-0.276467945661
ACH-000768,-0.517271500467
ACH-000769,-0.752108468645
ACH-000770,-0.102369389824
ACH-000771,-0.18147230820000002
ACH-000773,-0.985033491454
ACH-000776,-0.8174646522669999
ACH-000777,-0.31559878728
ACH-000778,-0.330883064351
ACH-000781,-0.648843662654
ACH-000782,-0.7202377448080001
ACH-000783,-0.404083112177
ACH-000784,-0.5626798381600001
ACH-000785,-0.45222212462899997
ACH-000787,-0.613476179491
ACH-000788,-0.637386528606
ACH-000791,-0.44386990814099997
ACH-000792,-0.056469723701300004
ACH-000794,-0.229556934374
ACH-000796,-0.14798884892300002
ACH-000799,-0.520415595581
ACH-000800,-0.406504433991
ACH-000802,-0.297777566283
ACH-000804,-0.473867738449
ACH-000805,-0.6014838794080001
ACH-000809,-0.244898598258
ACH-000810,-0.615091830451
ACH-000811,-0.404980939023
ACH-000817,-0.608254866542
ACH-000819,-0.405761623486
ACH-000820,-0.161143534675
ACH-000821,-0.41188600717100005
ACH-000822,-1.17600800967
ACH-000823,-0.47549003790600003
ACH-000824,-0.7265281884639999
ACH-000827,-0.7453489294169999
ACH-000829,-0.117275653895
ACH-000831,-0.267701906941
ACH-000832,-0.404698826422
ACH-000833,-0.20783628449000002
ACH-000834,-0.565673915023
ACH-000835,-0.33777832345200004
ACH-000836,-0.183027993051
ACH-000837,-0.364946684402
ACH-000838,-0.98135879206
ACH-000839,-0.287958486742
ACH-000840,-0.45903411598899996
ACH-000841,-0.113077231503
ACH-000843,-0.15817043726299998
ACH-000846,-0.215109039601
ACH-000847,-0.395844547718
ACH-000848,-0.527423417635
ACH-000849,-0.44476222189
ACH-000851,-0.8742504075990001
ACH-000855,-0.0886637184609
ACH-000856,-0.36381709328699996
ACH-000858,-0.309174611238
ACH-000859,-0.30955065477
ACH-000861,-0.533053690924
ACH-000862,0.0122928512659
ACH-000865,-0.163660963553
ACH-000866,-0.221672370783
ACH-000867,-0.311186872826
ACH-000869,-0.717715503001
ACH-000872,-0.42407534103100003
ACH-000873,-0.379562419481
ACH-000876,-0.277943084701
ACH-000878,-0.35531011051399997
ACH-000880,-0.316605382842
ACH-000881,-0.562896989787
ACH-000882,-0.548971611424
ACH-000884,-1.0424263229200001
ACH-000885,-0.267808328331
ACH-000887,-0.191393445927
ACH-000888,-0.554740375033
ACH-000889,-0.508206026897
ACH-000890,-0.513431228405
ACH-000896,0.120669972607
ACH-000898,-0.322773107093
ACH-000900,-0.0977371324111
ACH-000901,-0.323560757675
ACH-000905,-0.22033832183000002
ACH-000906,-0.373536660577
ACH-000907,-0.9545469205689999
ACH-000910,-0.282435685942
ACH-000911,-0.35607802072899997
ACH-000912,-0.462368130677
ACH-000913,-0.318374859894
ACH-000915,-0.628162609432
ACH-000916,-0.666940312003
ACH-000917,-0.560908884016
ACH-000921,-0.343326411855
ACH-000924,-0.170565308951
ACH-000926,-0.805786978064
ACH-000928,-0.498333664534
ACH-000929,-0.278204757369
ACH-000932,-0.491646689049
ACH-000935,-0.374283891079
ACH-000936,-0.138180656683
ACH-000937,-0.323514558916
ACH-000938,-0.254102774701
ACH-000939,-0.343145606127
ACH-000941,-0.38517772054
ACH-000943,-0.300894118981
ACH-000946,-0.130843171871
ACH-000947,-0.195451099419
ACH-000948,-0.13472634527000002
ACH-000950,-0.510450461589
ACH-000953,-0.612469681643
ACH-000957,-0.7284624676629999
ACH-000958,-0.441963398189
ACH-000960,-0.312215734165
ACH-000963,-0.6873499592569999
ACH-000968,-0.335944440315
ACH-000969,-0.593443526083
ACH-000973,0.0476648275182
ACH-000974,-0.321984802378
ACH-000975,-0.281014487583
ACH-000976,-0.155923629936
ACH-000978,-0.299209753134
ACH-000980,-0.102878275703
ACH-000984,-0.616579393098
ACH-000986,-0.648319891746
ACH-000988,-0.207819971455
ACH-000993,-0.131650566007
ACH-000994,-0.358606208892
ACH-000996,-0.434421441497
ACH-001001,-0.245865233627
ACH-001020,-0.293768720916
ACH-001028,-0.331642003678
ACH-001031,0.0753647649277
ACH-001038,-0.269359535712
ACH-001048,0.265680497197
ACH-001050,-0.352296997171
ACH-001053,-0.318932201028
ACH-001054,-0.309200201534
ACH-001061,-0.34597502949299996
ACH-001067,-0.044266909207100004
ACH-001075,-0.539603525137
ACH-001096,-0.227765646308
ACH-001128,-0.392127746584
ACH-001134,-0.0954361208627
ACH-001151,-0.53097457037
ACH-001163,-0.6202827103090001
ACH-001164,-0.802166418933
ACH-001173,-0.361669804964
ACH-001183,-0.451631258833
ACH-001184,-0.406500044413
ACH-001190,-0.5647619569
ACH-001192,-0.341342448361
ACH-001193,-0.10708668204399999
ACH-001196,-0.334109829894
ACH-001197,-0.0620461318047
ACH-001205,0.166840625124
ACH-001211,-0.38515419963299996
ACH-001212,-0.657771886113
ACH-001228,-0.706064238855
ACH-001232,-0.721500416797
ACH-001239,-0.780530339182
ACH-001274,-0.367578128338
ACH-001275,-0.369577887297
ACH-001277,-0.26132941149
ACH-001278,-0.29970245543699997
ACH-001280,-0.12129056197100001
ACH-001283,-0.142085615712
ACH-001289,-0.479122534065
ACH-001295,0.0340723808517
ACH-001300,0.0088327413745
ACH-001301,-0.32572216738000004
ACH-001302,-0.348970277233
ACH-001303,-0.634170689671
ACH-001306,-0.137889644734
ACH-001318,-0.17555586450599997
ACH-001322,-0.148124379233
ACH-001328,-0.057351925602
ACH-001332,-0.47901184256499996
ACH-001333,-0.309568042218
ACH-001336,-0.218937507782
ACH-001340,-0.539348930062
ACH-001346,-0.194179158717
ACH-001353,-0.308439849045
ACH-001354,-0.536317033446
ACH-001367,-0.226923893411
ACH-001368,-0.191137647644
ACH-001374,-0.518630177172
ACH-001375,-0.15038648948
ACH-001377,-0.529026765324
ACH-001380,-0.7012944107279999
ACH-001391,-0.47625812156499997
ACH-001407,-0.582250740666
ACH-001408,-0.261846106427
ACH-001413,-0.361226307222
ACH-001430,-0.309427837321
ACH-001431,0.174336917126
ACH-001450,-0.173195522878
ACH-001496,-0.959873747077
ACH-001500,-0.5575331696760001
ACH-001521,-0.26364228337699996
ACH-001523,0.013572559299000002
ACH-001532,0.640350141876
ACH-001536,-0.6992654343019999
ACH-001550,-0.431919893834
ACH-001552,-0.628940264153
ACH-001554,-0.611941542606
ACH-001645,-0.334867200284
ACH-001654,-0.575680722552
ACH-001715,-0.745696671804
ACH-001735,-0.720883763739
ACH-001736,-0.5525526600890001
ACH-001737,-0.33266669459000003
ACH-001740,-0.16813528627500002
ACH-001745,-0.40690898596
ACH-001750,0.0989910849161
ACH-001765,-0.38882654467699995
ACH-001956,-0.411129882659
ACH-001957,-0.522181020209
