,WRAP53 (55135)
ACH-000004,-0.278324782699
ACH-000007,-0.42415462607
ACH-000009,-0.610941845211
ACH-000011,-0.61630680515
ACH-000012,-0.138484269008
ACH-000013,-0.209286817716
ACH-000014,-0.0234527195162
ACH-000015,-0.22114552508000002
ACH-000017,-0.46862278522699996
ACH-000018,-0.44774808338399996
ACH-000019,-0.398665102685
ACH-000021,-0.155240820253
ACH-000022,-0.271250350819
ACH-000025,-0.421191518395
ACH-000028,-0.42063042275799994
ACH-000030,-0.267922739916
ACH-000035,-0.5235885749620001
ACH-000036,-0.16995705188299998
ACH-000037,-0.392673442135
ACH-000039,-0.42115864316600005
ACH-000040,-0.7228506315979999
ACH-000041,-0.40937548360799997
ACH-000042,-0.534324574663
ACH-000045,-0.333248960585
ACH-000047,-0.24453253983800002
ACH-000052,-0.319702702202
ACH-000053,-0.234355545668
ACH-000054,-0.0102567634189
ACH-000055,-0.423286303139
ACH-000060,-0.577192975383
ACH-000067,-0.61350924521
ACH-000070,-0.252436572035
ACH-000075,-0.189983397692
ACH-000078,-0.401193892484
ACH-000082,-0.430197499776
ACH-000085,-0.282563448876
ACH-000086,-0.306751113236
ACH-000087,-0.5276647591520001
ACH-000092,-0.18436405592799998
ACH-000095,-0.323960588185
ACH-000097,-0.427914871712
ACH-000098,-0.44990030327799996
ACH-000099,-0.281997933898
ACH-000108,-0.336908545647
ACH-000113,-0.194910607413
ACH-000115,-0.147716100075
ACH-000116,-0.6392426898129999
ACH-000118,-0.458610197273
ACH-000120,-0.49462123986100004
ACH-000123,-0.290203830143
ACH-000127,-0.198088685309
ACH-000128,-0.048369710379
ACH-000132,-0.64070346301
ACH-000133,-0.452348317957
ACH-000137,-0.45877161185000004
ACH-000138,-0.427026454885
ACH-000142,-0.742240766685
ACH-000143,-0.620804368553
ACH-000146,-0.334888849925
ACH-000148,-0.45204794174400004
ACH-000150,-0.285849452886
ACH-000152,-0.440064435977
ACH-000153,0.020129652801400003
ACH-000159,-0.18606522724100003
ACH-000160,-0.37311201595
ACH-000163,-0.582751605757
ACH-000167,-0.18492709908
ACH-000168,-0.5609903601389999
ACH-000169,-0.25562359191399997
ACH-000178,-0.487979083262
ACH-000182,-0.452215984754
ACH-000183,-0.40551851167499997
ACH-000188,-0.586395953749
ACH-000189,-0.648625215563
ACH-000190,-0.31283757335
ACH-000198,-0.5074916831490001
ACH-000204,-0.377988558564
ACH-000206,-0.672643593984
ACH-000207,-0.28706818337699996
ACH-000211,-0.29142204294
ACH-000215,-0.34378434438100003
