,CSNK2B (1460)
ACH-000004,-1.12760322097
ACH-000007,-1.5409983872600002
ACH-000009,-1.16566651374
ACH-000011,-1.39240578268
ACH-000012,-1.5692175334799998
ACH-000013,-1.60905729764
ACH-000014,-1.17907437923
ACH-000015,-1.3893222526499998
ACH-000017,-1.41057434441
ACH-000018,-1.37496865286
ACH-000019,-1.70986826081
ACH-000021,-1.1365878097
ACH-000022,-1.06346062096
ACH-000025,-1.4519686089300001
ACH-000028,-1.27911952679
ACH-000030,-1.1076226897299999
ACH-000035,-1.6859009370200002
ACH-000036,-1.30377826383
ACH-000037,-1.1184127602200002
ACH-000039,-1.2599300442599999
ACH-000040,-1.0313428185
ACH-000041,-1.0724994104799999
ACH-000042,-1.4305458343700002
ACH-000045,-1.38316816477
ACH-000047,-1.21277184373
ACH-000052,-1.41251539133
ACH-000053,-1.38821940065
ACH-000054,-1.17475152616
ACH-000055,-1.22289090252
ACH-000060,-1.24581462025
ACH-000067,-1.20970614557
ACH-000070,-1.1943587182100002
ACH-000075,-1.4637890981400001
ACH-000078,-0.695578691575
ACH-000082,-1.2989515967899998
ACH-000085,-1.1216990375700002
ACH-000086,-1.32685604153
ACH-000087,-1.9776536623900003
ACH-000092,-1.27247344796
ACH-000095,-1.1348789580299998
ACH-000097,-1.66220762671
ACH-000098,-1.50246810856
ACH-000099,-1.12389055067
ACH-000108,-1.68718529407
ACH-000113,-1.2850712774200002
ACH-000115,-1.51350012269
ACH-000116,-1.3478776910899999
ACH-000118,-0.930114430327
ACH-000120,-1.31351721314
ACH-000123,-1.2934346941700001
ACH-000127,-1.5044089892899999
ACH-000128,-1.56650158891
ACH-000132,-1.62522479555
ACH-000133,-1.42123107724
ACH-000137,-1.61955295426
ACH-000138,-1.3368706047
ACH-000142,-1.28113069946
ACH-000143,-1.5928390110799997
ACH-000146,-1.0390272422700002
ACH-000148,-1.24264486611
ACH-000150,-1.08177991624
ACH-000152,-1.53067508111
ACH-000153,-0.831382979403
ACH-000159,-1.49989857899
ACH-000160,-0.8375725285240001
ACH-000163,-0.885233703318
ACH-000167,-1.29736354945
ACH-000168,-1.46643726597
ACH-000169,-1.4157817876499998
ACH-000178,-1.24921309207
