,HIST1H1B (3009)
ACH-000004,0.118022940856
ACH-000007,-0.186827478579
ACH-000009,0.0927008131769
ACH-000011,-0.019796041021599996
ACH-000012,0.038640683699800005
ACH-000013,0.149401780488
ACH-000014,-0.289535985483
ACH-000015,0.24154596048799998
ACH-000017,-0.230772193231
ACH-000018,0.0895294839427
ACH-000019,-0.156650358339
ACH-000021,0.09401156541950001
ACH-000022,-0.0366609600127
ACH-000025,-0.009967503563319999
ACH-000028,-0.140048633054
ACH-000030,0.163721943482
ACH-000035,-0.142972104504
ACH-000036,-0.12780906536800002
ACH-000037,0.293509116459
ACH-000039,-0.0880588056844
ACH-000040,0.0903861890158
ACH-000041,-0.0389683070464
ACH-000042,0.153223334283
ACH-000045,0.00254634589042
ACH-000047,0.25062211665899997
ACH-000052,-0.165587408596
ACH-000053,0.26177812092700004
ACH-000054,0.0464294012582
ACH-000055,0.0119823608112
ACH-000060,0.14576142273499998
ACH-000067,-0.021695862410200002
ACH-000070,0.09482788779489999
ACH-000075,0.373177522109
ACH-000078,0.171329789507
ACH-000082,-0.152797584014
ACH-000085,0.0338642158632
ACH-000086,-0.0123449877461
ACH-000087,0.145627666917
ACH-000092,0.11529081092499999
ACH-000095,0.105044658604
ACH-000097,-0.0547747966747
ACH-000098,-0.011110133642799998
ACH-000099,0.0290704149695
ACH-000108,0.20540660764600002
ACH-000113,0.10247147766100001
ACH-000115,0.0731834266564
ACH-000116,0.00106455612997
ACH-000118,-0.00857719885332
ACH-000120,-0.0641303045164
ACH-000123,-0.150827369747
ACH-000127,0.10246125519600001
ACH-000128,-0.0017757708851800001
ACH-000132,0.030287471164199997
ACH-000133,0.09684069561660001
ACH-000137,-0.110574050112
ACH-000138,0.07633793221239998
ACH-000142,0.0128028646647
ACH-000143,0.0773141221164
ACH-000146,-0.0415738622905
ACH-000148,0.0864838775859
ACH-000150,-0.011963467969899999
ACH-000152,0.22093384715
ACH-000153,0.182126756825
ACH-000159,0.0797379274161
ACH-000160,0.39858184477700004
ACH-000163,0.206928674778
ACH-000167,0.551863432191
ACH-000168,-0.20820755971000002
ACH-000169,-0.0581822531159
ACH-000178,0.0164725024571
ACH-000182,0.0503248293734
ACH-000183,-0.20482846629999998
ACH-000188,-0.045234392624399995
ACH-000189,-0.20157417073800002
ACH-000190,0.293131053259
ACH-000198,-0.592268568062
ACH-000204,0.15409332776100002
ACH-000206,-0.0781008342138
ACH-000207,-0.0185316877884
ACH-000211,0.0962712413898
ACH-000215,0.0651612561518
ACH-000221,0.122378002309
ACH-000222,0.00487693084914
ACH-000223,-0.0891050306383
ACH-000226,0.08665200159610001
ACH-000227,0.014239928528899999
ACH-000228,-0.06768571926900001
ACH-000231,0.09069168020919999
ACH-000232,0.252954026461
ACH-000233,-0.0652155938146
ACH-000234,-0.0206700006064
ACH-000235,-0.0401054080172
ACH-000237,0.045702066051199995
ACH-000238,0.10599813775599999
ACH-000243,0.00504133710157
ACH-000244,0.00429611658199
ACH-000246,-0.050309802305800004
ACH-000248,-0.0721363955064
ACH-000250,0.0361899642309
ACH-000251,-0.17406326717
ACH-000253,-0.0934501173293
ACH-000255,0.45212222717
ACH-000256,0.148982810195
ACH-000257,-0.0911393641205
ACH-000258,-0.12568802164
ACH-000259,0.0512879162302
ACH-000260,0.026638703388900002
ACH-000261,0.06707853202740001
ACH-000262,0.13831636793299998
ACH-000263,-0.13935968054700001
ACH-000264,0.066764468753
ACH-000265,0.178314598341
ACH-000266,0.0333878634469
ACH-000272,0.0669935691391
ACH-000273,0.1567316192
ACH-000274,0.193224045168
ACH-000277,-0.137923954256
ACH-000278,0.144067324824
ACH-000279,0.018418629166700003
ACH-000280,-0.129441520409
ACH-000281,-0.057101399961699995
ACH-000288,0.014555930029700001
ACH-000291,0.0519791518061
ACH-000293,0.11590192179000001
ACH-000294,0.236098453184
ACH-000295,-0.299199082867
ACH-000296,0.15655351142100002
ACH-000302,0.0440984576293
ACH-000304,-0.16155606709
ACH-000307,0.145634686524
ACH-000308,0.011215936157799998
ACH-000310,0.00582152623013
ACH-000311,0.11705448126199999
ACH-000312,0.20281537811
ACH-000315,-0.256502405866
ACH-000316,0.00452202269421
ACH-000317,0.048295891818
ACH-000318,0.04559538052709999
ACH-000319,-0.016563491346799998
ACH-000320,-0.0284578003762
ACH-000322,0.0667773603329
ACH-000323,-0.166886373181
ACH-000324,0.086621313666
ACH-000329,-0.111097086515
ACH-000330,0.063936687421
ACH-000331,0.03133319628
ACH-000332,0.010876440992399998
ACH-000334,-0.407065374484
ACH-000335,0.164193341072
ACH-000336,-0.209600006954
ACH-000337,0.19265935562800002
ACH-000339,0.128451461358
ACH-000341,0.178742734025
ACH-000348,0.19838887829
ACH-000350,0.21307679013300002
ACH-000352,0.0951003205232
ACH-000356,-0.109182379922
ACH-000361,-0.212831430134
ACH-000362,-0.140017106211
ACH-000363,-0.013653147092299998
ACH-000364,-0.00399549614195
ACH-000365,-0.110698172219
ACH-000366,0.0950216643777
ACH-000368,0.147164222447
ACH-000374,-0.124282186908
ACH-000375,0.14729093107000002
ACH-000376,0.17517842334699998
ACH-000381,0.259838771092
ACH-000383,0.08890049278300001
ACH-000387,-0.129689541558
ACH-000389,0.248882374996
ACH-000390,0.129914545958
ACH-000393,-0.0614447562
ACH-000395,0.19842501217300001
ACH-000397,0.0723924049246
ACH-000401,-0.023233705530500002
ACH-000402,0.0485277161283
ACH-000403,0.163900050963
ACH-000404,0.12211054483599999
ACH-000406,0.0028955490325900004
ACH-000407,0.0561332168325
ACH-000408,0.309872775168
ACH-000410,0.11525283108100001
ACH-000411,0.151797653343
ACH-000414,0.044412755863199996
ACH-000415,-0.0966881499776
ACH-000416,0.060112522037199995
ACH-000420,0.132772218014
ACH-000421,0.238235579637
ACH-000424,0.246433657796
ACH-000425,-0.0190300683523
ACH-000426,0.00782627204803
ACH-000427,0.06224489908980001
ACH-000433,-0.39266328526100003
ACH-000436,-0.09359412364360001
ACH-000444,0.0015914443272799998
ACH-000445,0.11962701154100001
ACH-000448,0.0726685902248
