,TIMM8B (26521)
ACH-000004,-0.17092948496100002
ACH-000007,-0.37867875523100003
ACH-000009,-0.147973951822
ACH-000011,-0.558137059504
ACH-000012,-0.29252154924699997
ACH-000013,-0.24529406719500002
ACH-000014,-0.12456565438799999
ACH-000015,-0.0752751083527
ACH-000017,-0.291698347591
ACH-000018,-0.24946051567299998
ACH-000019,-0.305499674445
ACH-000021,-0.175614087064
ACH-000022,-0.380179620457
ACH-000025,-0.22055364864500002
ACH-000028,-0.27752986547499997
ACH-000030,0.023708498805100002
ACH-000035,-0.110656676344
ACH-000036,-0.04438572801659999
ACH-000037,-0.670470706288
ACH-000039,-0.279329115999
ACH-000040,-0.36290306013499996
ACH-000041,-0.411671678556
ACH-000042,-0.213984607043
ACH-000045,-0.26303700996999996
ACH-000047,-0.263416127531
ACH-000052,-0.68650552678
ACH-000053,-0.332005418164
ACH-000054,-0.316568527661
ACH-000055,-0.167516126
ACH-000060,-0.27704207601999997
ACH-000067,-0.14092906295399998
ACH-000070,-0.39125479344400005
ACH-000075,-0.13649969559699998
ACH-000078,-0.153894330853
ACH-000082,-0.46071511811000004
ACH-000085,-0.197067630815
ACH-000086,-0.33405513517499996
ACH-000087,-0.309465228553
ACH-000092,-0.14727962393
ACH-000095,-0.276616198746
ACH-000097,-0.0451136986465
ACH-000098,-0.221277161188
ACH-000099,-0.142012317396
ACH-000108,-0.427325218247
ACH-000113,-0.386996296096
ACH-000115,-0.429506024995
ACH-000116,-0.311354618064
ACH-000118,-0.431598004543
ACH-000120,-0.246683578362
ACH-000123,0.0139629864857
ACH-000127,-0.26793645356400003
ACH-000128,-0.212298997989
ACH-000132,-0.437557666417
ACH-000133,-0.19448680725099998
ACH-000137,-0.364535619875
ACH-000138,-0.315193717666
ACH-000142,-0.193504951752
ACH-000143,-0.286402702453
ACH-000146,-0.3404708828
ACH-000148,-0.06266798047040001
ACH-000150,-0.0884365849785
ACH-000152,-0.167876683468
ACH-000153,-0.431162083571
ACH-000159,-0.175486739041
ACH-000160,-0.164551159411
ACH-000163,0.05095412013740001
ACH-000167,0.022138646494
ACH-000168,-0.22670014462699997
ACH-000169,-0.289743751931
ACH-000178,-0.22678756084600002
ACH-000182,0.00815412324871
ACH-000183,-0.328130070991
ACH-000188,-0.37605961567100005
ACH-000189,-0.08606100955610002
ACH-000190,-0.101701715976
ACH-000198,-0.168621842449
ACH-000204,-0.273553695142
ACH-000206,-0.15640124110200002
ACH-000207,-0.37555173659
ACH-000211,-0.0624884923679
ACH-000215,-0.280163241677
ACH-000221,-0.11324497286900001
ACH-000222,-0.335094088802
ACH-000223,-0.28815667010699997
ACH-000226,-0.11659986857999999
ACH-000227,-0.25632057953299997
ACH-000228,-0.023786028404700003
ACH-000231,-0.259113448861
ACH-000232,-0.130030097532
ACH-000233,-0.121742977492
ACH-000234,-0.590402542804
ACH-000235,-0.183795598477
ACH-000237,-0.129552049844
ACH-000238,-0.049379150476299996
ACH-000243,-0.133769790424
ACH-000244,-0.41732848692900004
ACH-000246,-0.123218880076
ACH-000248,-0.27202466149300003
ACH-000250,-0.22958237558000003
ACH-000251,-0.186402819129
ACH-000253,-0.43256413932800003
ACH-000255,-0.422771771831
ACH-000256,-0.617068743344
ACH-000257,0.118922948849
ACH-000258,-0.00862600186118
ACH-000259,-0.31097030721700003
ACH-000260,-0.26568577326
ACH-000261,-0.139907155266
ACH-000262,-0.133024618461
ACH-000263,-0.215347804611
ACH-000264,-0.22639484133699997
ACH-000265,-0.142828851398
ACH-000266,-0.29319911637400004
ACH-000272,-0.17654738181200003
ACH-000273,-0.203324099467
ACH-000274,-0.276194849673
ACH-000277,-0.36193288482600006
ACH-000278,-0.441035077939
ACH-000279,-0.10429216156099999
ACH-000280,-0.08131767781660001
ACH-000281,-0.50888126392
ACH-000288,-0.36937616431500003
ACH-000291,-0.295177623867
ACH-000293,-0.5954205103010001
ACH-000294,-0.0202034788268
ACH-000295,0.25221031298700003
ACH-000296,-0.0554531591381
ACH-000302,-0.28850568698199996
ACH-000304,-0.32210639745499997
ACH-000307,-0.252204769628
ACH-000308,-0.387698878813
ACH-000310,0.08589543651289999
ACH-000311,-0.466911925485
ACH-000312,-0.36852776766999995
ACH-000315,-0.0759164664052
ACH-000316,-0.346658337582
ACH-000317,-0.35175093044399997
ACH-000318,-0.191550730735
ACH-000319,-0.513924986762
ACH-000320,-0.573190902926
ACH-000322,-0.475108831783
ACH-000323,-0.23456284008900002
ACH-000324,-0.206715574045
ACH-000329,-0.309145636219
ACH-000330,-0.131113017781
ACH-000331,-0.31923139256
ACH-000332,-0.23910544923799998
ACH-000334,-0.172382333499
ACH-000335,-0.22973505445099998
ACH-000336,-0.00442317752663
ACH-000337,-0.299150630696
ACH-000339,-0.0713018874957
ACH-000341,-0.398279979509
ACH-000348,-0.388867078417
ACH-000350,-0.27170309686599997
ACH-000352,-0.170367379385
ACH-000356,-0.415305240533
ACH-000361,-0.298722132464
ACH-000362,-0.219080201286
ACH-000363,-0.286856100404
ACH-000364,-0.558223558184
ACH-000365,-0.175752002536
ACH-000366,-0.184328038877
ACH-000368,-0.23310659141600001
ACH-000374,-0.628205529118
ACH-000375,-0.413041890835
ACH-000376,-0.277417319541
ACH-000381,-0.149889927142
ACH-000383,-0.268199582863
ACH-000387,-0.0934211416838
ACH-000389,-0.164974923494
ACH-000390,-0.07967407381189999
ACH-000393,-0.28462814008299997
ACH-000395,-0.346030128339
ACH-000397,-0.203479808658
ACH-000401,-0.547259182195
ACH-000402,-0.491042485263
ACH-000403,-0.279341110785
ACH-000404,0.30053535774900003
ACH-000406,-0.20796922541299998
ACH-000407,-0.301901641167
ACH-000408,0.0387092895694
ACH-000410,-0.315557684982
ACH-000411,-0.272114170526
ACH-000414,-0.352083213226
ACH-000415,-0.160677625636
ACH-000416,-0.277442642457
ACH-000420,-0.33069020341899996
ACH-000421,-0.15164330389699998
ACH-000424,-0.315568505781
ACH-000425,-0.245594638075
ACH-000426,-0.520953733574
ACH-000427,-0.50053801805
ACH-000433,-0.470000595462
ACH-000436,-0.300519892866
ACH-000444,-0.102938174438
ACH-000445,-0.31326172125
ACH-000448,-0.242374183105
ACH-000450,-0.407898132627
ACH-000452,-0.218268709654
ACH-000454,0.161907572393
ACH-000458,-0.492504030338
ACH-000459,-0.08685394481460001
ACH-000460,-0.280824871784
ACH-000461,-0.253028490429
ACH-000463,-0.378015741186
ACH-000464,-0.318324621315
ACH-000466,-0.305136164628
ACH-000467,-0.31838172808299997
ACH-000468,-0.245976546305
ACH-000469,-0.25594428069499997
ACH-000470,-0.109419102349
ACH-000471,-0.315206295392
ACH-000472,-0.293211727575
ACH-000473,-0.228869572333
ACH-000475,-0.308054796061
ACH-000476,-0.24053924605500002
ACH-000477,-0.152551058051
ACH-000480,-0.184686814766
ACH-000481,-0.0695738390883
ACH-000483,-0.331334088284
ACH-000484,-0.194147502705
ACH-000485,-0.163405120749
ACH-000486,-0.313249734322
ACH-000487,-0.284619622059
ACH-000488,-0.37846226953100004
ACH-000490,-0.34043763877300004
ACH-000491,-0.378177488808
ACH-000495,-0.128367940579
ACH-000496,-0.0988343668085
ACH-000499,-0.259302121194
ACH-000500,0.26819079466
ACH-000502,-0.123829966532
ACH-000503,0.00725108886711
ACH-000505,-0.271910655128
ACH-000507,-0.28427990541
ACH-000510,-0.195816523878
ACH-000511,-0.123818352692
ACH-000512,-0.135697843513
ACH-000516,-0.180957382272
ACH-000517,-0.20399073570999998
ACH-000518,-0.166616316307
ACH-000520,-0.130321593827
ACH-000521,-0.174055349978
ACH-000522,-0.286299341127
ACH-000524,-0.22057858976
ACH-000527,-0.255607536443
ACH-000528,-0.221134946025
ACH-000537,-0.108505539109
ACH-000541,-0.32413709698800003
ACH-000542,-0.196122954972
ACH-000544,-0.20658512394499998
ACH-000545,-0.318456958953
ACH-000547,-0.373525656809
ACH-000548,-0.284897151169
ACH-000549,-0.226304116963
ACH-000550,-0.108415783667
ACH-000552,-0.319940810221
ACH-000556,-0.188256772686
ACH-000557,-0.18824256878400003
ACH-000570,-0.373653192016
ACH-000571,-0.28445212933200004
ACH-000573,-0.376180615559
ACH-000576,-0.580529956239
ACH-000580,-0.250296362852
ACH-000584,-0.195146871647
ACH-000585,-0.18419644975000002
ACH-000588,-0.345027841399
ACH-000589,-0.391837871116
ACH-000591,-0.0787743851814
ACH-000593,-0.198628209296
ACH-000600,-0.33583633648100003
ACH-000601,-0.284924360831
ACH-000604,-0.033729389408499996
ACH-000605,-0.388061545053
ACH-000606,-0.608690353268
ACH-000608,-0.16316068710599999
ACH-000614,-0.39181215405299996
ACH-000616,-0.0332775593989
ACH-000618,-0.128857458981
ACH-000619,-0.309884204191
ACH-000620,-0.10996286203
ACH-000621,-0.136363406293
ACH-000622,-0.424797643368
ACH-000623,-0.263554311208
ACH-000624,-0.281737500189
ACH-000627,0.0243068782015
ACH-000630,-0.35951986173100003
ACH-000632,-0.206187487622
ACH-000633,-0.282017066618
ACH-000637,-0.476581235173
ACH-000638,-0.195026341579
ACH-000646,-0.23391923003100001
ACH-000647,-0.286032340865
ACH-000648,-0.591887574885
ACH-000649,-0.140888486195
ACH-000651,-0.220036733179
ACH-000652,-0.365123194872
ACH-000653,-0.39840097761999993
ACH-000657,-0.162633812677
ACH-000658,-0.39954823772500003
ACH-000661,-0.22720013421100002
ACH-000662,-0.054284399872900006
ACH-000663,-0.10600718162100001
ACH-000665,-0.25190200402699997
ACH-000671,-0.12714844007099999
ACH-000673,-0.272647693277
ACH-000676,-0.24307210079100003
ACH-000677,-0.122228999979
ACH-000681,-0.152632728211
ACH-000682,-0.17042420028299998
