,KLHDC8B (200942)
ACH-000004,-0.295943685596
ACH-000007,-0.0013208744985499998
ACH-000009,0.126549998104
ACH-000011,-0.00810549792339
ACH-000012,-0.275354644499
ACH-000013,-0.0486586057506
ACH-000014,-0.0571790587039
ACH-000015,-0.185889302985
ACH-000017,-0.115554274452
ACH-000018,-0.18663038238899998
ACH-000019,0.0978293182158
ACH-000021,-0.100199394166
ACH-000022,-0.07287342002710001
ACH-000025,-0.172722147883
ACH-000028,-0.00943983066771
ACH-000030,-0.053984914787
ACH-000035,-0.034935635425499996
ACH-000036,-0.129701279373
ACH-000037,-0.316845047172
ACH-000039,0.09658126287839999
ACH-000040,-0.170018795374
ACH-000041,-0.04738768393349999
ACH-000042,-0.132689693839
ACH-000045,-0.0010114031743599999
ACH-000047,-0.0461421332937
ACH-000052,0.0482594548366
ACH-000053,-0.124972224358
ACH-000054,-0.192200716907
ACH-000055,-0.0181967832562
ACH-000060,-0.19446785127799998
ACH-000067,-0.065023696902
ACH-000070,-0.07329462541510001
ACH-000075,-0.018556478015400002
ACH-000078,-0.050958643982
ACH-000082,0.0201150178388
ACH-000085,-0.190308794868
ACH-000086,-0.0018748361505299999
ACH-000087,-0.0323326347918
ACH-000092,-0.10207728047900001
ACH-000095,-0.0376702766288
ACH-000097,0.0328114610892
ACH-000098,-0.0911346165428
ACH-000099,-0.055611436896599996
ACH-000108,-0.149988084079
ACH-000113,-0.158267484257
ACH-000115,0.07628909556310001
ACH-000116,-0.239917224342
ACH-000118,-0.22814458783100003
ACH-000120,0.0454173337425
ACH-000123,-0.08935132056060001
ACH-000127,-0.13080707547599998
ACH-000128,-0.152317271829
ACH-000132,0.10126882525
ACH-000133,-0.221753456833
ACH-000137,0.026082498889700004
ACH-000138,0.042336406369599996
ACH-000142,0.0029325566144899995
ACH-000143,-0.00234848177526
ACH-000146,0.09219478688650001
ACH-000148,-0.11384809923599999
ACH-000150,-0.34506068677900004
ACH-000152,-0.20189877537700002
ACH-000153,0.0019397297025699999
ACH-000159,-0.10411030465900001
ACH-000160,-0.141849226741
ACH-000163,-0.055302028121600004
ACH-000167,-0.0801529506243
ACH-000168,-0.11028792655400001
ACH-000169,-0.0722754326122
ACH-000178,-0.006635472008729999
ACH-000182,0.00118053320713
ACH-000183,-0.024560807387399998
ACH-000188,-0.148830434299
ACH-000189,-0.06407870686049999
ACH-000190,-0.0202168518926
ACH-000198,-0.10893094741699999
ACH-000204,0.0101490603058
ACH-000206,-0.0542721011115
ACH-000207,-0.39161882832199996
ACH-000211,-0.214848117492
ACH-000215,-0.033849551230000004
ACH-000221,-0.31378890519
ACH-000222,-0.139119789827
ACH-000223,-0.056468007362800006
ACH-000226,-0.0854986205944
ACH-000227,-0.155909795145
ACH-000228,0.07544638415560001
ACH-000231,-0.050611341018199994
ACH-000232,-0.0208130883238
ACH-000233,-0.0549848198722
ACH-000234,-0.124514478039
ACH-000235,-0.05545794116330001
ACH-000237,-0.0703101181118
ACH-000238,-0.06941722950839999
ACH-000243,-0.101606215636
ACH-000244,-0.068126262469
ACH-000246,-0.1362357548
ACH-000248,-0.07542936328080001
ACH-000250,-0.0927878654533
ACH-000251,-0.200866772097
ACH-000253,-0.10003865446900001
ACH-000255,-0.102168686135
ACH-000256,-0.09100896522710002
ACH-000257,-0.019861166039900003
ACH-000258,-0.0950658756361
ACH-000259,-0.0987550662629
ACH-000260,-0.0305345272193
ACH-000261,-0.013359765257
ACH-000262,-0.160075638632
ACH-000263,0.12873734907099998
ACH-000264,-0.129907006325
ACH-000265,-0.15237334068800001
ACH-000266,-0.0503195565623
ACH-000272,-0.0839313824278
ACH-000273,-0.11336044071599999
ACH-000274,-0.292883366988
ACH-000277,-0.0400240418382
ACH-000278,-0.152296825753
ACH-000279,-0.14509054021
ACH-000280,-0.14433446277200002
ACH-000281,-0.18277295112
ACH-000288,-0.0362066820106
ACH-000291,-0.0540780978242
ACH-000293,-0.170909245914
ACH-000294,-0.154808724713
ACH-000295,-0.19234729985399998
ACH-000296,0.049024323372900004
ACH-000302,0.0389887471315
ACH-000304,-0.0978017201561
ACH-000307,-0.129301048642
ACH-000308,-0.00866353653678
ACH-000310,-0.015289026213700001
ACH-000311,-0.138181681025
ACH-000312,0.0365469329993
ACH-000315,0.0920015422167
ACH-000316,-0.0700938251242
ACH-000317,-0.192077339545
ACH-000318,-0.08751251673930001
ACH-000319,0.00900634226078
ACH-000320,-0.145227527615
ACH-000322,-0.0224757817443
ACH-000323,-0.0117887490099
ACH-000324,0.042276417766500006
ACH-000329,-0.0988234757711
ACH-000330,-0.220546553127
ACH-000331,-0.033638123135700006
ACH-000332,-0.0285450622076
ACH-000334,0.143597131676
ACH-000335,0.00299523032163
ACH-000336,-0.143944683861
ACH-000337,-0.0291701450189
ACH-000339,-0.0951538991959
ACH-000341,-0.00794146935353
ACH-000348,-0.0347422908563
ACH-000350,-0.0279584921009
ACH-000352,-0.0109452132052
ACH-000356,-0.440776443714
ACH-000361,-0.00653338355521
ACH-000362,-0.05337489516630001
ACH-000363,-0.0178879782661
ACH-000364,-0.13957633243599998
ACH-000365,-0.107261665892
ACH-000366,-0.0177831962533
ACH-000368,0.034763714438400005
ACH-000374,-0.052713503828
ACH-000375,-0.155136768091
ACH-000376,-0.103879940376
ACH-000381,-0.00542431612652
ACH-000383,-0.0398143255181
ACH-000387,0.00482374089731
ACH-000389,-0.19865689667800002
ACH-000390,-0.09468326163270001
ACH-000393,-0.260454265011
ACH-000395,-0.267434146888
ACH-000397,0.00918699250798
ACH-000401,0.0111554903983
ACH-000402,-0.19852013010800001
ACH-000403,-0.057027930549999994
ACH-000404,-0.284050587045
ACH-000406,-0.09346702071429999
ACH-000407,-0.12261832870200001
ACH-000408,-0.31270893601599997
ACH-000410,-0.107604287827
ACH-000411,0.010952267406799998
ACH-000414,-0.0705804590658
ACH-000415,-0.17508233293900002
ACH-000416,-0.0663887486171
ACH-000420,-0.09103369225630001
ACH-000421,-0.0494342300428
ACH-000424,-0.09980070922329999
ACH-000425,0.0077404668812599995
ACH-000426,-0.0198556809661
ACH-000427,-0.035471016529999996
ACH-000433,-0.0569936691043
ACH-000436,-0.0642571987643
ACH-000444,-0.0126512919297
ACH-000445,-0.166850466758
ACH-000448,-0.112195215702
ACH-000450,-0.10466481432800001
ACH-000452,-0.14493620023499998
ACH-000454,-0.34289341060199996
ACH-000458,-0.103665306171
ACH-000459,-0.148603609309
ACH-000460,-0.041241316030599995
ACH-000461,-0.17345670022100002
ACH-000463,-0.104928165964
ACH-000464,-0.09926154466180001
ACH-000466,0.036617745649
ACH-000467,-0.0464977075056
ACH-000468,-0.0749230981623
ACH-000469,-0.0702121141782
ACH-000470,0.161808454632
ACH-000471,-0.030792674690299997
ACH-000472,-0.15069857235200002
ACH-000473,0.124254274612
ACH-000475,-0.117278403727
ACH-000476,-0.136011226687
ACH-000477,-0.16212551039999998
ACH-000480,-0.023297660594200003
ACH-000481,-0.152211015767
ACH-000483,0.153583392314
ACH-000484,-0.0484086428037
ACH-000485,0.0399841221395
ACH-000486,-0.290875682775
ACH-000487,-0.0918084459664
ACH-000488,-0.0341330194773
ACH-000490,-0.210780126833
ACH-000491,-0.0779550274936
ACH-000495,-0.134831410712
ACH-000496,0.0576122686485
ACH-000499,-0.08307610537719999
ACH-000500,0.118974128122
ACH-000502,-0.152911828847
ACH-000503,0.17906997415399997
ACH-000505,-0.09310619728769999
ACH-000507,0.0120006270915
ACH-000510,-0.101323876512
ACH-000511,-0.021237995666799996
ACH-000512,0.0272706407009
ACH-000516,0.0016174723596400003
ACH-000517,-0.0901527661414
ACH-000518,-0.060897992207000005
ACH-000520,-0.16799312439300002
ACH-000521,-0.054590175214900005
ACH-000522,-0.0659301248871
ACH-000524,-0.0554728378268
ACH-000527,-0.128432371779
ACH-000528,-0.096355984265
ACH-000537,0.050533162996
ACH-000541,0.0568168105531
ACH-000542,-0.122346409207
ACH-000544,-0.142108102816
ACH-000545,-0.08465036672389999
ACH-000547,-0.22351149836599998
ACH-000548,-0.09464656458519999
ACH-000549,-0.154551652667
ACH-000550,-0.27006655023299997
ACH-000552,-0.14367730101
ACH-000556,-0.139177167122
ACH-000557,1.74081515453e-05
ACH-000570,-0.132109773579
ACH-000571,-0.0550803603871
ACH-000573,0.041465712713300004
ACH-000576,-0.09502508809910001
ACH-000580,0.013913679778299999
ACH-000584,-0.114096752017
ACH-000585,-0.0380030414508
ACH-000588,-0.007584593557159999
ACH-000589,-0.06827142848540001
ACH-000591,0.0685973828546
ACH-000593,-0.13845224430199998
