,IL17D (53342)
ACH-000004,-0.208210584798
ACH-000007,-0.113282066534
ACH-000009,0.11837838995200001
ACH-000011,-0.41595062799099997
ACH-000012,-0.176097359102
ACH-000013,-0.329141967423
ACH-000014,-0.0968589858299
ACH-000015,-0.284739765696
ACH-000017,-0.285598979598
ACH-000018,-0.119546834788
ACH-000019,-0.550173509369
ACH-000021,-0.201805216875
ACH-000022,-0.22029757779399997
ACH-000025,-0.0999241046758
ACH-000028,-0.0643844354367
ACH-000030,-0.16888862109000002
ACH-000035,-0.20851943033
ACH-000036,-0.29088605629500003
ACH-000037,-0.27601164904500003
ACH-000039,-0.287789123805
ACH-000040,-0.0580483851956
ACH-000041,-0.30612750734
ACH-000042,-0.27812502172
ACH-000045,-0.113019132588
ACH-000047,-0.27082375261999997
ACH-000052,-0.186885454591
ACH-000053,-0.125267675209
ACH-000054,-0.188228145033
ACH-000055,-0.39017142535300003
ACH-000060,-0.436678049498
ACH-000067,-0.588091863294
ACH-000070,-0.346337761358
ACH-000075,-0.17092682552000002
ACH-000078,-0.0744275384735
ACH-000082,-0.26355099927
ACH-000085,-0.309451922627
ACH-000086,-0.43554008515299997
ACH-000087,-0.163906396709
ACH-000092,-0.07042932799710001
ACH-000095,-0.287217490175
ACH-000097,-0.42015752934100004
ACH-000098,-0.221588828103
ACH-000099,-0.145034427092
ACH-000108,-0.423018119044
ACH-000113,-0.294420546641
ACH-000115,-0.255198149093
ACH-000116,-0.42641549578000004
ACH-000118,-0.133146051092
ACH-000120,-0.162880150255
ACH-000123,-0.0697807290897
ACH-000127,-0.162009309901
ACH-000128,0.00808077763237
ACH-000132,-0.11442179035700001
ACH-000133,0.0321565146395
ACH-000137,-0.289591872947
ACH-000138,-0.137537085918
ACH-000142,-0.272646813532
ACH-000143,-0.165276975796
ACH-000146,-0.33984230297
ACH-000148,-0.0795390731613
ACH-000150,-0.268090123906
ACH-000152,-0.216146427078
ACH-000153,-0.247979075686
ACH-000159,-0.44429731024400004
ACH-000160,-0.027407131096900003
ACH-000163,-0.0733213200162
ACH-000167,-0.38881797623899994
ACH-000168,-0.27788681265799997
ACH-000169,-0.0824077775462
