,SSBP2 (23635)
ACH-000004,-0.20510481450999998
ACH-000007,-0.0217015644928
ACH-000009,-0.09344484636099999
ACH-000011,0.697514988504
ACH-000012,-0.030798380387499998
ACH-000013,0.016241821678
ACH-000014,0.082940939122
ACH-000015,-0.06601674088069999
ACH-000017,0.135601959047
ACH-000018,-0.18239283287099997
ACH-000019,-0.147056896995
ACH-000021,-0.232368687947
ACH-000022,-0.019092824387700002
ACH-000025,-0.225414890119
ACH-000028,-0.121783544718
ACH-000030,-0.0243018133813
ACH-000035,0.06665390370640001
ACH-000036,-0.21403891196199998
ACH-000037,-0.07219592212739999
ACH-000039,-0.11677924876399999
ACH-000040,-0.005986202929189999
ACH-000041,-0.0950857808586
ACH-000042,-0.193945085733
ACH-000045,0.124063421893
ACH-000047,-0.09413789299280001
ACH-000052,-0.17973733083
ACH-000053,-0.108083686136
ACH-000054,0.0393444496636
ACH-000055,-0.0377083844113
ACH-000060,0.047051925704800004
ACH-000067,0.0401360536084
ACH-000070,-0.156460201592
ACH-000075,0.09965929923219999
ACH-000078,-0.163279058994
ACH-000082,0.0444677683171
ACH-000085,-0.17868863024700002
ACH-000086,-0.11203770263
ACH-000087,0.08629222201310001
ACH-000092,0.07275691314610001
ACH-000095,-0.0596193136145
ACH-000097,-0.344032294867
ACH-000098,-0.014068897274
ACH-000099,-0.16432369300000002
ACH-000108,-0.13598721257500002
ACH-000113,-0.14023222167500002
ACH-000115,0.188272996807
ACH-000116,-0.160688033051
ACH-000118,0.048960810366
ACH-000120,-0.0351540962608
ACH-000123,-0.038082887756
ACH-000127,-0.00880032642144
ACH-000128,-0.158440428837
ACH-000132,0.0650917459093
ACH-000133,0.011369404358700002
ACH-000137,-0.0442389091846
ACH-000138,-0.09130607861060001
ACH-000142,0.0548269613943
ACH-000143,-0.374824430331
ACH-000146,-0.051439874063800003
ACH-000148,0.028804156157900003
ACH-000150,-0.059523933362
ACH-000152,-0.198496861317
ACH-000153,-0.023591025842400002
ACH-000159,-0.0588294880863
ACH-000160,0.0330927619639
ACH-000163,0.0399641145758
ACH-000167,-0.09475953002039998
ACH-000168,-0.15290865143899998
ACH-000169,-0.134889845689
ACH-000178,0.05189049338499999
ACH-000182,-0.10112120677200001
ACH-000183,-0.288229751105
ACH-000188,-0.08124418841730001
ACH-000189,-0.243575283897
ACH-000190,-0.19508756889400003
ACH-000198,-0.202703626522
ACH-000204,-0.16649074431500002
ACH-000206,0.00400859782553
ACH-000207,0.06865616013340001
ACH-000211,0.00969952555518
ACH-000215,0.0641530141873
ACH-000221,0.070105077435
ACH-000222,0.0278291701442
ACH-000223,-0.0576662031382
ACH-000226,-0.182521436287
ACH-000227,-0.023914733363000002
ACH-000228,-0.042489506093699995
ACH-000231,0.0119979891299
ACH-000232,-0.19557616286899998
ACH-000233,0.130348760842
ACH-000234,0.0353478874201
ACH-000235,-0.04658689301130001
ACH-000237,0.07096402457510001
ACH-000238,-0.131707743575
ACH-000243,-0.0464046777174
ACH-000244,-0.12327566144999999
ACH-000246,-0.00821405710877
ACH-000248,-0.149923091619
ACH-000250,0.0167614996182
ACH-000251,-0.34345085493199995
ACH-000253,-0.123242109982
ACH-000255,0.0140205910837
ACH-000256,0.0903590794379
ACH-000257,-0.0673904817481
ACH-000258,0.06368035623019999
ACH-000259,0.083242376992
ACH-000260,-0.160450776087
ACH-000261,0.05189916903030001
ACH-000262,0.258610145879
ACH-000263,0.0255224654903
ACH-000264,-0.027904695759000002
ACH-000265,-0.0766833700566
ACH-000266,-0.0716922764392
ACH-000272,-0.12280674732
ACH-000273,-0.20608075976100002
ACH-000274,-0.110958371826
ACH-000277,-0.08906516254930001
ACH-000278,-0.169056093511
ACH-000279,-0.23325641848200002
ACH-000280,0.0790022063489
ACH-000281,0.336517022606
ACH-000288,0.0158674194668
