,PRKCI (5584)
ACH-000004,-0.324533401675
ACH-000007,0.108443700021
ACH-000009,-0.739696650273
ACH-000011,-0.598359711739
ACH-000012,0.024768480702499998
ACH-000013,-0.225148449265
ACH-000014,-0.158320455899
ACH-000015,-0.0891564219485
ACH-000017,0.00817644133537
ACH-000018,-0.143501858771
ACH-000019,-0.25532924842300003
ACH-000021,-0.163745072085
ACH-000022,-0.09477197917410002
ACH-000025,-0.107341414091
ACH-000028,-0.271261950777
ACH-000030,-0.118468127298
ACH-000035,0.039932631129300004
ACH-000036,-0.18628278093199999
ACH-000037,0.0686382455355
ACH-000039,-0.0681795060817
ACH-000040,-0.11441407313200001
ACH-000041,-0.025027517071000004
ACH-000042,-0.053891526804800007
ACH-000045,-0.011278513306
ACH-000047,-0.496124924704
ACH-000052,0.107109033344
ACH-000053,-0.132790830093
ACH-000054,0.0103792059694
ACH-000055,0.29218713702300003
ACH-000060,-0.43573029274499997
ACH-000067,-0.130406692117
ACH-000070,-0.0787034739173
ACH-000075,0.00413648734968
ACH-000078,-0.0312486462066
ACH-000082,0.057018084326900004
ACH-000085,0.048818290928999995
ACH-000086,-0.05390345383780001
ACH-000087,0.131416836826
ACH-000092,-0.121978004543
ACH-000095,-0.19355162691199998
ACH-000097,-0.23566201768800002
ACH-000098,-0.22239022470199998
ACH-000099,-0.0775498936984
ACH-000108,-0.640278486012
ACH-000113,-0.0634973686106
ACH-000115,0.015180114913899999
ACH-000116,-0.06868479439939999
ACH-000118,-0.38644362031999996
ACH-000120,-0.190837098903
ACH-000123,-0.21971662381499998
ACH-000127,-0.198512440377
ACH-000128,0.09956227492440001
ACH-000132,-0.0807425844004
ACH-000133,-0.0385993537871
ACH-000137,0.14286905707699998
ACH-000138,-0.546347876251
ACH-000142,-0.135944873749
ACH-000143,0.0424729953451
ACH-000146,-0.0281022480376
ACH-000148,-0.0309047088554
ACH-000150,0.13139935240999998
ACH-000152,-0.0244398808065
ACH-000153,0.20584574462400002
ACH-000159,-0.17003078228799998
ACH-000160,-0.111765411087
ACH-000163,-0.168110653667
ACH-000167,-0.232586653056
ACH-000168,-0.299639496899
ACH-000169,-0.111730511576
ACH-000178,0.0695856404517
ACH-000182,-0.0856652949451
ACH-000183,-0.0271800467753
ACH-000188,-0.111929170962
ACH-000189,-0.326529244051
ACH-000190,0.190745522638
ACH-000198,-0.12171167947599999
