,ASCC1 (51008)
ACH-000004,-0.075557195515
ACH-000007,-0.220972015975
ACH-000009,-0.219094119844
ACH-000011,-0.175382391061
ACH-000012,-0.16390053379699998
ACH-000013,-0.01311764004
ACH-000014,-0.110403397371
ACH-000015,-0.127800259693
ACH-000017,-0.0927557295597
ACH-000018,-0.41378328489
ACH-000019,-0.0672577792125
ACH-000021,-0.21883271840399998
ACH-000022,-0.0385986789804
ACH-000025,-0.036674348264800004
ACH-000028,-0.184369366079
ACH-000030,-0.32399481652199996
ACH-000035,-0.23154023870299997
ACH-000036,0.114296051195
ACH-000037,-0.255238268527
ACH-000039,-0.20273010986200002
ACH-000040,-0.0639382110604
ACH-000041,0.011430282685
ACH-000042,-0.231195041355
ACH-000045,-0.030484942586900002
ACH-000047,-0.0650621552773
ACH-000052,-0.23389093739100003
ACH-000053,-0.08731512647959999
ACH-000054,-0.0608460996115
ACH-000055,-0.0237500455162
ACH-000060,-0.09614843275860001
ACH-000067,-0.286194162363
ACH-000070,-0.148046071893
ACH-000075,-0.04300482562440001
ACH-000078,-0.106828763837
ACH-000082,-0.114417163642
ACH-000085,-0.22551718307799998
ACH-000086,-0.115255664072
ACH-000087,-0.0255063826812
ACH-000092,-0.110689358256
ACH-000095,-0.128784745713
ACH-000097,-0.0912545290469
ACH-000098,-0.165761704742
ACH-000099,-0.10703773394999999
ACH-000108,-0.326165882696
ACH-000113,-0.17387269277399997
ACH-000115,-0.178613946661
ACH-000116,-0.0784295118981
ACH-000118,-0.265388991189
ACH-000120,-0.147259430699
ACH-000123,-0.127188757619
ACH-000127,-0.08700458034710001
ACH-000128,0.130940473977
ACH-000132,-0.288637612806
ACH-000133,-0.206548629209
ACH-000137,-0.27503156153299996
ACH-000138,-0.20246878260499998
ACH-000142,-0.212600534137
ACH-000143,0.057399480760599995
ACH-000146,-0.189700171814
ACH-000148,-0.154510113274
ACH-000150,-0.130192059874
ACH-000152,-0.06958245524369999
ACH-000153,-0.47835935081200004
ACH-000159,-0.240590518094
ACH-000160,-0.174708905705
ACH-000163,-0.0102959609999
ACH-000167,-0.302799969657
ACH-000168,-0.00362636558525
ACH-000169,-0.22462438959800002
ACH-000178,-0.120148899131
ACH-000182,-0.0796244187158
ACH-000183,-0.169891356597
ACH-000188,-0.00623131449479
ACH-000189,0.07873969563410001
ACH-000190,-0.262292670614
ACH-000198,-0.18558999375100002
ACH-000204,-0.33466042078499997
ACH-000206,0.10856555846799999
ACH-000207,-0.372964091584
ACH-000211,-0.176013329923
ACH-000215,-0.13965378821
ACH-000221,0.0821610078855
ACH-000222,-0.139894753279
ACH-000223,-0.239591489837
ACH-000226,-0.10297418363399999
ACH-000227,-0.298899282996
ACH-000228,-0.440510922011
ACH-000231,-0.024312491131599997
ACH-000232,-0.0733309698101
ACH-000233,-0.0231672576253
ACH-000234,-0.212635983629
ACH-000235,-0.168637727286
ACH-000237,-0.187452364748
ACH-000238,-0.159805802203
ACH-000243,-0.314496450423
ACH-000244,0.12658276045800002
ACH-000246,-0.101301636051
ACH-000248,-0.0803460347712
ACH-000250,-0.110129138858
ACH-000251,-0.0660442154156
ACH-000253,-0.04170765867619999
ACH-000255,-0.19360935559
ACH-000256,0.0671880258883
ACH-000257,-0.317981721163
ACH-000258,0.020539539279
ACH-000259,-0.252063679581
