,RASEF (158158)
ACH-000004,-0.11593937906
ACH-000007,-0.41419756342299996
ACH-000009,-0.28652162170400003
ACH-000011,-0.214907483689
ACH-000012,-0.139626478576
ACH-000013,-0.20834197193700002
ACH-000014,-0.11198754643600001
ACH-000015,-0.158235177392
ACH-000017,-0.181418682449
ACH-000018,0.20668432254299998
ACH-000019,-0.146240982459
ACH-000021,-0.22629685364
ACH-000022,0.00717909148847
ACH-000025,-0.183928580407
ACH-000028,-0.25370473989799996
ACH-000030,-0.160293052027
ACH-000035,-0.26340111203
ACH-000036,-0.16057264449300002
ACH-000037,-0.142550571137
ACH-000039,-0.23907103049400003
ACH-000040,0.136041713096
ACH-000041,-0.259350357008
ACH-000042,-0.112638585618
ACH-000045,0.0205520298963
ACH-000047,-0.0935695540795
ACH-000052,-0.110343155443
ACH-000053,-0.144634665351
ACH-000054,-0.127589526756
ACH-000055,0.270231917099
ACH-000060,0.10641967601199999
ACH-000067,0.0161913631234
ACH-000070,-0.172439914272
ACH-000075,-0.218626906033
ACH-000078,-0.193424456488
ACH-000082,-0.21394407098499998
ACH-000085,-0.221801418544
ACH-000086,-0.19776131071199998
ACH-000087,-0.0168807071759
ACH-000092,-0.12551660208100002
ACH-000095,-0.0381131147743
ACH-000097,-0.033697763095499995
ACH-000098,-0.17543848546
ACH-000099,-0.190651492468
ACH-000108,-0.140759247505
ACH-000113,-0.11208445427300001
ACH-000115,-0.10653999257300001
ACH-000116,0.0412193318219
ACH-000118,-0.144906253295
ACH-000120,-0.23153262666700003
ACH-000123,-0.08813793124260001
ACH-000127,-0.223090325402
ACH-000128,-0.21380779184300003
ACH-000132,-0.211308726273
ACH-000133,-0.19816418109900003
ACH-000137,-0.367111769567
ACH-000138,-0.229889756021
ACH-000142,-0.0510782897564
ACH-000143,0.0178613409225
ACH-000146,0.0067914205905600005
ACH-000148,-0.183536283007
ACH-000150,0.125195851696
ACH-000152,-0.105964255226
ACH-000153,-0.0816342942224
ACH-000159,0.011491996488299999
ACH-000160,-0.237531590864
ACH-000163,-0.32205970795
ACH-000167,-0.311940002916
ACH-000168,0.013129978518299999
ACH-000169,-0.07999773500889999
ACH-000178,-0.012307942146399999
ACH-000182,-0.0440448265378
ACH-000183,-0.159647820335
ACH-000188,-0.10711247643300001
ACH-000189,0.17011910098000002
ACH-000190,-0.266660638986
ACH-000198,0.0013501847279299998
ACH-000204,0.103449027249
ACH-000206,-0.151581383641
ACH-000207,-0.319605732855
ACH-000211,-0.0531792190938
ACH-000215,-0.27428482825399997
ACH-000221,-0.0119873793712
ACH-000222,-0.40805611154
ACH-000223,-0.182159505673
ACH-000226,-0.33774497038199996
ACH-000227,-0.276509930275
ACH-000228,-0.188670109665
ACH-000231,-0.025363138220599997
ACH-000232,-0.17484619240600002
ACH-000233,-0.17456392803399998
ACH-000234,-0.236644274827
ACH-000235,-0.133085348908
ACH-000237,-0.154278011232
ACH-000238,-0.0885829928523
ACH-000243,-0.12658566548900002
ACH-000244,-0.36204053246299994
ACH-000246,-0.0012858741174
ACH-000248,-0.474896328675
ACH-000250,-0.0381290645458
ACH-000251,-0.519207168172
