,CDT1 (81620)
ACH-000189,-1.3808656708700002
ACH-000190,-1.4346892959
ACH-000198,-1.5024128054299999
ACH-000204,-0.9833606481739999
ACH-000206,-1.8829573620900002
ACH-000207,-1.34274602697
ACH-000211,-1.41321829874
ACH-000215,-1.5034892897999999
ACH-000221,-1.16532597483
ACH-000222,-1.19375005107
ACH-000223,-1.47762072813
ACH-000226,-1.26992470214
ACH-000227,-2.13041743612
ACH-000228,-1.23363117441
ACH-000231,-1.35193481765
ACH-000232,-1.50700778841
ACH-000233,-1.64058817615
ACH-000234,-1.0526079261499999
ACH-000235,-1.2761016565
ACH-000237,-1.42479796611
ACH-000238,-1.26222240687
ACH-000243,-1.3683564958399999
ACH-000244,-1.6484933623299998
ACH-000246,-1.3416594339299999
ACH-000248,-1.62226310587
ACH-000250,-1.28358570499
ACH-000251,-1.7236979646500001
ACH-000253,-1.2308070790899999
ACH-000255,-1.24565051218
ACH-000256,-1.32990049433
ACH-000257,-1.5512930257
ACH-000258,-1.5531815892200003
ACH-000259,-1.57678978687
ACH-000260,-1.6204206518000002
ACH-000261,-1.4810289380300001
ACH-000262,-1.37435352667
ACH-000263,-1.3342122172600002
ACH-000264,-1.50686451097
ACH-000265,-1.27466686555
ACH-000266,-1.66547695636
ACH-000272,-1.16772082221
ACH-000273,-1.39654179917
ACH-000274,-1.3916783661
ACH-000277,-1.2037184504
ACH-000278,-1.55730579806
ACH-000279,-1.12081097016
ACH-000280,-1.03336307807
ACH-000281,-1.0856443613
ACH-000288,-1.4091997933200002
ACH-000291,-1.18982980631
ACH-000293,-2.10916520303
ACH-000294,-1.2680573281
ACH-000295,-1.3960098370299998
ACH-000296,-1.70044546984
ACH-000302,-1.58258780796
ACH-000304,-1.48026479311
ACH-000307,-1.1508317999
ACH-000308,-1.48637089929
ACH-000310,-1.9965944685599997
ACH-000311,-1.28402791475
ACH-000312,-1.3643703456999998
ACH-000315,-1.4802635257700003
ACH-000316,-1.53264912324
ACH-000317,-1.1551094057200002
ACH-000318,-1.38321187947
ACH-000319,-1.24215124922
ACH-000320,-1.27676601519
ACH-000322,-1.6088158787
ACH-000323,-1.41527078866
ACH-000324,-1.14786287209
ACH-000329,-1.32974321313
ACH-000330,-1.6701220435100002
ACH-000331,-1.29807806665
ACH-000332,-1.58380327595
ACH-000334,-1.4449072636700002
ACH-000335,-1.3138861880700001
ACH-000336,-1.4037876203200002
ACH-000337,-1.53796978135
ACH-000339,-1.38712258519
ACH-000341,-1.30852107221
ACH-000348,-1.4009889874700001
ACH-000350,-1.65512328425
ACH-000352,-1.40743519347
ACH-000356,-1.7554558104499998
ACH-000361,-1.21707554808
ACH-000362,-1.51171938382
ACH-000363,-1.9487251548500002
ACH-000364,-1.15349822608
ACH-000365,-1.4556639567200003
ACH-000366,-1.2704367699099999
ACH-000368,-1.31132381531
ACH-000374,-1.48658170174
ACH-000375,-1.5156606830000001
ACH-000376,-1.22719769098
ACH-000381,-1.53672854152
ACH-000383,-1.4126165101800001
ACH-000387,-1.3991396926100002
ACH-000389,-1.12773518964
ACH-000390,-1.03789763372
ACH-000393,-1.16205056036
ACH-000395,-1.14217857267
ACH-000397,-1.7057885507700001
ACH-000401,-1.20261012269
ACH-000402,-1.4269708574000002
ACH-000403,-1.5329272263799998
ACH-000404,-1.37348156481
ACH-000406,-1.6016680471
ACH-000407,-1.29661823199
ACH-000408,-1.07792079625
ACH-000410,-1.4757288747400001
ACH-000411,-1.28873112264
ACH-000414,-1.4845640940600002
ACH-000415,-1.06055060567
ACH-000416,-1.4603373458200002
ACH-000420,-1.3866630617
ACH-000421,-1.4837983453799999
ACH-000424,-1.2526023740999999
ACH-000425,-1.38592795907
ACH-000426,-2.3358698381400003
ACH-000427,-1.44651066409
ACH-000433,-1.14509551429
ACH-000436,-1.30710865296
ACH-000444,-1.3148095236
ACH-000445,-1.26481706524
ACH-000448,-1.48256773713
ACH-000450,-1.4903254694799999
ACH-000452,-1.41380600822
ACH-000454,-1.07912377735
ACH-000458,-1.25004648516
ACH-000459,-1.66776410686
ACH-000460,-1.53055586009
ACH-000461,-1.18590065336
ACH-000463,-1.27242695325
ACH-000464,-1.14251545427
ACH-000466,-1.33482584238
ACH-000467,-1.20726178861
ACH-000468,-1.19995462471
ACH-000469,-1.32121605691
ACH-000470,-1.68145089929
ACH-000471,-1.38316989447
ACH-000472,-1.1163794713200001
ACH-000473,-1.41925724393
ACH-000475,-1.39746044588
ACH-000476,-1.3174295941399998
ACH-000477,-1.71174313907
ACH-000480,-1.26670762954
ACH-000481,-1.3143800152200003
ACH-000483,-1.49356963286
ACH-000484,-1.8438074232799997
ACH-000485,-1.17591095128
ACH-000486,-1.04797483378
ACH-000487,-1.30574397562
ACH-000488,-1.42310350116
ACH-000490,-1.09513981729
ACH-000491,-1.3082881506
ACH-000495,-1.3894897311
ACH-000496,-1.06217860656
ACH-000499,-1.1254164254899999
ACH-000500,-1.30599131743
ACH-000502,-1.30420698887
ACH-000503,-0.937252475977
ACH-000505,-1.4426703554499998
ACH-000507,-1.51559657301
ACH-000510,-1.2325969093
ACH-000511,-1.45264788305
ACH-000512,-0.9569010606280001
ACH-000516,-1.6872405443399998
ACH-000517,-1.59694461314
ACH-000518,-1.3173680382100001
ACH-000520,-1.5657475133899998
ACH-000521,-1.22077496856
ACH-000522,-1.28464442092
ACH-000524,-1.88978116883
ACH-000527,-1.44750838694
ACH-000528,-1.4685334998800001
ACH-000537,-1.51516710417
ACH-000541,-1.34462767137
ACH-000542,-1.20253968045
ACH-000544,-1.0972059119
ACH-000545,-1.04265891345
ACH-000547,-1.5074019518700001
ACH-000548,-1.79741371225
ACH-000549,-1.24267395803
ACH-000550,-1.3656598332700003
ACH-000552,-1.3448290673899999
ACH-000556,-1.2594072362100002
ACH-000557,-1.9274765996799998
ACH-000570,-1.46493541739
ACH-000571,-1.4550196562600002
ACH-000573,-1.42739759875
ACH-000576,-1.30745575875
ACH-000580,-1.24444471974
ACH-000584,-1.13283532629
ACH-000585,-1.09804247526
ACH-000588,-1.32908085317
ACH-000589,-1.3034943970000001
ACH-000591,-1.41138675477
ACH-000593,-1.14665695411
ACH-000600,-1.13407771953
ACH-000601,-1.39644479766
ACH-000604,-1.8141118286500002
ACH-000605,-1.4288833422100002
ACH-000606,-1.23643320759
ACH-000608,-1.7891627791599998
ACH-000614,-1.2829487125599999
ACH-000616,-1.32601499341
ACH-000618,-1.42497366572
ACH-000619,-1.00591774782
ACH-000620,-1.63091121803
ACH-000621,-1.9202297802500001
ACH-000622,-1.85355151854
ACH-000623,-1.35961499331
ACH-000624,-1.60024842837
ACH-000627,-1.08527382437
ACH-000630,-1.10155074568
ACH-000632,-1.24220077918
ACH-000633,-1.15494194463
ACH-000637,-1.6281492544
ACH-000638,-1.13908316517
ACH-000646,-1.60628326687
ACH-000647,-1.4592663607299998
ACH-000648,-1.65631758532
ACH-000649,-1.0198655081999999
ACH-000651,-1.5756686139899998
ACH-000652,-1.0335580187
ACH-000653,-1.62748855296
ACH-000657,-1.37555260643
ACH-000658,-1.2466194947700002
ACH-000661,-1.3755866942800001
ACH-000662,-1.2485565828799998
ACH-000663,-0.774998622066
ACH-000665,-1.46232283967
ACH-000671,-1.44043346909
ACH-000673,-1.00693495657
ACH-000676,-1.2505937672
ACH-000677,-1.6807705604899998
ACH-000681,-1.24063135905
ACH-000682,-1.13711109742
ACH-000683,-1.01979547761
ACH-000684,-1.1092006587799998
ACH-000688,-1.97400062872
ACH-000693,-1.15038494015
ACH-000694,-1.2578517426
ACH-000695,-1.5417916296
ACH-000696,-1.4057448182700003
ACH-000697,-1.4142353963
ACH-000699,-1.46321760545
ACH-000701,-1.2920206987
ACH-000706,-1.1794381191399999
ACH-000711,-1.2051872112
ACH-000713,-1.48512504959
ACH-000714,-1.4718829048500002
ACH-000718,-1.2875117780399998
ACH-000720,-1.39032893309
ACH-000721,-1.1577493922
ACH-000724,-1.3168425213700001
ACH-000725,-1.70304047678
ACH-000732,-1.23637605479
ACH-000734,-1.4351638426
ACH-000735,-1.09645088172
ACH-000736,-1.3882529919
ACH-000738,-1.58766695361
ACH-000746,-1.8628307228599998
ACH-000747,-1.41094211361
ACH-000748,-1.35690538477
ACH-000753,-1.3581032607499999
ACH-000756,-1.74223881093
ACH-000757,-1.50706530558
ACH-000758,-1.55401421512
ACH-000760,-1.3281126566700001
ACH-000763,-2.25145697366
ACH-000764,-1.21335449922
ACH-000765,-1.1452259361700001
ACH-000766,-1.45287218359
ACH-000767,-1.8671262365599999
ACH-000768,-1.4551506250200001
ACH-000769,-1.5182010153299998
ACH-000770,-1.39867985265
ACH-000771,-1.4222800024899998
ACH-000773,-1.3886661394
ACH-000776,-1.34178851296
ACH-000777,-1.37573325727
ACH-000778,-1.5564392173100001
ACH-000781,-1.4567852813600002
ACH-000782,-1.20715027791
ACH-000783,-1.79015082533
ACH-000784,-1.5470202724200002
ACH-000785,-1.4670112923899998
ACH-000787,-1.3262653569399998
ACH-000788,-1.45037945534
ACH-000791,-1.34606633065
ACH-000792,-1.38112704326
ACH-000794,-1.23101923311
ACH-000796,-1.36812419657
ACH-000799,-1.4889197993399998
ACH-000800,-1.58083054382
ACH-000802,-1.22717334328
ACH-000804,-1.6439802190200001
ACH-000805,-1.29809112867
ACH-000809,-1.16139172609
ACH-000810,-1.35358212674
ACH-000811,-1.46644884718
ACH-000817,-1.3895770244499999
ACH-000819,-1.46098782024
ACH-000820,-0.779925594141
ACH-000821,-2.12153186268
ACH-000822,-1.59809140514
ACH-000823,-1.2836143477
ACH-000824,-1.28185158553
ACH-000827,-1.31858460089
ACH-000829,-1.3825859324899998
ACH-000831,-1.39505750429
ACH-000832,-1.4158883364
ACH-000833,-1.28555535095
ACH-000834,-1.11724216086
ACH-000835,-1.3254762174299999
ACH-000836,-1.4391459393700001
ACH-000837,-1.1184796592200001
ACH-000838,-1.43606855191
ACH-000839,-1.08246979067
ACH-000840,-1.1764801433299998
ACH-000841,-1.01380493701
ACH-000843,-1.14059349671
ACH-000846,-1.35344165942
ACH-000847,-1.07420904789
ACH-000848,-1.31680251118
ACH-000849,-1.23966999527
ACH-000851,-1.00975460722
ACH-000855,-1.4995997672499999
ACH-000856,-1.47636120276
ACH-000858,-1.4011995920200002
ACH-000859,-0.600222382522
ACH-000861,-1.38552959623
ACH-000862,-1.3065391231999999
ACH-000865,-1.40537194585
ACH-000866,-1.6825204446200002
ACH-000867,-1.48155959565
ACH-000869,-1.7897282620700001
ACH-000872,-1.17105589433
ACH-000873,-1.27147570659
ACH-000876,-1.30456749002
ACH-000878,-0.8531467861049999
ACH-000880,-1.43440107651
ACH-000881,-1.33155466681
ACH-000882,-1.24917500932
ACH-000884,-1.4328708910699999
ACH-000885,-1.55501237681
ACH-000887,-1.3314698185
ACH-000888,-1.41925984064
ACH-000889,-1.0379405673100002
ACH-000890,-1.22093643689
ACH-000896,-1.11921696285
ACH-000898,-1.51853630991
ACH-000900,-1.42286209486
ACH-000901,-1.4836670112
ACH-000905,-1.36964031584
ACH-000906,-1.1886077695100001
ACH-000907,-1.25417133752
ACH-000910,-1.5388703875299998
ACH-000911,-1.39294217012
ACH-000912,-1.3130383009200002
ACH-000913,-1.0777283406
ACH-000915,-1.6470467257199999
ACH-000916,-0.896179422147
ACH-000917,-1.21633393305
ACH-000921,-0.993865447999
ACH-000924,-1.27259719068
ACH-000926,-1.50193730155
ACH-000928,-1.11101616221
ACH-000929,-1.59311913512
ACH-000932,-1.26639222696
ACH-000935,-1.29602666543
ACH-000936,-1.34609224664
ACH-000937,-1.2596720022399999
ACH-000938,-1.17917325224
ACH-000939,-1.6318835122
ACH-000941,-1.42232741562
ACH-000943,-1.31223877971
ACH-000946,-1.43507045912
ACH-000947,-1.6237430969799997
ACH-000948,-1.45150967331
ACH-000950,-1.7840430111599999
ACH-000953,-1.30061646233
ACH-000957,-1.0627133977
ACH-000958,-1.4131814028100003
ACH-000960,-1.29004807997
ACH-000963,-1.5907065136200003
ACH-000968,-1.31303859657
ACH-000969,-1.4034461177000002
ACH-000973,-1.4197841875
ACH-000974,-1.1775394671600001
ACH-000975,-0.979522715411
ACH-000976,-1.5116987002000002
ACH-000978,-1.9839121632799999
ACH-000980,-1.54769405105
ACH-000984,-1.4582587635100002
ACH-000986,-1.26671245856
ACH-000988,-1.61462046544
ACH-000993,-1.6116428579799997
ACH-000994,-1.25105366194
ACH-000996,-1.33734350178
ACH-001001,-1.0155347202399998
ACH-001020,-1.14150582157
ACH-001028,-1.3686048804
ACH-001031,-1.43776120796
ACH-001038,-1.5489240899599999
ACH-001048,-1.40191774585
ACH-001050,-1.44385914929
ACH-001053,-1.12057409305
ACH-001054,-1.2919861837200002
ACH-001061,-1.44812998743
ACH-001067,-1.56323865997
ACH-001075,-1.2429844946200002
ACH-001096,-1.20832711233
ACH-001128,-1.2525000097399999
ACH-001134,-1.55787804377
ACH-001151,-1.39706809878
ACH-001163,-1.22024225127
ACH-001164,-1.33419289401
ACH-001173,-1.46129096107
ACH-001183,-1.34413991631
ACH-001184,-1.4130885000100002
ACH-001190,-1.36551092311
ACH-001192,-1.39679772128
ACH-001193,-1.3625585222499998
ACH-001196,-1.61667213964
ACH-001197,-1.32198603951
ACH-001205,-0.930770544106
ACH-001211,-1.5974690357899999
ACH-001212,-1.13687461031
ACH-001228,-1.1699633989799998
ACH-001232,-1.4470782919799998
ACH-001239,-1.25979922952
ACH-001274,-1.08790195018
ACH-001275,-1.28064714404
ACH-001277,-1.23358319913
ACH-001278,-1.4245606371000001
ACH-001280,-1.6210288652399998
ACH-001283,-1.27318790196
ACH-001289,-1.69238504613
ACH-001295,-1.48526450204
ACH-001300,-1.48180511342
ACH-001301,-1.3611845263
ACH-001302,-1.5918069438999998
ACH-001303,-1.51012215228
ACH-001306,-1.31419298309
ACH-001318,-1.4018546667200003
ACH-001322,-1.18935218049
ACH-001328,-1.15096898324
ACH-001332,-0.8195777364110001
ACH-001333,-1.44143631119
ACH-001336,-1.1039297833
ACH-001340,-1.6642903893599998
ACH-001346,-1.14411808424
ACH-001353,-1.51748645286
ACH-001354,-1.28755710982
ACH-001367,-1.65918055394
ACH-001368,-1.49305220062
ACH-001374,-0.970321842001
ACH-001375,-1.47910224708
ACH-001377,-1.34276069475
ACH-001380,-1.4226905293599998
ACH-001391,-1.44944884011
ACH-001407,-1.3102152970799998
ACH-001408,-1.72418617417
ACH-001413,-1.3907021411200002
ACH-001430,-0.842366233288
ACH-001431,-1.8379597937799999
ACH-001450,-1.3972613161399998
ACH-001496,-1.6640043299200002
ACH-001500,-1.3871029260299998
ACH-001521,-1.39372142829
ACH-001523,-1.1175384761
ACH-001532,-1.44010137966
ACH-001536,-1.29861552459
ACH-001550,-1.42913754606
ACH-001552,-1.1274469418700002
ACH-001554,-1.27118592345
ACH-001645,-1.5117655630899998
ACH-001654,-1.59048407981
ACH-001715,-1.04190476218
ACH-001735,-1.41483161975
ACH-001736,-1.42030239133
ACH-001737,-1.9688448268599998
ACH-001740,-1.16796805027
ACH-001745,-1.1822164650799998
ACH-001750,-1.39138196576
ACH-001765,-1.20347180286
ACH-001956,-1.50110271988
ACH-001957,-1.35442213222
