,EGFL7 (51162)
ACH-000004,-0.230462501003
ACH-000007,0.125055766874
ACH-000009,0.0325849925743
ACH-000011,-0.278258680158
ACH-000012,-0.14476864400800002
ACH-000013,-0.051120279121699995
ACH-000014,-0.10499178044600001
ACH-000015,0.0205563163896
ACH-000017,-0.037514075010900004
ACH-000018,0.120822092152
ACH-000019,-0.141267073593
ACH-000021,0.06862697973019999
ACH-000022,-0.270981858158
ACH-000025,0.0282512572819
ACH-000028,0.0714914518234
ACH-000030,-0.0374710434174
ACH-000035,0.139429861403
ACH-000036,-0.00339931634112
ACH-000037,-0.232971073301
ACH-000039,-0.126671079937
ACH-000040,0.0307386573347
ACH-000041,-0.226292583953
ACH-000042,-0.0907252259337
ACH-000045,-0.144073181642
ACH-000047,-0.059095453938199996
ACH-000052,0.225376179302
ACH-000053,-0.09469434817610001
ACH-000054,-0.105871226851
ACH-000055,0.0826689760739
ACH-000060,-0.103909437511
ACH-000067,-0.12207083524399999
ACH-000070,-0.221301606954
ACH-000075,-0.0756129172063
ACH-000078,-0.0886499685478
ACH-000082,0.08850538974290001
ACH-000085,-0.12385594109
ACH-000086,-0.025488146907200002
ACH-000087,-0.0397105743654
ACH-000092,-0.111883972579
ACH-000095,-0.078022373571
ACH-000097,-0.16522402779
ACH-000098,-0.0499454487891
ACH-000099,-0.0711957207851
ACH-000108,-0.22228476105099998
ACH-000113,-0.12035997450500001
ACH-000115,-0.285353006221
ACH-000116,-0.09809441369560001
ACH-000118,0.0224641594394
ACH-000120,-0.12238718222200001
ACH-000123,-0.0466903904531
ACH-000127,-0.178933192597
ACH-000128,-0.1178833838
ACH-000132,-0.0157874334182
ACH-000133,-0.07542525577169999
ACH-000137,-0.295923716612
ACH-000138,-0.139733925063
ACH-000142,-0.369046854859
ACH-000143,-0.11276297291
ACH-000146,-0.165227365976
ACH-000148,-0.08631485378689999
ACH-000150,-0.102901351272
ACH-000152,-0.132996147552
ACH-000153,0.242183623649
ACH-000159,-0.0372775367192
ACH-000160,-0.049549898049699996
ACH-000163,-0.137983688575
ACH-000167,0.0898644590782
ACH-000168,-0.0249260081369
ACH-000169,-0.068982545637
ACH-000178,0.0221238691017
ACH-000182,-0.0659172305506
ACH-000183,-0.0730978993647
ACH-000188,-0.10961808150800001
ACH-000189,-0.0884333319396
ACH-000190,0.128029045781
ACH-000198,0.11597286876700001
ACH-000204,-0.07234952617710001
ACH-000206,-0.17644028023400002
ACH-000207,-0.570588225917
ACH-000211,0.124018336512
ACH-000215,-0.0583091132435
ACH-000221,-0.0548168160051
ACH-000222,-0.24083550735
ACH-000223,-0.0717561802885
ACH-000226,0.039983071119
ACH-000227,-0.102573434474
ACH-000228,-0.04214438547780001
ACH-000231,-0.0482829310656
ACH-000232,0.021881384570599998
ACH-000233,-0.0459871495809
ACH-000234,-0.17162787057
ACH-000235,-0.0459459735125
ACH-000237,-0.129102282073
ACH-000238,-0.193245247782
ACH-000243,0.143295851543
ACH-000244,-0.282084853571
ACH-000246,-0.149533572503
ACH-000248,0.131850851268
ACH-000250,-0.208171818873
ACH-000251,-0.060250111167099996
ACH-000253,-0.17365925192899997
ACH-000255,-0.0444496119276
ACH-000256,0.11298152567099999
ACH-000257,-0.0209819350128
ACH-000258,0.165882926407
ACH-000259,-0.176418046784
ACH-000260,-0.041228151859699996
ACH-000261,0.0477847857742
ACH-000262,-0.0613321455676
ACH-000263,-0.10524319525499999
ACH-000264,-0.0678983188306
ACH-000265,-0.059784511756400004
ACH-000266,-0.0344477788051
ACH-000272,-0.365009134733
ACH-000273,-0.20116439936900002
ACH-000274,-0.136189238259
ACH-000277,0.044214894481300004
ACH-000278,0.131597908817
ACH-000279,-0.00361278106884
ACH-000280,-0.131868079394
ACH-000281,0.199823389789
ACH-000288,0.12807134284000002
