,PSME1 (5720)
ACH-000004,-0.5794696312200001
ACH-000007,-0.897996069585
ACH-000009,-0.8089095272419999
ACH-000011,-0.990375966522
ACH-000012,-0.669972169955
ACH-000013,-0.634868582791
ACH-000014,-0.6569811779860001
ACH-000015,-0.7009985731730001
ACH-000017,-0.9696235161169999
ACH-000018,-0.647040465211
ACH-000019,-0.9398125081700001
ACH-000021,-0.54015905519
ACH-000022,-0.6517504769479999
ACH-000025,-0.713972105948
ACH-000028,-0.7708770970859999
ACH-000030,-0.6795576521529999
ACH-000035,-0.8499129782279999
ACH-000036,-0.8898572339040001
ACH-000037,-1.0285676068
ACH-000039,-1.0236353424299998
ACH-000040,-0.575164198313
ACH-000041,-0.986488368965
ACH-000042,-0.611298983408
ACH-000045,-0.865136682512
ACH-000047,-0.5714054649570001
ACH-000052,-0.770581199951
ACH-000053,-0.772515315951
ACH-000054,-0.7229419675769999
ACH-000055,-0.695542840167
ACH-000060,-0.967145583598
ACH-000067,-1.0008708739399998
ACH-000070,-1.0553020360299998
ACH-000075,-0.7386600132950001
ACH-000078,-0.8993442204269999
ACH-000082,-0.903758329076
ACH-000085,-0.618020155825
ACH-000086,-0.5526662761300001
ACH-000087,-0.877479950921
ACH-000092,-0.702042318907
ACH-000095,-1.09141847486
ACH-000097,-0.886398365784
ACH-000098,-0.632895986396
ACH-000099,-0.655959346964
ACH-000108,-0.73910004995
ACH-000113,-0.84932396903
ACH-000115,-0.8718502458600002
ACH-000116,-0.663397887357
ACH-000118,-0.867841543468
ACH-000120,-0.820987733043
ACH-000123,-0.829809405159
ACH-000127,-0.707943720445
ACH-000128,-0.8578476474529999
ACH-000132,-0.641040646468
ACH-000133,-0.732751957334
ACH-000137,-0.6030772784790001
ACH-000138,-0.7146457177009999
ACH-000142,-0.7839936493240001
ACH-000143,-0.500802127363
ACH-000146,-0.8773281961849999
ACH-000148,-0.7758083344589999
ACH-000150,-0.431974954215
ACH-000152,-0.714569439351
ACH-000153,-0.544082366746
ACH-000159,-1.0014114847
ACH-000160,-0.880431041056
ACH-000163,-0.6841741583040001
