,MCPH1 (79648)
ACH-000004,-0.242026470724
ACH-000007,-0.0167278016704
ACH-000009,0.06441995202209999
ACH-000011,-0.224744524014
ACH-000012,-0.15048406273
ACH-000013,0.126575619524
ACH-000014,-0.0984846036366
ACH-000015,0.0967944665891
ACH-000017,-0.0313314929154
ACH-000018,-0.139004007227
ACH-000019,-0.162762234256
ACH-000021,0.14749360455399999
ACH-000022,-0.186886926965
ACH-000025,-0.24227167100000002
ACH-000028,-0.26019799314
ACH-000030,-0.213854498574
ACH-000035,0.145155654602
ACH-000036,-0.284105883372
ACH-000037,-0.054107853716
ACH-000039,-0.08450594693360002
ACH-000040,0.10108258080700001
ACH-000041,-0.331774300429
ACH-000042,-0.128061628737
ACH-000045,0.12247825133099999
ACH-000047,-0.210730410875
ACH-000052,-0.268307091876
ACH-000053,-0.0812028619971
ACH-000054,0.0211492843283
ACH-000055,0.13021635229
ACH-000060,-0.6954822270819999
ACH-000067,0.163121991382
ACH-000070,-0.37234095600199996
ACH-000075,-0.297723467953
ACH-000078,0.031708168406099996
ACH-000082,0.280515638357
ACH-000085,0.00443373653407
ACH-000086,-0.0160768084643
ACH-000087,-0.07039906366510001
ACH-000092,0.0357094720138
ACH-000095,0.0964434423573
ACH-000097,-0.222999638279
ACH-000098,0.0035563664741100004
ACH-000099,0.14566903828400002
ACH-000108,0.06503759643450001
ACH-000113,-0.13279999912999998
ACH-000115,-0.172613395437
ACH-000116,-0.24797080924400003
ACH-000118,-0.164119816757
ACH-000120,-0.24831082484900002
ACH-000123,-0.0359151058154
ACH-000127,-0.308263205619
ACH-000128,0.102202149813
ACH-000132,-0.96985461119
ACH-000133,-0.0447624426991
ACH-000137,-0.210603229349
ACH-000138,0.04351721846480001
ACH-000142,0.056519795612599996
ACH-000143,-0.0908947781555
ACH-000146,0.013183877759100002
ACH-000148,0.0544987709293
ACH-000150,-0.478387951796
ACH-000152,-0.011188112579299999
ACH-000153,-0.511260796954
ACH-000159,-0.0013762014518699998
ACH-000160,-0.18607491162099998
ACH-000163,0.0946102245857
ACH-000167,-0.117498334787
ACH-000168,0.08945287133210002
ACH-000169,-0.104031243759
ACH-000178,-0.347778410994
ACH-000182,-0.07088030968089999
ACH-000183,-0.0763230876229
ACH-000188,-0.284336458601
ACH-000189,-0.11848228949100001
ACH-000190,-0.0911814606716
ACH-000198,-0.05821216652819999
ACH-000204,-0.271311403945
ACH-000206,-0.20701058389899998
ACH-000207,-0.09641023571429999
ACH-000211,-0.234054708605
ACH-000215,0.12431804315199999
ACH-000221,0.074676055487
ACH-000222,0.13728313412
ACH-000223,-0.20301269084600002
ACH-000226,-0.361849171954
ACH-000227,-0.252470008247
ACH-000228,-0.215013610497
ACH-000231,-0.136451032616
ACH-000232,-0.20763147766800003
ACH-000233,-0.16369231364700002
ACH-000234,-0.11283413263
ACH-000235,-0.0901773397545
ACH-000237,-0.170489715583
ACH-000238,-0.0943810034588
ACH-000243,-0.691183528328
ACH-000244,-0.254654177108
ACH-000246,-0.417032966887
ACH-000248,-0.0488212990341
ACH-000250,-0.301778192873
ACH-000251,-0.193664390333
ACH-000253,0.120571794027
ACH-000255,-0.174022207447
ACH-000256,-0.176142965718
ACH-000257,0.0253059512718
ACH-000258,0.03676605801669999
ACH-000259,0.0964111853005
ACH-000260,-0.0701850112637
ACH-000261,-0.193277797518
ACH-000262,-0.0745818308283
ACH-000263,0.11342900855100001
ACH-000264,-0.183560601842
ACH-000265,-0.0916301713894
ACH-000266,-0.105628485136
ACH-000272,-0.195898502923
ACH-000273,-0.0035926103287
ACH-000274,-0.314332570572
ACH-000277,0.045967060861099994
ACH-000278,-0.23234792144900002
ACH-000279,-0.16458531728
ACH-000280,-0.0369002799139
ACH-000281,-0.32335115689
ACH-000288,0.0650077391509
ACH-000291,0.0282070833703
ACH-000293,-0.104215074418
ACH-000294,0.23515714503899998
ACH-000295,-0.17064265106899998
ACH-000296,-0.0197612564904
ACH-000302,-0.06387693785830001
ACH-000304,0.0376503536759
ACH-000307,0.0405750723621
ACH-000308,0.00216455796544
ACH-000310,-0.39883401869999996
ACH-000311,-0.0307068404962
ACH-000312,0.014612397871600001
ACH-000315,0.0331712729898
ACH-000316,-0.0367986178053
ACH-000317,-0.33463271647799997
ACH-000318,0.0831620061748
ACH-000319,0.12446697019099999
ACH-000320,-0.0148321590208
ACH-000322,0.033017684743
ACH-000323,0.0183226774177
ACH-000324,-0.00441096643567
ACH-000329,0.0904577307313
ACH-000330,-0.321118041001
ACH-000331,-0.121732106125
ACH-000332,-0.14951105880100002
ACH-000334,-0.28099845298099996
ACH-000335,-0.396591153556
ACH-000336,0.30677514933
ACH-000337,-0.334908083572
ACH-000339,0.0294160778118
ACH-000341,-0.280591070545
ACH-000348,0.0024637920306
ACH-000350,0.0995091328734
ACH-000352,-0.12222112940400001
ACH-000356,-0.0902269907193
ACH-000361,0.23221410968800002
ACH-000362,0.192535864696
ACH-000363,0.0462505194448
ACH-000364,-0.458585408415
ACH-000365,0.358338962979
ACH-000366,0.128827357191
ACH-000368,0.0475932271545
ACH-000374,-0.292727101922
ACH-000375,-0.120430877258
ACH-000376,-0.0028061704841500002
ACH-000381,0.134326658245
ACH-000383,-0.00453035810174
ACH-000387,0.0318459262683
ACH-000389,-0.038909489987199994
ACH-000390,0.0958561243225
ACH-000393,-0.103916068488
ACH-000395,0.09912073121649999
ACH-000397,-0.115209918644
ACH-000401,0.0386762284291
ACH-000402,0.0798114642348
ACH-000403,-0.555358260926
ACH-000404,0.0801620831876
ACH-000406,0.0157532315521
ACH-000407,0.10358603125499999
ACH-000408,-0.00465075238276
ACH-000410,-0.00392270050077
ACH-000411,-0.07737541941000001
ACH-000414,-0.0138277557759
ACH-000415,-0.07826800371249999
ACH-000416,0.0174892943936
ACH-000420,0.12642420354699999
ACH-000421,0.0357680815712
ACH-000424,-0.0572363224425
ACH-000425,0.09224679064989999
ACH-000426,-0.040439071252000004
ACH-000427,-0.265712348266
ACH-000433,-0.0680843319082
ACH-000436,0.09255933934340001
ACH-000444,-0.40105953592
ACH-000445,0.124509809999
ACH-000448,-0.398998348293
ACH-000450,-0.219154325931
ACH-000452,0.0027462567465300004
ACH-000454,0.0281076751066
ACH-000458,0.053965868882
ACH-000459,-0.40576152815
ACH-000460,-0.121523008541
ACH-000461,-0.214090850643
ACH-000463,-0.352174547146
ACH-000464,0.0169866042119
ACH-000466,-0.236813376437
ACH-000467,-0.14011567957
ACH-000468,-0.163661584882
ACH-000469,-0.10981698970699999
ACH-000470,-0.304463760884
ACH-000471,-0.1236921552
ACH-000472,-0.241784178772
ACH-000473,0.00791020597664
ACH-000475,-0.041524553169
ACH-000476,0.005091509388069999
ACH-000477,0.21170457231800002
ACH-000480,0.118030407835
ACH-000481,-0.228536653359
ACH-000483,-0.234685613501
ACH-000484,-0.140799110365
ACH-000485,-0.144086379412
ACH-000486,-0.24161990278
ACH-000487,-0.0100585023328
ACH-000488,-0.389380910912
ACH-000490,-0.5655145924539999
ACH-000491,0.07728837817
ACH-000495,-0.41698355718099994
ACH-000496,-0.00984267503893
ACH-000499,-0.0026767252319899997
ACH-000500,-0.588791083574
