,COG8 (84342)
ACH-000004,-0.46013779136000005
ACH-000007,-0.596543288889
ACH-000009,-0.402163371246
ACH-000011,-0.539447679561
ACH-000012,-0.492515157588
ACH-000013,-0.800904262287
ACH-000014,-0.465368513494
ACH-000015,-0.418814372734
ACH-000017,-0.49113045297799995
ACH-000018,-0.7148368284029999
ACH-000019,-0.477071060075
ACH-000021,-0.906381875944
ACH-000022,-0.416297866396
ACH-000025,-0.726763417397
ACH-000028,-0.45688437945
ACH-000030,-0.517892522003
ACH-000035,-0.577481948957
ACH-000036,-0.7167254337860001
ACH-000037,-0.933677546584
ACH-000039,-0.589956542027
ACH-000040,-0.7540570511560001
ACH-000041,-0.5666315531530001
ACH-000042,-0.515659038425
ACH-000045,-0.5702945442890001
ACH-000047,-0.472945332797
ACH-000052,-0.744475487361
ACH-000053,-0.327368012587
ACH-000054,-0.525268035982
ACH-000055,-0.612078497903
ACH-000060,-0.496607747694
ACH-000067,-0.24071762382800002
ACH-000070,-0.39610432070100005
ACH-000075,-0.564550908305
ACH-000078,-0.683194750312
ACH-000082,-0.667156958029
ACH-000085,-0.304057211625
ACH-000086,-0.654998738069
ACH-000087,-0.358990762645
ACH-000092,-0.7265392988160001
ACH-000095,-0.542854332295
ACH-000097,-0.578773878885
ACH-000098,-0.88710988634
ACH-000099,-0.432552468305
ACH-000108,-0.515895268812
ACH-000113,-0.449159062675
ACH-000115,-0.540309202051
ACH-000116,-0.543960414759
ACH-000118,-0.623670691786
ACH-000120,-0.512363932872
ACH-000123,-0.46440739728
ACH-000127,-0.436957918039
ACH-000128,-0.399442251437
ACH-000132,-0.674180663488
ACH-000133,-0.880568679638
ACH-000137,-0.574325519804
ACH-000138,-0.567991184929
ACH-000142,-0.47635128878399996
ACH-000143,-0.532369919607
ACH-000146,-0.362124468178
ACH-000148,-0.606598825002
ACH-000150,-0.646635636076
ACH-000152,-0.526763842623
ACH-000153,-0.33239894502399997
ACH-000159,-0.45029498150700004
ACH-000160,-0.204233935792
ACH-000163,-0.220057312517
ACH-000167,-0.551295217954
ACH-000168,-0.5088165253170001
ACH-000169,-0.695941452411
ACH-000178,-0.46813407988300004
ACH-000182,-0.462499786053
ACH-000183,-0.519462416214
