,CERCAM (51148)
ACH-000630,-0.392441566087
ACH-000632,-0.34403226010300003
ACH-000633,-0.359469885765
ACH-000637,-0.279939746883
ACH-000638,-0.39629784244800004
ACH-000646,-0.273822267069
ACH-000647,-0.446577800474
ACH-000648,-0.450193966148
ACH-000649,-0.265998429653
ACH-000651,-0.45929769869900006
ACH-000652,-0.47453720314900005
ACH-000653,-0.338909904018
ACH-000657,-0.391564902566
ACH-000658,-0.592628397968
ACH-000661,-0.311086206814
ACH-000662,-0.290709240603
ACH-000663,-0.472169269961
ACH-000665,-0.386445092483
ACH-000671,-0.32133843702799997
ACH-000673,-0.403636946626
ACH-000676,-0.291961295741
ACH-000677,-0.42274624516900006
ACH-000681,-0.331221371411
ACH-000682,-0.582183847991
ACH-000683,-0.402647125756
ACH-000684,-0.0734981715633
ACH-000688,-0.42233608358099994
ACH-000693,-0.477030039856
ACH-000694,-0.373060550908
ACH-000695,-0.349725671969
ACH-000696,-0.39206210439499994
ACH-000697,-0.10925757031700001
ACH-000699,-0.332015226664
ACH-000701,-0.5070933187919999
ACH-000706,-0.40967887918300006
ACH-000711,-0.35776427851400006
ACH-000713,-0.252489299835
ACH-000714,-0.404942113525
ACH-000718,-0.5540405720489999
ACH-000720,-0.412175009903
ACH-000721,-0.48092596357699996
ACH-000724,-0.027706439973
ACH-000725,-0.339846216185
ACH-000732,-0.338006495629
ACH-000734,-0.51660767
ACH-000735,-0.439699298856
ACH-000736,-0.5197911948839999
ACH-000738,-0.414760025626
ACH-000746,-0.16977257730099998
ACH-000747,-0.546408127897
ACH-000748,-0.342525275743
ACH-000753,-0.29467011763900003
ACH-000756,-0.748415466905
ACH-000757,-0.512504344314
ACH-000758,-0.256594292999
ACH-000760,-0.515201240226
ACH-000763,-0.260674380965
ACH-000764,-0.202221127887
ACH-000765,-0.378452125074
ACH-000766,-0.219587899858
ACH-000767,-0.318460859301
ACH-000768,-0.412572836081
ACH-000769,-0.217738449121
ACH-000770,-0.324053254661
ACH-000771,-0.40138880794
ACH-000773,-0.279425262038
ACH-000776,-0.409783417391
ACH-000777,-0.551072645569
ACH-000778,-0.635889537129
ACH-000781,-0.422039651347
ACH-000782,-0.36119544054799996
ACH-000783,-0.46245618376599995
ACH-000784,-0.40025984620300004
ACH-000785,-0.397022018686
ACH-000787,-0.315844520856
ACH-000788,-0.407486060286
ACH-000791,-0.41463668628899997
ACH-000792,-0.269562386793
ACH-000794,-0.386443799159
ACH-000796,-0.33948659620300004
ACH-000799,-0.486090954728
ACH-000800,-0.605181995116
ACH-000802,-0.170498705052
ACH-000804,-0.312027932635
ACH-000805,-0.444011302988
ACH-000809,-0.403816797641
ACH-000810,-0.40173471693199997
ACH-000811,-0.48194366780599995
ACH-000817,-0.19540289887899998
ACH-000819,-0.500319856325
ACH-000820,-0.44741891984300003
ACH-000821,-0.18643638725900002
ACH-000822,-0.350922656703
ACH-000823,-0.434782195493
ACH-000824,-0.37743167317599996
ACH-000827,-0.39523068310599996
ACH-000829,-0.441545699598
ACH-000831,-0.212966701155
ACH-000832,-0.40060811561899995
ACH-000833,-0.22201320459399998
ACH-000834,-0.40061885405000003
ACH-000835,-0.36859338553099996
ACH-000836,-0.23629631217500002
ACH-000837,-0.322906531584
ACH-000838,-0.10066582815899999
ACH-000839,-0.635215185381
ACH-000840,-0.40169115038099995
ACH-000841,-0.32511399294
ACH-000843,-0.45185968192500003
ACH-000846,-0.165237677736
ACH-000847,-0.482097940956
ACH-000848,-0.372683895317
ACH-000849,-0.358378502495
ACH-000851,-0.306425639111
ACH-000855,-0.372679824798
ACH-000856,-0.205997097437
ACH-000858,-0.43731027757700003
ACH-000859,-0.176898240359
ACH-000861,-0.315310835492
ACH-000862,-0.434622800244
ACH-000865,-0.38108286121699997
ACH-000866,-0.301474440979
ACH-000867,-0.317638725357
ACH-000869,-0.34326028513499995
ACH-000872,-0.374540090724
ACH-000873,-0.454165071725
ACH-000876,-0.294606601029
ACH-000878,-0.514466699062
ACH-000880,-0.292439503777
ACH-000881,-0.368156627788
ACH-000882,-0.48870588313100005
ACH-000884,-0.42938740876500003
ACH-000885,-0.45117265409400004
ACH-000887,-0.747860410065
ACH-000888,-0.549945227826
ACH-000889,-0.322433522916
ACH-000890,-0.5688640096199999
ACH-000896,-0.32585195785
ACH-000898,-0.263420654719
ACH-000900,-0.407162661851
ACH-000901,-0.34020095635200004
ACH-000905,-0.249283890656
ACH-000906,-0.286918204547
ACH-000907,-0.5042380944100001
ACH-000910,-0.233871306734
ACH-000911,-0.38461626699900003
ACH-000912,-0.442800387254
ACH-000913,-0.37991849784500004
ACH-000915,-0.35893206740999994
ACH-000916,-0.0466257568066
ACH-000917,-0.281694908789
ACH-000921,-0.34585965923600004
ACH-000924,-0.31471472026999997
ACH-000926,-0.408909088816
ACH-000928,-0.552755260278
ACH-000929,-0.348272859943
ACH-000932,-0.284983546641
ACH-000935,-0.202454134883
ACH-000936,-0.392784953883
ACH-000937,-0.36057037046499996
ACH-000938,-0.20308560094099998
ACH-000939,-0.200663217796
ACH-000941,-0.369180798774
ACH-000943,-0.340946750819
ACH-000946,-0.37368433860399997
ACH-000947,-0.40071331950000005
ACH-000948,-0.281586615708
ACH-000950,-0.23568944746
ACH-000953,-0.327296963225
ACH-000957,-0.19146795887600002
ACH-000958,-0.134347529714
ACH-000960,-0.27627599485
ACH-000963,-0.129365482535
ACH-000968,-0.48994610717
ACH-000969,-0.297870865762
ACH-000973,-0.37314763880699997
ACH-000974,-0.510539802613
ACH-000975,-0.34110751176299997
ACH-000976,-0.37956876727300004
ACH-000978,-0.50991662506
ACH-000980,-0.34313210322800003
ACH-000984,-0.38349374310199996
ACH-000986,-0.307901073348
ACH-000988,-0.27433927199700003
ACH-000993,-0.597133876435
ACH-000994,-0.16668568657
ACH-000996,-0.377388721153
ACH-001001,-0.4388678139600001
ACH-001020,-0.343886088016
ACH-001028,-0.41919073232299997
ACH-001031,-0.472132359954
ACH-001038,-0.409393006041
ACH-001048,-0.462640234321
ACH-001050,-0.447952617198
ACH-001053,-0.35302295927
ACH-001054,-0.22183740271299998
ACH-001061,-0.386026072546
ACH-001067,-0.503813204943
ACH-001075,-0.164976630723
ACH-001096,-0.707199909622
ACH-001128,-0.354016318821
ACH-001134,-0.467442031061
ACH-001151,-0.516833187538
ACH-001163,-0.41815730810900004
ACH-001164,-0.405888337996
ACH-001173,-0.308560905617
ACH-001183,-0.17483629783399998
ACH-001184,-0.490476451576
ACH-001190,-0.448560536727
ACH-001192,-0.158015227818
ACH-001193,-0.49161373794200003
ACH-001196,-0.44389374404700005
ACH-001197,-0.146139264509
ACH-001205,-0.282643685368
ACH-001211,-0.358464597103
ACH-001212,-0.724697215537
ACH-001228,-0.43345887652599996
ACH-001232,-0.31257217532
ACH-001239,-0.344654976522
ACH-001274,-0.2065517093
ACH-001275,-0.191937565018
ACH-001277,-0.49388306965499995
ACH-001278,-0.453422042029
ACH-001280,-0.556146433011
ACH-001283,-0.295314052873
ACH-001289,-0.500659488204
ACH-001295,-0.23209590042199998
ACH-001300,-0.445531515855
ACH-001301,-0.218162053524
ACH-001302,-0.389090221949
ACH-001303,-0.381181662545
ACH-001306,-0.197510554881
ACH-001318,-0.22251351542599998
ACH-001322,-0.348540544419
ACH-001328,-0.38828373190800003
ACH-001332,-0.320386160167
ACH-001333,-0.314622479883
ACH-001336,-0.38224690732699995
ACH-001340,-0.49680903482699995
ACH-001346,-0.356349554821
ACH-001353,-0.39730424979900003
ACH-001354,-0.41192833916599997
ACH-001367,-0.346401435855
ACH-001368,-0.364720072628
ACH-001374,-0.40245392596999996
ACH-001375,-0.36333963017800003
ACH-001377,-0.193695262658
ACH-001380,-0.386579164978
ACH-001391,-0.131474399914
ACH-001407,-0.395286173578
ACH-001408,-0.274760931325
ACH-001413,-0.256942042647
ACH-001430,-0.402610553544
ACH-001431,-0.493890179457
ACH-001450,-0.515256700372
ACH-001496,-0.196367838875
ACH-001500,-0.579280789505
ACH-001521,-0.741556371846
ACH-001523,-0.413002635315
ACH-001532,-0.45130045931400004
ACH-001536,-0.39516291946099996
ACH-001550,-0.350909804545
ACH-001552,-0.6156383507859999
ACH-001554,-0.302759699529
ACH-001645,-0.266912136006
ACH-001654,-0.664815371633
ACH-001715,-0.32854095616900003
ACH-001735,-0.350201078904
ACH-001736,-0.278200806565
ACH-001737,-0.963678073028
ACH-001740,-0.156519012861
ACH-001745,-0.278691799152
ACH-001750,-0.422239856128
ACH-001765,-0.33330293658300003
ACH-001956,-0.335406157835
ACH-001957,-0.36941351732199995
