,GADL1 (339896)
ACH-000004,0.0750848688446
ACH-000007,0.17127379830699999
ACH-000009,0.154969382967
ACH-000011,0.196035304989
ACH-000012,0.17947837575800002
ACH-000013,0.20312346572999998
ACH-000014,0.25094505020999996
ACH-000015,0.237285570414
ACH-000017,0.000846097867253
ACH-000018,0.0683678648281
ACH-000019,0.205798919625
ACH-000021,0.18528399697700002
ACH-000022,0.141314237013
ACH-000025,0.111005463592
ACH-000028,0.205250646743
ACH-000030,0.203753337384
ACH-000035,0.211549773159
ACH-000036,0.184876417618
ACH-000037,0.173441316747
ACH-000039,0.200237130579
ACH-000040,0.278891724449
ACH-000041,0.298032458613
ACH-000042,-0.015884228774600002
ACH-000045,0.277661668726
ACH-000047,0.279870601009
ACH-000052,0.25978502577199997
ACH-000053,0.0726363022711
ACH-000054,0.20395358872900002
ACH-000055,0.0946854815192
ACH-000060,0.0584369575352
ACH-000067,0.17599173862999998
ACH-000070,0.302001884665
ACH-000075,0.12699704275499998
ACH-000078,0.29194534144900003
ACH-000082,0.18382108618700002
ACH-000085,0.195157056296
ACH-000086,0.07772703732979999
ACH-000087,0.06319479052400001
ACH-000092,0.11021396632500001
ACH-000095,0.138858102667
ACH-000097,0.150115152056
ACH-000098,0.14142594808800002
ACH-000099,0.0643581062127
ACH-000108,0.150512440954
ACH-000113,0.14343356585699998
ACH-000115,0.121987898587
ACH-000116,0.203044349261
ACH-000118,0.128505396641
ACH-000120,0.277681064676
ACH-000123,0.181989679808
ACH-000127,0.14286878548
ACH-000128,0.233760872311
ACH-000132,0.16831763952
ACH-000133,0.0452952699606
ACH-000137,0.143215462368
ACH-000138,0.0938464827258
ACH-000142,0.114120113728
ACH-000143,-0.0497469716845
ACH-000146,0.084071316321
ACH-000148,0.32775825174400003
ACH-000150,0.020275272973599996
ACH-000152,0.265274609982
ACH-000153,0.128743522551
ACH-000159,0.18997711344300003
ACH-000160,0.177925024989
ACH-000163,0.313232287005
ACH-000167,0.019501877801700002
ACH-000168,0.100827664306
ACH-000169,0.21089701426100002
ACH-000178,0.185744126349
ACH-000182,0.127171336454
ACH-000183,0.130881037756
ACH-000188,0.165125810296
ACH-000189,0.298616661437
