,CCRN4L (25819)
ACH-000272,-0.39136394724
ACH-000273,-0.283741465287
ACH-000274,-0.313143868455
ACH-000277,-0.346880151769
ACH-000278,-0.350499108469
ACH-000279,-0.45137472885700003
ACH-000280,-0.233529924945
ACH-000281,-0.175738073738
ACH-000288,-0.295255688357
ACH-000291,-0.312276953331
ACH-000293,-0.561551828283
ACH-000294,-0.413464141571
ACH-000295,-0.620152265635
ACH-000296,-0.351211258503
ACH-000302,-0.464700712152
ACH-000304,-0.517429914344
ACH-000307,-0.428118541075
ACH-000308,-0.311333272206
ACH-000310,-0.0987148116107
ACH-000311,-0.422251792703
ACH-000312,-0.210020529572
ACH-000315,-0.09367702418099999
ACH-000316,-0.41968234806000004
ACH-000317,-0.435268438958
ACH-000318,-0.40090370764399996
ACH-000319,-0.43129990424900005
ACH-000320,-0.123947476529
ACH-000322,-0.457246447364
ACH-000323,-0.465209249288
ACH-000324,-0.193442987168
ACH-000329,-0.354086224672
ACH-000330,-0.23222318849399998
ACH-000331,-0.237049066467
ACH-000332,-0.317321544026
ACH-000334,-0.395112243727
ACH-000335,-0.348595231334
ACH-000336,-0.0958398221322
ACH-000337,-0.54213470474
ACH-000339,-0.190675205852
ACH-000341,-0.09607057743799999
ACH-000348,-0.329713947313
ACH-000350,-0.21150517708799998
ACH-000352,-0.4359178155100001
ACH-000356,-0.24787320746599997
ACH-000361,-0.212129513735
ACH-000362,-0.237956970372
ACH-000363,-0.458718883094
ACH-000364,-0.508158547331
ACH-000365,-0.31035127863699996
ACH-000366,-0.310975512345
ACH-000368,-0.45151378324600006
ACH-000374,-0.549537550753
ACH-000375,-0.07488666279180001
ACH-000376,-0.329719007357
ACH-000381,-0.201385657776
ACH-000383,-0.29373626011500004
ACH-000387,-0.391287019891
ACH-000389,-0.481498236999
ACH-000390,-0.299473172005
ACH-000393,-0.581401967508
ACH-000395,-0.0611470664487
ACH-000397,-0.283689591615
ACH-000401,-0.3044031884
ACH-000402,-0.172078042051
ACH-000403,-0.33798528553
ACH-000404,-0.292908100685
ACH-000406,-0.200013395032
ACH-000407,-0.334025032796
ACH-000408,-0.351710840466
ACH-000410,-0.378312034851
ACH-000411,-0.35961890646399997
ACH-000414,-0.429290517107
ACH-000415,-0.224886754525
ACH-000416,-0.37636629685999995
ACH-000420,-0.38399586217799997
ACH-000421,-0.38945457602399997
ACH-000424,-0.204457927542
ACH-000425,-0.343659363627
ACH-000426,-0.105312769593
ACH-000427,-0.6375274206880001
ACH-000433,-0.164346185883
ACH-000436,-0.37154303062399996
ACH-000444,-0.14448007301
ACH-000445,-0.161845227818
ACH-000448,-0.516735685402
ACH-000450,-0.216340095865
ACH-000452,-0.318227925664
ACH-000454,-0.24405013828400002
ACH-000458,-0.146025616996
ACH-000459,-0.297142460289
ACH-000460,-0.292648344997
ACH-000461,-0.31430916458
ACH-000463,-0.39192560513999997
ACH-000464,-0.393426439247
ACH-000466,-0.468026163002
ACH-000467,-0.29316782768000005
ACH-000468,-0.0255578078411
ACH-000469,-0.36042136166199995
ACH-000470,-0.293921094012
ACH-000471,-0.27395848897
ACH-000472,-0.370234690563
ACH-000473,-0.32359100755
ACH-000475,-0.39227122737
ACH-000476,-0.278063168718
ACH-000477,-0.0397670602352
ACH-000480,-0.22899895476799997
ACH-000481,-0.467369988894
ACH-000483,-0.175667356706
ACH-000484,-0.327375315173
ACH-000485,-0.511825034125
ACH-000486,-0.306414861773
ACH-000487,-0.511136906926
ACH-000488,-0.251305811739
ACH-000490,-0.270147805345
ACH-000491,-0.239178845667
ACH-000495,-0.18324366430300001
ACH-000496,-0.273200974097
ACH-000499,-0.304635290447
ACH-000500,-0.6085416997399999
ACH-000502,-0.292110505641
ACH-000503,-0.270427456373
ACH-000505,-0.424617387381
ACH-000507,-0.354691400541
ACH-000510,-0.440574504767
ACH-000511,-0.39925505457500005
ACH-000512,-0.435046041511
ACH-000516,-0.23845458379299997
ACH-000517,-0.34604578871299996
ACH-000518,-0.253284483108
ACH-000520,-0.5157836204540001
ACH-000521,-0.11687855332800001
ACH-000522,-0.445239625295
ACH-000524,-0.288904532898
ACH-000527,-0.391093978214
ACH-000528,-0.27134317195
ACH-000537,-0.44464939363399997
ACH-000541,-0.25632145597399997
ACH-000542,-0.34800998452
ACH-000544,-0.30795444424699997
ACH-000545,-0.15547140262700002
ACH-000547,-0.15921039899199999
ACH-000548,-0.23035281551399997
ACH-000549,-0.354677655364
ACH-000550,-0.24210352704
ACH-000552,-0.323721705628
ACH-000556,-0.433308116748
ACH-000557,-0.38178379727
ACH-000570,-0.489069482777
ACH-000571,-0.26826197987100003
ACH-000573,-0.397274909454
ACH-000576,-0.3504418726
ACH-000580,-0.0457947318829
ACH-000584,-0.334277951194
ACH-000585,-0.258531563944
ACH-000588,-0.283921833812
ACH-000589,-0.17788021662700002
ACH-000591,-0.413475039869
ACH-000593,-0.55586374565
ACH-000600,-0.42467881248899997
ACH-000601,-0.305626267586
ACH-000604,-0.34084133553199997
ACH-000605,-0.301840336875
ACH-000606,-0.258673730532
ACH-000608,-0.38112457366999997
ACH-000614,-0.30179765308
ACH-000616,-0.444663621641
ACH-000618,-0.243292176364
ACH-000619,-0.356430928588
ACH-000620,-0.328867368307
ACH-000621,-0.251361750666
ACH-000622,-0.441931326331
ACH-000623,-0.373571959323
ACH-000624,-0.235204813574
ACH-000627,-0.510578059609
ACH-000630,-0.49732137421899997
ACH-000632,-0.453063087211
ACH-000633,-0.181198162223
ACH-000637,-0.38828719410499996
ACH-000638,-0.0735550444555
ACH-000646,-0.274335192647
ACH-000647,-0.281937714151
ACH-000648,-0.329445072153
ACH-000649,-0.345432051345
ACH-000651,-0.277911002212
ACH-000652,-0.13178156248
ACH-000653,-0.237862770494
ACH-000657,-0.372618588443
ACH-000658,-0.454835703548
ACH-000661,-0.09654497416030001
ACH-000662,-0.371931536174
ACH-000663,-0.09639750453500001
ACH-000665,-0.126877769781
ACH-000671,-0.351919351026
ACH-000673,-0.29461470713300003
ACH-000676,-0.19458994277199998
ACH-000677,-0.309768653932
ACH-000681,-0.243339430935
ACH-000682,-0.2309132939
ACH-000683,-0.280928134155
ACH-000684,0.0031514319513299997
ACH-000688,-0.543487425261
ACH-000693,-0.353526140133
ACH-000694,-0.242035591842
ACH-000695,-0.735982184013
ACH-000696,-0.415464564476
ACH-000697,-0.463457205089
ACH-000699,-0.265183327701
ACH-000701,-0.38613924721500004
ACH-000706,-0.196487800957
ACH-000711,-0.34243136187
ACH-000713,-0.530564202883
ACH-000714,-0.184852925044
ACH-000718,-0.255030855284
ACH-000720,-0.278123796576
ACH-000721,-0.23050968622499998
ACH-000724,-0.447418473844
ACH-000725,-0.296186439842
ACH-000732,-0.357698791446
ACH-000734,-0.22908693800299998
ACH-000735,-0.21879231173
ACH-000736,-0.453010937253
ACH-000738,-0.348872895319
ACH-000746,-0.17755965259
ACH-000747,-0.360435696003
ACH-000748,-0.240585361937
ACH-000753,-0.388784745386
ACH-000756,-0.174689234289
ACH-000757,-0.07153328207069999
ACH-000758,-0.352657903916
ACH-000760,-0.321694704913
ACH-000763,-0.38357600858199997
ACH-000764,-0.26500697518599997
ACH-000765,-0.383205296157
ACH-000766,-0.617679845932
ACH-000767,-0.390673047798
ACH-000768,-0.250312259368
ACH-000769,-0.23942634453899997
ACH-000770,-0.231176907696
ACH-000771,-0.44046374984399994
ACH-000773,-0.307905550021
ACH-000776,-0.280979662033
ACH-000777,-0.44615001510200003
ACH-000778,0.06542660615330001
ACH-000781,-0.196241556272
ACH-000782,-0.32189958198199997
ACH-000783,-0.34912356012400003
ACH-000784,-0.307865430253
ACH-000785,-0.243490692893
ACH-000787,-0.170913048705
ACH-000788,-0.34980344940200003
ACH-000791,-0.197724284955
ACH-000792,-0.356387020444
ACH-000794,-0.416926345378
ACH-000796,-0.362889862525
ACH-000799,-0.41956413637100004
ACH-000800,-0.644478291888
ACH-000802,-0.229182763415
ACH-000804,-0.0832047503717
ACH-000805,-0.35591834598300004
ACH-000809,-0.351396871543
ACH-000810,-0.15704862487
ACH-000811,-0.467517662883
ACH-000817,-0.262359521903
ACH-000819,-0.283888238756
ACH-000820,-0.5171510705569999
ACH-000821,-0.371326380449
ACH-000822,-0.19045654713500001
ACH-000823,-0.33866055568400005
ACH-000824,-0.5529425516049999
ACH-000827,-0.277121733406
ACH-000829,-0.299937546269
ACH-000831,-0.328023803442
ACH-000832,-0.203119837065
ACH-000833,-0.22690832470199998
ACH-000834,-0.20884786296799998
ACH-000835,-0.34530506985799997
ACH-000836,-0.338203720771
ACH-000837,-0.215857994928
ACH-000838,-0.253456471521
ACH-000839,-0.3016959713
ACH-000840,-0.550392200302
ACH-000841,-0.078718266114
ACH-000843,-0.37545953376999996
ACH-000846,-0.196093535376
ACH-000847,-0.267265787464
ACH-000848,-0.25434665371599996
ACH-000849,-0.305998739886
ACH-000851,-0.393737073182
ACH-000855,-0.429789580568
ACH-000856,-0.145291235198
ACH-000858,-0.273923444307
ACH-000859,-0.399141400113
ACH-000861,-0.221980924679
ACH-000862,-0.446506545955
ACH-000865,-0.38269656251199996
ACH-000866,-0.463442967657
ACH-000867,-0.339894738653
ACH-000869,-0.299601010245
ACH-000872,-0.401253459139
ACH-000873,-0.29610121051
ACH-000876,-0.431106744539
ACH-000878,-0.45226548881399997
ACH-000880,-0.404368752261
ACH-000881,-0.30630050521200003
ACH-000882,-0.234424069368
ACH-000884,-0.305189146875
ACH-000885,-0.16179617959599998
ACH-000887,-0.436920711113
ACH-000888,-0.37898505734800003
ACH-000889,-0.332247734695
ACH-000890,-0.359750456025
ACH-000896,-0.42764331928300003
ACH-000898,-0.15834664984400001
ACH-000900,-0.302042823448
ACH-000901,-0.40176717668899997
ACH-000905,-0.173719359879
ACH-000906,-0.331214194159
ACH-000907,-0.0844129377351
ACH-000910,-0.45973474881399995
ACH-000911,-0.37604778356
ACH-000912,-0.222125296453
ACH-000913,-0.37880622894599997
ACH-000915,-0.389285958513
ACH-000916,-0.568671483437
ACH-000917,-0.545523800549
ACH-000921,-0.336135837373
ACH-000924,-0.449227596936
ACH-000926,-0.23815295549100002
ACH-000928,-0.0614723704967
ACH-000929,-0.426499778815
ACH-000932,-0.462648151999
ACH-000935,-0.25864015129900003
ACH-000936,-0.451517511399
ACH-000937,-0.32985063231999995
ACH-000938,-0.211073174738
ACH-000939,-0.317041088126
ACH-000941,-0.319253828664
ACH-000943,-0.346608221834
ACH-000946,-0.174776632249
ACH-000947,-0.09196809586639998
ACH-000948,-0.42414990439800004
ACH-000950,-0.189391580051
ACH-000953,-0.388445220407
ACH-000957,-0.425170197248
ACH-000958,-0.536404165372
ACH-000960,-0.39993310745899996
ACH-000963,-0.317941486222
ACH-000968,-0.11798381547499999
ACH-000969,-0.477926005249
ACH-000973,-0.37580026813100004
ACH-000974,-0.24817113714000003
ACH-000975,-0.34605478876699997
ACH-000976,-0.295422012906
ACH-000978,-0.42308051543700004
ACH-000980,-0.35234229423600005
ACH-000984,-0.322093264597
ACH-000986,-0.22778559109000002
ACH-000988,-0.252151485004
ACH-000993,-0.27763478596700003
ACH-000994,-0.234289912457
ACH-000996,-0.294888118993
ACH-001001,-0.280589795823
ACH-001020,-0.157918426364
ACH-001028,-0.303527603066
ACH-001031,-0.342863712315
ACH-001038,-0.430623363332
ACH-001048,-0.354854199741
ACH-001050,-0.457324809818
ACH-001053,-0.25288340689
ACH-001054,-0.24729130396899998
ACH-001061,-0.291241706702
ACH-001067,-0.480278865056
ACH-001075,-0.131631592136
ACH-001096,-0.35385310672200004
ACH-001128,-0.31604497420600003
ACH-001134,-0.265127084726
ACH-001151,-0.305565977357
ACH-001163,-0.21906174799699998
ACH-001164,-0.332375134053
ACH-001173,-0.341391303916
ACH-001183,-0.264198556219
ACH-001184,-0.35043462878799997
ACH-001190,-0.28946375845899996
ACH-001192,-0.578836414681
ACH-001193,-0.396198182566
ACH-001196,-0.440250791889
ACH-001197,-0.300068026721
ACH-001205,-0.317220489453
ACH-001211,-0.179958428849
ACH-001212,-0.541117383864
ACH-001228,-0.319315703022
ACH-001232,-0.351574984038
ACH-001239,-0.327686251477
ACH-001274,-0.322686437584
ACH-001275,-0.0590457043979
ACH-001277,-0.287393030407
ACH-001278,-0.21274870925900002
ACH-001280,-0.41807201032200003
ACH-001283,-0.41506413066799996
ACH-001289,-0.518451195566
ACH-001295,-0.40634419263000005
ACH-001300,-0.20410667450199999
ACH-001301,-0.524071462171
ACH-001302,-0.560151836345
ACH-001303,-0.396274419436
ACH-001306,-0.356077005357
ACH-001318,-0.415528742011
ACH-001322,-0.5400639105439999
ACH-001328,-0.212827892827
ACH-001332,-0.41555168152800004
ACH-001333,-0.207575526948
ACH-001336,-0.24981672554499998
ACH-001340,-0.437299654574
ACH-001346,-0.246633851393
ACH-001353,-0.329272071795
ACH-001354,-0.35848859407300004
ACH-001367,-0.062201624800699996
ACH-001368,-0.202557851083
ACH-001374,-0.154936962859
ACH-001375,-0.366289529739
ACH-001377,-0.37194581889899997
ACH-001380,-0.353063114349
ACH-001391,-0.40669143699500004
ACH-001407,-0.38114506439900003
ACH-001408,-0.354775370893
ACH-001413,-0.312809805923
ACH-001430,-0.472704618894
ACH-001431,-0.471355593217
ACH-001450,-0.090805928679
ACH-001496,-0.444604334292
ACH-001500,-0.31488394181400003
ACH-001521,-0.296143354987
ACH-001523,-0.276911287222
ACH-001532,-0.27372427674600003
ACH-001536,-0.298766737885
ACH-001550,-0.262842933981
ACH-001552,-0.41881426912299996
ACH-001554,-0.293959807597
ACH-001645,-0.25082950777199997
ACH-001654,-0.370850647306
ACH-001715,-0.192743849379
ACH-001735,-0.31948235720699997
ACH-001736,-0.334871649682
ACH-001737,-0.901278373953
ACH-001740,-0.308674599123
ACH-001745,-0.30458946579199997
ACH-001750,-0.370486439037
ACH-001765,-0.38002354719000003
ACH-001956,-0.321911236891
ACH-001957,-0.186213879808
