,SYNPO2L (79933)
ACH-000387,-0.390549150194
ACH-000389,-0.297233637731
ACH-000390,-0.330407190613
ACH-000393,-0.12302346263800001
ACH-000395,-0.0994703932656
ACH-000397,-0.19146847824000002
ACH-000401,0.061102684276800004
ACH-000402,-0.806966738383
ACH-000403,-0.342039261503
ACH-000404,-0.368926417503
ACH-000406,-0.39069273469899995
ACH-000407,-0.253166792353
ACH-000408,-0.6854921226430001
ACH-000410,-0.274229051373
ACH-000411,-0.256370260672
ACH-000414,-0.45304146603699996
ACH-000415,-0.57339786065
ACH-000416,-0.42669397285300004
ACH-000420,-0.435899896459
ACH-000421,-0.396674704789
ACH-000424,-0.211747399651
ACH-000425,-0.424010980941
ACH-000426,-0.115751111787
ACH-000427,-0.194704081054
ACH-000433,-0.46494799953
ACH-000436,-0.39586315679
ACH-000444,-0.348677060137
ACH-000445,-0.529462380061
ACH-000448,-0.289170297233
ACH-000450,-0.31113254291700004
ACH-000452,-0.490853803376
ACH-000454,-0.39778732562799995
ACH-000458,-0.36941332642200003
ACH-000459,-0.359473791883
ACH-000460,-0.38063681225699997
ACH-000461,-0.317163391658
ACH-000463,-0.367937010314
ACH-000464,-0.396835067017
ACH-000466,-0.434863055722
ACH-000467,-0.374148853111
ACH-000468,-0.6141726570830001
ACH-000469,-0.3082659946
ACH-000470,-0.35187675576099997
ACH-000471,-0.27590690815499996
ACH-000472,-0.407265610726
ACH-000473,-0.17461054511100002
ACH-000475,-0.253641801253
ACH-000476,-0.202822571238
ACH-000477,-0.470740206393
ACH-000480,-0.175229252826
ACH-000481,-0.46041785021000003
ACH-000483,-0.334689853886
ACH-000484,-0.264167731215
ACH-000485,-0.435548867858
ACH-000486,-0.554175386949
ACH-000487,-0.422793707275
ACH-000488,-0.400385591052
ACH-000490,-0.6872879484059999
ACH-000491,-0.49450163071900005
ACH-000495,-0.40102303264399997
ACH-000496,-0.554367738136
ACH-000499,-0.287448029424
ACH-000500,-0.181881834849
ACH-000502,-0.493836462596
ACH-000503,-0.424648989714
ACH-000505,-0.381975419369
ACH-000507,-0.27986698535599996
ACH-000510,-0.482326002842
ACH-000511,-0.301937098527
ACH-000512,-0.359059167198
ACH-000516,-0.216229463101
ACH-000517,-0.302728973118
ACH-000518,-0.26789527173300004
ACH-000520,-0.19980809847
ACH-000521,-0.283935840708
ACH-000522,-0.253451431851
ACH-000524,-0.330053129931
ACH-000527,-0.385958719352
ACH-000528,-0.386264900163
ACH-000537,-0.34033689165299996
ACH-000541,-0.39473596158600005
ACH-000542,-0.276742007235
ACH-000544,-0.505378322566
ACH-000545,-0.375869872389
ACH-000547,-0.19619719589499998
ACH-000548,-0.23535026080200003
ACH-000549,-0.393657140342
ACH-000550,-0.405929403057
ACH-000552,-0.5333211190730001
ACH-000556,-0.392523626171
ACH-000557,-0.383851133206
ACH-000570,-0.442677963742
ACH-000571,-0.329179459589
ACH-000573,-0.26850878074900003
ACH-000576,-0.38222409706699995
ACH-000580,-0.12910960669000002
ACH-000584,-0.36146452626100006
ACH-000585,-0.602890300633
ACH-000588,-0.557338716567
ACH-000589,-0.41753191339100004
ACH-000591,-0.653469185637
ACH-000593,-0.534226733455
ACH-000600,-0.475124424527
ACH-000601,-0.295608592598
ACH-000604,-0.5279174400600001
ACH-000605,-0.29591609839
ACH-000606,-0.550704468887
ACH-000608,-0.323108236857
ACH-000614,-0.238325694069
ACH-000616,-0.550069215461
ACH-000618,-0.361590845972
ACH-000619,-0.536097126516
ACH-000620,-0.321604488011
ACH-000621,-0.308989637373
ACH-000622,-0.126911256308
ACH-000623,-0.5989753687839999
ACH-000624,-0.320016036241
ACH-000627,-0.474832775362
ACH-000630,-0.562965283264
ACH-000632,-0.49066105995
ACH-000633,-0.09312567122320001
ACH-000637,-0.34621000098300003
ACH-000638,-0.623878410317
ACH-000646,-0.0619704109081
ACH-000647,-0.300173799114
ACH-000648,-0.343577440947
ACH-000649,-0.345121005385
ACH-000651,-0.497285109507
ACH-000652,-0.103921356732
ACH-000653,-0.205626778733
ACH-000657,-0.370312301788
ACH-000658,-0.195088458806
ACH-000661,-0.480326424054
ACH-000662,-0.171249713816
ACH-000663,-0.42109155257200004
ACH-000665,-0.481522635129
ACH-000671,-0.285173095965
ACH-000673,-0.33036139982900004
ACH-000676,-0.261233215302
ACH-000677,-0.41232627237899994
ACH-000681,-0.270132196991
ACH-000682,-0.530865362337
ACH-000683,-0.43602483648999996
ACH-000684,-0.5926591777310001
ACH-000688,-0.592959802527
ACH-000693,-0.496091292312
ACH-000694,-0.31969663446999996
ACH-000695,-0.271802986599
ACH-000696,-0.306640481071
ACH-000697,-0.0786398393358
ACH-000699,-0.45207083285300004
ACH-000701,-0.302361039847
ACH-000706,-0.23129572524300002
ACH-000711,-0.469086582835
ACH-000713,-0.23664151881099998
ACH-000714,-0.35045357769100005
ACH-000718,-0.249567751985
ACH-000720,-0.374068427919
ACH-000721,-0.334041310599
ACH-000724,-0.0469578474283
ACH-000725,-0.151648756549
ACH-000732,-0.28624453141199996
ACH-000734,-0.250872284481
ACH-000735,-0.498536535662
ACH-000736,-0.353508572518
ACH-000738,-0.48048902581299996
ACH-000746,-0.326895506041
ACH-000747,-0.534187513083
ACH-000748,-0.491685737217
ACH-000753,-0.615306698763
ACH-000756,-0.23769318510499998
ACH-000757,-0.383710800603
ACH-000758,-0.246107450427
ACH-000760,-0.508088293439
ACH-000763,-0.28811702055300004
ACH-000764,-0.609578265087
ACH-000765,-0.340967852727
ACH-000766,-0.50971529125
ACH-000767,-0.233864433006
ACH-000768,-0.377960516577
ACH-000769,-0.295538226
ACH-000770,-0.326679496535
ACH-000771,-0.257930108758
ACH-000773,-0.31466563438
ACH-000776,-0.40898861364600003
ACH-000777,-0.28325887465
ACH-000778,-0.308358168178
ACH-000781,-0.36721206356799996
ACH-000782,-0.47718049501800003
ACH-000783,-0.31890837973200004
ACH-000784,-0.45983844646899996
ACH-000785,-0.394416655518
ACH-000787,-0.38759221485
ACH-000788,-0.340378274239
ACH-000791,-0.368286575405
ACH-000792,-0.366232215381
ACH-000794,-0.571182540333
ACH-000796,-0.461987666542
ACH-000799,-0.44192938805
ACH-000800,-0.317662945853
ACH-000802,-0.485407554773
ACH-000804,-0.47571627156400004
ACH-000805,-0.460162341722
ACH-000809,-0.407134204002
ACH-000810,-0.07913725521430001
ACH-000811,-0.257363631117
ACH-000817,-0.451592024618
ACH-000819,-0.31075081798799997
ACH-000820,-0.31537668063499996
ACH-000821,-0.24955961972899998
ACH-000822,-0.34373923628799996
ACH-000823,-0.331847385464
ACH-000824,-0.5181005531840001
ACH-000827,-0.218473313829
ACH-000829,-0.19549323943
ACH-000831,-0.473904739891
ACH-000832,-0.43758459124399995
ACH-000833,-0.207839257748
ACH-000834,-0.23745916805199999
ACH-000835,-0.280738327044
ACH-000836,-0.530581021496
ACH-000837,-0.546171338908
ACH-000838,-0.5519173430659999
ACH-000839,-0.73283703815
ACH-000840,-0.207168126037
ACH-000841,-0.35415688190800004
ACH-000843,-0.38295648460000004
ACH-000846,-0.18959404042599998
ACH-000847,-0.558221071488
ACH-000848,-0.248974881401
ACH-000849,-0.505798544011
ACH-000851,-0.453321662941
ACH-000855,-0.359816678282
ACH-000856,-0.309124878376
ACH-000858,-0.491332768887
ACH-000859,-0.7216941095020001
ACH-000861,-0.625816012561
ACH-000862,-0.322449458371
ACH-000865,-0.460898393684
ACH-000866,-0.32664915855
ACH-000867,-0.32875366903299996
ACH-000869,-0.25033255871300003
ACH-000872,-0.320356624714
ACH-000873,-0.401265454698
ACH-000876,-0.208628002747
ACH-000878,-0.40530754955799997
ACH-000880,-0.32084399804499997
ACH-000881,-0.183567861824
ACH-000882,-0.12855666869000001
ACH-000884,-0.373876328302
ACH-000885,-0.23449368161200002
ACH-000887,-0.234885685849
ACH-000888,-0.554418016552
ACH-000889,-0.283411764268
ACH-000890,-0.5576151554959999
ACH-000896,-0.48181941571000003
ACH-000898,-0.387641579474
ACH-000900,-0.5072330814289999
ACH-000901,-0.45186672426799995
ACH-000905,-0.45346549750500004
ACH-000906,-0.242571001655
ACH-000907,-0.265640838493
ACH-000910,-0.34735809938199996
ACH-000911,-0.48656672728699996
ACH-000912,-0.408639871587
ACH-000913,-0.25981420807300004
ACH-000915,-0.296041316722
ACH-000916,-0.7792375046
ACH-000917,-0.163952271462
ACH-000921,-0.341601108671
ACH-000924,-0.333273325692
ACH-000926,-0.261261733432
ACH-000928,-0.308772745138
ACH-000929,-0.174376484097
ACH-000932,-0.249584620055
ACH-000935,-0.310154118996
ACH-000936,-0.47864979472900004
ACH-000937,-0.32694774611099997
ACH-000938,-0.261551107638
ACH-000939,-0.363966000682
ACH-000941,-0.332439814474
ACH-000943,-0.442877184641
ACH-000946,-0.34184130300300003
ACH-000947,-0.511223120477
ACH-000948,-0.22823430733199998
ACH-000950,-0.18743643299600002
ACH-000953,-0.17666735474
ACH-000957,-0.452209668741
ACH-000958,-0.213181597272
ACH-000960,-0.321676049076
ACH-000963,-0.255689462183
ACH-000968,-0.469619656957
ACH-000969,-0.5039560097429999
ACH-000973,-0.41180334712899996
ACH-000974,-0.437591566709
ACH-000975,-0.381629990426
ACH-000976,-0.35496187927199996
ACH-000978,-0.167646863582
ACH-000980,-0.28885056480099996
ACH-000984,-0.425972352417
ACH-000986,-0.642513469094
ACH-000988,-0.167385218723
ACH-000993,-0.43068828566100004
ACH-000994,-0.458420065679
ACH-000996,-0.591909160913
ACH-001001,-0.286693556368
ACH-001020,-0.517055628848
ACH-001028,-0.449252996584
ACH-001031,-0.39087643032700004
ACH-001038,-0.351969620931
ACH-001048,-0.283172054805
ACH-001050,-0.122655171693
ACH-001053,-0.490222504251
ACH-001054,-0.240570899791
ACH-001061,-0.35544036914899996
ACH-001067,-0.36493686822099997
ACH-001075,-0.0911775150079
ACH-001096,-0.345484086922
ACH-001128,-0.651020223661
ACH-001134,-0.27174059735
ACH-001151,-0.212942804303
ACH-001163,-0.49601876404899997
ACH-001164,-0.209016000653
ACH-001173,-0.272935449222
ACH-001183,-0.35880573756300005
ACH-001184,-0.166472695999
ACH-001190,-0.24786344658000004
ACH-001192,-0.056732295628500004
ACH-001193,-0.53442306587
ACH-001196,-0.16331248454800001
ACH-001197,0.039940455423199996
ACH-001205,-0.229560925335
ACH-001211,-0.17092250921799998
ACH-001212,-0.38716412921599996
ACH-001228,-0.270790474497
ACH-001232,-0.36979174141599996
ACH-001239,-0.343729044781
ACH-001274,-0.357060366019
ACH-001275,-0.34578586513400006
ACH-001277,-0.163806416661
ACH-001278,-0.244152967705
ACH-001280,-0.22905817204700002
ACH-001283,-0.309915304658
ACH-001289,-0.27601098683
ACH-001295,-0.28962349751999994
ACH-001300,-0.239625596807
ACH-001301,-0.25925734661600003
ACH-001302,-0.34550316190499997
ACH-001303,-0.25591612039
ACH-001306,-0.425004988987
ACH-001318,-0.27890771972399997
ACH-001322,-0.222240573558
ACH-001328,-0.500251420804
ACH-001332,-0.64743778558
ACH-001333,-0.36221120685999997
ACH-001336,-0.342313108075
ACH-001340,-0.27046300704
ACH-001346,-0.423826926797
ACH-001353,-0.28907631175299997
ACH-001354,-0.21450119368
ACH-001367,-0.229313020902
ACH-001368,-0.330958114736
ACH-001374,-0.568150678133
ACH-001375,-0.18973500933499998
ACH-001377,-0.28393864434
ACH-001380,-0.140629411103
ACH-001391,-0.09220468387610002
ACH-001407,-0.254724980775
ACH-001408,-0.411413766655
ACH-001413,-0.592360059864
ACH-001430,-0.243705736673
ACH-001431,-0.361128741237
ACH-001450,-0.33998002211999995
ACH-001496,-0.486351687564
ACH-001500,-0.227691107927
ACH-001521,-0.126370333618
ACH-001523,-0.49503781987400003
ACH-001532,-0.21563350718600002
ACH-001536,-0.30655062835999997
ACH-001550,-0.399164419246
ACH-001552,-0.289328077077
ACH-001554,-0.25451101002
ACH-001645,-0.163366711737
ACH-001654,-0.21797423944299998
ACH-001715,-0.515320828897
ACH-001735,-0.305138919903
ACH-001736,-0.31723202134
ACH-001737,-0.652072502509
ACH-001740,-0.216891921563
ACH-001745,-0.0930661848419
ACH-001750,-0.280840164876
ACH-001765,-0.37173703147500003
ACH-001956,-0.210618030799
ACH-001957,-0.21906286293299998
