,ACBD6 (84320)
ACH-000004,0.010564444794299998
ACH-000007,0.08279231590580001
ACH-000009,0.00973177409241
ACH-000011,0.0912027204682
ACH-000012,-0.00385248093087
ACH-000013,0.06423982573169999
ACH-000014,0.193008384789
ACH-000015,0.120544276815
ACH-000017,0.07608715725580001
ACH-000018,0.18010522865400003
ACH-000019,0.0677269110174
ACH-000021,0.0664817598797
ACH-000022,0.08902496496300001
ACH-000025,0.165279808129
ACH-000028,-0.258327858334
ACH-000030,0.11260481450899999
ACH-000035,0.030472150138500003
ACH-000036,0.156787735844
ACH-000037,0.0266205034988
ACH-000039,0.0890477934042
ACH-000040,-0.0097542862338
ACH-000041,0.183304674069
ACH-000042,0.113271965412
ACH-000045,0.10261361661599999
ACH-000047,0.0674493844786
ACH-000052,-0.057668140007
ACH-000053,-0.0515764766543
ACH-000054,-0.0374542572204
ACH-000055,-0.148605396484
ACH-000060,-0.011264322158700001
ACH-000067,0.204991124395
ACH-000070,-0.0268249051372
ACH-000075,-0.00185269593624
ACH-000078,0.0818298705805
ACH-000082,-0.0388743486224
ACH-000085,0.0608625506017
ACH-000086,-0.120932664752
ACH-000087,0.291543712977
ACH-000092,-0.0195176210956
ACH-000095,0.17794527687
ACH-000097,0.222757632727
ACH-000098,0.031420745922
ACH-000099,0.0595903679127
ACH-000108,0.193997020427
ACH-000113,0.0166913231176
ACH-000115,0.270912192198
ACH-000116,0.0733026651349
ACH-000118,0.0973008046545
ACH-000120,-0.111776198654
ACH-000123,0.0568228920809
ACH-000127,0.0835543773702
ACH-000128,0.17962940601500002
ACH-000132,0.038085258578800005
ACH-000133,0.0274186170473
ACH-000137,0.184897235047
ACH-000138,0.020089726957200002
ACH-000142,-0.025841680078599997
ACH-000143,0.0955480758062
ACH-000146,0.10855081377999999
ACH-000148,-0.0687559903389
ACH-000150,0.017390696439200003
ACH-000152,0.24246129069800001
ACH-000153,-0.0143074225283
ACH-000159,0.132236779941
ACH-000160,0.08287574092389999
ACH-000163,0.13389433032099998
ACH-000167,-0.0870064480535
ACH-000168,-0.14948026214500001
ACH-000169,-0.00364343420917
ACH-000178,0.135143864707
ACH-000182,0.11746250109
ACH-000183,0.11086095066500001
ACH-000188,0.147872303816
ACH-000189,-0.0539148018662
ACH-000190,0.00881124881691
ACH-000198,0.0952220826613
ACH-000204,0.17924262678599998
ACH-000206,0.27030912403900004
ACH-000207,0.27915563050000003
ACH-000211,0.120928052274
ACH-000215,0.0636775208853
ACH-000221,0.131410390982
ACH-000222,0.111135422215
ACH-000223,-0.207784639485
ACH-000226,-0.0477534779237
ACH-000227,0.291887316535
ACH-000228,0.142910738699
ACH-000231,0.127790593968
ACH-000232,0.0248882311169
ACH-000233,-0.063247048697
ACH-000234,0.0769443862755
ACH-000235,0.036702467684400004
ACH-000237,0.257703495011
ACH-000238,0.108073795835
ACH-000243,0.0884264561767
ACH-000244,0.46083207046700003
ACH-000246,0.009887174308110001
ACH-000248,0.0174200714468
ACH-000250,0.0975893138988
ACH-000251,0.166110354499
ACH-000253,-0.056347119154500004
ACH-000255,0.151315461134
ACH-000256,0.0716327625644
ACH-000257,0.172063408545
ACH-000258,-0.176531299531
ACH-000259,0.0616903999839
ACH-000260,0.079355654431
ACH-000261,0.0422879813418
ACH-000262,0.0324671234195
ACH-000263,0.26791602171
ACH-000264,-0.169011571501
ACH-000265,0.153973822458
ACH-000266,0.12179507036699999
ACH-000272,0.0446234014678
ACH-000273,0.0635059505431
ACH-000274,0.186325824531
ACH-000277,0.163634757992
ACH-000278,0.199877072706
ACH-000279,0.184100297528
ACH-000280,0.230502758893
ACH-000281,0.142519276375
ACH-000288,-0.0303246760128
ACH-000291,0.104953869181
ACH-000293,0.16235545475
ACH-000294,0.0947070099887
ACH-000295,0.010736188354400001
ACH-000296,0.12096179181700001
ACH-000302,0.131174043302
ACH-000304,0.197394193092
ACH-000307,0.06077667930819999
ACH-000308,-0.0364002146796
ACH-000310,0.0977907423996
ACH-000311,-0.160267998022
ACH-000312,0.160378699037
ACH-000315,0.373424197863
ACH-000316,0.245028781623
ACH-000317,0.111019997566
ACH-000318,0.0168207401584
ACH-000319,0.0860369089498
ACH-000320,0.272307975434
ACH-000322,-0.051831448291400004
ACH-000323,-0.0356620830397
ACH-000324,0.18161573193100003
ACH-000329,0.0161359954085
ACH-000330,0.0707526596418
ACH-000331,0.030217965785699998
ACH-000332,0.116438222984
ACH-000334,-0.0689872405057
ACH-000335,0.0329586330565
ACH-000336,-0.32760729082199996
ACH-000337,0.06327698651449999
ACH-000339,-0.012554211184799999
ACH-000341,-0.174026200894
ACH-000348,0.164942977236
ACH-000350,0.138256916039
ACH-000352,0.07732897238530001
ACH-000356,0.0943597441051
ACH-000361,0.30107962390799997
ACH-000362,0.146191884545
ACH-000363,0.0972855890714
ACH-000364,0.205353088806
ACH-000365,0.0602880920912
ACH-000366,0.0907988694974
ACH-000368,0.24235141091999995
ACH-000374,0.09293794649119999
ACH-000375,0.136379136908
ACH-000376,-0.00966430775555
ACH-000381,0.07929414425160002
ACH-000383,0.0251132971861
ACH-000387,0.0250134819496
