,TGFA (7039)
ACH-000591,-0.125681698685
ACH-000593,-0.104664452081
ACH-000600,-0.176261930952
ACH-000601,-0.139754306208
ACH-000604,-0.0289137047781
ACH-000605,-0.0345632371105
ACH-000606,-0.006104805049489999
ACH-000608,-0.19385494621
ACH-000614,-0.24400924084199999
ACH-000616,-0.256265613077
ACH-000618,-0.170313502073
ACH-000619,-0.08671810104319999
ACH-000620,-0.0812334316851
ACH-000621,-0.016312098461799998
ACH-000622,-0.14611628609400001
ACH-000623,-0.0309267063507
ACH-000624,-0.16140583581700002
ACH-000627,-0.109325283552
ACH-000630,-0.17695711503400002
ACH-000632,-0.306948426754
ACH-000633,-0.058558318345800005
ACH-000637,0.00343753868215
ACH-000638,-0.141835522931
ACH-000646,-0.23946960306899998
ACH-000647,-0.130868183467
ACH-000648,-0.290285811644
ACH-000649,-0.125839332588
ACH-000651,-0.187839083149
ACH-000652,-0.24237370580200002
ACH-000653,-0.234021052751
ACH-000657,-0.0682909418879
ACH-000658,-0.008436845889390001
ACH-000661,0.0205607938927
ACH-000662,0.00070485340725
ACH-000663,-0.0988450873876
ACH-000665,-0.318733077152
ACH-000671,-0.263465781614
ACH-000673,-0.100924954526
ACH-000676,-0.0570177733585
ACH-000677,-0.0354046730141
ACH-000681,-0.131549219569
ACH-000682,-0.09140439900280001
ACH-000683,-0.192256084537
ACH-000684,-0.0195299865299
ACH-000688,-0.09333223748279999
ACH-000693,-0.13057342684
ACH-000694,-0.160606669119
ACH-000695,-0.490083162946
ACH-000696,-0.0420627782372
ACH-000697,0.0849333962381
ACH-000699,-0.11526308160399999
ACH-000701,-0.19956836791700003
ACH-000706,-0.173424508127
ACH-000711,-0.09093954200960001
ACH-000713,-0.12023417262700001
ACH-000714,-0.167302127416
ACH-000718,-0.0612132225701
ACH-000720,-0.111098588407
ACH-000721,-0.17700859224399998
ACH-000724,-0.0733645905969
ACH-000725,-0.0441148151716
ACH-000732,-0.139252352445
ACH-000734,-0.200583948705
ACH-000735,-0.0525168384021
ACH-000736,-0.144890143379
ACH-000738,-0.150851384659
ACH-000746,-0.244197785999
ACH-000747,-0.07746987052950001
ACH-000748,-0.0685986670726
ACH-000753,-0.0918925915568
ACH-000756,-0.20011671744000004
ACH-000757,-0.09552988510230001
ACH-000758,-0.156764956316
ACH-000760,-0.260948821888
ACH-000763,-0.030967649548800002
ACH-000764,-0.502359930912
ACH-000765,-0.13300231699999998
ACH-000766,-0.073879195114
ACH-000767,-0.328832668441
ACH-000768,-0.110591855289
ACH-000769,-0.245049817038
ACH-000770,-0.13515265897700002
ACH-000771,-0.058555867541899995
ACH-000773,0.08663819222449999
ACH-000776,-0.072471056447
ACH-000777,-0.023175347998900003
ACH-000778,-0.0257487187964
ACH-000781,-0.103970028674
ACH-000782,-0.307082300535
ACH-000783,-0.09111243155160001
ACH-000784,-0.14723158594799998
ACH-000785,-0.247945438194
ACH-000787,-0.285929013691
ACH-000788,-0.0700505580413
ACH-000791,-0.140558946185
ACH-000792,-0.16388336601
ACH-000794,-0.340807848783
ACH-000796,-0.188253774997
ACH-000799,-0.21084440201
ACH-000800,-0.331510140461
ACH-000802,-0.137597450858
ACH-000804,-0.22239791265
ACH-000805,-0.0835263293055
ACH-000809,-0.00861457890234
ACH-000810,-0.13614352353
ACH-000811,-0.045854384929800006
ACH-000817,-0.15223816164
ACH-000819,-0.17864921696400002
ACH-000820,0.00747144131181
ACH-000821,0.248797287641
ACH-000822,-0.331658612292
ACH-000823,-0.057471513225099996
ACH-000824,-0.126233727768
ACH-000827,-0.13244584857799999
ACH-000829,0.101268629816
ACH-000831,-0.12086276879499999
ACH-000832,-0.244625242467
ACH-000833,-0.304714001001
ACH-000834,-0.13367131326
ACH-000835,-0.00918151096376
ACH-000836,-0.0107853932026
ACH-000837,-0.106306839055
ACH-000838,-0.259321009153
ACH-000839,-0.197805708207
ACH-000840,-0.098558024482
ACH-000841,-0.358932586396
ACH-000843,-0.00274286472818
ACH-000846,-0.5062249985530001
ACH-000847,-0.386364494951
ACH-000848,-0.032460404579099995
ACH-000849,-0.0321584000425
ACH-000851,-0.0599210578041
ACH-000855,-0.476548324744
ACH-000856,-0.172040199412
ACH-000858,-0.00464936409312
ACH-000859,-0.458586322386
ACH-000861,-0.21037134031500002
ACH-000862,-0.0103571732862
ACH-000865,-0.0124976024089
ACH-000866,-0.133894195865
ACH-000867,-0.162857489893
ACH-000869,-0.215619764712
ACH-000872,-0.0556159777404
ACH-000873,-0.12088687962099999
ACH-000876,0.06840928384459999
ACH-000878,-0.0031272363231100004
ACH-000880,-0.165772680038
ACH-000881,-0.25516567377
ACH-000882,-0.24262165163199997
ACH-000884,-0.374122954674
ACH-000885,-0.0577629763705
ACH-000887,-0.0641684824517
ACH-000888,-0.141333397043
ACH-000889,-0.18738794303599998
ACH-000890,0.0237603322522
ACH-000896,-0.231052532778
ACH-000898,0.0201170417459
ACH-000900,-0.025404247236399998
ACH-000901,-0.167472538086
ACH-000905,-0.157136774748
ACH-000906,-0.174789531035
ACH-000907,-0.08941470911180001
ACH-000910,-0.111707123913
ACH-000911,-0.0181101609805
ACH-000912,-0.130483260864
ACH-000913,-0.139260285226
ACH-000915,-0.159008133936
ACH-000916,-0.611463211838
ACH-000917,0.060863043636900004
ACH-000921,-0.15764836295999998
ACH-000924,-0.243554289375
ACH-000926,-0.317407864647
ACH-000928,-0.30305921802499997
ACH-000929,-0.32813334052299997
ACH-000932,-0.194465587932
ACH-000935,-0.115421074138
ACH-000936,-0.217781195973
ACH-000937,-0.16051484184
ACH-000938,-0.125126323627
ACH-000939,-0.22009614284899998
ACH-000941,-0.09324445101579999
ACH-000943,-0.12969467572499999
ACH-000946,-0.0583759277268
ACH-000947,-0.0743407055893
ACH-000948,-0.17256693562199998
ACH-000950,-0.264848228428
ACH-000953,-0.0458062082566
ACH-000957,-0.150863931064
ACH-000958,-0.293903838813
ACH-000960,-0.158136639614
ACH-000963,-0.178727616556
ACH-000968,-0.0867009284599
ACH-000969,-0.274543579453
ACH-000973,-0.0675604999749
ACH-000974,-0.101394485282
ACH-000975,-0.22743929721
ACH-000976,0.011567861224799999
ACH-000978,-0.0791543256743
ACH-000980,-0.09840905895379999
ACH-000984,-0.0382228094072
ACH-000986,-0.0989336837043
ACH-000988,-0.222754217305
ACH-000993,-0.020435629629299998
ACH-000994,-0.226877560905
ACH-000996,-0.196498440341
ACH-001001,-0.22036475573800002
ACH-001020,-0.129419175113
ACH-001028,-0.12365479825200001
ACH-001031,-0.0293748466609
ACH-001038,-0.0820787043949
ACH-001048,-0.257672413204
ACH-001050,0.055059140452800005
ACH-001053,-0.169665507039
ACH-001054,-0.038735324687099996
ACH-001061,-0.19560307845199998
ACH-001067,-0.10605223233200001
ACH-001075,0.029429209158
ACH-001096,-0.09707120921219999
ACH-001128,-0.0070005244555100005
ACH-001134,-0.158549530627
ACH-001151,-0.169732002742
ACH-001163,-0.300231411974
ACH-001164,-0.274443008998
ACH-001173,-0.11876536919700001
ACH-001183,-0.289147580816
ACH-001184,-0.00449658933307
ACH-001190,-0.0019627158578900002
ACH-001192,-0.07404465816910001
ACH-001193,0.142577147883
ACH-001196,-0.07305642680800001
ACH-001197,-0.565392869056
ACH-001205,-0.133552861884
ACH-001211,-0.293575308604
ACH-001212,-0.333687317192
ACH-001228,-0.0181842779796
ACH-001232,-0.294144952269
ACH-001239,-0.0788906537659
ACH-001274,-0.187024594272
ACH-001275,-0.0272784019459
ACH-001277,-0.0231633513919
ACH-001278,-0.193198362276
ACH-001280,0.206064392125
ACH-001283,-0.100015908932
ACH-001289,-0.0934847114518
ACH-001295,-0.0564997984332
ACH-001300,-0.105903225408
ACH-001301,-0.0533432273398
ACH-001302,0.0178646220755
ACH-001303,-0.300232201312
ACH-001306,-0.09327841779200001
ACH-001318,-0.195341877113
ACH-001322,-0.169954911897
ACH-001328,-0.10590436128399999
ACH-001332,0.251501496436
ACH-001333,-0.00200401994912
ACH-001336,-0.315431321092
ACH-001340,-0.212674048597
ACH-001346,-0.13426342007300002
ACH-001353,0.013241701860799999
ACH-001354,-0.0251079671374
ACH-001367,-0.0469496422719
ACH-001368,-0.146182288624
ACH-001374,-0.0336234426774
ACH-001375,-0.13665994305
ACH-001377,-0.02841133651
ACH-001380,-0.17878366826499997
ACH-001391,-0.203025556906
ACH-001407,-0.12066362050999999
ACH-001408,0.026359494093299997
ACH-001413,0.173401496041
ACH-001430,-0.118426403709
ACH-001431,-0.1068056194
ACH-001450,-0.367963383733
ACH-001496,-0.0804439676263
ACH-001500,-0.23036507841999995
ACH-001521,-0.17918679838399998
ACH-001523,-0.128828252882
ACH-001532,-0.214858267355
ACH-001536,-0.0659821854829
ACH-001550,-0.20429277087699999
ACH-001552,-0.0504404388741
ACH-001554,-0.0340711198466
ACH-001645,-0.210820647306
ACH-001654,-0.0900129478328
ACH-001715,0.155531236788
ACH-001735,-0.22750979090300003
ACH-001736,-0.0934661904349
ACH-001737,-0.135428183893
ACH-001740,-0.18037345631299997
ACH-001745,-0.46014916159999997
ACH-001750,-0.139592133085
ACH-001765,-0.0889813619682
ACH-001956,-0.210430315334
ACH-001957,-0.427340487522
