,DHH (50846)
ACH-000004,0.0457100547722
ACH-000007,0.006451539088109999
ACH-000009,0.062333386716800006
ACH-000011,-0.0857025826464
ACH-000012,0.011163638745600002
ACH-000013,-0.187798976099
ACH-000014,0.033379223099700005
ACH-000015,-0.14881058255000001
ACH-000017,-0.0332104725529
ACH-000018,-0.0716697331322
ACH-000019,-0.102243710711
ACH-000021,-0.154068841199
ACH-000022,0.0515295008042
ACH-000025,-0.34110235675800005
ACH-000028,-0.144374577073
ACH-000030,-0.115882714214
ACH-000035,-0.115703195144
ACH-000036,-0.121084415259
ACH-000037,-0.212477268535
ACH-000039,-0.0921893237316
ACH-000040,-0.142114926658
ACH-000041,-0.423129098838
ACH-000042,-0.0744455787133
ACH-000045,0.026357687227400003
ACH-000047,-0.0158835472538
ACH-000052,-0.273399214946
ACH-000053,0.000553612309464
ACH-000054,0.0949481350189
ACH-000055,-0.0419629191407
ACH-000060,0.104796976969
ACH-000067,-0.264755412694
ACH-000070,-0.22072185413800002
ACH-000075,0.0393244211593
ACH-000078,-0.07248109249239999
ACH-000082,-0.14137942910999998
ACH-000085,-0.20520331545200002
ACH-000086,-0.254251441897
ACH-000087,-0.166219356526
ACH-000092,-0.0453678960755
ACH-000095,-0.105500543534
ACH-000097,-0.147422507534
ACH-000098,-0.0812365680438
ACH-000099,-0.037464673245599996
ACH-000108,0.0404120193066
ACH-000113,-0.04904712164030001
ACH-000115,-0.19272309164299997
ACH-000116,-0.0006829383760870001
ACH-000118,-0.04826435081259999
ACH-000120,-0.0165021763264
ACH-000123,-0.122843115428
ACH-000127,-0.0439212441984
ACH-000128,0.0423738248411
ACH-000132,0.09676722692770001
ACH-000133,-0.0942121135774
ACH-000137,-0.040441161706400004
ACH-000138,-0.00224986889287
ACH-000142,-0.112939616568
ACH-000143,-0.329931268825
ACH-000146,-0.0761116375136
ACH-000148,-0.117300373915
ACH-000150,-0.215301194534
ACH-000152,-0.217237526789
ACH-000153,0.0235421759351
ACH-000159,-0.102882408488
ACH-000160,-0.0145773706825
ACH-000163,-0.129006435176
ACH-000167,0.309139487755
ACH-000168,-0.158717458945
ACH-000169,0.025483289117799998
ACH-000178,0.0810290507691
ACH-000182,-0.140920968653
ACH-000183,-0.059457952685900005
ACH-000188,0.0327141411909
ACH-000189,-0.32063225133400003
ACH-000190,0.09319828210419999
ACH-000198,-0.15632883438
ACH-000204,-0.23742187440600002
ACH-000206,0.0456913001368
ACH-000207,-0.182288809241
ACH-000211,-0.109036971724
ACH-000215,-0.12091576898600001
ACH-000221,-0.0955610809651
ACH-000222,0.038139010319199994
ACH-000223,-0.198290691614
ACH-000226,-0.228452015358
ACH-000227,-0.0869736952328
ACH-000228,0.0217522067785
ACH-000231,-0.111067336436
ACH-000232,-0.10968331011
ACH-000233,-0.125415795917
ACH-000234,-0.22050111699000002
ACH-000235,-0.052414456155900006
ACH-000237,-0.16379581598200002
ACH-000238,-0.158878586697
ACH-000243,-0.0662843236374
ACH-000244,-0.137525583068
ACH-000246,-0.161275986066
ACH-000248,-0.136905699451
ACH-000250,-0.111746965804
ACH-000251,-0.305835335191
ACH-000253,0.0144521535281
ACH-000255,-0.056589253069400006
ACH-000256,-0.26186716762699996
ACH-000257,0.0490625373921
ACH-000258,0.135608167348
ACH-000259,-0.141559396247
ACH-000260,-0.08858630756689999
ACH-000261,-0.191656974313
ACH-000262,0.04756785132019999
ACH-000263,-0.00755982018929
ACH-000264,-0.277446108316
ACH-000265,-0.054327552093400004
ACH-000266,-0.146346957502
ACH-000272,0.08923799335239999
ACH-000273,-0.137263116694
ACH-000274,-0.0982079754387
ACH-000277,-0.0488697801896
ACH-000278,-0.31733584123
ACH-000279,-0.107150424076
ACH-000280,-0.0295363442903
ACH-000281,-0.206554363229
ACH-000288,-0.153531670462
ACH-000291,-0.0028507604370599997
ACH-000293,0.184343868738
ACH-000294,-0.246897879389
ACH-000295,0.0192674328308
ACH-000296,-0.414683156971
ACH-000302,-0.197827658246
ACH-000304,-0.215977078858
ACH-000307,-0.0243553302863
ACH-000308,-0.0596272803804
ACH-000310,-0.138134236215
ACH-000311,-0.0721272671227
ACH-000312,-0.125363523836
ACH-000315,-0.08645353328029999
ACH-000316,-0.0161924684266
ACH-000317,0.0336564845001
ACH-000318,-0.0905522556402
ACH-000319,-0.260395752395
ACH-000320,-0.0382223295056
ACH-000322,-0.0755094994983
ACH-000323,-0.060488866969
ACH-000324,-0.114275534759
ACH-000329,-0.24100640905999998
ACH-000330,-0.21915300813799998
ACH-000331,-0.159106404231
ACH-000332,-0.0340605562378
ACH-000334,-0.0830792881967
ACH-000335,-0.123460240943
ACH-000336,-0.157488669261
ACH-000337,-0.329281597007
ACH-000339,-0.151717191623
ACH-000341,-0.183225517074
ACH-000348,-0.0046109137531
ACH-000350,0.014298080777200002
ACH-000352,-0.243495957901
ACH-000356,-0.23131832410999997
ACH-000361,0.119740643209
ACH-000362,-0.174556251101
ACH-000363,0.0440177013832
ACH-000364,0.0439672456747
ACH-000365,-0.213774053395
ACH-000366,-0.0872624814528
ACH-000368,-0.299671874785
ACH-000374,-0.200238296301
ACH-000375,-0.244426126617
ACH-000376,-0.0922510567227
ACH-000381,-0.0216141609809
ACH-000383,-0.10438464116599999
ACH-000387,-0.208385364923
ACH-000389,-0.20055086559500002
ACH-000390,0.00936099522721
ACH-000393,0.198190336089
ACH-000395,0.00120854378686
ACH-000397,-0.0328060269813
ACH-000401,-0.0786636607944
ACH-000402,-0.27145418627900003
ACH-000403,-0.0876645211929
ACH-000404,-0.07604778229930001
ACH-000406,-0.0610505572731
ACH-000407,-0.10340452297
ACH-000408,-0.17465345258200002
ACH-000410,0.005263302840850001
ACH-000411,-0.0925082668187
ACH-000414,-0.0821826794352
ACH-000415,0.082443118549
ACH-000416,-0.0822692626
