,ERMAP (114625)
ACH-001521,-0.12007110818700001
ACH-001523,-0.009129401216760001
ACH-001532,-0.00879079188633
ACH-001536,-0.0011624351615699999
ACH-001550,-0.184891110818
ACH-001552,0.127266834569
ACH-001554,-0.09395710727600001
ACH-001645,0.08998318703050001
ACH-001654,0.0107775652759
ACH-001715,-0.167930516206
ACH-001735,-0.0744917742719
ACH-001736,-0.07174831371069999
ACH-001737,0.18005124956000002
ACH-001740,-0.0714625205673
ACH-001745,-0.196118371318
ACH-001750,0.033870995524400004
ACH-001765,-0.08702470223660001
ACH-001956,-0.048183786909099996
ACH-001957,0.0015858282660599998
