,ERMAP (114625)
ACH-000004,0.181329024814
ACH-000007,-0.35384811935599997
ACH-000009,-0.235286433534
ACH-000011,-0.00920646613512
ACH-000012,-0.0425840777284
ACH-000013,-0.025178385413700002
ACH-000014,0.0475164525276
ACH-000015,0.0684841894543
ACH-000017,-0.06689321620109999
ACH-000018,-0.12811662100500001
ACH-000019,-0.18783048447999998
ACH-000021,-0.00250620978528
ACH-000022,0.0768181812344
ACH-000025,-0.184346876943
ACH-000028,-0.0646873018359
ACH-000030,-0.0563448817176
ACH-000035,-0.134715424542
ACH-000036,0.0433682558519
ACH-000037,-0.117362598604
ACH-000039,-0.227366291556
ACH-000040,-0.159452295539
ACH-000041,0.037556264882099996
ACH-000042,0.08372271384260001
ACH-000045,-0.0642695286589
ACH-000047,0.145230610106
ACH-000052,-0.22850606561200001
ACH-000053,-0.0714722969939
ACH-000054,0.0637120799393
ACH-000055,0.0461910715491
ACH-000060,-0.08317956450139999
ACH-000067,-0.010752090812099999
ACH-000070,0.0721565935983
ACH-000075,-0.044579802840599994
ACH-000078,-0.0921953169152
ACH-000082,0.0105042951718
ACH-000085,-0.279103833123
ACH-000086,-0.149957389737
ACH-000087,-0.239193348571
ACH-000092,-0.322552618668
ACH-000095,-0.10411262581900001
ACH-000097,0.057693477947899995
ACH-000098,-0.08293005455869999
ACH-000099,-0.0110300156345
ACH-000108,0.0803708470487
ACH-000113,-0.08166329178119999
ACH-000115,-0.0923677336053
ACH-000116,0.0237602370733
ACH-000118,0.0492987167955
ACH-000120,0.135127782699
ACH-000123,0.012446757044299999
ACH-000127,-0.0252114185475
ACH-000128,-0.0410320483011
ACH-000132,-0.41149627468
ACH-000133,-0.039050032686699994
ACH-000137,0.07456585486160001
ACH-000138,-0.00614974623774
ACH-000142,-0.18927676658700002
ACH-000143,-0.018500659069999998
ACH-000146,-0.319070102456
ACH-000148,0.048281639584599995
ACH-000150,-0.322870828617
ACH-000152,-0.0197136656605
ACH-000153,0.010040541517899999
ACH-000159,-0.0199202229928
ACH-000160,-0.253400261734
ACH-000163,0.053779952795199995
ACH-000167,-0.152597669415
ACH-000168,-0.018146317730700003
ACH-000169,-0.009847774142209999
ACH-000178,-0.17455345172800002
ACH-000182,0.09259474919260001
ACH-000183,-3.52804300165e-05
ACH-000188,-0.205837177703
ACH-000189,-0.045356202687
ACH-000190,-0.14675911298
ACH-000198,0.0480229642189
ACH-000204,-0.231601832669
ACH-000206,-0.19560055625999997
ACH-000207,-0.15446098017100002
ACH-000211,0.0254634132659
ACH-000215,-0.0101551001986
ACH-000221,-0.0515762930767
ACH-000222,0.05609568188490001
ACH-000223,0.160001023894
ACH-000226,-0.09453257860349999
ACH-000227,-0.16040774559499998
ACH-000228,-0.0928584723113
ACH-000231,-0.0382740274687
ACH-000232,-0.0198028232138
ACH-000233,-0.0336685174957
ACH-000234,0.0461924264334
ACH-000235,-0.012768932076299998
ACH-000237,0.019472717453
ACH-000238,-0.31377149319200004
ACH-000243,0.000298001957453
ACH-000244,0.132256890612
ACH-000246,-0.15863250415
ACH-000248,-0.04554205907909999
ACH-000250,-0.0628412547692
ACH-000251,0.15154298458499998
ACH-000253,-0.0159489853719
ACH-000255,-0.0790440493688
ACH-000256,0.0750090381641
ACH-000257,-0.0119995057729
ACH-000258,0.143358376292
ACH-000259,-0.0311645293211
ACH-000260,-0.0446806070995
ACH-000261,-0.0796042275143
ACH-000262,0.012925229353200002
ACH-000263,-0.337684074202
ACH-000264,-0.08656799281479999
ACH-000265,0.015166179134
ACH-000266,0.034046924251
ACH-000272,-0.170107246036
ACH-000273,0.0413849348435
ACH-000274,-0.219638460782
ACH-000277,-0.00238359010243
ACH-000278,0.00382896110086
ACH-000279,-0.13171352035
ACH-000280,-0.06793379355700001
ACH-000281,0.123051096153
ACH-000288,-0.129885579502
ACH-000291,-0.07023213759930001
ACH-000293,-0.13042526352199998
ACH-000294,-0.045663936708300004
ACH-000295,0.0519943937996
ACH-000296,-0.11022330710799999
ACH-000302,-0.194194558098
ACH-000304,-0.07030897214739999
ACH-000307,-0.078062831079
ACH-000308,0.0787869064277
ACH-000310,-0.132747271948
ACH-000311,-0.0631609999373
ACH-000312,-0.20625287463300002
ACH-000315,-0.00767527284926
ACH-000316,0.0167277776435
ACH-000317,-0.223414862497
ACH-000318,-0.114813307169
ACH-000319,0.015240956328700001
ACH-000320,-0.211947543565
ACH-000322,0.11861381936200001
ACH-000323,-0.218878469616
ACH-000324,-0.0941388615621
ACH-000329,-0.0252427035261
ACH-000330,-0.259588525522
ACH-000331,-0.182071722651
ACH-000332,-0.027288470464499996
ACH-000334,0.204106849675
ACH-000335,-0.179543631556
ACH-000336,0.00844086546641
ACH-000337,-0.272154788617
ACH-000339,-0.039853744494599996
ACH-000341,-0.103180848309
ACH-000348,0.044450143562699995
ACH-000350,0.0827512007411
ACH-000352,-0.11013571441299999
ACH-000356,-0.111454547755
ACH-000361,0.18739158477600001
ACH-000362,-0.0689215829983
ACH-000363,-0.0570176713337
ACH-000364,-0.179847761471
ACH-000365,-0.11004106473400001
ACH-000366,-0.0390722543775
ACH-000368,-0.21694717709199998
ACH-000374,0.0270570070675
ACH-000375,0.0919229257958
ACH-000376,-0.08597956846039999
ACH-000381,-0.109128457148
ACH-000383,-0.0933267862418
ACH-000387,-0.23233490063700002
ACH-000389,-0.0472909642629
ACH-000390,-0.07002603740760001
ACH-000393,0.0436942143726
ACH-000395,-0.25468176065299997
ACH-000397,0.0520405531107
ACH-000401,0.0358797376506
ACH-000402,-0.253510838931
ACH-000403,0.135038185674
ACH-000404,-0.285291313349
ACH-000406,-0.028826306111
ACH-000407,-0.018956138752299997
ACH-000408,-0.050938226209500004
ACH-000410,0.09765281328510002
ACH-000411,-0.019143373052700002
ACH-000414,-0.0331048618777
ACH-000415,-0.10733261791200001
ACH-000416,0.00917465437752
ACH-000420,-0.11896871400699999
ACH-000421,-0.005566635023630001
ACH-000424,-0.217450837075
ACH-000425,-0.0155472365914
ACH-000426,-0.0761533868193
ACH-000427,-0.253297191897
ACH-000433,-0.30026619215399997
ACH-000436,-0.145220216868
ACH-000444,-0.0669159028426
ACH-000445,0.00648362025429
ACH-000448,-0.136908890108
ACH-000450,0.007503029091920001
ACH-000452,0.00517414713815
ACH-000454,-0.27396829338
ACH-000458,-0.10762233188300001
ACH-000459,0.0949770984096
ACH-000460,-0.059880276911300004
ACH-000461,0.0282371723293
ACH-000463,-0.036447255756599996
ACH-000464,-0.0574697785011
ACH-000466,-0.0237724524208
ACH-000467,0.046185874260599995
ACH-000468,0.0688934909445
ACH-000469,-0.222769919447
ACH-000470,0.20946988385899998
ACH-000471,0.18665963391600002
ACH-000472,-0.0108483002155
ACH-000473,-0.114342897703
ACH-000475,-0.018914589115299998
ACH-000476,-0.031566430405200005
ACH-000477,0.0746993946678
ACH-000480,-0.0844848544971
ACH-000481,0.0448921679394
ACH-000483,-0.051887269783800004
ACH-000484,-0.236972493526
ACH-000485,0.022710909580799996
ACH-000486,-0.0348591142712
ACH-000487,-0.0314326647464
ACH-000488,-0.0534908104422
ACH-000490,-0.060103320406400006
ACH-000491,-0.109880258644
ACH-000495,-0.262648096702
ACH-000496,-0.0171299038206
ACH-000499,-0.0365367446818
ACH-000500,0.5213868833959999
ACH-000502,-0.042780390660699996
ACH-000503,0.08480415515310001
ACH-000505,0.056558221968
ACH-000507,-0.1433939038
ACH-000510,0.013377271108799998
ACH-000511,-0.09789335649089999
ACH-000512,0.21646565611299998
ACH-000516,-0.0701483825887
ACH-000517,0.0180234268115
ACH-000518,0.129389895813
ACH-000520,0.057339202206499996
ACH-000521,-0.3122326369
ACH-000522,-0.0216722091414
ACH-000524,-0.0707664360245
ACH-000527,-0.029531895067599997
ACH-000528,-0.08596666067
ACH-000537,0.127013400199
ACH-000541,-0.231842347203
ACH-000542,0.035060897868400005
ACH-000544,-0.15373027255000002
ACH-000545,-0.16945073915999997
ACH-000547,0.0762495317421
ACH-000548,-0.11254903103
ACH-000549,0.0142123596187
ACH-000550,-0.118886099704
ACH-000552,-0.014867583291700001
ACH-000556,-0.102388957305
ACH-000557,0.0695774570792
ACH-000570,-0.09837200221439998
ACH-000571,-0.06298682356680001
ACH-000573,-0.136723426785
ACH-000576,0.0710098132203
ACH-000580,-0.0316728488065
ACH-000584,0.06416379220809999
ACH-000585,-0.29333541907
ACH-000588,0.0035097920038600003
ACH-000589,-0.0643659900309
ACH-000591,-0.206245873695
ACH-000593,-0.19615979406300002
ACH-000600,-0.381487439744
ACH-000601,-0.08077152742660001
ACH-000604,-0.11756415697599999
ACH-000605,-0.0227019970072
ACH-000606,-0.17263527748500002
ACH-000608,0.10939135015200001
ACH-000614,0.0162616265869
ACH-000616,0.0103473154871
ACH-000618,-0.10819804881100001
ACH-000619,0.0722541831488
ACH-000620,-0.0784547401718
ACH-000621,-0.10762133469599999
ACH-000622,-0.010115901485999999
ACH-000623,-0.00806324361492
ACH-000624,-0.103005812771
ACH-000627,-0.31915035556
ACH-000630,-0.866858667404
ACH-000632,-0.138680009573
ACH-000633,-0.111172618541
ACH-000637,-0.0993341471172
ACH-000638,-0.10449168877800001
ACH-000646,-0.120562741917
ACH-000647,0.025536287170700004
ACH-000648,-0.0649870177353
ACH-000649,-0.125399772743
ACH-000651,-0.158187118325
ACH-000652,-0.34565862449699997
ACH-000653,-0.059421152926000004
ACH-000657,-0.0219568246573
ACH-000658,0.030675616482099998
ACH-000661,0.152875099221
ACH-000662,0.15831835120999999
ACH-000663,-0.0575239255745
ACH-000665,0.0434917816797
ACH-000671,-0.133187564975
ACH-000673,-0.008127575703600001
ACH-000676,0.00640034770971
ACH-000677,-0.04746606412690001
ACH-000681,-0.0155789737959
ACH-000682,-0.137538745667
ACH-000683,-0.335050101602
ACH-000684,0.011752575069799999
ACH-000688,-0.226708879811
ACH-000693,-0.153782023627
ACH-000694,-0.151206692923
ACH-000695,-0.109587015284
ACH-000696,-0.030202647870400005
ACH-000697,-0.0752390955723
ACH-000699,-0.0489677491204
ACH-000701,0.14005467844900002
ACH-000706,-0.046564722123300005
ACH-000711,-0.0896595778194
ACH-000713,-0.254593526065
ACH-000714,-0.13286398008199998
ACH-000718,-0.0249765875181
ACH-000720,0.0278916479138
ACH-000721,-0.07087992904019999
ACH-000724,-0.122422329727
ACH-000725,-0.148861943487
ACH-000732,-0.17595685619399998
ACH-000734,-0.0674284432073
ACH-000735,-0.11388021131100001
ACH-000736,-0.023035351929700004
ACH-000738,-0.049735782703099994
ACH-000746,-0.0696283922267
ACH-000747,0.0321391622475
ACH-000748,-0.0244661642605
ACH-000753,0.00152672127488
ACH-000756,-0.0790687509535
ACH-000757,0.017838126058
ACH-000758,0.0642353148803
ACH-000760,0.052309453666599996
ACH-000763,-0.101571305452
ACH-000764,-0.194011184519
ACH-000765,0.00330525231168
ACH-000766,-0.062294753860599995
ACH-000767,-0.405030263398
ACH-000768,0.267853140633
ACH-000769,-0.209370426681
ACH-000770,-0.021016937264400005
ACH-000771,-0.00285555596826
ACH-000773,0.0857820335795
ACH-000776,-0.09183451255769999
ACH-000777,-0.034560956243099995
ACH-000778,-0.046223616344999996
ACH-000781,0.07220797620519999
ACH-000782,-0.213551494544
ACH-000783,0.011198250725200002
ACH-000784,-0.2361137973
ACH-000785,-0.182701548283
ACH-000787,-0.0446994222247
ACH-000788,-0.030214301030299998
ACH-000791,-0.0576081438846
ACH-000792,0.0726165373256
ACH-000794,-0.237836884159
ACH-000796,0.0875670391199
ACH-000799,-0.0444054747522
ACH-000800,-0.135669097617
ACH-000802,0.0671161394779
ACH-000804,-0.0299358053822
ACH-000805,0.164331501139
ACH-000809,-0.08756569118460002
ACH-000810,0.355936682134
ACH-000811,-0.196858089355
ACH-000817,-0.13490796979
ACH-000819,-0.0816151640216
ACH-000820,-0.18500224999200002
ACH-000821,0.34729510638899996
ACH-000822,0.16314544469
ACH-000823,-0.213414713195
ACH-000824,0.00222610248163
ACH-000827,-0.0211109826841
ACH-000829,-0.048312562093099996
ACH-000831,-0.00458682107197
ACH-000832,-0.109241992785
ACH-000833,-0.043410074335
ACH-000834,-0.21837367675299998
ACH-000835,0.0743336168431
ACH-000836,0.034370770289800005
ACH-000837,-0.0965916290164
ACH-000838,-0.026247224727099998
ACH-000839,-0.260067227497
ACH-000840,0.08237122813589999
ACH-000841,0.0645263707856
ACH-000843,-0.195781340939
ACH-000846,-0.0879329636507
ACH-000847,-0.0203766968839
ACH-000848,0.157948109844
ACH-000849,-0.061094592032500006
ACH-000851,-0.140832190542
ACH-000855,-0.0492648637053
ACH-000856,0.0127174777728
ACH-000858,-0.0868877126169
ACH-000859,0.057315447853199995
ACH-000861,-0.10018595922700001
ACH-000862,-0.0186342341002
ACH-000865,0.08413325622460001
ACH-000866,0.048337089830800005
ACH-000867,-0.0322556212792
ACH-000869,-0.08350330631960001
ACH-000872,-0.254913565808
ACH-000873,0.021116165679299997
ACH-000876,-0.10900143212999999
ACH-000878,0.24018109618500003
ACH-000880,-0.168237040346
ACH-000881,0.061880270681300004
ACH-000882,-0.04187152211780001
ACH-000884,-0.08918674399860001
ACH-000885,-0.00795870109608
ACH-000887,-0.168428971477
ACH-000888,-0.0181681882027
ACH-000889,-0.0724873746936
ACH-000890,-0.08685244019369999
ACH-000896,-0.00215122087646
ACH-000898,-0.0344076375432
ACH-000900,-0.0297479177361
ACH-000901,-0.0545755687605
ACH-000905,0.0203746617533
ACH-000906,-0.08291333649919999
ACH-000907,-0.136269783409
ACH-000910,-0.0724634660227
ACH-000911,-0.162242776653
ACH-000912,-0.067514742358
ACH-000913,-0.0640798052519
ACH-000915,-0.04572742407819999
ACH-000916,-0.10747983963199999
ACH-000917,-0.139501272668
ACH-000921,0.0383666356824
ACH-000924,-0.0642169781441
ACH-000926,-0.129837515787
ACH-000928,-0.0873095248842
ACH-000929,0.027182397152
ACH-000932,-0.138587195078
ACH-000935,0.019819008171599997
ACH-000936,-0.10417835872199999
ACH-000937,-0.0957575934949
ACH-000938,-0.116262528294
ACH-000939,-0.0524077107752
ACH-000941,-0.0672435547883
ACH-000943,0.0092529672425
ACH-000946,-0.0933129300024
ACH-000947,-0.011443226313200001
ACH-000948,-0.109809337541
ACH-000950,0.0316237091211
ACH-000953,-0.115943148446
ACH-000957,0.009268111308719998
ACH-000958,0.0977433495115
ACH-000960,-0.023056187487499998
ACH-000963,0.260995912693
ACH-000968,-0.0278995748955
ACH-000969,-0.244830421157
ACH-000973,0.0330609080224
ACH-000974,-0.050123627244
ACH-000975,0.08047533240619999
ACH-000976,0.0698757144193
ACH-000978,-0.047146231174
ACH-000980,-0.11026858033600001
ACH-000984,-0.24191461367400002
ACH-000986,-0.216936022889
ACH-000988,-0.101439147648
ACH-000993,0.0027109256093600003
ACH-000994,-0.20616607963
ACH-000996,-0.13972183501
ACH-001001,-0.049006275665100005
ACH-001020,0.00497440131851
ACH-001028,0.023413536371299996
ACH-001031,-0.015795111094
ACH-001038,-0.013873240496100002
ACH-001048,-0.00242032747646
ACH-001050,-0.260010652287
ACH-001053,-0.250046738417
ACH-001054,-0.107758004165
ACH-001061,-0.159398999616
ACH-001067,0.0338520722946
ACH-001075,-0.013481843453299999
ACH-001096,0.0782483721435
ACH-001128,-0.11659998274700001
ACH-001134,-0.037052396003099994
ACH-001151,0.037959680875800005
ACH-001163,0.0810284913733
ACH-001164,0.048017764068099995
ACH-001173,-0.028227553580299998
ACH-001183,0.046455714740300004
ACH-001184,0.057325563525099994
ACH-001190,-0.054637066853599994
ACH-001192,-0.0778389886981
ACH-001193,0.0939649743385
ACH-001196,-0.07141333301910001
ACH-001197,-0.0273649738064
ACH-001205,0.142698972151
ACH-001211,-0.025498067853599996
ACH-001212,-0.034882777354
ACH-001228,-0.26181122042800004
ACH-001232,-0.121446442421
ACH-001239,-0.196379860468
ACH-001274,-0.122538666312
ACH-001275,-0.13790613478
ACH-001277,-0.0370874306899
ACH-001278,-0.10547106380599999
ACH-001280,-0.0457925732689
ACH-001283,-0.0281708725878
ACH-001289,-0.254612485184
ACH-001295,-0.051486939666800006
ACH-001300,-0.0621864971583
ACH-001301,-0.21190732030200002
ACH-001302,0.134112571852
ACH-001303,-0.047489544692
ACH-001306,-0.038548633778
ACH-001318,-0.0009165601125010001
ACH-001322,0.142981486644
ACH-001328,-0.236345142476
ACH-001332,-0.238704996704
ACH-001333,0.102109326898
ACH-001336,0.0843418845304
ACH-001340,-0.0385973864275
ACH-001346,-0.016704825082
ACH-001353,0.0635429848019
ACH-001354,-0.112323882894
ACH-001367,-0.21403362979200002
ACH-001368,0.00457976834722
ACH-001374,0.06536119404
ACH-001375,-0.08738408699580001
ACH-001377,-0.00349064359209
ACH-001380,-0.025745794339299997
ACH-001391,-0.0557252165096
ACH-001407,0.00352165496833
ACH-001408,-0.0204740945567
ACH-001413,-0.051375112697099996
ACH-001430,-0.203838664134
ACH-001431,0.0784012155343
ACH-001450,0.0785846730297
ACH-001496,0.0599780832807
ACH-001500,-0.148538906936
