,ZAR1L (646799)
ACH-000004,-0.100003290065
ACH-000007,0.008387069435189999
ACH-000009,0.12600840736
ACH-000011,-0.08464649064580002
ACH-000012,0.0520210619701
ACH-000013,-0.227136940519
ACH-000014,-0.149380412356
ACH-000015,-0.11938022522
ACH-000017,-0.145219772439
ACH-000018,0.197458494171
ACH-000019,0.040574785813300006
ACH-000021,-0.10685264139499999
ACH-000022,-0.0989220117189
ACH-000025,-0.103894423287
ACH-000028,-0.061243683377300004
ACH-000030,-0.0971397090626
ACH-000035,-0.0950969641377
ACH-000036,-0.0906772617677
ACH-000037,-0.13232781555
ACH-000039,-0.293197520696
ACH-000040,-0.00786029957036
ACH-000041,0.0957458473774
ACH-000042,-0.104363593574
ACH-000045,0.10591838982000001
ACH-000047,-0.0887039128392
ACH-000052,-0.24560621948300002
ACH-000053,-0.0612557298001
ACH-000054,-0.0484656318482
ACH-000055,0.045605147366699995
ACH-000060,-0.27048567878
ACH-000067,-0.17112546862300002
ACH-000070,-0.142058570919
ACH-000075,0.0482889986501
ACH-000078,-0.194630584912
ACH-000082,-0.10576032348600001
ACH-000085,-0.123773317785
ACH-000086,-0.201114373916
ACH-000087,0.14994994279
ACH-000092,-0.111444438434
ACH-000095,-0.0899820592636
ACH-000097,-0.0330467460462
ACH-000098,-0.231670436822
ACH-000099,-0.15806457115800002
ACH-000108,-0.163394180923
ACH-000113,-0.125409682446
ACH-000115,-0.0777911757284
ACH-000116,0.0179808510547
ACH-000118,-0.07329197015769999
ACH-000120,0.157578662419
ACH-000123,-0.22623792659699998
ACH-000127,-0.08595709107380001
ACH-000128,-0.180614053101
ACH-000132,-0.35407880225
ACH-000133,-0.0815392195902
ACH-000137,0.00222006749266
ACH-000138,-0.0045911062302
ACH-000142,-0.27652423644
ACH-000143,0.0693373035014
ACH-000146,0.006166897818479999
ACH-000148,0.10379124337500001
ACH-000150,-0.21609733081000002
ACH-000152,-0.15122375015999998
ACH-000153,0.015354537943500002
ACH-000159,-0.200810477773
ACH-000160,0.00474299368558
ACH-000163,-0.276489910174
ACH-000167,0.047324029535600005
ACH-000168,-0.264774836976
ACH-000169,-0.05969692093330001
ACH-000178,0.010734813537000001
ACH-000182,-0.22031238887200003
ACH-000183,-0.14456058478599998
ACH-000188,-0.167693270212
ACH-000189,-0.0834631863015
ACH-000190,-0.350679754402
ACH-000198,0.08163771686339999
ACH-000204,-0.032082814577799997
ACH-000206,-0.18798509563000002
ACH-000207,0.19092384166999998
ACH-000211,-0.09259881142210001
ACH-000215,0.0100983315986
ACH-000221,-0.145017105055
ACH-000222,0.256672930585
ACH-000223,0.017916259442900002
ACH-000226,-0.043382424841300005
ACH-000227,-0.200721955414
ACH-000228,-0.24379803749499998
ACH-000231,-0.07849870628219999
ACH-000232,-0.119467233078
ACH-000233,-0.0412360454431
ACH-000234,-0.049709819193299996
ACH-000235,-0.174628754905
ACH-000237,0.0109897917555
ACH-000238,-0.0535328728883
ACH-000243,0.021415706677099997
ACH-000244,-0.15762381695
ACH-000246,0.0032204588998000004
ACH-000248,-0.10274704960799999
ACH-000250,-0.136738524002
ACH-000251,-0.21780434286699998
ACH-000253,-0.05568688041619999
ACH-000255,-0.0650186524306
ACH-000256,-0.11170709094799999
ACH-000257,-0.010757454992500002
ACH-000258,-0.23734278581
ACH-000259,-0.134143414747
ACH-000260,-0.0029930223050200003
ACH-000261,-0.10816113566400001
ACH-000262,-0.23671715243500002
ACH-000263,-0.00012303667288200002
ACH-000264,-0.138987940571
ACH-000265,-0.188126724085
ACH-000266,-0.144234671957
ACH-000272,-0.141811655408
ACH-000273,0.128868371689
ACH-000274,-0.0756738668797
ACH-000277,-0.12611785021299998
ACH-000278,-0.158528113629
ACH-000279,-0.0924768759987
ACH-000280,-0.0578821627697
ACH-000281,-0.07581794276610002
ACH-000288,-0.121116022815
ACH-000291,-0.0445304826515
ACH-000293,-0.00927585103807
ACH-000294,-0.0650767522585
ACH-000295,0.017788497565
ACH-000296,0.0163582622586
ACH-000302,-0.25371123926399997
ACH-000304,-0.567462457345
ACH-000307,0.012365847883299998
ACH-000308,-0.044532616666599995
ACH-000310,0.040183022434300004
ACH-000311,0.060264689870000006
ACH-000312,0.0202429383595
ACH-000315,-0.0998074293654
ACH-000316,-0.12077741132000001
ACH-000317,-0.21980882939
ACH-000318,-0.0254942619821
ACH-000319,-0.0327758473544
ACH-000320,0.0954896451238
ACH-000322,-0.09113319168160001
ACH-000323,-0.162266083823
ACH-000324,0.00909339164356
ACH-000329,-0.0271473575496
ACH-000330,0.072707010584
ACH-000331,-0.12690013713
ACH-000332,0.04485376127830001
ACH-000334,0.0932797285731
