,RP1L1 (94137)
ACH-000322,0.118126770615
ACH-000323,0.186439378734
ACH-000324,-0.0702432253443
ACH-000329,-0.07894874249850001
ACH-000330,-0.139216842501
ACH-000331,0.00570439529827
ACH-000332,-0.0013833194039
ACH-000334,-0.0195496108219
ACH-000335,0.0405952154264
ACH-000336,-0.129562643824
ACH-000337,0.38609831521399995
ACH-000339,0.054266252507800004
ACH-000341,-0.012980122175399999
ACH-000348,0.041874689946800006
ACH-000350,-0.268652451497
ACH-000352,0.00482853144111
ACH-000356,0.061416596082300004
ACH-000361,-0.12233819121600001
ACH-000362,-0.10857147825300001
ACH-000363,-0.0669699597023
ACH-000364,-0.21219825807
ACH-000365,-0.254129078473
ACH-000366,0.12276016035000001
ACH-000368,-0.165138912444
ACH-000374,-0.015292382452700001
ACH-000375,-0.0940330408496
ACH-000376,-0.132123928922
ACH-000381,-0.0390538754031
ACH-000383,-0.0174046700546
ACH-000387,-0.0154482197991
ACH-000389,0.0555357558412
ACH-000390,-0.083729283154
ACH-000393,-0.297736288314
ACH-000395,0.0605190567703
ACH-000397,-0.0227077079085
ACH-000401,0.30536722913000003
ACH-000402,0.28144544129
ACH-000403,-0.10036396316400001
ACH-000404,-0.09386900878039998
ACH-000406,-0.105612757478
ACH-000407,-0.05326570952740001
ACH-000408,-0.212523107787
ACH-000410,-0.0145162416481
ACH-000411,-0.102478811577
ACH-000414,0.0160250654151
ACH-000415,-0.205722688625
ACH-000416,-0.19622559403099998
ACH-000420,-0.167376689131
ACH-000421,-0.118994900767
ACH-000424,0.230893163409
ACH-000425,-0.14576913677
ACH-000426,-0.166162072936
ACH-000427,-0.0866056949787
ACH-000433,-0.0829779753241
ACH-000436,0.0607609815329
ACH-000444,-0.15735149597
ACH-000445,0.0914381788359
ACH-000448,-0.116543696468
ACH-000450,-0.0887454020825
ACH-000452,-0.000259683038515
ACH-000454,-0.102503682659
ACH-000458,-0.271777985055
ACH-000459,-0.125672776826
ACH-000460,-0.0529636272421
ACH-000461,-0.057926078160800004
ACH-000463,-0.0643386086922
ACH-000464,0.08857118565269999
ACH-000466,0.019027147422799998
ACH-000467,-0.0498202326214
ACH-000468,0.012839555896900001
ACH-000469,-0.077061407328
ACH-000470,-0.244407457315
ACH-000471,-0.0890741595238
ACH-000472,-0.0705919965289
ACH-000473,-0.0060682523653200005
ACH-000475,0.041256072236900004
ACH-000476,0.11042695680299999
ACH-000477,-0.252720992049
ACH-000480,0.152461158864
ACH-000481,-0.055031702194600005
ACH-000483,0.004992605176800001
ACH-000484,0.10074818474099999
ACH-000485,0.00268066968945
ACH-000486,-0.016570960123399998
ACH-000487,0.030107032109599998
ACH-000488,-0.179019040734
ACH-000490,-0.17325273222600002
ACH-000491,-0.14824276621
ACH-000495,-0.354081071187
ACH-000496,0.07762344684510002
ACH-000499,-0.0516761322671
ACH-000500,-0.0474227820342
ACH-000502,0.0386362753637
ACH-000503,-0.17435695557999997
ACH-000505,0.049406766760800004
ACH-000507,0.0705855730151
ACH-000510,0.03713219555530001
ACH-000511,-0.0793093722085
ACH-000512,0.0376169516284
ACH-000516,-0.027362388830900003
ACH-000517,-0.0299491498231
ACH-000518,-0.19059267121100001
ACH-000520,0.0943031664342
ACH-000521,0.00394644958388
ACH-000522,-0.0121016411886
ACH-000524,-0.128320326471
ACH-000527,-0.14781339720699999
ACH-000528,-0.028724461554900004
ACH-000537,-0.255811611038
ACH-000541,0.30255390766199997
ACH-000542,-0.0954353159672
ACH-000544,-0.17501799004500002
ACH-000545,-0.10875485846100001
ACH-000547,-0.278590469974
ACH-000548,-0.131075022221
ACH-000549,0.0290630281704
ACH-000550,-0.026338569236400003
ACH-000552,0.018604384774900003
ACH-000556,-0.0702129281761
ACH-000557,-0.394429457851
ACH-000570,-0.0551073299039
ACH-000571,-0.065328433552
ACH-000573,0.0342836489973
ACH-000576,-0.0567248639856
ACH-000580,-0.286114037932
ACH-000584,-0.170308942434
ACH-000585,0.00575123477983
ACH-000588,0.10241761339
ACH-000589,-0.0853812552574
ACH-000591,0.161904029975
ACH-000593,0.027749757684400002
ACH-000600,0.0654994952985
ACH-000601,0.040618070873800004
ACH-000604,-0.0341229658152
ACH-000605,-0.17739497280299998
ACH-000606,-0.0921633051252
ACH-000608,-0.204451468696
ACH-000614,-0.11509343328600001
ACH-000616,-0.030518217396800003
ACH-000618,0.005442131486449999
ACH-000619,0.0231472608751
ACH-000620,0.026938037272
ACH-000621,-0.0896570173993
ACH-000622,0.0
ACH-000623,-0.0771383214425
ACH-000624,0.0027543610969099994
ACH-000627,-0.0499987448513
ACH-000630,-0.206709643581
ACH-000632,0.0774912837006
ACH-000633,-0.291352605655
ACH-000637,-0.0259275319785
ACH-000638,0.144236748586
ACH-000646,-0.217889152474
ACH-000647,-0.116477648322
ACH-000648,0.122445814574
ACH-000649,-0.139281184708
ACH-000651,-0.164170744462
ACH-000652,0.051944570585500005
ACH-000653,-0.0672321929614
ACH-000657,-0.157271819709
ACH-000658,0.15152779386499998
ACH-000661,-0.201301412606
ACH-000662,-0.304442327928
ACH-000663,-0.203540057266
ACH-000665,-0.110659497889
ACH-000671,0.00615215975996
ACH-000673,0.024001185342500002
ACH-000676,0.0232218216766
ACH-000677,-0.231531454685
ACH-000681,-0.0975427726447
ACH-000682,-0.0581076335095
ACH-000683,-0.21460343024700002
ACH-000684,-0.0586232043845
ACH-000688,-0.376041566709
ACH-000693,-0.0882363639772
ACH-000694,-0.0423621400526
ACH-000695,0.00210371037603
ACH-000696,0.016227338105899998
ACH-000697,-0.12053946335200001
ACH-000699,-0.10091077638399999
ACH-000701,0.142426276874
ACH-000706,-0.075608009282
ACH-000711,-0.0367649244114
ACH-000713,0.256930814286
ACH-000714,-0.12061272619100001
ACH-000718,0.0263073655826
ACH-000720,-0.00591394460096
ACH-000721,-0.0186370920694
ACH-000724,0.14128721700400002
ACH-000725,-0.110430195946
ACH-000732,-0.06135385239709999
ACH-000734,-0.090572408476
ACH-000735,0.0021265279157200003
ACH-000736,-0.076498041154
ACH-000738,-0.0527830295493
ACH-000746,-0.32868157554
ACH-000747,-0.0275192493922
ACH-000748,-0.022058422286799998
ACH-000753,-0.0720831458279
ACH-000756,-0.121898239794
ACH-000757,-0.11149141828600001
ACH-000758,-0.08235244755969999
ACH-000760,-0.11496661421900001
ACH-000763,-0.115320236043
ACH-000764,-0.22113525063
ACH-000765,-0.0259146303779
ACH-000766,-0.0024612120631100002
ACH-000767,-0.05224249058119999
ACH-000768,-0.030311795400400004
ACH-000769,-0.0252633171653
ACH-000770,0.150902470897
ACH-000771,-0.127184670552
ACH-000773,-0.0204532008336
ACH-000776,0.007616174404600001
ACH-000777,-0.00785916346569
ACH-000778,0.22031424699299998
ACH-000781,-0.284483835686
ACH-000782,0.08853804098889999
ACH-000783,0.0227736881537
ACH-000784,-0.0960338303038
ACH-000785,-0.022720819067599998
ACH-000787,-0.20125844925
ACH-000788,-0.0556541463007
ACH-000791,0.12673712009500002
ACH-000792,-0.00986042097614
ACH-000794,-0.095620178663
ACH-000796,-0.21376612029800002
ACH-000799,0.08884116003689999
ACH-000800,-0.0454860010495
ACH-000802,-0.212468296472
ACH-000804,0.301163258787
ACH-000805,-0.039058493153199994
ACH-000809,-0.252343799864
ACH-000810,-0.0812532175955
ACH-000811,-0.243479832625
ACH-000817,0.211325962559
ACH-000819,-0.17722003309599998
ACH-000820,-0.244624637467
ACH-000821,0.177584390014
ACH-000822,-0.0954390768912
ACH-000823,-0.0812701615205
ACH-000824,-0.0169562181793
ACH-000827,-0.122967040893
ACH-000829,0.129532695793
ACH-000831,0.012665889358299999
ACH-000832,-0.0715235061164
ACH-000833,-0.0175223156118
ACH-000834,-0.0343512574748
ACH-000835,-0.14034088335699998
ACH-000836,-0.06220490528369999
ACH-000837,-0.09340015621310001
ACH-000838,0.28175554636
ACH-000839,-0.0621747218272
ACH-000840,-0.0330160975646
ACH-000841,0.04847751556919999
ACH-000843,-0.0906634364982
ACH-000846,-0.04687922224859999
ACH-000847,-0.22214180019299998
ACH-000848,-0.184330195044
ACH-000849,-0.0136420219329
ACH-000851,0.117265082776
ACH-000855,0.171684276641
ACH-000856,-0.19092119949900002
ACH-000858,-0.0448163325684
ACH-000859,-0.044489558237300005
ACH-000861,0.021600246257599997
ACH-000862,-0.019701035996400003
ACH-000865,-0.04604623201500001
ACH-000866,-0.123194057281
ACH-000867,-0.127816118491
ACH-000869,-0.0368299116866
ACH-000872,-0.0961481704332
ACH-000873,0.14551636683900002
ACH-000876,0.012128886237899998
ACH-000878,-0.0281554012026
ACH-000880,-0.10593641848999999
ACH-000881,0.0292606507304
ACH-000882,0.023517665689400002
ACH-000884,-0.0691787346818
ACH-000885,-0.019844574832099997
ACH-000887,-0.16448362373
ACH-000888,0.00488007294565
ACH-000889,0.0168708746145
ACH-000890,0.050266826036599994
ACH-000896,-0.0365558205042
ACH-000898,-0.145960159659
ACH-000900,0.226933587698
ACH-000901,-0.0736609055319
ACH-000905,-0.10993147995100001
ACH-000906,-0.08743281633500001
ACH-000907,-0.0664836269097
ACH-000910,-0.09945826365299999
ACH-000911,-0.05536277939399999
ACH-000912,0.022918126679799998
ACH-000913,-0.144321677186
ACH-000915,-0.219288326592
ACH-000916,0.148466792512
ACH-000917,-0.327938908894
ACH-000921,-0.017115045959700002
ACH-000924,-0.06309713469759999
ACH-000926,0.09599734893760001
ACH-000928,-0.046419674321099995
ACH-000929,-0.047929039003599995
ACH-000932,0.13872026088300002
ACH-000935,-0.189377495884
ACH-000936,-0.0789702072407
ACH-000937,0.0195908084455
ACH-000938,-0.154879005866
ACH-000939,0.159266866176
ACH-000941,-0.037039597047
ACH-000943,-0.00393257590638
ACH-000946,0.0455153733211
ACH-000947,-0.219374613935
ACH-000948,0.041754190597900004
ACH-000950,0.0119224537178
ACH-000953,0.204694944826
ACH-000957,-0.0620943753313
ACH-000958,0.116736407856
ACH-000960,-0.0379981751808
ACH-000963,0.350015703859
ACH-000968,0.0706787279919
ACH-000969,0.0438903017055
ACH-000973,0.023803102507099997
ACH-000974,0.0641975114021
ACH-000975,-0.099850059332
ACH-000976,-0.034547920003699994
ACH-000978,0.0528910020492
ACH-000980,-0.12552551896800002
ACH-000984,-0.0555988255298
ACH-000986,0.08433427571810001
ACH-000988,-0.21468209776799999
ACH-000993,0.00489798511917
ACH-000994,-0.242600861021
ACH-000996,0.190178826056
ACH-001001,-0.0409120349853
ACH-001020,-0.41451996330700003
ACH-001028,-0.149697688077
ACH-001031,-0.36531732916799997
ACH-001038,-0.206652511035
ACH-001048,0.0017343882543199999
ACH-001050,-0.142105176345
ACH-001053,-0.135093483141
ACH-001054,0.07436748681580001
ACH-001061,0.08324537708060001
ACH-001067,0.190516556965
ACH-001075,0.042517580508500005
ACH-001096,-0.09995983264939999
ACH-001128,-0.49417255450099995
ACH-001134,-0.0317207444883
ACH-001151,-0.09887724817810001
ACH-001163,-0.0867832146355
ACH-001164,0.043446920344
ACH-001173,-0.0460197337747
ACH-001183,-0.235023854265
ACH-001184,-0.006228748845810001
ACH-001190,0.0823968719153
ACH-001192,-0.0181944551818
ACH-001193,0.0384347655897
ACH-001196,-0.0956849723555
ACH-001197,0.0374787388925
ACH-001205,-0.262388162024
ACH-001211,-0.131062086463
ACH-001212,0.0732761132231
ACH-001228,-0.0377157229802
ACH-001232,0.0687039187701
ACH-001239,-0.16119860434299998
ACH-001274,-0.15175897073300001
ACH-001275,-0.139152102543
ACH-001277,-0.08456503422689998
ACH-001278,-0.155399871875
ACH-001280,0.027280040217400003
ACH-001283,-0.19291804834100001
ACH-001289,-0.201831251713
ACH-001295,-0.155842062486
ACH-001300,-0.20100746385499998
ACH-001301,-0.371260866582
ACH-001302,-0.323237763996
ACH-001303,-0.65024491004
ACH-001306,-0.0792303874756
ACH-001318,0.123965826377
ACH-001322,-0.188430184327
ACH-001328,-0.068999318159
ACH-001332,0.07404840120230001
ACH-001333,0.00785665017366
ACH-001336,-0.0682657173746
ACH-001340,-0.011358529452299999
ACH-001346,-0.191603403154
ACH-001353,-0.162276368687
ACH-001354,0.149757563482
ACH-001367,-0.07216948547810001
ACH-001368,-0.031233937482
ACH-001374,-0.07613074185669999
ACH-001375,-0.16616860083499999
ACH-001377,-0.0622908466995
ACH-001380,-0.225213692245
ACH-001391,0.137613513682
ACH-001407,-0.09110774065410002
ACH-001408,-0.285027289298
ACH-001413,-0.10072887730499999
ACH-001430,-0.167836607302
ACH-001431,-0.426972604968
ACH-001450,0.0072102833178400005
ACH-001496,-0.11030662309900001
ACH-001500,0.022897471575
ACH-001521,-0.046735171768500006
ACH-001523,0.0494849661297
ACH-001532,-0.0683382345279
ACH-001536,-0.16312203740700001
ACH-001550,0.00875991329068
ACH-001552,-0.0845297967395
ACH-001554,-0.27872073607500003
ACH-001645,-0.054523852926900006
ACH-001654,-0.106181922126
ACH-001715,-0.0687271845467
ACH-001735,-0.150151683501
ACH-001736,-0.103653664673
ACH-001737,-0.276320832041
ACH-001740,-0.154268811869
ACH-001745,-0.25784595449299996
ACH-001750,0.0454325852354
ACH-001765,-0.0054271968455400004
ACH-001956,-0.0404422157325
ACH-001957,-0.0707572197758
