,MYOC (4653)
ACH-000004,0.137083224173
ACH-000007,0.0464477841983
ACH-000009,-0.09386060433900001
ACH-000011,0.240309718926
ACH-000012,0.00332652045429
ACH-000013,0.0406023631608
ACH-000014,-0.0126419476582
ACH-000015,0.13978541798900002
ACH-000017,0.185126650439
ACH-000018,0.334970018084
ACH-000019,0.0996373241949
ACH-000021,-0.08135497747930001
ACH-000022,0.149009507943
ACH-000025,0.013446226781799998
ACH-000028,0.12001937392999999
ACH-000030,0.136136748429
ACH-000035,-0.05778154794819999
ACH-000036,-0.0516631440936
ACH-000037,0.380368889634
ACH-000039,0.314934402534
ACH-000040,0.0948422016902
ACH-000041,0.0254036248323
ACH-000042,0.10540391327299999
ACH-000045,0.224220345234
ACH-000047,0.118962868216
ACH-000052,-0.11676913437200001
ACH-000053,0.025983111192000002
ACH-000054,0.0532751093822
ACH-000055,0.13655176670299998
ACH-000060,0.150462922631
ACH-000067,0.136949133975
ACH-000070,-0.0718317986248
ACH-000075,0.43301402378799997
ACH-000078,0.228235998314
ACH-000082,0.051175737357
ACH-000085,0.14072941998299998
ACH-000086,-0.11895979263
ACH-000087,0.220704883242
ACH-000092,0.07880898691169999
ACH-000095,0.08781130511839999
ACH-000097,0.0746611590365
ACH-000098,0.043139189928099994
ACH-000099,0.100379530263
ACH-000108,0.09046411692780001
ACH-000113,0.115261008322
ACH-000115,0.185992675369
ACH-000116,-0.0122584884829
ACH-000118,0.0589370913671
ACH-000120,-0.0472814270674
ACH-000123,0.14207483826099998
ACH-000127,0.12882870384
ACH-000128,0.140336618915
ACH-000132,0.00651134619315
ACH-000133,0.0835219939236
ACH-000137,0.129409759638
ACH-000138,0.12450867356100001
ACH-000142,0.029283343008
ACH-000143,-0.0700156365674
ACH-000146,0.10083240656300001
ACH-000148,-0.00212140092334
ACH-000150,0.150767370217
ACH-000152,0.198007283594
ACH-000153,-0.17710126559
ACH-000159,0.092667903739
ACH-000160,0.301266683107
ACH-000163,0.07930843838189999
ACH-000167,0.23326812257100002
ACH-000168,0.0258718893826
ACH-000169,0.0801445420614
ACH-000178,0.2095904439
ACH-000182,0.0598328848371
ACH-000183,0.03793874797690001
ACH-000188,0.078855648658
ACH-000189,0.15561271609000002
ACH-000190,0.09901010934639999
ACH-000198,0.120756383257
ACH-000204,-0.26012888597899997
ACH-000206,0.289950922226
ACH-000207,-0.0074223999150600005
ACH-000211,0.088483062596
ACH-000215,-0.0126229541273
ACH-000221,-0.06574531759119999
ACH-000222,-0.0448205374885
ACH-000223,0.0803712479947
ACH-000226,0.0145643335581
ACH-000227,0.060980395419100004
ACH-000228,0.0233235972357
ACH-000231,0.139020322157
ACH-000232,0.10225700038899999
