,D2HGDH (728294)
ACH-000004,-0.037857572322300005
ACH-000007,-0.126992495478
ACH-000009,-0.0996356111254
ACH-000011,-0.0788454146941
ACH-000012,-0.0618889758696
ACH-000013,-0.08736590490419999
ACH-000014,-0.225382857148
ACH-000015,-0.162843803176
ACH-000017,-0.059858759217499995
ACH-000018,-0.211965644348
ACH-000019,-0.19623883146499999
ACH-000021,-0.0461109200458
ACH-000022,-0.260284827185
ACH-000025,-0.0242560974757
ACH-000028,0.055470210311199995
ACH-000030,-0.0128829444739
ACH-000035,0.0688408026216
ACH-000036,-0.190050057951
ACH-000037,-0.363223864451
ACH-000039,0.0968545064524
ACH-000040,-0.243198127621
ACH-000041,-0.03670379052640001
ACH-000042,-0.16243848891100002
ACH-000045,-0.08251938505860001
ACH-000047,-0.101155474254
ACH-000052,0.00256221819557
ACH-000053,-0.06430405960180001
ACH-000054,-0.0763683109029
ACH-000055,0.0866577890119
ACH-000060,-0.073801131511
ACH-000067,-0.16777992716200002
ACH-000070,-0.151843470131
ACH-000075,0.000506771758137
ACH-000078,-0.236863487656
ACH-000082,-0.128094389771
ACH-000085,0.07313442644899999
ACH-000086,-0.0956673798635
ACH-000087,-0.0842357935602
ACH-000092,-0.19688734607099997
ACH-000095,-0.0948115231956
ACH-000097,-0.0538951585589
ACH-000098,-0.0676299876755
ACH-000099,-0.232705158512
ACH-000108,-0.143650412565
ACH-000113,-0.21665065004999998
ACH-000115,-0.110143362358
ACH-000116,-0.033290244576900004
ACH-000118,-0.005803067039479999
ACH-000120,-0.166800365608
ACH-000123,-0.00163747084022
ACH-000127,-0.0728604842572
ACH-000128,-0.24577561674000004
ACH-000132,-0.0954333643253
ACH-000133,-0.145251551516
ACH-000137,0.0800756815964
ACH-000138,0.0263785839488
ACH-000142,-0.19697877767900002
ACH-000143,-0.153548810595
ACH-000146,0.0531085366109
ACH-000148,-0.07226561648089999
ACH-000150,-0.430201684024
ACH-000152,0.0167985851048
ACH-000153,-0.0686389108703
ACH-000159,-0.0800063357727
ACH-000160,-0.14851200205600001
ACH-000163,-0.175679485162
ACH-000167,-0.503152665731
ACH-000168,0.187211401729
ACH-000169,-0.08445741173810001
ACH-000178,-0.112652791544
ACH-000182,-0.04731211385030001
ACH-000183,-0.004374474801479999
ACH-000188,-0.0494665874892
ACH-000189,-0.328524361469
ACH-000190,0.10448167252599999
ACH-000198,0.0175157792529
ACH-000204,0.0508755494547
ACH-000206,0.00378427834981
ACH-000207,-0.000634164246027
ACH-000211,-0.045510987419400004
ACH-000215,-0.122438709285
ACH-000221,-0.0284061993005
ACH-000222,-0.0773049981504
ACH-000223,-0.118863051895
ACH-000226,0.121063888489
ACH-000227,0.0863620920939
ACH-000228,-0.209248716296
ACH-000231,-0.217513624124
ACH-000232,-0.056652153601900006
ACH-000233,-0.0701610809793
ACH-000234,-0.07523246758430001
ACH-000235,-0.0251277815718
ACH-000237,-0.157383415512
ACH-000238,-0.012808464165100002
ACH-000243,0.0041477512354
ACH-000244,-0.0471100306353
ACH-000246,-0.0384756754691
ACH-000248,-0.00384552717344
ACH-000250,-0.158986734543
ACH-000251,0.149701628368
ACH-000253,-0.15605295100299998
ACH-000255,0.000381899350268
ACH-000256,-0.264847586771
ACH-000257,-0.124451734388
ACH-000258,0.194334930185
ACH-000259,-0.12398752441500001
ACH-000260,-0.101339338908
ACH-000261,-0.16410482270500001
ACH-000262,-0.120287058991
ACH-000263,-0.475918630622
ACH-000264,-0.0484650043732
ACH-000265,-0.00980711423373
ACH-000266,-0.14417873104599999
ACH-000272,-0.0665949784634
ACH-000273,-0.267741490196
ACH-000274,-0.133588746173
ACH-000277,0.034928842753400004
ACH-000278,-0.085534255209
ACH-000279,-0.0289152838252
ACH-000280,-0.00358633398866
ACH-000281,0.118816261409
ACH-000288,-0.17146791739199999
ACH-000291,-0.0593061863035
ACH-000293,-0.24652622191
ACH-000294,-0.010629513555199999
ACH-000295,0.14164585474400002
ACH-000296,-0.07543606341760001
ACH-000302,0.0312559652738
ACH-000304,0.00818554162404
ACH-000307,0.0184440190895
ACH-000308,-0.125990892181
ACH-000310,0.0050136103261
ACH-000311,0.0200668269655
ACH-000312,-0.113144052486
ACH-000315,-0.23084085017900002
ACH-000316,-0.0259268633594
ACH-000317,-0.0845843681951
ACH-000318,-0.0027225846224
ACH-000319,0.0036282335406099997
ACH-000320,-0.0983658924633
ACH-000322,-0.18200456997
ACH-000323,-0.070149583853
ACH-000324,-0.212371745814
ACH-000329,-0.25899088726799996
ACH-000330,0.0491740230465
ACH-000331,-0.146647103689
ACH-000332,-0.0931420065569
ACH-000334,0.17773246006700003
ACH-000335,-0.0674119416944
ACH-000336,-0.327433877441
ACH-000337,0.04335163517530001
ACH-000339,-0.17012204293400002
ACH-000341,0.0550957410451
ACH-000348,-0.22197172621199998
ACH-000350,-0.0851881389691
ACH-000352,-0.254403763346
ACH-000356,0.103170476473
ACH-000361,-0.16032315659000002
ACH-000362,-0.13563092079000003
ACH-000363,-0.129262748169
ACH-000364,0.075192929441
ACH-000365,-0.0982646224534
ACH-000366,-0.129384296491
ACH-000368,-0.246459168033
ACH-000374,-0.0729803535085
ACH-000375,-0.055523831596
ACH-000376,-0.252350434441
ACH-000381,-0.131496338729
ACH-000383,-0.18470846704100002
ACH-000387,-0.052424384022399996
ACH-000389,-0.198990726674
ACH-000390,-0.185424928219
ACH-000393,-0.16811600470899998
ACH-000395,-0.0801936883296
ACH-000397,-0.0517836475901
ACH-000401,-0.399236149321
ACH-000402,-0.42271875034199996
ACH-000403,-0.215575856092
ACH-000404,0.280956787763
ACH-000406,-0.132460629951
ACH-000407,-0.154042996084
ACH-000408,-0.212407080644
ACH-000410,-0.108053374605
ACH-000411,-0.22914657149
ACH-000414,-0.0235111856468
ACH-000415,0.0399288606163
ACH-000416,-0.107424573629
ACH-000420,-0.166384107473
ACH-000421,-0.191766582786
ACH-000424,-0.110396463663
ACH-000425,-0.23955900244199999
ACH-000426,-0.203803642841
ACH-000427,0.0792781382164
ACH-000433,-0.0550234231398
ACH-000436,0.0465953533029
ACH-000444,-0.0638428754648
ACH-000445,-0.0707509641709
ACH-000448,0.0169806835111
ACH-000450,-0.269868021882
ACH-000452,-0.025707621995599995
ACH-000454,-0.0433721148166
ACH-000458,0.111959603277
ACH-000459,-0.013144783075700002
ACH-000460,-0.133572477558
ACH-000461,0.0195361132423
ACH-000463,-0.17991116423300002
ACH-000464,-0.0716524643186
ACH-000466,-0.22930446272399999
ACH-000467,-0.200914972076
ACH-000468,-0.0331198604523
ACH-000469,-0.20966572128199998
ACH-000470,-0.153333486545
ACH-000471,-0.0713268133385
ACH-000472,-0.0423192941619
ACH-000473,-0.0532882745779
ACH-000475,-0.2108929626
ACH-000476,-0.0873424842729
ACH-000477,-0.00410228713848
ACH-000480,-0.0557275674873
ACH-000481,-0.0801428146535
ACH-000483,-0.122325100329
ACH-000484,-0.353432801479
ACH-000485,-0.0140297095551
ACH-000486,-0.0846653132502
ACH-000487,0.0522300534906
ACH-000488,-0.0808942576447
ACH-000490,-0.120123144052
ACH-000491,-0.149052808608
ACH-000495,-0.310281076232
ACH-000496,-0.16713123002
ACH-000499,0.0904991573086
ACH-000500,-0.45434057052
ACH-000502,-0.0656567125829
ACH-000503,0.0301981163969
ACH-000505,-0.09753840428829999
ACH-000507,-0.17962160676199998
ACH-000510,-0.138902550135
ACH-000511,-0.039951093101699996
ACH-000512,-0.088238638452
ACH-000516,0.0602893342513
ACH-000517,-0.20702701170200002
ACH-000518,0.07160709817989999
ACH-000520,-0.31678780696
ACH-000521,0.028367976001599998
ACH-000522,-0.135895034497
ACH-000524,-0.10978683411399999
ACH-000527,-0.051772066112699994
ACH-000528,-0.0630503450215
ACH-000537,-0.157254067684
ACH-000541,-0.153777615926
ACH-000542,0.0704167917225
ACH-000544,-0.25271926946999995
ACH-000545,-0.0391714704566
ACH-000547,-0.10212290300799999
ACH-000548,-0.0479322103514
ACH-000549,-0.131509170944
ACH-000550,-0.22826823168299998
ACH-000552,-0.189614442273
ACH-000556,-0.195856620626
ACH-000557,-0.13043650557199998
ACH-000570,0.10655040080299999
ACH-000571,-0.188636810459
ACH-000573,0.0290119086137
ACH-000576,-0.118322025386
ACH-000580,0.130962001517
ACH-000584,-0.0894773310655
ACH-000585,-0.026364857225599996
ACH-000588,-0.281436445592
ACH-000589,-0.105567265407
ACH-000591,-0.32658719441399997
ACH-000593,-0.100694944917
ACH-000600,-0.004173108307530001
ACH-000601,-0.124809893861
ACH-000604,-0.0285224936061
ACH-000605,0.0178893434554
ACH-000606,0.159468092438
ACH-000608,-0.259532469745
ACH-000614,0.004144902640219999
ACH-000616,-0.172098517049
ACH-000618,0.10016925918700001
ACH-000619,-0.143907750656
ACH-000620,-0.06296585607369999
ACH-000621,-0.0476150320739
ACH-000622,-0.24839464822299998
ACH-000623,-0.16796439413400002
ACH-000624,-0.117019631473
ACH-000627,-0.125275914419
ACH-000630,-0.0403139451032
ACH-000632,-0.13206928878
ACH-000633,-0.126719745637
ACH-000637,-0.106645699682
ACH-000638,0.042347309853
ACH-000646,0.0475382782252
ACH-000647,-0.019549069908900003
ACH-000648,-0.406747816066
ACH-000649,-0.167333777765
ACH-000651,-0.11006106922900001
ACH-000652,-0.131029589987
ACH-000653,0.00762921057495
ACH-000657,-0.133074325884
ACH-000658,0.07443669931819999
ACH-000661,-0.0389638941853
ACH-000662,-0.45950939905500005
ACH-000663,-0.0414327819162
ACH-000665,-0.0421717235124
ACH-000671,0.068675621364
ACH-000673,-0.159253052245
ACH-000676,-0.0184643802399
ACH-000677,-0.0513678471832
ACH-000681,0.028482277521900003
ACH-000682,-0.06729521303159999
ACH-000683,-0.10208268578299999
ACH-000684,-0.383631186047
ACH-000688,-0.337069755153
ACH-000693,0.0016047592927300003
ACH-000694,-0.0962862207033
ACH-000695,-0.47034291247599996
ACH-000696,-0.18611089436099998
ACH-000697,0.05615365753880001
ACH-000699,-0.057340628143
ACH-000701,-0.182764224437
ACH-000706,0.136020518589
ACH-000711,-0.0568690621296
ACH-000713,-0.11316003667000002
ACH-000714,-0.08101962153360001
ACH-000718,0.00299727192803
ACH-000720,-0.0774293962835
ACH-000721,-0.134617639013
ACH-000724,-0.18958340021499998
ACH-000725,-0.127419311306
ACH-000732,-0.0377823679886
ACH-000734,-0.221498430895
ACH-000735,-0.147542501222
ACH-000736,-0.17896685019000003
ACH-000738,-0.072793023823
ACH-000746,0.0453649677821
ACH-000747,-0.0148306983507
ACH-000748,-0.117609786093
ACH-000753,-0.0905905694757
ACH-000756,0.07895105732
ACH-000757,-0.0941447367199
ACH-000758,-0.17652502004299997
ACH-000760,0.0151529815479
ACH-000763,0.011941752314799998
ACH-000764,-0.40343386293600003
ACH-000765,-0.217192709855
ACH-000766,0.021295784293299997
ACH-000767,-0.24887101163199998
ACH-000768,-0.013628282808900001
ACH-000769,-0.130021123576
ACH-000770,-0.178361335984
ACH-000771,0.0397024633661
ACH-000773,-0.08726524307039998
ACH-000776,-0.138792328233
ACH-000777,-0.081624331159
ACH-000778,-0.118820584418
ACH-000781,-0.0986234810803
ACH-000782,-0.14354107441
ACH-000783,-0.20478605212499998
ACH-000784,-0.0285623014769
ACH-000785,-0.23908860704799997
ACH-000787,-0.034211720896600004
ACH-000788,-0.13363656301100002
ACH-000791,0.0347967531367
ACH-000792,-0.215297908252
ACH-000794,-0.11162746103900001
ACH-000796,-0.14989765639699998
ACH-000799,0.0256084417271
ACH-000800,-0.293281195988
ACH-000802,-0.0922857234645
ACH-000804,0.161468514121
ACH-000805,0.134242566332
ACH-000809,-0.17004441399999998
ACH-000810,-0.11847015663100001
ACH-000811,-0.142500784466
ACH-000817,-0.030348566860000002
ACH-000819,-0.044492553849099996
ACH-000820,-0.372191295297
ACH-000821,-0.30081236239
ACH-000822,-0.0891749793415
ACH-000823,0.024285039747299998
ACH-000824,-0.226421423085
ACH-000827,-0.17233813433200001
ACH-000829,-0.042304092462900005
ACH-000831,-0.142803032117
ACH-000832,-0.0467098786888
ACH-000833,0.012226116611799998
ACH-000834,-0.09644890435070001
ACH-000835,-0.0859388641614
ACH-000836,-0.24574777104200002
ACH-000837,-0.158880275402
ACH-000838,-0.0247059917592
ACH-000839,-0.24419074163
ACH-000840,-0.10379567931099999
ACH-000841,-0.0719642071224
ACH-000843,-0.0194634483693
ACH-000846,0.244847387962
ACH-000847,-0.0314897261722
ACH-000848,-0.0313498006242
ACH-000849,-0.0470484929493
ACH-000851,-0.0174926672889
ACH-000855,-0.258645350495
ACH-000856,-0.134553273316
ACH-000858,-0.0795830697217
ACH-000859,-0.004495175150979999
ACH-000861,0.029492886534700002
ACH-000862,-0.00483970525584
ACH-000865,-0.08999360184039999
ACH-000866,-0.0683356045143
ACH-000867,-0.07160686806939999
ACH-000869,-0.0304044904867
ACH-000872,-0.0383185338408
ACH-000873,0.06213910719909999
ACH-000876,-0.0981689159279
ACH-000878,-0.239957111011
ACH-000880,0.0528953989754
ACH-000881,-0.0147822753894
ACH-000882,-0.193516357243
ACH-000884,-0.22262617248599997
ACH-000885,0.067216445076
ACH-000887,-0.0413974968016
ACH-000888,-0.266051731875
ACH-000889,-0.264195927624
ACH-000890,-0.0716797997297
ACH-000896,0.0332134096105
ACH-000898,-0.0424951758925
ACH-000900,0.117311792559
ACH-000901,-0.09494594541539998
ACH-000905,-0.0178345250742
ACH-000906,-0.10776148489800001
ACH-000907,0.056070283251400004
ACH-000910,-0.270617496762
ACH-000911,-0.10685357644400001
ACH-000912,-0.058149607181400005
ACH-000913,-0.12023330561
ACH-000915,-0.148160373197
ACH-000916,-0.10745962622199999
